summary,text
"Customer is complaining about subscribing callertune. Agent is replying that deactivate the caller tune by sending DEREG to 7728.","Customer:  I don't remember subscribing to any caller tune but glo deducted my credit pls the remaining balance has disappeared Agent:  Hello Aminu, kindly deactivate the Caller Tune by sending DEREG to 7728. TT Customer:  I've been unsubscribed from the caller tune services hope there won't be any deduction again or else I'll stop recharging Customer:  Please I want to know the call tariff I'm on because I'm being charged N12 instead of N9 as in gbam plus tnx Customer:  My number 08079776152 Agent:  Hello Aminu, please provide your number for clarification. Thank you. SO Agent:  You're Gbam Plus. 11k/sec to glo lines, 15k/sec to other networks. Daily fee of N5 applicable. Thank you. SO Customer:  I made 38 secs called and was charged about N7 to another network 
made then 2mins 15secs and was charged N28 Customer:  Glo charges me 0.24 per secs same network cos I called glo line for 5 secs and was charged 1.2 /5secs =0.24 x60 =N14. 4 per min. Customer:  My number 08079776152 this is why I don't recharge this glo line often hidden deductions thank you Agent:  ""Hello Aminu, may we have your number for clarification. Thank you. IQ Agent:  Morning Aminu, billing rate on your line is okay with respect to Gbam Plus package. TT Agent:  Morning Aminu, the line subscribed for a VAS for which deduction was made. The VAS is now cancelled. T Customer:  Please what is VAS that my line was subscribed to because I did not do it.. Hidden charges.. Kai  😤 Agent:  Hello Aminu, we apologize. Issue already escalated to our resolution unit. Work in progress.We'll revert back as soon as issue is sorted. SO Customer:  Glo you have started your hidden charges again, my credit is been deducted even without making calls. From  to 230 then 180 maybe later 0 credit pls continue Agent:  Hello Aminu, we a,apologize about it. Issue has been escalated to the unit in charge for assistance. Thank you. SO Customer:  Glo is still deducting my credits without a single call being made from it...still watching until you exhaust it all oh Glo network Agent:  Kindly provide your number for assistance. ET. Customer:  08079776152"
"Customer complaining about American air check the baggage non code share air line from past but now its not. Agent updated  that the baggage policy was  made changes recently and bags are only checked to the destination of each ticket.","Customer: It’s amazing how  could check a bag on a non-code share airline through in the past, but now useless, rude, agent Rob in MSP! Agent:  We've made changes recently to our baggage policy, so it may not be possible. Our apologies for any rudeness you received. Customer:  It’s two AA tickets on your airline...give me a break. It should be possible. Seems like your policies are all about being jerks! Customer:  SAME AIRLINE, with a 3 hour connection time in DFW. Just because separate tickets. ::such a load of crap and your agent needs to be fired! EP’s deserve respect from your shoddy airline! Agent:  We're only seeing you booked on a one way flight, Jason. Please DM your record locator and we'll look into it. Customer:  It’s for my mother who is traveling with me to Dallas and then is taking Eagle to GCK about 4 hours after we arrive. Agent:  We know it's disappointing. The policy has recently changed, and bags are only checked to the destination of the each ticket. Customer:  That’s a bunch of crap considering the continuing ticket is on YOUR airline. You changed that as a disgusting ploy to make more money. Customer:   can your gate agents at E15 in MSP be in more disorganized and unable to control the boarding process? ! Customer:  It’s weird that 50% of your preboard passengers walk better than my mom does!"
"The customer is asking why the vending machine not working because of which no one could do any transactions. The agent asks which specific branch the customer visited, the address of the branch and says they would share the feedback with their support team.","Customer:  -when you walk into  &amp; the person working the floor asks if you “have a transaction today” 🤔😆😳  Agent:  Were you able to complete your banking today? Let me know if you need me to look into something for you. I'm here to help. ^MH Customer:  I just do not understand this vending machine language at all. Super creepy Customer:  4 years I’ve avoided walking into your bank b/c somebody runs up to me &amp; asks if I have a transaction. Ummm... NO, I’m here 4 the brownies! Agent:  We appreciate the feedback, Jen. Did you visit a specific branch? If so, provide the address so I can share this properly. ^EB Customer:  happens at every branch...vending machine lingo. No one wants somebody coming up 2 them at the bank 2 ask if they have a transaction.  Agent:  I appreciate you providing your input. I'll be sure to share your feedback with our support team. ^CS Customer:  I’m sure you will 😆"
"Customer complains about the streaming issue with #xfinity and the game. Agent states that this is TNT quality issue and said that this issue will be forwarded to correct team.","Customer:   anone else having crap streaming quality with  and the game... Agent:  I can look into your streaming issues. Please DM me so I can help. -GR Customer:  every 5 minutes a 30 second pause then it comes back all pixelated until a commercial which is crisp... Agent:  Is this on a phone, tablet or laptop? -GR Customer:  laptop..commercials are CRISP and no issues...then goes to TNT games and then pixelated...can watch a CNN Stream at same time...crisp... seems like a TNT feed issue Customer:    Customer:  now it is hiccuping every 30 seconds...the stream sucks Agent:  Has this happened before with any channel? -GR Customer:  Hard to say..streamign has been pretty rock solid...this is not good though. Agent:  I agree this seems to be a TNT quality issue, I will be sure to pass this along to the correct team. -GR"
"Customer is complaining that communication gap between idea and third party apps. Agent updated that they like to inform that this offer applicable only from idea app and amp .","Customer:  2 Why a customer should suffer due to communication gaps between idea and third party apps. I want exact offer u showcasd In app  Agent:  We are sorry for the inconvenience caused to you. We have your contact details. We will get back to you shortly. Customer:  I did mail them details. Expecting true solution other than apologies and server downs. Travelled 10 yrs with idea,can guess ur response Agent:  As checked, Your concern is in progress and we are working on the same. Pls allow us some time to update you on the same. Customer:  Please see that it finishes before end of this year. You took this long to ask me to wait more. Am I really dealing with real account? Customer:  Just want to ask you one thing.is this the normal pace you work or Is this the way you make customer forget issue   Agent:  Apologies for the trouble. As checked, your  concern with SR no 1-137547480675 is resolved stating(1/2)
Rgds,
Darshan. Agent:  that you are not eligible for the offer because this offer was applicable through - Idea Website &amp; My Idea App only Idea(2/2) Customer:  If it was exclusive offer, why does it appear in third party app. I assume u only accept payments 4m 3rd party apps bt nt complaints  Agent:  Apologies for the trouble. We have noted your contact detail and concern. We'll get in touch with you as soon as possible. Agent:  We would like to inform that this Offer applicable only from Idea App &amp; Website hence you have received normal benefit.Rgds,Jit "
"The customer is asking that is there are any ways to save a playlist. The agent responded him that the option was not available in android.","Customer: When  make a playlist for you. Is there anyway to save it. Or just save individual? Agent:  Hey Danni! You just need to follow the playlist so you don't miss out. You can also add all the songs to a new playlist 🙂 /NG Customer:  Sorry. It's not a playlist so no follow option. It's a daily mix xx Agent:  1: Got it. You can also add the songs from your Daily Mixes to a playlist. If you're using the desktop app, just head to... Agent:  2: Daily Mix &gt; click on the three dots &gt; Add to Playlist. Any other questions, let us know /NG Customer:  Thanks babe. Kind of answers. Not on a computer so won't be able to do it x Agent:  Hmm. What device, operating system, and Spotify version are you using? We'll see what we can suggest /NG Customer:  My Samsung phone.  Agent:  1: We're afraid the option we've mentioned above is not available on your Android device right now. Not to worry, you can always add... /NG Agent:  2: the tracks you enjoy to a playlist. Here's how:  /NG Customer:  Thank you xxx Agent:  You're welcome! Were...  💚 /NG"
"Customer faceing issue with purchased prepaid card. Agent informs customer to call on number back of the card for assistance.","Customer:  hello, I’m having an issue with a prepaid card I purchased is there someone I can talk to? Agent:  Hi there, We are unable to service or locate your Bluebird/Serve Pre-paid card via twitter. Agent:  Which pre-paid card do you currently have? Customer:    Customer:  I just want to connect my card to PayPal, but when I try it says declined by bank But when I call it says I have $35 what can I do to fix it Agent:  Good morning. We'd like to assist, however we do not have access to the Prepaid Platform via this channel. Please call Agent:  the number on back of the card for assistance. They're available 24/7. Sorry for the inconvenience.^In Customer:  But when I call all it does is tells me my balance on th card Agent:  Please press zero and # (repeatedly) until a rep is on the line.^In"
"Customer is complaining that the train has not yet left the first station and late already. Agent updated that due to leaving reading late your train was behind a GWR service.","Customer:  nice hasn’t left the first station and late already. Impressive Agent:  Hi John, which train are you on? ^MB Customer:  Reading Waterloo Customer:  It’s NEVER onTime Agent:  Sorry for the delay John, this is because the train was late out of the depot this morning. ^MB Customer:  Oh good. That makes it all ok then!! Don’t worry about the huge amount of people that will now be late Customer:  So why is now geting later down the line. Agent:  Due to leaving Reading late your train was behind a GWR service. You are no longer behind this train and should lose no further time. ^MB Customer:  Nice your guard is giving a completely different reason for the delay. Need to get your stories straight"
"Customer having an issue with laptop. Agent updated that failure ID indicates a hard drive failure So that please contact HPSupport for service options.","Customer:    u guys all suck turned my laptop off last night was fine did a shitty os update and boom laptop's fucked fuck u Customer:    Because of ur shit update so now I'm supposed go spend money on more of ur shit fuck u  Customer:    Oh almost didn't mention I've got auto updates turned off yet it still did an update Agent:  Hey there, saw your tweet! The failure ID indicates a hard drive failure. Please contact HP phone support for service options. ...1/2 Agent:  Fill the web form using this link to reach them-  Thanks! ^Anoop 2/2 Customer:  Yeh but it was fine when I turned it off last night and Microsoft had to force an update Agent:  A software update cannot cause a hardware failure. It's just a bad coincidence. Please contact HP phone support for service options. ^Anoop Customer:  Oh still hate ms anyway nice 1 geezer Agent:  Please do not worry. Just contact our phone support team and they should be able to help you. ^Anoop"
"Customer having an issue with finding the store. Agent updated that they can log feedback on to their system internally so that the feedback is reviewed and also inform that they can look for the product for customer.","Customer: Trying to get through to  on the phone is like some cruel puzzle! 😂 I just need to know if they have Cat Carriers! Customer:  20 minutes later and pretending to be a contractor, I finally got through! To the actual store. This seems a very long way around asking Qs. Agent:  Hi Tina, were you able to get the answer you were looking for? - Beth Customer:  Eventually. Could have walked there in that time though 🙈 I'd suggest trying the phoneline yourself &amp; you'll understand the pain. Agent:  I can log your feedback on to our system internally so that your feedback is reviewed. Thank you - Brooke  2/2 Agent:  Hi Tina, I'm sorry you've had such a tough time getting through to our store. Nobody likes being on the phone for a fair length of time 1/2 Customer:  Thank you. It's no problem, just seemed a ridiculously long way around getting hold of the store. Thanks. Agent:  Hi Tina, If you would like we can try get a hold of the store your after? or we can look for the product for you. Thank you - Brooke Customer:  Thank you, I've managed now though."
"The customer says he had to wait nearly 2 days for an email reply and still haven't had a refund and asks how long will it take to get reply. The agent asks whether the customer received any confirmation code and says after providing customer's information within given link, he may receives response between 24-28 hours.","Customer:  I then had to wait nearly 2 days for an email reply and still haven't had a refund I never complain in this manner but you don't seem to care about customers  😠 Agent:  Sorry to hear of the poor experience you have had. Did you receive confirmation of the refund in the email? ^ES Customer:  No I didn't the person on live chat offered one but then insinuated I was stupid and encouraged me not to order again his supervisor was even worse. I then emailed and had to wait nearly two days for a reply which only came after I emailed again ..I wasn't offered a refund Customer:  In the email just encouraged to order again from another seller at twice the cost . Forgive me for being sceptical but why would I do that ? Agent:  I'm sorry to hear about that Justin, what was the original issue with the order? If you check your orders, does it say it has been refunded:  Customer:  No I have twice tried to order peppa pig school set the large one and twice I have been sent the wrong one the smaller  order number is  
026-7117810-5209111. I wouldn't mind so much but now I won't get the correct item I wanted . To top it off my latest email encouraged me to Customer:  Order again but at twice the price. You might insinuated I'm stupid on live chat but I'm certainly not stupid and won't be ordering again Agent:  Hi, I understand you were sent the wrong item twice. We would have to look into this more closely, hence why we are unable to replace it. The refund will take 5-7 business days to process. Is the item available from any other sellers? Apologies once again ^CR Customer:  Have you sorted the refund though ? I have ordered twice now from 2 different sellers one of which amazon recommended both advertised the item I wanted but sent the smaller version which i think is very poor . I now will have time find a new company who can fulfill what theysell Customer:  I was offered another seller today at twice the cost ..please forgive me but I'm not paying twice as much for an item which will probably be wrong again Agent:  We can't view your account details on social media. We are happy to check if a refund has been issued, please contact us directly : ^BZ Customer:  Thanks but I've now been waiting the best part off 2 days for an acceptable reply I've tried emailing live chat and now twitter and no one seems to be assisting me Agent:  I'd like for my team to personally look into this for you. Please send us your details here:  ^LI Customer:  Thank you I have messaged the link you sent Agent:  Thank you, Justin! We will get back to you as soon as possible. ^DY Customer:  I appreciate it thank you Customer:  Hi I've still not had an email or message or anything have you any idea how long this will take ? Thank you Agent:  After providing your information within the given link, you may receive a response between 24-48 hours. ^WM Customer:  OK thank you"
"Customer esquires about linking Aadhaar with mobile number. Agent informs customer that as instructed by the Government of India, it is now mandatory to link mobile number with your Aadhaar.","Customer:  has supreme court passed an order to link aadhar wid mobile no. ? Agent:  As it is made mandatory by DOT to link aadhar card,Please click the following link for more info  Customer:  Is DOT bigger than supreme court of INDIA?? ? Agent:  Please DM us your idea contact nos.and we will surely address it. Customer:  Y DM... Lets talk publically....  As u guys keep on sending aadhar SMS's wid a warning that no. Will b disconnected by evening Agent:  Please share your number so, we can check whether your reverification is completed or not? As it mandatory. Customer:  Verification has not been done... FYI its not mandatory by supreme court which is above all Agent:  Greetings for the Day! This is with reference to your query regarding Aadhaar based Reverification. Agent:  As instructed by the Government of India, it is now mandatory to link your mobile number with your Aadhaar. 2/3 Agent:   Regards, Vicky 3/3 Customer:  Kindly clear your facts case is pending for supreme court judgement and it is centre which says to link aadhar but not mandatory by sup crt"
"Customer is complaining that the broken item is received from the amazon. Agent updated the options of refund or for the replacement of the damaged item.","Customer:  4th broken item received by Amazon in 2 months. Done, and recommend you purchase straight from the manufacturer/company. Agent:  I'm sorry to hear about this! We'd like to help the best we can. To confirm, which Amazon marketplace did you order from? ^HC Customer:  What Amazon marketplace? I dont know what that refers to. Customer:  What are you referring to? Agent:  So sorry for the confusion. Are you ordering off of  Customer:  Yes..the 40+ items i've ordered totalling several thousand dollars have all been thru Amazon directly. Agent:  Thanks for clarifying. Options for refund/replacement of the damaged item can be viewed here:  Customer:  ....Great. My orders page.That i can access myself. Thanks. You've sent me 4 broken items dude. 4 broken items over the course of 2 months. Customer:  and you send me a link to my own orders page? After dealing with your support via phone and live chat, i can go on record saying ""Fuck you"". Customer:  p.s. cancel my prime membership, no point in getting free 2 day shipping on broken junk."
"The customer is asking whether there is any reason why his @VirginAtlantic flight for that afternoon is already delayed of 1hr20min and asks with the delay, until what time the check-in will be open. The agent informs that the delay is due to one of their aircraft being unexpectedly taken out of service.","Customer: Hi! Any reason why my  flight for this afternoon is already delayed of 1hr20min?  Agent:  Is it the VS1 you're due on Sara? ^G Customer:  Yes. Agent:  This is due to one of our aircraft being unexpectedly taken out of service Sara. We've tried to avoid a delay but unfortunately despite our best efforts it's been unavoidable. sorry for any inconvenience. ^G Customer:  Thank you for the explanation! With the delay, until what time the check-in will be open? Agent:  It will stay open until 60minutes before the new departure. ^G Customer:  Thank you so much! Customer:  The lady at the check-in desk asked me if I received the notification of the delay. Very sweet of her! I gave her a positive feedback on your comms 😊"
"Customer is disappointed withe service as they wanted to check why the balance has been deducted. Agent updates that their request is still in progress and will get the positive resolution soon.","Customer: I’m completely fed up with you. Your services are getting worse. Bye Bye   Agent:  We domn't want to loose you as a customer,As checked the balance has been deducted for internet usage. Customer:  Please check the pic once again. I was in wifi network. Fyi, my data connection has been turned off. Agent:  Sorry for the trouble .We have your contact details. Our concern team will get in touch with you. Agent:  As per our telecon, your issue has been initiated under SR# : 1-142968054354 &amp; you shall hear on the same soon. Regards, Heetali Customer:  Once again my balance has been deducted... and I am still in wifi network. 😡😡😡  Customer:  I’ve around ₹2 balance left in my a/c but still not able to makes call or sms.   Customer:  Another deduction from  Please help me. Agent:  Your request is still in progress, please bear with us for some time and you will get the positive resolution soon.Rgds,Sagar. Customer:  Still getting these msgs... what am I doing? Tell me 😡 "
"Customer inquiring about the train pass. Agent suggest customer not to buy any tickets as the pass is enough for journey.","Customer:  hello can you please tell me whether I can use this pass for Warrington to euston train on Saturday?  Agent:  Hi, we do not run from Warrington and they are only valid to use on London Midland services. Customer:  Would lime st to London Euston be best bet? I struggled to find details for your service online, do you have a list of stations? Agent:  you can go from Lime St. There will be a change at Crewe or Stafford or you can go via Birmingham New St as long as it's with us! Customer:  Thanks for the help? Do we need to purchase tickets or can we just get on train and show our passes to conductor? Agent:  if they're our scratchcards just scratch of the number and month that relate to the date of travel and that is then your ticket Customer:  Ok yes they are scratch cards. So we can get straight on train then? Agent:  yes, no need to book or buy anything else, just show them to platform &amp; on board staff as you go"
"Customer is complaining that he unable to enter the guide menu. Agent updated the customer to  DM of network related settings.","Customer: Please sort your shit out! FML     Agent:  Thanks for reaching out! This guide:  can help you troubleshoot; can you try those steps &amp; let us know? ^QZ Customer:  Its not my internet and i have checked my Down, Up and ping already! :/ Customer:  I think its my Xbox rather than the games I'm playing! I can't enter the Xbox guide menu while playing 'The Division' :/ Agent:  To clarify, did you get a chance to run through each page in that guide using the ✔️️ and ❌ buttons? ^QZ Customer:  Yes i did! Agent:  Got it. Can you share your GT and a pic of your console OS currently:    ? ^IS
  Customer:  Gt: haz227  Agent:  Thanks for that info. Let's have you try a factory reset, to get it to redownload  1 ^JL Agent:  the latest system update:  On step 7 select:  Reset and keep my games &amp; apps. 2 ^JL Customer:  Ok, Just waiting for it to reset! Do i lose anything? ( Like Xbox home colour, Alpha testing?) I did select keep my games and apps! Customer:  Just did a test run while playing the game, I can talk in party chat and the choppy-ness while playing has decrease only slightly! Agent:  Is this after the factory reset? ^JL Customer:  Yes! Agent:  Alrighty, in this case, we will need a picture of your network stats: Settings&gt;Network&gt;Network Settings&gt;Detailed  1 ^JL Agent:  Network Statistics and your NAT setting on the console. Can you DM that to us? 2 ^JL Customer:  Sure thing!"
"Customer is complaining that the opponent not found FIFA17 on xbox 360. Agent suggest him to send a picture of what is appearing on the screen when they are unable to play online.","Customer:  opponent not found FIFA17 on xbox360 (NAT1 and all ports are open) help me! Agent:  Hey there. Are you still unable to find a match? If so can you dm your GT and a picture of your Network Statistics? ^IS Customer:    Customer:  GT: Carmelofenix92 Agent:  Thanks for that info. To be sure, are you able to find online matches on other games? Have you tried resetting your ^AK Agent:  network by unplugging your router and modem for a solid 5 minutes? ^AK Customer:  Yes i do , but never change Customer:  Yes, i try with wolfenstein but i can’t play in new match on line Agent:  Alright, so multiple games are affected? Let's next have you clear your cache  ^AK Agent:  redownload your profile  Any difference after that? Customer:  I’ve clean the cache and redownload my profile but the problem persists! Agent:  Could you send us a picture of what is appearing on your screen when you are unable to play online? ^RM"
"The customer is saying that it says website's security has expired when he is in online platform and asks to resolve the issue before the uk office opens the next day morning. The agent asks the screenshot of the message and sends some of the links to resolve the issue to the customer.","Customer: Not good on a Sunday Night when your online platform says the website's security has expired  - please fix it before we need it in the morning!   Agent:  Our apologies. May we ask what specific website, are you trying to access and please send us a screenshot of the message. Customer:  Activeteachonline Customer:    Agent:  Sorry for the trouble. Please do this  then this  and try to access here:


Let us know if this will work for you. Customer:  No change as I am not prepared to change my internet security settings. It's the website which has no current valid security certificate. Hope it is resolved as soon as the UK offices open tomorrow morning. Please can you make sure they are aware. Agent:  Our apologies. May we know what is the exact message that you are getting when you are trying to access and you may also send us a screenshot so we can further check on it. Thank you. Customer:  I did before Agent:  For the mean time, what we can advise you to do is to click on the 'Go on the webpage' for you to access your account. And also, since you have mentioned that you're in the UK, please send a DM or tweet to  for further assistance. Thank you."
"Customer is complaining about the terminal of the flight. Agent updates that they will have on their way ASAP.","Customer: Damned if I ever set foot on a  flight again. Response to the  hiccup has been a comedy of errors. We're still imprisoned in the plane now, an hour and a half after they reopened the terminal. Agent:  We apologize for the issues tonight. Please know this is a security issue that is affecting all airlines flying in and out of Orlando. ^CC Customer:  Yes, and it's been resolved. For. Over. An. Hour. Southwest employees are confining us on an *inbound* flight, instead of letting us get off to the terminal which, again, *is already cleared. * That's not on security. That's on you. Agent:  It actually has not been resolved. The terminal is currently closed to all Passengers. ^CC Customer:  Yes it has. Terminal has been open for the last hour. Let us out. Agent:  That is incorrect information. Please check  for the most up-to-date info. We appreciate your patience as we work with authorities. ^CC Customer:   Yes. I know you're giving me incorrect information. That's why I'm trying to set you straight so you can find out who's responsible for the three hours time I'll have to bill you for. Agent:  Thanks for hanging in there with us. We'll have you on your way ASAP. ^VP"
"The customer asks what was the reason for last minute cancellation of the 8:25 SUR to WAT and asks for detailed info about when improvements will be seen at stations other than Windsor. The agent informs that on the previous journey, the train encountered a fault causing a delay to the next journey, that is the reason the train ran fast and suggests to keep checking the website for future announcements.","Customer:  any reason for the last minute cancellation of the 8:25 SUR to WAT?  Agent:  Hello, on the previous journey, the train encounter a fault causing a delay to the next journey. This is the reason the train ran fast. ^AE Customer:  So it’s just cancelled at SUR? meaning the next train will be more overcrowded than normal if we can get on. Agent:  Hello, the 08:31 Starts from Hampton Court and would have have been the next appropriate service. Did you manage to board the train? ^AE Customer:  No as that’s the slow train waited for the 38 which was full so still waiting. What’s the policy on overcrowded trains? Agent:  The 08:31 arrives at 09:03, only 4 mins after the schduled arrival of the 08:38 service. ^AE Customer:  Ahh that’s good to know. But would be better if you ran the service you are supposed to. Isn’t that what your customers pay for? ? Agent:  I appreciate the frustration of the delays, I can assure you they are not intentional and we aim for passengers to be on time. ^AE Customer:  So when are we going to see the promised improvement in service and longer trains? Agent:  Longer trains are already being introduced to suburban and Windsor routes. You can see further informaiton on our franchise through 1/2 Agent:  this link -   ^AE 2/2 Customer:  Some great generic info good work by the comms team. Any detailed info about when improvements will be seen at stations other than Windsor? Agent:  I would suggest to keep checking the website for future announcements. Updates will be posted there. ^AE"
"Customer is complaining that they found PS4 highlighted their $199.99 offer in store when searched in google, when they visited the store, they got to know that the offer was not genuine. Agent updates that this offer they had previously for an online deal and they are not responsible for any offers which are not directly from their own page.","Customer:  searching google for a PS4 highlighted your £199.99 offer in store (500gb plus FIFA 18) Went to store to be told it is not a genuine offer. Can this be removed? Very misleading! Agent:  Hi Mark. I'm so sorry for the disappointment caused by this. Can you confirm where you saw this offer online? As I'd like to investigate this further. Thank you. - Alisha. Customer:  Hi, open google, type in PS4 and it is top of the list for shopping on the right of the page Customer:    Agent:  Hi Mark, thanks for getting back in touch. It looks like this is through an outward link. As our direct site and stores are separate areas of the business with their own stock, promotions and prices can sometimes vary 1/2 Agent:  Try having a look on our direct page.  Ty - Reece 2/2 Customer:  Not sure what the outward link signifies. Still looks like it is your offer. Could confuse other simpletons like me 🙂 Agent:  Hi Mark, I'm sorry regarding this situation, allow us to elaborate. This is an offer we previously had as an online deal, as such some search engines will still contain cached results of our products and deals. Agent:  We therefore cannot be held responsible for any offers that aren't directly on our page as we have no control over cached versions of search results. Hope this makes sense, let us know if we can help further. - Thanks - David

2/2"
"Customer is complaining about the Verizon phone that isn't working. Agent enquires about the phone service and requests for DM to access the account.","Customer:  I want to call up and get xfinity but my verizon phone isn't working. Agent:  Is this your Mobile or Residential phone? ^JRA Customer:  residential Customer:  Residential Agent:  Thank you, was the phone service interrupted/suspended? ^JRA Customer:  I KNOW THAT I DON'T HAVE A DIAL TONE AND CAN'T CALL OUT OR RECEIVE CALLS. Customer:  I know that the bill is paid every month. Agent:  Tom, Please send us a DM so we can access your account."
"The customer says that he can't listen to @18979 anymore and says that he is not getting any error message but nothing happens when he just pressed PLAY. The agent asks whether the customer getting any errror messages when tries to listen to The xx, then asks to send over device model/OS and the spotify version and then to DM customer's account username or email address.","Customer:  why can't listen to  anymore? 🙁 Customer:   Cc.  HELP! Agent:  Hi Ana, help has arrived. Are you getting an error message when trying to listen to The xx? We'll take a look /ME Customer:  Thanks! No error message, I just press PLAY but nothing happens. I've tried it on other artists as well and I get the same issue Agent:  Can you send over your device model/operating system and the Spotify version you're using? We'll see what we can suggest /ME Customer:  I'm using Windows 10 on a Toshiba Satellite Pro. Spotify version 1.0.65.320.gac7a8e02 Agent:  Just to confirm, are you using a public or private connection? Is it possible for you to restart your router? Keep us posted /ME Customer:  It happened both at work and at home, so both private networks. Just tried it on my Mac and it works - not sure it helps. Agent:  Thanks for the info, it did. Do logging out, restarting your device, and logging back in help at all? /ME  Customer:  I've restarted the computer and uninstalled Spotify but the problem remains. When I try to play one specific song it says it's not available Customer:  Could it be because I activated the Premium trial and it just went back to the free version? Agent:  You should still be able to play songs on-demand on the desktop app. Just to check, can you still play other artists' songs? /MU Customer:  The XX and alt-j I can't. I've tried others (e.g. Jamie XX and Broken Bells) and there was no issue Agent:  Can you DM us your account's username or email address? We'll check things backstage /MU  Customer:  Done :)"
"Customer is asking about the rugeley store that why they are not dealing with party food. Agent says that to get as much product on to the shop floor and we would view these as an individual food party deal.","Customer:  you continue to exasperate your customers. Your Rugeley store tell me there is no party food deal! Why print it on your packaging?  Agent:  Hi Ian, this does look rather strange that these are on sale saying they're part of a food deal and there is no deal. 1/2 Agent:  I will look into this for you and get back to you as soon as I know. Thanks - Lee 2/2 Agent:  Hi Ian, the 3 for 2 deal begins on Monday and will run until the first week of January. Kind regards - Rhys Customer:  So why advertise it today? ? Agent:  Hi Ian, I have spoke to my colleagues at that store they have advised me they aren't fully advertising the promotion until Monday 1/3 Agent:  We like to get as much product onto the shop floor and we would view these as an individual food party deal. 2/3 Agent:  If you any further queries please ask :) Kind regards, Andy 3/3"
"Customer is having an issue with tree limb being held by the internet wires. Agent informed the customer that tree limbs are not something they can fix and  only tech options is going out to look at this issue.","Customer: 
 I noticed a fallen tree limb being held by the internet wires. How can this be resolved?  Agent:  Oh no! I would be happy to help. Please DM me your address and number so I can get your account pulled up. -AR Customer:  I ended up calling cust serv &amp; reporting the tree incident. They have a tix opened, just waiting on a callback from your Comcast. Thxs Agent:  No worries. Would you like me to follow up with you with this ticket? -JW Customer:  Yes please if you can. There are 2 tickets, both no call backs. I was told they would call by Nov 1st for Ticket # 044306762. Still waiting. Agent:  Hello. This was handled by a contractor company. This type of job did not require customer contact so none was ma...  Customer:  That would have been nice to know! I was told someone will contact me by the 1st. Still nothing has happened to fix the tree limb Agent:  Tree limbs are not something we fix as we do not trim trees. We only tend to the lines. Is the limb still resting on it? -ZL Customer:    Customer:  Yes tree limb still resting on the wire. Agent:  Thank you for the pic. Tech ops is going out to look at this to determine if this is a service line or main line and what to do with it. -ZL Customer:  Hi, a guy just came out and left. Not that i would have known, but it’s an At&amp;t line. Now I need to contact them. Thanks for all your help. Agent:  Thanks for the update. Glad we could get you an answer about the line and who to contact. -ZL"
"Customer is inquiring about correcting the spelling of his name on the flight ticket. Agent is requesting for passport copy in order to proceed with it.","Customer:   Hi, I do need a favor to correct spelling name.my flight will be on next week. please reply my dm Agent:  Hi, you would need to submit web form  and attach passport copy for verification and correction. - Ed Customer:  i had been sending but not respon.can u help me via twitt? Agent:  Hi There, may we have the screenshot of the passport copy for verification. Thank you. -Prabu Customer:  temen saya baru membuat paspor hari selasa kemarin dan saat pembuatan itu sesuai dgn akte kelahiran dan ktp. bisakan corect tanpa paspor? pakai identitas lain saja bisa? Agent:  Maaf Anindya, document passport diperlukan untuk pengesahan kerana flight anda adalah international. Thanks. -Jimy Customer:  oke kalo gitu pas paspor keluar aja ya. terimakasih Agent:  Kindly DM us with the passport copy so we would be able to verify and correct accordingly. Thanks - Ed Customer:  udah aku kirim di dm, tlg respon nya yaaa Agent:  Sudah di balas ke DM kamu ya Anindya . :D -Amie Customer:  iya kak. aku bls lg dm nya. minta tlg bgt ya kak Customer:  apakah sudah dapat jawaban dari atasan untuk pergantian nama dan tahun lahir pada tiket? mohon cek dm. terimakasih"
"Customer is complaining about wine is not refrigerate. Agent informed the customer that they will need to display all of the Meal Deal Options together and informed the customer to DM with Full name and E-mail.","Customer:  Seriously first world problem, but can you try and encourage stores not to refrigerate red wine provided with the finest meal deal? Customer:  Verging on resorting to this... probably not wise 🍷  Customer:  This may be better, but still not ideal  Customer:  Will settle for the “bath in sink full of hot water” option but if it wasn’t refrigerated then it could all be avoided 😬  Customer:  (seriously though  can you do something 😢) Agent:  Hi Joseph, I can understand your frustration and you're not alone. We need to display all of the Meal Deal options together. 1/2 Agent:  Since the other items need to be chilled then so does the wine (for display purposes). I hope it came up to room temp quickly. TY - Daf 2/2 Customer:  I understand 👍🏼  have a separate area for wine — another option would be to include the meal deal wine with the normal wine? Agent:  Could you please DM us your full name and e-mail? TY - Eve 2/2 Agent:  Hi Joseph, I'm sorry to hear that the wine is refrigerated. I can assure I will log your feedback on our system for review. 1/2 Customer:  Great! Will do, yes. Customer:  Done!"
"The customer is complaining that he can only find rbd song. The agent responded that they will be having all of the songs soon.","Customer: I wanna know why Este Corazon is the only RBD song I can find on  Agent:  Hey Ingrid! Can you tell us what country your account is set to? We'll check things out /CH Customer:  United States! Agent:  Fingers crossed we'll be able to have all of their songs soon, but there's info about Spotify content here:  /CH Customer:  Sweeeet! Agent:  Cool beans! You know where to find us if there's anything else you need help with.  😉 /CH Customer:  Thank you! 😌 Agent:  You're always welcome! 😉 /CH"
