id,name
0fc6,"Dataplus Supplies, Inc.	"
0fc5,"Delcom Engineering	"
0fc2,"Plug and Jack Industrial, Inc.	"
0fc1,"Mitac Internatinal Corp.	"
0fbb,"Bitwise Systems, Inc.	"
0fba,"San Shing Electronics Co., Ltd	"
0fb9,"AACom Corp.	"
0fb8,"Wistron Corp.	"
0fb6,"Heber Ltd	"
0fb4,""
0fb2,"Juan-Chern Industrial Co., Ltd	"
0fb1,"Inclose Design, Inc.	"
0fb0,"Haurtian Wire & Cable Co., Ltd	"
0faf,"Winpoint Electronic Corp.	"
0fa8,"Logic Controls, Inc.	"
0fa7,"Epox Computer Co., Ltd	"
0fa5,"Sotec Co., Ltd	"
0fa4,"ATL Technology	"
0fa3,"Starconn Electronic Co., Ltd	"
0f9e,"Lucent Technologies	"
0f9c,"Hyun Won, Inc.	"
0f98,"CyberBank Corp.	"
0f97,"CviLux Corp.	"
0f8f,"Soma Networks	"
0f8e,"Kingnet Technology Co., Ltd	"
0f8d,"Uniwill Computer Corp.	"
0f8c,"Young Generation International Corp.	"
0f8b,"Yazaki Corp.	"
0f88,"VTech Holdings, Ltd	"
0f7e,"Fluke Corp.	"
0f7d,"NetBotz, Inc.	"
0f7c,"DQ Technology, Inc.	"
0f78,"Guntermann & Drunck GmbH	"
0f73,"DFI	"
0f6e,"INTELLIGENT SYSTEMS	"
0f6a,"Vibren Technologies, Inc.	"
0f69,"Dionex Corp.	"
0f68,"Kobe Steel, Ltd	"
0f63,"LeapFrog Enterprises	"
0f62,"Acrox Technologies Co., Ltd	"
0f61,"Varian, Inc.	"
0f60,"NTK, Ltd	"
0f5f,"Key Technology Corp.	"
0f5d,"NewAge International, LLC	"
0f5c,"Prairiecomm, Inc.	"
0f55,"AmbiCom, Inc.	"
0f54,"Kawai Musical Instruments Mfg. Co., Ltd	"
0f53,"Dongguan White Horse Cable Factory, Ltd	"
0f52,"Wing Key Electrical Co., Ltd	"
0f4e,"Freedom Scientific	"
0f4d,"Microtune, Inc.	"
0f4c,"WorldWide Cable Opto Corp.	"
0f4b,"St. John Technology Co., Ltd	"
0f49,"Evolis SA	"
0f44,"Polhemus	"
0f42,"Nital Consulting Services, Inc.	"
0f41,"RDC Semiconductor Co., Ltd	"
0f3d,"Airprime, Incorporated	"
0f39,"TG3 Electronics	"
0f38,"Nien-Yi Industrial Corp.	"
0f37,"Kokuyo Co., Ltd	"
0f32,"YFC-BonEagle Electric Co., Ltd	"
0f31,"Chrysalis Development	"
0f30,"Jess Technology Co., Ltd	"
0f2f,"Priva Design Services	"
0f2e,"Geniality Maple Technology Co., Ltd	"
0f2d,"ViPower, Inc.	"
0f24,"Flex-P Industries, Snd., Bhd.	"
0f23,"Leader Tech Manufacturer Co., Ltd	"
0f22,"Senior Industries, Inc.	"
0f21,"IOI Technology Corp.	"
0f1d,"Iwill Corp.	"
0f1c,"Funai Electric Co., Ltd	"
0f1b,"Onset Computer Corp.	"
0f19,"Oracom Co., Ltd	"
0f18,"Finger Lakes Instrumentation	"
0f14,"Ingenico	"
0f13,"Acetek Technology Co., Ltd	"
0f12,"Mars Engineering Corp.	"
0f11,"LD Didactic GmbH	"
0f0f,"Silego Technology Inc	"
0f0e,"Energy Full Corp.	"
0f0d,"Hori Co., Ltd	"
0f0c,"CAS Corp.	"
0f08,"CSL Wire & Plug (Shen Zhen) Co.	"
0f06,"Visual Frontier Enterprise Co., Ltd	"
0f03,"Unitek UPS Systems	"
0efe,"Wem Technology, Inc.	"
0efd,"Oasis Semiconductor	"
0ef7,"SM Tech Co., Ltd (Tulip)	"
0ef6,"Yield Microelectronics Corp.	"
0ef5,"PointChips	"
0ef4,"DSI Datotech	"
0ef3,"Lynn Products, Inc.	"
0ef2,"I/O Magic Corp.	"
0ef1,"Aichi Micro Intelligent Corp.	"
0ef0,"Hitachi Cable, Ltd	"
0eef,"D-WAV Scientific Co., Ltd	"
0eee,"Digital Stream Technology, Inc.	"
0ee4,"Sunrich Technology, Ltd	"
0ee3,"ComTrue Technology Corp.	"
0ee2,"AMI Semiconductor, Inc.	"
0ee1,"Sarotech Co., Ltd	"
0ee0,"Shima Seiki Mfg., Ltd	"
0edf,"e-MDT Co., Ltd	"
0eda,"Noriake Itron Corp.	"
0ed5,"Fiberbyte	"
0ed3,"Wing-Tech Enterprise Co., Ltd	"
0ed2,"Kyoto Micro Computer Co., Ltd	"
0ed1,"WinMaxGroup	"
0ecf,"Phogenix Imaging, LLC	"
0ece,"TaiSol Electronics Co., Ltd	"
0ecd,"Lite-On IT Corp.	"
0ec7,"Theta Link Corp.	"
0ec6,"InnoVISION Multimedia, Ltd	"
0ec5,"GT Information System Co., Ltd	"
0ec4,"Ballracing Developments, Ltd	"
0ec3,"Axell Co., Ltd	"
0ec2,"Sweetray Industrial, Ltd	"
0ec1,"Abit Computer Corp.	"
0ec0,"LHI Technology (China) Co., Ltd	"
0ebf,"Omega Technology of Taiwan, Inc.	"
0ebe,"VWeb Corp.	"
0ebb,"Thermo Fisher Scientific	"
0eb8,"Mettler Toledo	"
0eb7,"Endor AG	"
0eb3,"Saint Technology Corp.	"
0eb2,"Y-S Electronic Co., Ltd	"
0eb1,"WIS Technologies, Inc.	"
0eb0,"NovaTech	"
0ead,"Humax Co., Ltd	"
0ea8,"CenDyne, Inc.	"
0ea7,"MSL Enterprises Corp.	"
0ea6,"Nihon Computer Co., Ltd	"
0ea3,""
0ea0,"Ours Technology, Inc.	"
0e9f,"Tamura Corp.	"
0e9c,"Streamzap, Inc.	"
0e9b,"ADTEC Corp.	"
0e9a,"TA HSING Industries, Ltd	"
0e99,"Parallel Dice Co., Ltd	"
0e98,"Advanced Analogic Technologies, Inc.	"
0e97,"Fingerworks, Inc.	"
0e96,"Aplux Communications, Ltd	"
0e95,"Future Technology Co., Ltd	"
0e93,"eM Technics Co., Ltd	"
0e92,"C's Glory Enterprise Co., Ltd	"
0e91,"VTech Engineering Canada, Ltd	"
0e90,"WiebeTech, LLC	"
0e8f,"GreenAsia Inc.	"
0e8d,"MediaTek Inc.	"
0e8c,"Well Force Electronic Co., Ltd	"
0e83,"Shin An Wire & Cable Co.	"
0e82,"Ching Tai Electric Wire & Cable Co., Ltd	"
0e7e,"Gmate, Inc.	"
0e7b,"On-Tech Industry Co., Ltd	"
0e79,"Archos, Inc.	"
0e75,"TVS Electronics, Ltd	"
0e72,"Hsi-Chin Electronics Co., Ltd	"
0e70,"Tokyo Electronic Industry Co., Ltd	"
0e6f,"Logic3	"
0e6a,"Megawin Technology Co., Ltd	"
0e67,"Fossil, Inc.	"
0e66,"Hawking Technologies	"
0e5e,"Conwise Technology Co., Ltd.	"
0e5d,"Neltron Industrial Co., Ltd	"
0e5c,"Bitland Information Technology Co., Ltd	"
0e5b,"Union Power Information Industrial Co., Ltd	"
0e5a,"Active Co., Ltd	"
0e56,"Kingston Technology Company, Inc.	"
0e55,"Speed Dragon Multimedia, Ltd	"
0e50,"TechnoData Interware	"
0e4c,"Radica Games, Ltd	"
0e4a,"Shenzhen Bao Hing Electric Wire & Cable Mfr. Co.	"
0e48,"Julia Corp., Ltd	"
0e44,"Sun-Riseful Technology Co., Ltd.	"
0e41,"Line6, Inc.	"
0e3b,"Mansella, Ltd	"
0e3a,"Neostar Technology Co., Ltd	"
0e39,"Smart Modular Technologies, Inc.	"
0e38,"Stratitec, Inc.	"
0e36,"TiePie engineering	"
0e35,"3Pea Technologies, Inc.	"
0e34,"Micro Computer Control Corp.	"
0e30,"HeartMath LLC	"
0e2e,"Brady Worldwide, Inc.	"
0e26,"J-Phone East Co., Ltd	"
0e25,"VinChip Systems, Inc.	"
0e23,"Liou Yuane Enterprise Co., Ltd	"
0e22,"Symbian Ltd.	"
0e21,"Cowon Systems, Inc.	"
0e20,"Pegasus Technologies Ltd.	"
0e1e,"Green Hills Software	"
0e1b,"Crewave	"
0e1a,"Unisys	"
0e17,"Walex Electronic, Ltd	"
0e16,"JMTek, LLC	"
0e0f,"VMware, Inc.	"
0e0d,"PicoQuant GmbH	"
0e0c,"Gesytec	"
0e0b,"Amigo Technology Inc.	"
0e08,"Winbest Technology Co., Ltd	"
0e03,"Nippon Systemware Co., Ltd	"
0dfc,"GeneralTouch Technology Co., Ltd	"
0dfa,"Toyo Communication Equipment Co., Ltd	"
0df7,"Mobile Action Technology, Inc.	"
0df6,"Sitecom Europe B.V.	"
0df4,"NET&SYS	"
0def,"Full Rise Electronic Co., Ltd	"
0dee,"Lifetime Memory Products	"
0ded,"Novasonics	"
0dea,"UTECH Electronic (D.G.) Co., Ltd.	"
0de7,"USBmicro	"
0de0,"BD Consumer Healthcare	"
0dde,"Ubicom, Inc.	"
0ddd,"Datelink Technology Co., Ltd	"
0ddb,"Tamarack, Inc.	"
0dda,"Integrated Circuit Solution, Inc.	"
0dd9,"HighSpeed Surfing	"
0dd8,"Netac Technology Co., Ltd	"
0dd7,"Kocom Co., Ltd	"
0dd5,"California Micro Devices	"
0dd4,"Custom Engineering SPA	"
0dd3,"MediaQ	"
0dd2,"Power Quotient International Co., Ltd	"
0dd1,"Contek Electronics Co., Ltd	"
0dd0,"Access Solutions	"
0dcd,"NetworkFab Corp.	"
0dc7,"First Cable Line, Inc.	"
0dc6,"Precision Squared Technology Corp.	"
0dc5,"SDK Co., Ltd	"
0dc4,"inXtron, Inc.	"
0dc3,"Athena Smartcard Solutions, Inc.	"
0dc1,"Tamagawa Seiki Co., Ltd	"
0dc0,"G7 Solutions (formerly Great Notions)	"
0dbf,"Jess-Link International	"
0dbe,"Jiuh Shiuh Precision Industry Co., Ltd	"
0dbc,"A&D Medical	"
0dba,"Digidesign	"
0db7,"ELCON Systemtechnik	"
0db5,"Access IS	"
0db4,"Chung Fu Chen Yeh Enterprise Corp.	"
0db3,"Tekram Technology Co., Ltd	"
0db2,"Shian Hwi Plug Parts, Plastic Factory	"
0db1,"Wen Te Electronics Co., Ltd	"
0db0,"Micro Star International	"
0dad,"Westover Scientific	"
0dab,"Cubig Group	"
0da8,"softDSP Co., Ltd	"
0da7,"IOGear, Inc.	"
0da4,"Polar Electro Oy	"
0da3,"Nippon Electro-Sensory Devices Corp.	"
0da2,"Land Instruments International, Ltd	"
0da1,"Suzhou Peter's Precise Industrial Co., Ltd	"
0da0,"Danger Research	"
0d9f,"Powercom Co., Ltd	"
0d9e,"Avaya	"
0d9d,"Sanwa Supply, Inc.	"
0d9c,"Chee Chen Hi-Technology Co., Ltd	"
0d9b,"Tat Shing Electrical Co.	"
0d9a,"RTX AS	"
0d99,"Trazer Technologies, Inc.	"
0d98,"Mars Semiconductor Corp.	"
0d97,"Santa Barbara Instrument Group	"
0d96,"Skanhex Technology, Inc.	"
0d90,"Sure-Fire Electrical Corp.	"
0d8f,"Pitney Bowes	"
0d8e,"Global Sun Technology, Inc.	"
0d8d,"Promotion & Display Technology, Ltd	"
0d8c,"C-Media Electronics, Inc.	"
0d8b,"Ascom Telecommunications, Ltd	"
0d8a,"King Jim Co., Ltd	"
0d89,"Oz Software	"
0d87,"Dolby Laboratories Inc.	"
0d83,"Think Outside, Inc.	"
0d81,"TechnoVision	"
0d80,"H.R. Silvine Electronics, Inc.	"
0d7f,"Essential Reality LLC	"
0d7e,"American Computer & Digital Components	"
0d7d,"Phison Electronics Corp.	"
0d7c,"Taiwan Line Tek Electronic Co., Ltd	"
0d7b,"Wellco Technology Co., Ltd	"
0d7a,"MARX Datentechnik GmbH	"
0d78,"Japan Distributor Corp.	"
0d77,"Power Sentry/Newpoint	"
0d76,"MFP Korea, Inc.	"
0d73,"Hit's Communications, Inc.	"
0d72,"Winmate Communication, Inc.	"
0d71,"Hirakawa Hewtech Corp.	"
0d70,"Try Computer Co., Ltd	"
0d6b,"And-Or Logic	"
0d6a,"Megapower International Corp.	"
0d69,"NSI	"
0d68,"Super Link Electronics Co., Ltd	"
0d67,"Advanet, Inc.	"
0d66,"TMT	"
0d65,"KMJP Co., Ltd	"
0d64,"DXG Technology Corp.	"
0d63,"Fritz Gegauf AG	"
0d62,"Darfon Electronics Corp.	"
0d61,"Meilu Electronics (Shenzhen) Co., Ltd	"
0d60,"IVL Technologies, Ltd	"
0d5f,"CSI, Inc.	"
0d5e,"Myacom, Ltd	"
0d5c,"SMC Networks, Inc.	"
0d59,"TRC Simulators b.v.	"
0d57,"Solomon Microtech, Ltd	"
0d56,"AVLAB Technology, Inc.	"
0d55,"ASKA Technologies, Inc.	"
0d54,"Holon Corp.	"
0d53,"HMI Co., Ltd	"
0d51,"Volex (Asia) Pte., Ltd	"
0d50,"Cleware GmbH	"
0d4f,"EADS Airbus France	"
0d4e,"Agere Systems Netherland BV	"
0d4d,"Coherent, Inc.	"
0d4c,"Tedas AG	"
0d4b,"Grape Systems, Inc.	"
0d4a,"NF Corp.	"
0d49,"Maxtor	"
0d48,"Promethean Limited	"
0d46,"Kobil Systems GmbH	"
0d42,"Full Der Co., Ltd	"
0d41,"Ta Yun Terminals Industrial Co., Ltd	"
0d40,"Ascor, Inc.	"
0d3f,"MTS Systems Corp.	"
0d3e,"Fitcom, inc.	"
0d3d,"Tangtop Technology Co., Ltd	"
0d3c,"Sri Cable Technology, Ltd	"
0d3a,"Posiflex Technologies, Inc.	"
0d35,"Dah Kun Co., Ltd	"
0d34,"Rearden Steel Technologies	"
0d33,"AirSpeak, Inc.	"
0d32,"Leo Hui Electric Wire & Cable Co., Ltd	"
0d2f,"Andamiro	"
0d28,"NXP	"
0d19,"Hank Connection Industrial Co., Ltd	"
0d18,"coaXmedia	"
0d17,"NALTEC, Inc.	"
0d16,"Hi-Touch Imaging Technologies Co., Ltd	"
0d15,"OnStream b.v.	"
0d14,"Array Comm, Inc.	"
0d13,"BMF Corp.	"
0d12,"Hansol Electronics, Inc.	"
0d11,"Maspro Denkoh Corp.	"
0d10,"Elastic Networks	"
0d0f,"Feng Shin Cable Co., Ltd	"
0d0e,"Hybrid Networks, Inc.	"
0d0d,"MKNet Corp.	"
0d0c,"Astron Electronics Co., Ltd	"
0d0b,"Contemporary Controls	"
0d08,"UTStarcom	"
0d06,"telos EDV Systementwicklung GmbH	"
0cff,"SAFA MEDIA Co., Ltd.	"
0cfc,"Minolta-QMS, Inc.	"
0cfa,"Inviso, Inc.	"
0cf9,"Central System Research Co., Ltd	"
0cf8,"Clarisys, Inc.	"
0cf7,"ishoni Networks	"
0cf6,"Compucable Corp.	"
0cf5,"Cellink Co., Ltd	"
0cf4,"Fomtex Corp.	"
0cf3,"Qualcomm Atheros Communications	"
0cf2,"ENE Technology, Inc.	"
0cf1,"e-Conn Electronic Co., Ltd	"
0ce9,"Pico Technology	"
0ce5,"Validation Technologies International	"
0cde,"Z-Com	"
0cd9,"Hitachi Shin Din Cable, Ltd	"
0cd8,"JS Digitech, Inc.	"
0cd7,"NewChip S.r.l.	"
0cd6,"Scheidt & Bachmann	"
0cd5,"LabJack Corporation	"
0cd4,"Bang Olufsen	"
0ccd,"TerraTec Electronic GmbH	"
0ccc,"Domex Technology Corp.	"
0ccb,"SKNet Co., Ltd	"
0cca,"Amphenol	"
0cc9,"BroadMAX Technologies, Inc.	"
0cc8,"Technotools Corp.	"
0cc7,""
0cc6,"Intermagic Corp.	"
0cc5,"Sendo	"
0cc4,"emsys GmbH	"
0cc3,"Rimage Corp.	"
0cc2,"Timex Corp.	"
0cc1,"Given Imaging, Ltd	"
0cc0,"Kuon Yi Industrial Corp.	"
0cbf,"Union Genius Computer Co., Ltd	"
0cbe,"Keryx Technologies, Inc.	"
0cbd,"Pentel Co., Ltd (Electronics Equipment Div.)	"
0cbc,"Palmax Technology Co., Ltd	"
0cbb,"Shanghai Darong Electronics Co., Ltd	"
0cba,"Trust Electronic (Shanghai) Co., Ltd	"
0cb8,"Opticis Co., Ltd	"
0cb7,"Singatron Enterprise Co., Ltd	"
0cb6,"Celestix Networks, Pte., Ltd	"
0cb1,"Innovonics, Inc.	"
0cb0,"Flying Pig Systems	"
0caf,"Buslink	"
0cae,"Ascom Business Systems, Ltd	"
0cad,"Motorola CGISS	"
0caa,"Allied Telesis KK.	"
0ca7,"Information Systems Laboratories	"
0ca6,"Castles Technology Co., Ltd	"
0ca5,"BAE Systems Canada, Inc.	"
0ca4,"ST&T Instrument Corp.	"
0ca3,"Sega Corp.	"
0ca2,"Zyfer	"
0c9d,"SemTek	"
0c9c,"Brand Innovators BV	"
0c9b,"Jobin Yvon, Inc.	"
0c9a,"Hanwool Robotics Corp.	"
0c99,"Innochips Co., Ltd	"
0c98,"Berkshire Products, Inc.	"
0c94,"Cryptera	"
0c8f,"Applied Microsystems	"
0c8e,"Cesscom Co., Ltd	"
0c8d,"Tempo	"
0c8c,"Coactive Networks	"
0c8b,"Wavefly Corp.	"
0c8a,"Pathway Connectivity, Inc.	"
0c89,"Honda Tsushin Kogyo Co., Ltd	"
0c88,"Kyocera Wireless Corp.	"
0c86,"NDA Technologies, Inc.	"
0c7c,""
0c7a,"Wing-Span Enterprise Co., Ltd	"
0c79,"NuConnex Technologies Pte., Ltd	"
0c78,"Detto Corp.	"
0c77,"Sipix Group, Ltd	"
0c76,"JMTek, LLC.	"
0c74,"Optronic Laboratories Inc.	"
0c72,"PEAK System	"
0c70,"MCT Elektronikladen	"
0c6c,"JETI Technische Instrumente GmbH	"
0c6a,"ACS	"
0c67,"Concept Telecom, Ltd	"
0c66,"Rexon Electronics Corp.	"
0c65,"Eminence Enterprise Co., Ltd	"
0c64,"Signality System Engineering Co., Ltd	"
0c63,"Toko, Inc.	"
0c62,"Chant Sincere Co., Ltd	"
0c60,"Apogee Electronics Corp.	"
0c5e,"Xytronix Research & Design	"
0c5a,"TRS International Mfg., Inc.	"
0c59,"Dong Guan Shinko Wire Co., Ltd	"
0c58,"Vidar Systems Corp.	"
0c57,"Imaginative Design Operation Co., Ltd	"
0c56,"Billion Bright, Ltd	"
0c55,"Spectrum Digital, Inc.	"
0c54,"Glory, Ltd	"
0c53,"ViewPLUS, Inc.	"
0c52,"Sealevel Systems, Inc.	"
0c4c,"Needham's Electronics	"
0c4b,"Reiner SCT Kartensysteme GmbH	"
0c4a,"ALGE-TIMING GmbH	"
0c46,"WaveRider Communications, Inc.	"
0c45,"Microdia	"
0c44,"Motorola iDEN	"
0c40,"ELMCU	"
0c3e,"Nextcell, Inc.	"
0c3d,"Innocom, Inc.	"
0c3c,"Radius Co., Ltd	"
0c3b,"Komatsu, Ltd	"
0c3a,"Furui Precise Component (Kunshan) Co., Ltd	"
0c39,"IFR	"
0c38,"Der An Electric Wire & Cable Co., Ltd	"
0c37,"e.Digital	"
0c36,"E Ink Corp.	"
0c35,"Eagletron, Inc.	"
0c30,"Mutoh Industries Ltd	"
0c2e,"Metrologic Instruments	"
0c27,"RFIDeas, Inc	"
0c26,"Prolific Technology Inc.	"
0c25,"Sampo Corp.	"
0c24,"Taiyo Yuden	"
0c23,"Lernout + Hauspie	"
0c22,"Tally Printer Corp.	"
0c1f,"Magicard	"
0c1c,"Hang Zhou Silan Electronics Co., Ltd	"
0c1b,"MIPS Technologies	"
0c1a,"Silicon Motion, Inc.	"
0c19,"cyberPIXIE, Inc.	"
0c18,"SynerTek Korea, Inc.	"
0c17,"Cyberboard A/S	"
0c16,"Gyration, Inc.	"
0c15,"Iris Graphics	"
0c12,"Zeroplus	"
0c0b,"Dura Micro, Inc. (Acomdata)	"
0c0a,"Highpoint Technologies, Inc.	"
0c09,"Comjet Information System	"
0c08,"Agate	"
0c07,"Infinite Data Storage, Ltd	"
0c06,"Hasbro Games, Inc.	"
0c05,"Appian Graphics	"
0c04,"MOTO Development Group, Inc.	"
0c00,"FireFly Mouse Mat	"
0bfd,"Kvaser AB	"
0bfb,"Grass Valley Group	"
0bf8,"Fujitsu Siemens Computers	"
0bf7,"Sunny Giken, Inc.	"
0bf6,"Addonics Technologies, Inc.	"
0bf2,"Konexx	"
0bf1,"Intracom S.A.	"
0bf0,"Pace Micro Technology PLC	"
0bef,"Way2Call Communications	"
0bee,"LTK Industries, Ltd	"
0bed,"MEI	"
0be6,"Dong Guan Humen Wonderful Wire Cable Factory	"
0be5,"DOME imaging systems, Inc.	"
0be4,"Elka International, Ltd	"
0be3,"TOYO Corp.	"
0be2,"Kanda Tsushin Kogyo Co., Ltd	"
0bdd,"Orange PCS	"
0bdc,"Y Media Corp.	"
0bdb,"Ericsson Business Mobile Networks BV	"
0bda,"Realtek Semiconductor Corp.	"
0bd7,"Andrew Pargeter & Associates	"
0bcb,"Perfect Technic Enterprise Co., Ltd	"
0bca,"Startek Engineering, Inc.	"
0bc9,"ECI Telecom, Ltd	"
0bc8,"Telmax Communications	"
0bc7,"X10 Wireless Technology, Inc.	"
0bc6,"ExWAY, Inc.	"
0bc5,"JCN Co., Ltd	"
0bc4,"Microcube Corp.	"
0bc3,"IPWireless, Inc.	"
0bc2,"Seagate RSS LLC	"
0bc1,"Fuw Yng Electronics Co., Ltd	"
0bc0,"Knilink Technology, Inc.	"
0bbd,"System Connection, Inc.	"
0bbc,"Assistive Technology, Inc.	"
0bbb,"General Meters Corp.	"
0bba,"ZAccess Systems	"
0bb9,"Eiger M&C Co., Ltd	"
0bb8,"Hitachi Semiconductor and Devices Sales Co., Ltd	"
0bb7,"Joytech Computer Co., Ltd	"
0bb6,"Network Alchemy	"
0bb5,"Murata Manufacturing Co., Ltd	"
0bb4,"HTC (High Tech Computer Corp.)	"
0bb3,"Ofuji Technology	"
0bb2,"Ambit Microsystems Corp.	"
0bb1,"Infinilink Corp.	"
0bb0,"Concord Camera Corp.	"
0baf,"U.S. Robotics	"
0b9f,"Chippo Technologies	"
0b9d,"Softprotec Co.	"
0b9b,"Dipl.-Ing. Stefan Kunde	"
0b99,"Audio International, Inc.	"
0b98,"Playmates Toys, Inc.	"
0b97,"O2 Micro, Inc.	"
0b96,"Sewon Telecom	"
0b95,"ASIX Electronics Corp.	"
0b8c,"SMART Technologies Inc.	"
0b89,"Advanced Digital Broadcast, Ltd	"
0b88,"Sigma Koki Co., Ltd, Technology Center	"
0b87,"Plus-One I & T, Inc.	"
0b86,"Exputer Systems, Inc.	"
0b85,"Elkat Electronics, Sdn., Bhd.	"
0b84,"Rextron Technology, Inc.	"
0b81,"id3 Technologies	"
0b7d,"Astrodesign, Inc.	"
0b7c,"ITRAN Communications, Ltd	"
0b7b,"Taiko Denki Co., Ltd	"
0b7a,"Zeevo, Inc.	"
0b79,"Sunrise Telecom, Inc.	"
0b75,"Roland DG Corp.	"
0b73,"Computone Corp.	"
0b72,"Embedded Wireless Technology Co., Ltd	"
0b71,"SHIN-EI Sangyo Co., Ltd	"
0b70,"PortalPlayer, Inc.	"
0b6f,"Nagano Japan Radio Co., Ltd	"
0b6a,"Maxim Integrated Products	"
0b69,"CacheVision	"
0b67,"Fairbanks Scales	"
0b66,"Cybiko Inc.	"
0b65,"Expert Magnetics Corp.	"
0b64,"Wonderful Wire Cable Co., Ltd	"
0b63,"ADLink Technology, Inc.	"
0b62,"Orange Micro, Inc.	"
0b61,"NEC Viewtechnology, Ltd	"
0b60,"Nsine, Ltd	"
0b5f,"Green Electronics Co., Ltd	"
0b5a,"Corel Corp.	"
0b59,"Lake Communications, Ltd	"
0b57,"Beijing HanwangTechnology Co., Ltd	"
0b56,"TYI Systems, Ltd	"
0b54,"Sinbon Electronics Co., Ltd	"
0b52,"Colorado MicroDisplay, Inc.	"
0b51,"Comfort Keyboard Co.	"
0b50,"Dumpries Co., Ltd	"
0b4e,"Musical Electronics, Ltd	"
0b4d,"Graphtec America, Inc.	"
0b4b,"Pine Corp. Ltd.	"
0b49,"ASCII Corp.	"
0b48,"TechnoTrend AG	"
0b47,"Sportbug.com, Inc.	"
0b43,"Play.com, Inc.	"
0b41,"Hal Corp.	"
0b3e,"Kikusui Electronics Corp.	"
0b3c,"Olivetti Techcenter	"
0b3b,"Tekram Technology Co., Ltd	"
0b3a,"IPaxess	"
0b39,"Omnidirectional Control Technology, Inc.	"
0b38,"Gear Head	"
0b37,"Hitachi ULSI Systems Co., Ltd	"
0b33,"Contour Design, Inc.	"
0b30,"PNY Technologies, Inc.	"
0b2c,"Village Center, Inc.	"
0b28,"Kenwood Corp.	"
0b27,"Ritek Corp.	"
0b24,"Link Evolution Corp.	"
0b23,"Pan-Asia Electronics Co., Ltd	"
0b22,"Japan System Development Co., Ltd	"
0b21,"Yokogawa Electric Corp.	"
0b20,"TransDimension, Inc.	"
0b1f,"Insyde Software Corp.	"
0b1e,"Electronic Warfare Assoc., Inc. (EWA)	"
0b11,"I Tech Solutions Co., Ltd	"
0b10,"Pcally	"
0b0f,"AVID Technology	"
0b0e,"GN Netcom	"
0b0d,"ProjectLab	"
0b0c,"Todos AB	"
0b0b,"Datamax-O'Neil	"
0b05,"ASUSTek Computer, Inc.	"
0b00,"INGENICO	"
0aff,"Jump Zone Network Products, Inc.	"
0afe,"Cummins Engine Co.	"
0afd,"Tateno Dennou, Inc.	"
0afc,"Zaptronix Ltd	"
0afa,"DMC Co., Ltd.	"
0af9,"Hama, Inc.	"
0af7,"B2C2, Inc.	"
0af6,"Silver I Co., Ltd	"
0af0,"Option	"
0aec,"Neodio Technologies Corp.	"
0aeb,"TTP Communications, Ltd	"
0aea,"SciEssence, LLC	"
0ae9,"North Shore Circuit Design L.L.P.	"
0ae8,"System Support Co., Ltd	"
0ae7,"Neodym Systems, Inc.	"
0ae4,"Taito Corp.	"
0ae3,"Allion Computer, Inc.	"
0ada,"Data Encryption Systems Ltd.	"
0ad2,"Service & Quality Technology Co., Ltd	"
0ad1,"Remotec Technology, Ltd	"
0ad0,"Intellix Corp.	"
0acf,"Intoto, Inc.	"
0ace,"ZyDAS	"
0acd,"ID Tech	"
0acc,"Koga Electronics Co.	"
0aca,"OPEN Networks Ltd	"
0ac9,"Micro Solutions, Inc.	"
0ac8,"Z-Star Microelectronics Corp.	"
0ac7,"Panwest Corp.	"
0ac6,"Singing Electrons, Inc.	"
0ac5,"I & C Corp.	"
0ac4,"Leco Corp.	"
0ac3,"Sanyo Semiconductor Company Micro	"
0abf,"Diolan	"
0abe,"Stereo-Link	"
0aba,"Ellisys	"
0ab1,"FEIG ELECTRONIC GmbH	"
0ab0,"Arrow Strong Electronics Co., Ltd	"
0aaf,"Digitalway Co., Ltd	"
0aae,"NEC infrontia Corp. (Nitsuko)	"
0aad,"Rohde & Schwarz GmbH & Co. KG	"
0aac,"iCompression, Inc.	"
0aab,"Vision Shape Europe SA	"
0aaa,"Japan CBM Corp.	"
0aa9,"Baromtec Co.	"
0aa8,"TriGem Computer, Inc.	"
0aa7,"Wincor Nixdorf International GmbH	"
0aa6,"Perception Digital, Ltd	"
0aa5,"First International Digital	"
0aa4,"Develco Elektronik	"
0aa3,"Lava Computer Mfg., Inc.	"
0a94,"Intersense	"
0a93,"C Technologies AB	"
0a92,"EGO SYStems, Inc.	"
0a91,"Globlink Technology, Inc.	"
0a90,"Candy Technology Co., Ltd	"
0a8e,"Japan Aviation Electronics Industry, Ltd	"
0a8d,"Picturetel	"
0a89,"Aktiv	"
0a86,"NITGen Co., Ltd	"
0a85,"Idexx Labs	"
0a84,"Maui Innovative Peripherals	"
0a83,"NextComm, Inc.	"
0a82,"Syscan	"
0a81,"Chesen Electronics Corp.	"
0a80,"Rexon Technology Corp., Ltd	"
0a7e,"Octagon Systems Corp.	"
0a7d,"NSTL, Inc.	"
0a73,"Mackie Designs	"
0a72,"Sanwa Denshi	"
0a71,"VIPColor Technologies USA, Inc.	"
0a70,"International Game Technology	"
0a6f,"Core Technology, Inc.	"
0a6e,"Benwin	"
0a6d,"UPS Manufacturing	"
0a6c,"Integrated Circuit Systems, Inc.	"
0a6b,"Green House Co., Ltd	"
0a69,"Chroma ate, Inc.	"
0a68,"Comaide Corp.	"
