_time, src_ip, event_description
2018-07-24T10:38:01.937412+0200, 172.18.30.136, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.10, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.143, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.92, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.196, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.202, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.203, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.79, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.82, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.247, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.9, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.28, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.149, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.90, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.87, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.95, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.172, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.50, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.64, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.174, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.52, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.69, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.35, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.74, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.217, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.204, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.87, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.82, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.137, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.234, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.223, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.181, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.193, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.185, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.151, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.243, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.179, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.227, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.171, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.133, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.44, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.164, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.176, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.116, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.88, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.183, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.229, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.148, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.122, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.221, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.166, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.146, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.187, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.230, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.81, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.187, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.88, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.104, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.146, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.125, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.193, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.29, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.214, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.118, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.184, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.133, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.121, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.104, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.187, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.139, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.95, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.64, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.53, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.221, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.60, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.17.8.2, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.170, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.235, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.23, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.201, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.221, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.114, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.170, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.38, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.206, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.84, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.55, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.232, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.112, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.58, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.48, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.21, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.198, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.77, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.210, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.47, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.177, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.172, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.139, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.189, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.110, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.158, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.34, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.84, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.26, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.171, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.60, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.21, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.132, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.211, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.193, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.60, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.87, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.144, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.12, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.190, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.101, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.45, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.144, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.110, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.189, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.172, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.47, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.116, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.224, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.91, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.222, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.253, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.175, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.152, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.154, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.77, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.81, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.189, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.67, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.61, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.241, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.92, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.160, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.68, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.56, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.141, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.118, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.47, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.172, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.109, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.82, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.159, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.9, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.185, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.93, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.249, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.89, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.196, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.117, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.40, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.195, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.66, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.2, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.164, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.127, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.180, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.95, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.190, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.24, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.189, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.111, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.63, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.208, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.129, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.192, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.120, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.19, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.72, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.58, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.92, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.127, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.193, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.134, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.192, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.18, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.148, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.48, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.109, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.187, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.79, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.8, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.49, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.22, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.3, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.15, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.151, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.137, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.127, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.9, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.254, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.39, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.221, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.38, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.189, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.57, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.193, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.126, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.97, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.73, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.17, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.49, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.104, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.142, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.208, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.147, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.107, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.124, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.160, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.202, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.205, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.208, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.171, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.87, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.5, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.50, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.136, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.38, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.67, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.251, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.116, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.139, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.65, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.48, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.211, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.125, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.114, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.183, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.98, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.249, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.11, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.243, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.119, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.121, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.238, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.84, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.216, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.201, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.170, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.134, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.132, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.251, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.99, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.106, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.61, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.166, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.77, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.3, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.22, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.149, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.134, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.33, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.56, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.36, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.215, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.12, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.17.8.3, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.118, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.116, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.175, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.242, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.197, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.17.8.1, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.97, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.112, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.169, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.196, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.222, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.164, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.61, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.136, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.248, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.52, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.239, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.3, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.98, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.141, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.94, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.26, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.27, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.123, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.201, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.103, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.227, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.11, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.5, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.114, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.88, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.63, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.205, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.158, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.50, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.64, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.9, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.83, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.107, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.41, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.69, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.222, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.148, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.182, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.225, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.110, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.254, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.1, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.29, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.121, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.17, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.104, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.242, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.94, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.200, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.17.8.1, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.210, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.141, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.22, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.7, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.79, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.91, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.24, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.216, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.116, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.146, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.82, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.108, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.83, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.177, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.110, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.162, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.145, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.17.8.1, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.236, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.190, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.216, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.156, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.240, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.162, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.141, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.220, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.158, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.25, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.186, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.226, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.51, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.183, "Scan was cancelled."
