model,object_name,parentName,owner,dataset,field_name,display_name,type,required,recommended,extracted_type,calculation_type,expression,base_search,constraints,prescribed_values,description
Malware,Malware_Attacks,BaseEvent,BaseEvent.Malware_Attacks,Malware_Attacks,category,category,string,False,True,calculated,Eval,"if(isnull(category) OR category="""",""unknown"",category)",,(`cim_Malware_indexes`) tag=malware tag=attack,,"The category of the malware event, such as keylogger or ad-supported program. Note: This is a string value. Use category_id for category ID fields that are integer data types. The category_id field is optional, so it is not included in the data model."
Malware,Malware_Attacks,BaseEvent,BaseEvent.Malware_Attacks,Malware_Attacks,date,date,string,False,True,calculated,Eval,"strftime(_time, ""%m-%d-%Y"")",,(`cim_Malware_indexes`) tag=malware tag=attack,,The date of the malware event.
Malware,Malware_Attacks,BaseEvent,BaseEvent.Malware_Attacks,Malware_Attacks,dest,dest,string,False,True,calculated,Eval,"if(isnull(dest) OR dest="""",""unknown"",dest)",,(`cim_Malware_indexes`) tag=malware tag=attack,,"The system that was affected by the malware event. You can alias this from more specific fields, such as dest_host, dest_ip, or dest_name."
Malware,Malware_Attacks,BaseEvent,BaseEvent.Malware_Attacks,Malware_Attacks,dest_nt_domain,dest_nt_domain,string,False,True,calculated,Eval,"if(isnull(dest_nt_domain) OR dest_nt_domain="""",""unknown"",dest_nt_domain)",,(`cim_Malware_indexes`) tag=malware tag=attack,,"The NT domain of the destination, if applicable."
Malware,Malware_Attacks,BaseEvent,BaseEvent.Malware_Attacks,Malware_Attacks,severity,severity,string,False,True,calculated,Eval,"if(isnull(severity) OR severity="""",""unknown"",severity)",,(`cim_Malware_indexes`) tag=malware tag=attack,"critical, high, medium, low, informational","The severity of the network protection event. Note: This field is a string. Use severity_id for severity ID fields that are integer data types. The severity_id field is optional, so it is not included in the model. Also, specific values are required for this field. Use vendor_severity for the vendor's own human readable severity strings, such as Good, Bad, and Really Bad."
Malware,Malware_Attacks,BaseEvent,BaseEvent.Malware_Attacks,Malware_Attacks,signature,signature,string,False,True,calculated,Eval,"if(isnull(signature) OR signature="""",""unknown"",signature)",,(`cim_Malware_indexes`) tag=malware tag=attack,,"The name of the malware infection detected on the client (the dest), such as Trojan.Vundo, Spyware.Gaobot, and W32.Nimbda. Note: This is a string value. Use signature_id for signature ID fields that are integer data types. The signature_id field is optional, so it is not included in the data model."
Malware,Malware_Attacks,BaseEvent,BaseEvent.Malware_Attacks,Malware_Attacks,user,user,string,False,True,calculated,Eval,"if(isnull(user) OR user="""",""unknown"",user)",,(`cim_Malware_indexes`) tag=malware tag=attack,,The user involved in the malware event.
Malware,Malware_Attacks,BaseEvent,BaseEvent.Malware_Attacks,Malware_Attacks,vendor_product,vendor_product,string,False,True,calculated,Eval,"case(isnotnull(vendor_product),vendor_product,isnotnull(vendor) AND vendor!=""unknown"" AND isnotnull(product) AND product!=""unknown"",vendor."" "".product,isnotnull(vendor) AND vendor!=""unknown"" AND (isnull(product) OR product=""unknown""),vendor."" unknown"",(isnull(vendor) OR vendor=""unknown"") AND isnotnull(product) AND product!=""unknown"",""unknown "".product,isnotnull(sourcetype),sourcetype,1=1,""unknown"")",,(`cim_Malware_indexes`) tag=malware tag=attack,,"The vendor and product name of the endpoint protection system, such as Symantec AntiVirus. This field can be automatically populated by vendor and product fields in your data."
Malware,Malware_Operations,BaseSearch,BaseSearch.Malware_Operations,Malware_Operations,_time,_time,timestamp,False,False,extracted,,,(`cim_Malware_indexes`) tag=malware tag=operations | tags outputfield=tag,,,The event timestamp expressed in Unix time.
Malware,Malware_Operations,BaseSearch,BaseSearch.Malware_Operations,Malware_Operations,dest_bunit,dest_bunit,string,False,False,extracted,,,(`cim_Malware_indexes`) tag=malware tag=operations | tags outputfield=tag,,,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.
Malware,Malware_Operations,BaseSearch,BaseSearch.Malware_Operations,Malware_Operations,dest_category,dest_category,string,False,False,extracted,,,(`cim_Malware_indexes`) tag=malware tag=operations | tags outputfield=tag,,,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.
Malware,Malware_Operations,BaseSearch,BaseSearch.Malware_Operations,Malware_Operations,dest_ip,dest_ip,string,False,False,extracted,,,(`cim_Malware_indexes`) tag=malware tag=operations | tags outputfield=tag,,,The IP address of the destination.
Malware,Malware_Operations,BaseSearch,BaseSearch.Malware_Operations,Malware_Operations,dest_priority,dest_priority,string,False,False,extracted,,,(`cim_Malware_indexes`) tag=malware tag=operations | tags outputfield=tag,,,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.
Malware,Malware_Operations,BaseSearch,BaseSearch.Malware_Operations,Malware_Operations,dest_requires_av,dest_requires_av,boolean,False,False,extracted,,,(`cim_Malware_indexes`) tag=malware tag=operations | tags outputfield=tag,,,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.
Malware,Malware_Operations,BaseSearch,BaseSearch.Malware_Operations,Malware_Operations,product_version,product_version,string,False,True,extracted,,,(`cim_Malware_indexes`) tag=malware tag=operations | tags outputfield=tag,,,The product version of the malware operations product.
Malware,Malware_Operations,BaseSearch,BaseSearch.Malware_Operations,Malware_Operations,signature_version,signature_version,string,False,True,extracted,,,(`cim_Malware_indexes`) tag=malware tag=operations | tags outputfield=tag,,,The version of the malware signature bundle in a signature update operations event.
Malware,Malware_Operations,BaseSearch,BaseSearch.Malware_Operations,Malware_Operations,tag,tag,string,False,False,extracted,,,(`cim_Malware_indexes`) tag=malware tag=operations | tags outputfield=tag,,,This automatically generated field is used to access tags from within data models. Add-on builders do not need to populate it.
Malware,Malware_Operations,BaseSearch,BaseSearch.Malware_Operations,Malware_Operations,cim_entity_zone,cim_entity_zone,string,False,False,extracted,,,(`cim_Malware_indexes`) tag=malware tag=operations | tags outputfield=tag,,,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.
Malware,Malware_Operations,BaseSearch,BaseSearch.Malware_Operations,Malware_Operations,dest,dest,string,False,True,calculated,Eval,"if(isnull(dest) OR dest="""",""unknown"",dest)",(`cim_Malware_indexes`) tag=malware tag=operations | tags outputfield=tag,,,The system where the malware operations event occurred.
Malware,Malware_Operations,BaseSearch,BaseSearch.Malware_Operations,Malware_Operations,dest_nt_domain,dest_nt_domain,string,False,True,calculated,Eval,"if(isnull(dest_nt_domain) OR dest_nt_domain="""",""unknown"",dest_nt_domain)",(`cim_Malware_indexes`) tag=malware tag=operations | tags outputfield=tag,,,"The NT domain of the dest system, if applicable."
Malware,Malware_Operations,BaseSearch,BaseSearch.Malware_Operations,Malware_Operations,vendor_product,vendor_product,string,False,True,calculated,Eval,"case(isnotnull(vendor_product),vendor_product,isnotnull(vendor) AND vendor!=""unknown"" AND isnotnull(product) AND product!=""unknown"",vendor."" "".product,isnotnull(vendor) AND vendor!=""unknown"" AND (isnull(product) OR product=""unknown""),vendor."" unknown"",(isnull(vendor) OR vendor=""unknown"") AND isnotnull(product) AND product!=""unknown"",""unknown "".product,isnotnull(sourcetype),sourcetype,1=1,""unknown"")",(`cim_Malware_indexes`) tag=malware tag=operations | tags outputfield=tag,,,The vendor product name of the malware operations product.
Network_Resolution,DNS,BaseEvent,BaseEvent.DNS,DNS,additional_answer_count,additional_answer_count,number,False,False,extracted,,,,(`cim_Network_Resolution_indexes`) tag=network tag=resolution tag=dns,,Number of entries in the 'additional' section of the DNS message.
Network_Resolution,DNS,BaseEvent,BaseEvent.DNS,DNS,authority_answer_count,authority_answer_count,number,False,False,extracted,,,,(`cim_Network_Resolution_indexes`) tag=network tag=resolution tag=dns,,Number of entries in the 'authority' section of the DNS message.
Network_Resolution,DNS,BaseEvent,BaseEvent.DNS,DNS,dest_bunit,dest_bunit,string,False,False,extracted,,,,(`cim_Network_Resolution_indexes`) tag=network tag=resolution tag=dns,,The business unit of the destination.
Network_Resolution,DNS,BaseEvent,BaseEvent.DNS,DNS,dest_category,dest_category,string,False,False,extracted,,,,(`cim_Network_Resolution_indexes`) tag=network tag=resolution tag=dns,,"The category of the network resolution target, such as email_server or SOX-compliant. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons."
Network_Resolution,DNS,BaseEvent,BaseEvent.DNS,DNS,dest_ip,dest_ip,string,False,False,extracted,,,,(`cim_Network_Resolution_indexes`) tag=network tag=resolution tag=dns,,The IP address of the destination.
Network_Resolution,DNS,BaseEvent,BaseEvent.DNS,DNS,dest_port,dest_port,number,False,False,extracted,,,,(`cim_Network_Resolution_indexes`) tag=network tag=resolution tag=dns,,The destination port number.
Network_Resolution,DNS,BaseEvent,BaseEvent.DNS,DNS,dest_priority,dest_priority,string,False,False,extracted,,,,(`cim_Network_Resolution_indexes`) tag=network tag=resolution tag=dns,,"The priority of the destination, if applicable."
Network_Resolution,DNS,BaseEvent,BaseEvent.DNS,DNS,duration,duration,number,False,False,extracted,,,,(`cim_Network_Resolution_indexes`) tag=network tag=resolution tag=dns,,"The time taken by the network resolution event, in seconds."
Network_Resolution,DNS,BaseEvent,BaseEvent.DNS,DNS,name,name,string,False,False,extracted,,,,(`cim_Network_Resolution_indexes`) tag=network tag=resolution tag=dns,,The name of the DNS event.
Network_Resolution,DNS,BaseEvent,BaseEvent.DNS,DNS,query_type,query_type,string,False,False,extracted,,,,(`cim_Network_Resolution_indexes`) tag=network tag=resolution tag=dns,"Query, IQuery, Status, Notify, Update, A, MX, NS, PTR",Number of entries that appear in the 'Questions' section of the DNS query.
Network_Resolution,DNS,BaseEvent,BaseEvent.DNS,DNS,record_type,record_type,string,False,False,extracted,,,,(`cim_Network_Resolution_indexes`) tag=network tag=resolution tag=dns,,"The DNS resource record type. For details, see the List of DNS record types on on the IANA web site: https://www.iana.org/assignments/dns-parameters/dns-parameters.xhtml"
Network_Resolution,DNS,BaseEvent,BaseEvent.DNS,DNS,response_time,response_time,number,False,False,extracted,,,,(`cim_Network_Resolution_indexes`) tag=network tag=resolution tag=dns,,"The amount of time it took to receive a response in the network resolution event, in seconds."
Network_Resolution,DNS,BaseEvent,BaseEvent.DNS,DNS,src,src,string,False,False,extracted,,,,(`cim_Network_Resolution_indexes`) tag=network tag=resolution tag=dns,,"The source of the network resolution event. You can alias this from more specific fields, such as src_host, src_ip, or src_name."
Network_Resolution,DNS,BaseEvent,BaseEvent.DNS,DNS,src_bunit,src_bunit,string,False,False,extracted,,,,(`cim_Network_Resolution_indexes`) tag=network tag=resolution tag=dns,,The business unit of the source. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.
Network_Resolution,DNS,BaseEvent,BaseEvent.DNS,DNS,src_category,src_category,string,False,False,extracted,,,,(`cim_Network_Resolution_indexes`) tag=network tag=resolution tag=dns,,"The category of the source, such as email_server or SOX-compliant. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons."
Network_Resolution,DNS,BaseEvent,BaseEvent.DNS,DNS,src_ip,src_ip,string,False,False,extracted,,,,(`cim_Network_Resolution_indexes`) tag=network tag=resolution tag=dns,,The ip address of the source.
Network_Resolution,DNS,BaseEvent,BaseEvent.DNS,DNS,src_port,src_port,number,False,False,extracted,,,,(`cim_Network_Resolution_indexes`) tag=network tag=resolution tag=dns,,The port number of the source.
Network_Resolution,DNS,BaseEvent,BaseEvent.DNS,DNS,src_priority,src_priority,string,False,False,extracted,,,,(`cim_Network_Resolution_indexes`) tag=network tag=resolution tag=dns,,The priority of the source.
Network_Resolution,DNS,BaseEvent,BaseEvent.DNS,DNS,tag,tag,string,False,False,extracted,,,,(`cim_Network_Resolution_indexes`) tag=network tag=resolution tag=dns,,This automatically generated field is used to access tags from within data models. Add-on builders do not need to populate it.
Network_Resolution,DNS,BaseEvent,BaseEvent.DNS,DNS,transport,transport,string,False,False,extracted,,,,(`cim_Network_Resolution_indexes`) tag=network tag=resolution tag=dns,,The transport protocol used by the network resolution event.
Network_Resolution,DNS,BaseEvent,BaseEvent.DNS,DNS,transaction_id,transaction_id,number,False,False,extracted,,,,(`cim_Network_Resolution_indexes`) tag=network tag=resolution tag=dns,,The unique numerical transaction id of the network resolution event.
Network_Resolution,DNS,BaseEvent,BaseEvent.DNS,DNS,ttl,ttl,number,False,False,extracted,,,,(`cim_Network_Resolution_indexes`) tag=network tag=resolution tag=dns,,"The time-to-live of the network resolution event, in seconds."
Network_Resolution,DNS,BaseEvent,BaseEvent.DNS,DNS,cim_entity_zone,cim_entity_zone,string,False,False,extracted,,,,(`cim_Network_Resolution_indexes`) tag=network tag=resolution tag=dns,,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.
Network_Resolution,DNS,BaseEvent,BaseEvent.DNS,DNS,answer,answer,string,False,True,calculated,Eval,"if(isnull(answer) OR answer="""",""unknown"",answer)",,(`cim_Network_Resolution_indexes`) tag=network tag=resolution tag=dns,,Resolved address for the query.
Network_Resolution,DNS,BaseEvent,BaseEvent.DNS,DNS,answer_count,answer_count,number,False,False,calculated,Eval,"case(isnum(answer_count),answer_count,isnotnull(answer),mvcount(answer),1=1,1)",,(`cim_Network_Resolution_indexes`) tag=network tag=resolution tag=dns,,Number of entries in the answer section of the DNS message.
Network_Resolution,DNS,BaseEvent,BaseEvent.DNS,DNS,dest,dest,string,False,True,calculated,Eval,"if(isnull(dest) OR dest="""",""unknown"",dest)",,(`cim_Network_Resolution_indexes`) tag=network tag=resolution tag=dns,,"The destination of the network resolution event. You can alias this from more specific fields, such as dest_host, dest_ip, or dest_name."
Network_Resolution,DNS,BaseEvent,BaseEvent.DNS,DNS,message_type,message_type,string,False,True,calculated,Eval,"if(isnull(message_type) OR message_type="""",""unknown"",message_type)",,(`cim_Network_Resolution_indexes`) tag=network tag=resolution tag=dns,"Query, Response",Type of DNS message.
Network_Resolution,DNS,BaseEvent,BaseEvent.DNS,DNS,query,query,string,False,True,calculated,Eval,"if(isnull(query) OR query="""",""unknown"",query)",,(`cim_Network_Resolution_indexes`) tag=network tag=resolution tag=dns,,The domain which needs to be resolved. Applies to messages of type 'Query'.
Network_Resolution,DNS,BaseEvent,BaseEvent.DNS,DNS,query_count,query_count,number,False,False,calculated,Eval,"case(isnum(query_count),query_count,isnotnull(query),mvcount(query),1=1,1)",,(`cim_Network_Resolution_indexes`) tag=network tag=resolution tag=dns,,Number of entries that appear in the 'Questions' section of the DNS query.
Network_Resolution,DNS,BaseEvent,BaseEvent.DNS,DNS,reply_code_id,reply_code_id,string,False,True,calculated,Eval,"case(isnotnull(reply_code_id) AND reply_code_id!="""",reply_code_id,isnotnull(reply_code) AND reply_code!="""",reply_code,1=1,""unknown"")",,(`cim_Network_Resolution_indexes`) tag=network tag=resolution tag=dns,"0, NoError, 1, FormErr, 2, ServFail, 3, NXDomain, etc.","The numerical id or name of a return code. For details, see the Domain Name System Parameters on the Internet Assigned Numbers Authority (IANA) web site."
Network_Resolution,DNS,BaseEvent,BaseEvent.DNS,DNS,reply_code,reply_code,string,False,True,calculated,Lookup,,,(`cim_Network_Resolution_indexes`) tag=network tag=resolution tag=dns,"No Error, Format Error, Server Failure, Non-Existent Domain, etc.","The return code for the response. For details, see the Domain Name System Parameters on the Internet Assigned Numbers Authority (IANA) web site."
Network_Resolution,DNS,BaseEvent,BaseEvent.DNS,DNS,vendor_product,vendor_product,string,False,True,calculated,Eval,"case(isnotnull(vendor_product),vendor_product,isnotnull(vendor) AND vendor!=""unknown"" AND isnotnull(product) AND product!=""unknown"",vendor."" "".product,isnotnull(vendor) AND vendor!=""unknown"" AND (isnull(product) OR product=""unknown""),vendor."" unknown"",(isnull(vendor) OR vendor=""unknown"") AND isnotnull(product) AND product!=""unknown"",""unknown "".product,isnotnull(sourcetype),sourcetype,1=1,""unknown"")",,(`cim_Network_Resolution_indexes`) tag=network tag=resolution tag=dns,,"The vendor product name of the DNS server. The Splunk platform can derive this field from the fields vendor and product in the raw data, if they exist."
Network_Sessions,All_Sessions,BaseEvent,BaseEvent.All_Sessions,All_Sessions,action,action,string,False,False,extracted,,,,(`cim_Network_Sessions_indexes`) tag=network tag=session,"started, blocked, ended",The action taken by the reporting device.
Network_Sessions,All_Sessions,BaseEvent,BaseEvent.All_Sessions,All_Sessions,dest_bunit,dest_bunit,string,False,False,extracted,,,,(`cim_Network_Sessions_indexes`) tag=network tag=session,,The business unit of the destination.
Network_Sessions,All_Sessions,BaseEvent,BaseEvent.All_Sessions,All_Sessions,dest_category,dest_category,string,False,False,extracted,,,,(`cim_Network_Sessions_indexes`) tag=network tag=session,,The category of the destination.
Network_Sessions,All_Sessions,BaseEvent,BaseEvent.All_Sessions,All_Sessions,dest_priority,dest_priority,string,False,False,extracted,,,,(`cim_Network_Sessions_indexes`) tag=network tag=session,,The priority of the destination.
Network_Sessions,All_Sessions,BaseEvent,BaseEvent.All_Sessions,All_Sessions,duration,duration,number,False,False,extracted,,,,(`cim_Network_Sessions_indexes`) tag=network tag=session,,"The amount of time for the completion of the network session event, in seconds."
Network_Sessions,All_Sessions,BaseEvent,BaseEvent.All_Sessions,All_Sessions,response_time,response_time,number,False,False,extracted,,,,(`cim_Network_Sessions_indexes`) tag=network tag=session,,"The amount of time it took to receive a response in the network session event, in seconds."
Network_Sessions,All_Sessions,BaseEvent,BaseEvent.All_Sessions,All_Sessions,signature,signature,string,False,False,extracted,,,,(`cim_Network_Sessions_indexes`) tag=network tag=session,,An indication of the type of network session event.
Network_Sessions,All_Sessions,BaseEvent,BaseEvent.All_Sessions,All_Sessions,signature_id,signature_id,string,False,False,extracted,,,,(`cim_Network_Sessions_indexes`) tag=network tag=session,,The unique identifier or event code of the event signature.
Network_Sessions,All_Sessions,BaseEvent,BaseEvent.All_Sessions,All_Sessions,src_bunit,src_bunit,string,False,False,extracted,,,,(`cim_Network_Sessions_indexes`) tag=network tag=session,,The business unit of the source.
Network_Sessions,All_Sessions,BaseEvent,BaseEvent.All_Sessions,All_Sessions,src_category,src_category,string,False,False,extracted,,,,(`cim_Network_Sessions_indexes`) tag=network tag=session,,The category of the source.
Network_Sessions,All_Sessions,BaseEvent,BaseEvent.All_Sessions,All_Sessions,src_dns,src_dns,string,False,False,extracted,,,,(`cim_Network_Sessions_indexes`) tag=network tag=session,,The external domain name of the client initializing a network session. Not applicable for DHCP events.
Network_Sessions,All_Sessions,BaseEvent,BaseEvent.All_Sessions,All_Sessions,src_ip,src_ip,string,False,False,extracted,,,,(`cim_Network_Sessions_indexes`) tag=network tag=session,,The IP address of the client initializing a network session. Not applicable for DHCP events.
Network_Sessions,All_Sessions,BaseEvent,BaseEvent.All_Sessions,All_Sessions,src_mac,src_mac,string,False,False,extracted,,,,(`cim_Network_Sessions_indexes`) tag=network tag=session,,The MAC address of the client initializing a network session. Not applicable for DHCP events.
Network_Sessions,All_Sessions,BaseEvent,BaseEvent.All_Sessions,All_Sessions,src_nt_host,src_nt_host,string,False,False,extracted,,,,(`cim_Network_Sessions_indexes`) tag=network tag=session,,The NetBIOS name of the client initializing a network session. Not applicable for DHCP events.
Network_Sessions,All_Sessions,BaseEvent,BaseEvent.All_Sessions,All_Sessions,src_priority,src_priority,string,False,False,extracted,,,,(`cim_Network_Sessions_indexes`) tag=network tag=session,,The priority of the source.
Network_Sessions,All_Sessions,BaseEvent,BaseEvent.All_Sessions,All_Sessions,tag,tag,string,False,False,extracted,,,,(`cim_Network_Sessions_indexes`) tag=network tag=session,,This automatically generated field is used to access tags from within data models. Add-on builders do not need to populate it.
Network_Sessions,All_Sessions,BaseEvent,BaseEvent.All_Sessions,All_Sessions,user_bunit,user_bunit,string,False,False,extracted,,,,(`cim_Network_Sessions_indexes`) tag=network tag=session,,The business unit associated with the user.
Network_Sessions,All_Sessions,BaseEvent,BaseEvent.All_Sessions,All_Sessions,user_category,user_category,string,False,False,extracted,,,,(`cim_Network_Sessions_indexes`) tag=network tag=session,,The category of the user.
Network_Sessions,All_Sessions,BaseEvent,BaseEvent.All_Sessions,All_Sessions,user_priority,user_priority,string,False,False,extracted,,,,(`cim_Network_Sessions_indexes`) tag=network tag=session,,The priority of the user.
Network_Sessions,All_Sessions,BaseEvent,BaseEvent.All_Sessions,All_Sessions,cim_entity_zone,cim_entity_zone,string,False,False,extracted,,,,(`cim_Network_Sessions_indexes`) tag=network tag=session,,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.
Network_Sessions,All_Sessions,BaseEvent,BaseEvent.All_Sessions,All_Sessions,dest_ip,dest_ip,string,False,True,calculated,Eval,"case(source LIKE ""stream%"" AND isnotnull(yiaddr) AND yiaddr!="""",yiaddr,isnull(dest_ip) OR dest_ip="""",""unknown"",1=1,dest_ip)",,(`cim_Network_Sessions_indexes`) tag=network tag=session,,"The internal IP address allocated to the client initializing a network session. For DHCP and VPN events, this is the IP address leased to the client."
Network_Sessions,All_Sessions,BaseEvent,BaseEvent.All_Sessions,All_Sessions,dest_mac,dest_mac,string,False,True,calculated,Eval,"case(source LIKE ""stream%"" AND isnotnull(chaddr) AND chaddr!="""",chaddr,isnull(dest_mac) OR dest_mac="""",""unknown"",1=1,dest_mac)",,(`cim_Network_Sessions_indexes`) tag=network tag=session,,"The internal MAC address of the network session client. For DHCP events, this is the MAC address of the client acquiring an IP address lease. For VPN events, this is the MAC address of the client initializing a network session."
Network_Sessions,All_Sessions,BaseEvent,BaseEvent.All_Sessions,All_Sessions,dest_nt_host,dest_nt_host,string,False,True,calculated,Eval,"if(isnull(dest_nt_host) OR dest_nt_host="""",""unknown"",dest_nt_host)",,(`cim_Network_Sessions_indexes`) tag=network tag=session,,The NetBIOS name of the client initializing a network session.
Network_Sessions,All_Sessions,BaseEvent,BaseEvent.All_Sessions,All_Sessions,dest_dns,dest_dns,string,False,True,calculated,Eval,"if(isnull(dest_dns) OR dest_dns="""",""unknown"",dest_dns)",,(`cim_Network_Sessions_indexes`) tag=network tag=session,,The domain name system address of the destination for a network session event.
Network_Sessions,All_Sessions,BaseEvent,BaseEvent.All_Sessions,All_Sessions,dvc,dvc,string,False,True,calculated,Eval,"if(isnull(dvc) OR dvc="""",""unknown"",dvc)",,(`cim_Network_Sessions_indexes`) tag=network tag=session,,"The device that reported the session event. You can alias this from more specific fields, such as dvc_host, dvc_ip, or dvc_name."
Network_Sessions,All_Sessions,BaseEvent,BaseEvent.All_Sessions,All_Sessions,user,user,string,False,True,calculated,Eval,"if(isnull(user) OR user="""",""unknown"",user)",,(`cim_Network_Sessions_indexes`) tag=network tag=session,,"The user in a network session event, where applicable. For example, a VPN session or an authenticated DHCP event."
Network_Sessions,All_Sessions,BaseEvent,BaseEvent.All_Sessions,All_Sessions,vendor_product,vendor_product,string,False,True,calculated,Eval,"case(isnotnull(vendor_product),vendor_product,isnotnull(vendor) AND vendor!=""unknown"" AND isnotnull(product) AND product!=""unknown"",vendor."" "".product,isnotnull(vendor) AND vendor!=""unknown"" AND (isnull(product) OR product=""unknown""),vendor."" unknown"",(isnull(vendor) OR vendor=""unknown"") AND isnotnull(product) AND product!=""unknown"",""unknown "".product,isnotnull(sourcetype),sourcetype,1=1,""unknown"")",,(`cim_Network_Sessions_indexes`) tag=network tag=session,,"The full name of the Dynamic Host Configuration Protocol (DHCP) or DNS server involved in this event including vendor and product name, such as Microsoft DHCP or ISC BIND. This field is generated by combining the values of the vendor and product fields."
Network_Sessions,DHCP,All_Sessions,All_Sessions.DHCP,All_Sessions.DHCP,lease_duration,lease_duration,number,False,False,extracted,,,,tag=dhcp,,"The duration of the Dynamic Host Configuration Protocol (DHCP) lease, in seconds."
Network_Sessions,DHCP,All_Sessions,All_Sessions.DHCP,All_Sessions.DHCP,lease_scope,lease_scope,string,False,False,extracted,,,,tag=dhcp,,The consecutive range of possible IP addresses that the Dynamic Host Configuration Protocol (DHCP) server can lease to clients on a subnet. A lease_scope typically defines a single physical subnet on your network to which DHCP services are offered.
Network_Traffic,All_Traffic,BaseEvent,BaseEvent.All_Traffic,All_Traffic,app,app,string,False,False,extracted,,,,(`cim_Network_Traffic_indexes`) tag=network tag=communicate,,The application protocol of the traffic.
Network_Traffic,All_Traffic,BaseEvent,BaseEvent.All_Traffic,All_Traffic,channel,channel,number,False,False,extracted,,,,(`cim_Network_Traffic_indexes`) tag=network tag=communicate,,The 802.11 channel used by a wireless network.
Network_Traffic,All_Traffic,BaseEvent,BaseEvent.All_Traffic,All_Traffic,dest_bunit,dest_bunit,string,False,False,extracted,,,,(`cim_Network_Traffic_indexes`) tag=network tag=communicate,,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.
Network_Traffic,All_Traffic,BaseEvent,BaseEvent.All_Traffic,All_Traffic,dest_category,dest_category,string,False,False,extracted,,,,(`cim_Network_Traffic_indexes`) tag=network tag=communicate,,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.
Network_Traffic,All_Traffic,BaseEvent,BaseEvent.All_Traffic,All_Traffic,dest_interface,dest_interface,string,False,False,extracted,,,,(`cim_Network_Traffic_indexes`) tag=network tag=communicate,,The interface that is listening remotely or receiving packets locally. Can also be referred to as the 'egress interface.'
Network_Traffic,All_Traffic,BaseEvent,BaseEvent.All_Traffic,All_Traffic,dest_ip,dest_ip,string,False,False,extracted,,,,(`cim_Network_Traffic_indexes`) tag=network tag=communicate,,The IP address of the destination.
Network_Traffic,All_Traffic,BaseEvent,BaseEvent.All_Traffic,All_Traffic,dest_mac,dest_mac,string,False,False,extracted,,,,(`cim_Network_Traffic_indexes`) tag=network tag=communicate,,"The destination TCP/IP layer 2 Media Access Control (MAC) address of a packet's destination, such as 06:10:9f:eb:8f:14. Note: Always force lower case on this field and use colons instead of dashes, spaces, or no separator."
Network_Traffic,All_Traffic,BaseEvent,BaseEvent.All_Traffic,All_Traffic,dest_priority,dest_priority,string,False,False,extracted,,,,(`cim_Network_Traffic_indexes`) tag=network tag=communicate,,"The destination priority, if applicable."
Network_Traffic,All_Traffic,BaseEvent,BaseEvent.All_Traffic,All_Traffic,dest_translated_ip,dest_translated_ip,string,False,False,extracted,,,,(`cim_Network_Traffic_indexes`) tag=network tag=communicate,,The NATed IPv4 or IPv6 address to which a packet has been sent.
Network_Traffic,All_Traffic,BaseEvent,BaseEvent.All_Traffic,All_Traffic,dest_translated_port,dest_translated_port,number,False,False,extracted,,,,(`cim_Network_Traffic_indexes`) tag=network tag=communicate,,"The NATed port to which a packet has been sent. Note: Do not translate the values of this field to strings (tcp/80 is 80, not http)."
Network_Traffic,All_Traffic,BaseEvent,BaseEvent.All_Traffic,All_Traffic,dest_zone,dest_zone,string,False,False,extracted,,,,(`cim_Network_Traffic_indexes`) tag=network tag=communicate,,The network zone of the destination.
Network_Traffic,All_Traffic,BaseEvent,BaseEvent.All_Traffic,All_Traffic,direction,direction,string,False,False,extracted,,,,(`cim_Network_Traffic_indexes`) tag=network tag=communicate,"inbound, outbound",The direction the packet is traveling.
Network_Traffic,All_Traffic,BaseEvent,BaseEvent.All_Traffic,All_Traffic,duration,duration,number,False,False,extracted,,,,(`cim_Network_Traffic_indexes`) tag=network tag=communicate,,"The amount of time for the completion of the network event, in seconds."
Network_Traffic,All_Traffic,BaseEvent,BaseEvent.All_Traffic,All_Traffic,dvc_ip,dvc_ip,string,False,False,extracted,,,,(`cim_Network_Traffic_indexes`) tag=network tag=communicate,,The ip address of the device.
