"_time",avgBytes,avgDuration,"bot_type",botnet,commonProtocol,numFlows,"src_ip",sumBytes,types,uniqueDstIp,uniqueDstPort,uniqueProtocols
1313590200,"17683.94557823129","3.485049959183674",neris,1,tcp,147,"147.32.84.193",2599540,Botnet,46,7,2
1313590200,"7655.918128654971","69.0069471988304",neris,1,tcp,171,"147.32.84.204",1309162,Botnet,55,5,2
1313590200,"1394.275","6.370541368750001",neris,1,udp,160,"147.32.84.205",223084,Botnet,65,5,2
1313590200,"326.25581395348837","3.2616601744186053",neris,1,udp,86,"147.32.84.206",28058,Botnet,32,4,2
1313590200,"256.46153846153845","3.139929769230769",neris,1,tcp,13,"147.32.84.207",3334,Botnet,13,4,2
1313590200,"1603.7636363636364","173.55440470909093",neris,1,tcp,55,"147.32.84.208",88207,Botnet,15,8,2
1313590200,"61120.1","7.6030804000000005",neris,1,tcp,10,"147.32.84.209",611201,Botnet,10,4,2
1313590260,"830.7588652482269","35.79587415602837",neris,1,udp,141,"147.32.84.165",117137,Botnet,42,4,2
1313590260,"16177.577380952382","3.020295375",neris,1,tcp,168,"147.32.84.191",2717833,Botnet,55,6,2
1313590260,"1102.8394160583941","2.283892306569344",neris,1,tcp,137,"147.32.84.192",151089,Botnet,54,7,2
1313590260,"10960.3537414966","3.080063673469387",neris,1,tcp,147,"147.32.84.193",1611172,Botnet,50,6,2
1313590260,"2348.25","63.19247583783783",neris,1,tcp,148,"147.32.84.204",347541,Botnet,52,7,2
1313590260,"1377.609375","36.9424071875",neris,1,udp,128,"147.32.84.205",176334,Botnet,43,5,2
1313590260,"877.0729166666666","3.339355708333334",neris,1,udp,96,"147.32.84.206",84199,Botnet,39,4,2
1313590260,"2925.9375","7.1919450625",neris,1,tcp,16,"147.32.84.207",46815,Botnet,13,4,2
1313590260,"371.6279069767442","272.77564097674417",neris,1,tcp,43,"147.32.84.208",15980,Botnet,13,5,2
1313590260,"5782.64","312.5197789",neris,1,tcp,50,"147.32.84.209",289132,Botnet,15,8,2
1313590320,"511.9817073170732","2.8103720182926826",neris,1,udp,164,"147.32.84.165",83965,Botnet,49,6,2
1313590320,"14226.082901554404","9.000649590673575",neris,1,tcp,193,"147.32.84.191",2745634,Botnet,67,6,2
1313590320,"2327.837837837838","132.8528724189189",neris,1,tcp,148,"147.32.84.192",344520,Botnet,54,6,2
1313590320,"10364.788321167884","2.1061063795620436",neris,1,tcp,137,"147.32.84.193",1419976,Botnet,51,6,2
1313590320,"2878.043956043956","73.26568136263738",neris,1,tcp,182,"147.32.84.204",523804,Botnet,63,6,2
1313590320,"7201.391891891892","24.10040660810811",neris,1,tcp,148,"147.32.84.205",1065806,Botnet,58,7,2
1313590320,"4571.223776223776","14.584029041958042",neris,1,udp,143,"147.32.84.206",653685,Botnet,42,6,2
1313590320,"2235.2619047619046","5.505228380952381",neris,1,tcp,42,"147.32.84.207",93881,Botnet,22,4,2
1313590320,"371.8157894736842","301.9077957105263",neris,1,tcp,38,"147.32.84.208",14129,Botnet,9,3,1
1313590320,"610.9375","113.39969808333335",neris,1,tcp,48,"147.32.84.209",29325,Botnet,11,6,2
1313590380,"339.0408163265306","3.219255",neris,1,udp,98,"147.32.84.165",33226,Botnet,37,4,2
1313590380,"2451.345588235294","14.444655470588236",neris,1,udp,136,"147.32.84.191",333383,Botnet,49,7,2
1313590380,"1761.9064748201438","71.62766711510791",neris,1,udp,139,"147.32.84.192",244905,Botnet,48,6,2
1313590380,"3601.3888888888887","12.666065277777777",neris,1,udp,108,"147.32.84.193",388950,Botnet,40,6,2
1313590380,"1217.0157068062827","58.81087604188481",neris,1,tcp,191,"147.32.84.204",232450,Botnet,59,5,2
1313590380,"5476.814814814815","3.241059046296296",neris,1,tcp,108,"147.32.84.205",591496,Botnet,41,7,2
1313590380,"4869.922535211268","41.58422880985916",neris,1,udp,142,"147.32.84.206",691529,Botnet,42,6,2
1313590380,"32471.801652892562","22.547274107438014",neris,1,udp,121,"147.32.84.207",3929088,Botnet,43,5,2
1313590380,"485.3181818181818","308.04433259090905",neris,1,tcp,44,"147.32.84.208",21354,Botnet,13,5,2
1313590380,"343.3414634146341","246.6819446097561",neris,1,tcp,41,"147.32.84.209",14077,Botnet,12,5,2
1313590440,"591.2857142857143","4.804555598639456",neris,1,udp,147,"147.32.84.165",86919,Botnet,34,5,2
1313590440,"2197.2587412587413","0.6605024475524476",neris,1,udp,143,"147.32.84.191",314208,Botnet,46,4,2
1313590440,"589.8930817610063","36.180957232704394",neris,1,udp,159,"147.32.84.192",93793,Botnet,53,5,2
1313590440,"3262.808080808081","38.30001812121212",neris,1,tcp,99,"147.32.84.193",323018,Botnet,39,6,2
1313590440,"1119.611111111111","1.642044986111111",neris,1,tcp,144,"147.32.84.204",161224,Botnet,47,5,2
1313590440,"32305.776978417267","7.4035767697841735",neris,1,tcp,139,"147.32.84.205",4490503,"Background Botnet",64,6,2
1313590440,"1168.374193548387","1.8506737419354842",neris,1,udp,155,"147.32.84.206",181098,Botnet,44,5,2
1313590440,"1191.6043165467627","3.7713425827338134",neris,1,udp,139,"147.32.84.207",165633,Botnet,52,5,2
1313590440,"2653.1640625","140.78213422656248",neris,1,tcp,128,"147.32.84.208",339605,Botnet,36,6,2
1313590440,"1514.8039215686274","246.61400784313724",neris,1,tcp,51,"147.32.84.209",77255,Botnet,16,5,2
1313590500,"442.856","8.702696567999999",neris,1,udp,125,"147.32.84.165",55357,Botnet,40,4,2
1313590500,"322.0769230769231","53.200815208791205",neris,1,tcp,91,"147.32.84.191",29309,Botnet,41,4,2
1313590500,"3969.9319727891157","25.251045190476194",neris,1,tcp,147,"147.32.84.192",583580,Botnet,55,5,2
1313590500,"2101.619834710744","22.80055374380165",neris,1,tcp,121,"147.32.84.193",254296,Botnet,46,7,2
1313590500,"952.4087591240876","2.2902710072992702",neris,1,tcp,137,"147.32.84.204",130480,Botnet,43,5,2
1313590500,"21275.56179775281","3.2048242359550563",neris,1,tcp,178,"147.32.84.205",3787050,Botnet,59,6,2
1313590500,"743.0985915492957","3.2251749859154932",neris,1,udp,142,"147.32.84.206",105520,Botnet,44,6,2
1313590500,"29196.46017699115","30.08999922123894",neris,1,udp,113,"147.32.84.207",3299200,Botnet,43,4,2
1313590500,"7272.637037037037","69.97516903703702",neris,1,tcp,135,"147.32.84.208",981806,Botnet,47,6,2
1313590500,"7271.247191011236","59.857954157303375",neris,1,tcp,89,"147.32.84.209",647141,Botnet,29,5,2
1313590560,"848.6964285714286","15.278311991071428",neris,1,udp,112,"147.32.84.165",95054,Botnet,39,4,2
1313590560,"198.55172413793105","63.188895241379306",neris,1,tcp,58,"147.32.84.191",11516,Botnet,21,3,2
1313590560,"1199.0777777777778","14.926593177777777",neris,1,udp,180,"147.32.84.192",215834,Botnet,58,5,2
1313590560,"9705.252808988764","2.9500982415730337",neris,1,tcp,178,"147.32.84.193",1727535,Botnet,66,6,2
1313590560,"8722.858333333334","67.78262594166667",neris,1,tcp,120,"147.32.84.204",1046743,Botnet,35,5,2
1313590560,"29286.78523489933","9.127237946308723",neris,1,tcp,149,"147.32.84.205",4363731,Botnet,57,6,2
1313590560,"693.3986013986014","11.541726853146852",neris,1,udp,143,"147.32.84.206",99156,Botnet,41,6,2
1313590560,"685.5130434782609","25.586942869565227",neris,1,udp,115,"147.32.84.207",78834,Botnet,42,4,2
1313590560,"964.8661971830986","76.77910604929578",neris,1,udp,142,"147.32.84.208",137011,Botnet,45,5,2
1313590560,"6162.609271523179","50.48123894701987",neris,1,tcp,151,"147.32.84.209",930554,Botnet,52,5,2
1313590620,"1982.5310344827585","33.67776005517241",neris,1,udp,145,"147.32.84.165",287467,Botnet,42,5,2
1313590620,"311.3333333333333","3.7012744691358024",neris,1,tcp,81,"147.32.84.191",25218,Botnet,29,6,2
1313590620,"1165.3333333333333","68.28288898550726",neris,1,tcp,138,"147.32.84.192",160816,Botnet,54,5,2
1313590620,"7996.429447852761","17.74229028834356",neris,1,tcp,163,"147.32.84.193",1303418,Botnet,60,6,2
1313590620,"1518.4689655172415","36.45889394482759",neris,1,tcp,145,"147.32.84.204",220178,Botnet,51,6,2
1313590620,"3920.9112903225805","11.657296596774197",neris,1,tcp,124,"147.32.84.205",486193,Botnet,48,7,2
1313590620,"490.49333333333334","8.03335772",neris,1,udp,150,"147.32.84.206",73574,Botnet,42,4,2
1313590620,"402.6727272727273","4.926969899999999",neris,1,udp,110,"147.32.84.207",44294,Botnet,46,6,2
1313590620,"1475.5102040816328","59.83431179591836",neris,1,tcp,147,"147.32.84.208",216900,Botnet,47,5,2
1313590620,"578.6086956521739","60.79413148550725",neris,1,tcp,138,"147.32.84.209",79848,Botnet,50,7,2
1313590680,"301.2201257861635","20.160565238993712",neris,1,udp,159,"147.32.84.165",47894,Botnet,39,4,2
1313590680,"723.9224137931035","3.063615879310345",neris,1,udp,116,"147.32.84.191",83975,Botnet,44,5,2
1313590680,"704.9051724137931","27.68408526724138",neris,1,tcp,116,"147.32.84.192",81769,Botnet,41,6,2
1313590680,"7441.056451612903","2.3438099758064515",neris,1,udp,124,"147.32.84.193",922691,Botnet,45,6,2
1313590680,"424.5859375","1.6131386875",neris,1,tcp,128,"147.32.84.204",54347,Botnet,43,5,2
1313590680,"12229.291338582678","16.32853772440945",neris,1,tcp,127,"147.32.84.205",1553120,Botnet,44,6,2
1313590680,"981.8372093023256","4.743552755813953",neris,1,udp,172,"147.32.84.206",168876,Botnet,48,6,2
1313590680,"26290.214285714286","4.777167920634921",neris,1,udp,126,"147.32.84.207",3312567,Botnet,51,4,2
1313590680,"2178.54802259887","18.454877203389827",neris,1,tcp,177,"147.32.84.208",385603,Botnet,55,7,2
1313590680,"2652.7951807228915","65.87827540361447",neris,1,tcp,166,"147.32.84.209",440364,Botnet,58,5,2
1313590740,"635.6382978723404","6.432330177304963",neris,1,udp,141,"147.32.84.165",89625,Botnet,42,4,2
1313590740,"385.8292682926829","27.751101577235772",neris,1,udp,123,"147.32.84.191",47457,Botnet,48,4,2
1313590740,"346.52542372881356","1.9775680423728819",neris,1,tcp,118,"147.32.84.192",40890,Botnet,41,5,2
1313590740,"2066.4074074074074","65.52529047222221",neris,1,udp,108,"147.32.84.193",223172,Botnet,42,6,2
1313590740,"3733.503937007874","39.74205376377953",neris,1,tcp,127,"147.32.84.204",474155,Botnet,48,5,2
1313590740,"33789.976","4.290301464000001",neris,1,udp,125,"147.32.84.205",4223747,Botnet,46,6,2
1313590740,"663.7051282051282","24.990970634615387",neris,1,udp,156,"147.32.84.206",103538,Botnet,45,5,2
1313590740,"637.9858156028369","32.80074440425532",neris,1,udp,141,"147.32.84.207",89956,Botnet,48,4,2
1313590740,"1628.0472972972973","40.84278256756756",neris,1,tcp,148,"147.32.84.208",240951,Botnet,51,7,2
1313590740,"5008.893081761006","70.27283755974842",neris,1,tcp,159,"147.32.84.209",796414,Botnet,53,5,2
1313590800,"358.47297297297297","1.7145611013513513",neris,1,udp,148,"147.32.84.165",53054,Botnet,41,4,2
1313590800,"1412.025641025641","1.5268765641025643",neris,1,tcp,117,"147.32.84.191",165207,Botnet,43,4,2
1313590800,"5360.480620155039","55.37457165116279",neris,1,tcp,129,"147.32.84.192",691502,Botnet,45,7,2
1313590800,"280.6380952380952","8.662819457142858",neris,1,udp,105,"147.32.84.193",29467,Botnet,45,4,2
1313590800,"3930.1453488372094","63.195282139534875",neris,1,tcp,172,"147.32.84.204",675985,Botnet,54,7,2
1313590800,"1606.3625730994152","8.137005754385964",neris,1,tcp,171,"147.32.84.205",274688,Botnet,60,4,2
1313590800,"317.1188811188811","19.52637947552447",neris,1,udp,143,"147.32.84.206",45348,Botnet,38,4,2
1313590800,28287,"39.011008401709404",neris,1,udp,117,"147.32.84.207",3309579,Botnet,45,4,2
1313590800,"26198.274647887323","42.816479211267605",neris,1,udp,142,"147.32.84.208",3720155,Botnet,49,5,2
1313590800,"1082.3417721518988","62.13420441772152",neris,1,udp,158,"147.32.84.209",171010,Botnet,52,5,2
1313590860,"1565.232142857143","20.922813553571423",neris,1,udp,168,"147.32.84.165",262959,Botnet,48,6,2
1313590860,"4761.880239520958","2.9483822335329344",neris,1,tcp,167,"147.32.84.191",795234,Botnet,56,6,2
1313590860,"1566.0473372781064","76.2349828402367",neris,1,tcp,169,"147.32.84.192",264662,Botnet,61,6,2
1313590860,"1171.8141592920354","9.203718442477875",neris,1,udp,113,"147.32.84.193",132415,Botnet,43,6,2
1313590860,"771.8219178082192","33.84444657534247",neris,1,tcp,146,"147.32.84.204",112686,Botnet,50,5,2
1313590860,"21915.012121212123","37.11740508484848",neris,1,tcp,165,"147.32.84.205",3615977,Botnet,69,5,2
1313590860,"644.5492957746479","7.025082338028168",neris,1,udp,142,"147.32.84.206",91526,Botnet,44,4,2
1313590860,"574.0081300813008","1.1083105284552845",neris,1,udp,123,"147.32.84.207",70603,Botnet,44,4,2
1313590860,"1083.5170068027212","39.00232097278911",neris,1,tcp,147,"147.32.84.208",159277,Botnet,51,6,2
1313590860,"3738.3333333333335","85.26054272839505",neris,1,tcp,162,"147.32.84.209",605610,Botnet,56,6,2
1313590920,"700.0289855072464","1.8690785289855072",neris,1,udp,138,"147.32.84.165",96604,Botnet,41,4,2
1313590920,"2306.27868852459","28.882480836065575",neris,1,tcp,122,"147.32.84.191",281366,Botnet,44,6,2
1313590920,"6235.013888888889","32.92894010416667",neris,1,tcp,144,"147.32.84.192",897842,Botnet,56,6,2
1313590920,"1395.2348484848485","14.287682893939394",neris,1,udp,132,"147.32.84.193",184171,Botnet,48,6,2
1313590920,"3653.8940397350993","20.553937596026483",neris,1,tcp,151,"147.32.84.204",551738,Botnet,51,6,2
1313590920,"29705.277777777777","5.402320590277778",neris,1,tcp,144,"147.32.84.205",4277560,Botnet,60,7,2
1313590920,"499.86986301369865","1.8950192534246568",neris,1,udp,146,"147.32.84.206",72981,Botnet,43,4,2
1313590920,"2484.084210526316","12.46287447368421",neris,1,udp,95,"147.32.84.207",235988,Botnet,41,6,2
1313590920,"48398.517045454544","26.388553500000004",neris,1,tcp,176,"147.32.84.208",8518139,Botnet,61,6,2
1313590920,"2833.525","37.59979152",neris,1,tcp,200,"147.32.84.209",566705,Botnet,64,6,2
1313590980,"3590.944","15.912207864000003",neris,1,udp,125,"147.32.84.165",448868,Botnet,39,6,2
1313590980,"6568.008333333333","26.860679275",neris,1,tcp,120,"147.32.84.191",788161,Botnet,50,6,2
1313590980,"8006.377049180328","2.080484286885246",neris,1,tcp,122,"147.32.84.192",976778,Botnet,45,6,2
1313590980,"3627.7163120567375","16.511047234042557",neris,1,udp,141,"147.32.84.193",511508,Botnet,55,6,2
1313590980,"8246.051428571429","19.263896742857145",neris,1,tcp,175,"147.32.84.204",1443059,Botnet,62,5,2
1313590980,"6156.9375","7.252370656249999",neris,1,tcp,128,"147.32.84.205",788088,Botnet,54,5,2
1313590980,"715.1518987341772","31.08359857594937",neris,1,udp,158,"147.32.84.206",112994,Botnet,47,4,2
1313590980,"30575.15740740741","25.975238851851852",neris,1,udp,108,"147.32.84.207",3302117,Botnet,42,4,2
1313590980,"8798.876543209877","18.37481222839506",neris,1,tcp,162,"147.32.84.208",1425418,Botnet,58,6,2
1313590980,"900.6456692913385","21.41652077952756",neris,1,tcp,127,"147.32.84.209",114382,Botnet,44,5,2
1313591040,"576.8779069767442","66.01496724418605",neris,1,udp,172,"147.32.84.165",99223,Botnet,41,5,2
1313591040,"11782.25","63.7259886724138",neris,1,tcp,116,"147.32.84.191",1366741,Botnet,42,6,2
1313591040,"8155.597701149425","2.7410374770114942",neris,1,tcp,174,"147.32.84.192",1419074,Botnet,60,6,2
1313591040,"2355.2340425531916","2.588567943262411",neris,1,udp,141,"147.32.84.193",332088,Botnet,54,6,2
1313591040,293,"59.9873326015625",neris,1,udp,128,"147.32.84.204",37504,Botnet,42,5,2
1313591040,"39228.166666666664","4.298644333333334",neris,1,tcp,84,"147.32.84.205",3295166,Botnet,38,5,2
1313591040,"337.13953488372096","3.1582853178294577",neris,1,udp,129,"147.32.84.206",43491,Botnet,37,5,2
1313591040,"26389.859259259258","32.9541442",neris,1,udp,135,"147.32.84.207",3562631,Botnet,55,6,2
1313591040,"7057.413333333333","23.78347391333334",neris,1,tcp,150,"147.32.84.208",1058612,Botnet,52,6,2
1313591040,"3897.2327586206898","87.80690563793102",neris,1,tcp,116,"147.32.84.209",452079,Botnet,46,6,2
1313591100,"442.4776119402985","3.0806937910447765",neris,1,udp,134,"147.32.84.165",59292,Botnet,39,4,2
1313591100,"20363.54268292683","19.853283493902442",neris,1,tcp,164,"147.32.84.191",3339621,Botnet,56,6,2
1313591100,"6565.852631578948","13.127347105263157",neris,1,tcp,190,"147.32.84.192",1247512,Botnet,64,7,2
1313591100,"10567.131034482758","29.501758062068973",neris,1,tcp,145,"147.32.84.193",1532234,Botnet,49,6,2
1313591100,"1006.2517985611511","7.91243721582734",neris,1,tcp,139,"147.32.84.204",139869,Botnet,49,7,2
1313591100,"23993.248275862068","41.097503179310344",neris,1,udp,145,"147.32.84.205",3479021,Botnet,53,4,2
1313591100,"1616.8076923076924","1.8328716923076926",neris,1,udp,156,"147.32.84.206",252222,Botnet,37,5,2
1313591100,"321.1639344262295","1.5453702213114755",neris,1,udp,122,"147.32.84.207",39182,Botnet,42,4,2
1313591100,"13209.301980198019","13.003015995049507",neris,1,tcp,202,"147.32.84.208",2668279,Botnet,59,6,2
1313591100,"901.0175438596491","46.1100220877193",neris,1,tcp,114,"147.32.84.209",102716,Botnet,44,5,2
1313591160,"2510.2543352601156","26.23105820231214",neris,1,udp,173,"147.32.84.165",434274,Botnet,50,7,2
1313591160,"3012.8196721311474","1.7885168852459015",neris,1,udp,122,"147.32.84.191",367564,Botnet,51,6,2
1313591160,"11736.765714285715","42.53499971428571",neris,1,tcp,175,"147.32.84.192",2053934,Botnet,56,6,2
1313591160,"2109.3355704697988","3.3402928523489925",neris,1,tcp,149,"147.32.84.193",314291,Botnet,62,6,2
1313591160,"926.5539568345324","39.1950093381295",neris,1,tcp,139,"147.32.84.204",128791,Botnet,53,5,2
1313591160,"1692.2","2.5487453000000007",neris,1,udp,120,"147.32.84.205",203064,Botnet,47,6,2
1313591160,"1667.5816993464052","33.99943399346406",neris,1,udp,153,"147.32.84.206",255140,Botnet,42,5,2
1313591160,"822.9649122807018","24.19344678070176",neris,1,udp,114,"147.32.84.207",93818,Botnet,51,6,2
1313591160,"11791.850931677018","29.894739819875777",neris,1,tcp,161,"147.32.84.208",1898488,Botnet,56,6,2
1313591160,"1849.6894409937888","55.49898426708075",neris,1,tcp,161,"147.32.84.209",297800,Botnet,58,7,2
1313591220,"411.5364238410596","22.01634621192053",neris,1,udp,151,"147.32.84.165",62142,Botnet,42,5,2
1313591220,"755.0571428571428","12.440327714285715",neris,1,udp,105,"147.32.84.191",79281,Botnet,45,7,2
1313591220,"4325.790697674419","34.15176707751938",neris,1,tcp,129,"147.32.84.192",558027,Botnet,46,7,2
1313591220,"731.1550387596899","36.201119232558135",neris,1,udp,129,"147.32.84.193",94319,Botnet,54,6,2
1313591220,"1978.416149068323","44.974066",neris,1,tcp,161,"147.32.84.204",318525,Botnet,59,6,2
1313591220,"2230.5405405405404","44.5623354054054",neris,1,udp,111,"147.32.84.205",247590,Botnet,48,6,2
1313591220,"1388.5561497326203","2.2440060641711232",neris,1,udp,187,"147.32.84.206",259660,Botnet,44,7,2
1313591220,"789.7117117117117","1.9088344414414415",neris,1,udp,111,"147.32.84.207",87658,Botnet,36,5,2
1313591220,"9932.970930232557","9.085288994186046",neris,1,tcp,172,"147.32.84.208",1708471,Botnet,55,8,2
1313591220,"685.2105263157895","39.81624151973684",neris,1,tcp,152,"147.32.84.209",104152,Botnet,55,6,2
1313591280,"265.3550724637681","1.3161449637681162",neris,1,udp,138,"147.32.84.165",36619,Botnet,35,3,2
1313591280,"2270.2265625","27.887978437500003",neris,1,tcp,128,"147.32.84.191",290589,Botnet,56,6,2
1313591280,"1681.9538461538461","48.96280860769231",neris,1,tcp,130,"147.32.84.192",218654,Botnet,53,6,2
1313591280,"9560.488","2.9390402559999997",neris,1,udp,125,"147.32.84.193",1195061,Botnet,45,7,2
1313591280,"3073.532994923858","42.91989463451777",neris,1,tcp,197,"147.32.84.204",605486,Botnet,65,6,2
1313591280,"349.3","3.8989867307692307",neris,1,udp,130,"147.32.84.205",45409,Botnet,52,4,2
1313591280,"416.17218543046357","2.5290751059602647",neris,1,udp,151,"147.32.84.206",62842,Botnet,41,4,2
1313591280,28321,"2.9641610400000005",neris,1,tcp,125,"147.32.84.207",3540125,Botnet,51,6,2
1313591280,"3347.4156626506024","63.388562246987966",neris,1,tcp,166,"147.32.84.208",555671,Botnet,61,6,2
1313591280,"296.7578125","97.57147651562501",neris,1,udp,128,"147.32.84.209",37985,Botnet,44,5,2
1313591340,"1891.3353658536585","15.438811591463413",neris,1,udp,164,"147.32.84.165",310179,Botnet,39,4,2
1313591340,"5558.765957446809","2.981792617021276",neris,1,tcp,141,"147.32.84.191",783786,Botnet,51,6,2
1313591340,"4534.700564971751","57.680650519774005",neris,1,tcp,177,"147.32.84.192",802642,Botnet,61,7,2
1313591340,"7898.2868217054265","23.433593093023244",neris,1,udp,129,"147.32.84.193",1018879,Botnet,48,6,2
1313591340,"7103.471337579618","24.38135593630573",neris,1,tcp,157,"147.32.84.204",1115245,Botnet,57,7,2
1313591340,"29365.026315789473","3.3923940789473686",neris,1,tcp,114,"147.32.84.205",3347613,Botnet,42,4,2
1313591340,"475.1069182389937","41.760219691823906",neris,1,udp,159,"147.32.84.206",75542,Botnet,41,5,2
1313591340,"8606.273291925465","6.414333291925466",neris,1,udp,161,"147.32.84.207",1385610,Botnet,57,6,2
1313591340,"9803.860465116279","16.63151656976744",neris,1,tcp,172,"147.32.84.208",1686264,Botnet,56,6,2
1313591340,"304.2061855670103","51.71831103092783",neris,1,tcp,97,"147.32.84.209",29508,Botnet,39,5,2
1313591400,"425.2204301075269","26.708375526881717",neris,1,udp,186,"147.32.84.165",79091,Botnet,47,6,2
1313591400,"10415.778625954199","2.1283159465648858",neris,1,tcp,131,"147.32.84.191",1364467,Botnet,41,6,2
1313591400,"15249.771241830065","17.245661503267975",neris,1,tcp,153,"147.32.84.192",2333215,Botnet,50,6,2
1313591400,"3209.73417721519","24.104010284810133",neris,1,tcp,158,"147.32.84.193",507138,Botnet,62,6,2
1313591400,"11121.356589147286","34.70368392248062",neris,1,tcp,129,"147.32.84.204",1434655,Botnet,45,6,2
1313591400,"42684.84810126582","6.507549075949367",neris,1,tcp,79,"147.32.84.205",3372103,Botnet,29,6,2
1313591400,"354.8529411764706","2.5506465808823537",neris,1,udp,136,"147.32.84.206",48260,Botnet,36,4,2
1313591400,"36689.36567164179","5.756101723880598",neris,1,udp,134,"147.32.84.207",4916375,Botnet,51,7,2
1313591400,"25672.695945945947","40.54640002702702",neris,1,tcp,148,"147.32.84.208",3799559,Botnet,55,6,2
1313591400,"355.9238095238095","49.10478239999999",neris,1,tcp,105,"147.32.84.209",37372,Botnet,46,7,2
1313591460,"1857.5625","2.9213503000000007",neris,1,udp,160,"147.32.84.165",297210,Botnet,45,5,2
1313591460,"16974.587096774194","2.7050027290322576",neris,1,tcp,155,"147.32.84.191",2631061,Botnet,53,6,2
1313591460,"4397.042944785276","32.30113600613497",neris,1,tcp,163,"147.32.84.192",716718,Botnet,59,6,2
1313591460,"10754.140939597315","2.7101867248322145",neris,1,tcp,149,"147.32.84.193",1602367,Botnet,62,6,2
1313591460,"10274.987804878048","31.495327737804885",neris,1,tcp,164,"147.32.84.204",1685098,Botnet,56,6,2
1313591460,"294.13709677419354","24.277436274193548",neris,1,udp,124,"147.32.84.205",36473,Botnet,46,4,2
1313591460,"586.1976744186046","3.573024593023257",neris,1,udp,172,"147.32.84.206",100826,Botnet,48,6,2
1313591460,"5579.535087719299","23.653124149122803",neris,1,udp,114,"147.32.84.207",636067,Botnet,44,6,2
1313591460,"27184.393617021276","25.42696724468085",neris,1,tcp,188,"147.32.84.208",5110666,Botnet,66,7,2
1313591460,"234.57971014492753","38.34656046376812",neris,1,tcp,69,"147.32.84.209",16186,Botnet,25,6,2
1313591520,"4867.271523178808","32.45125882119205",neris,1,udp,151,"147.32.84.165",734958,Botnet,40,6,2
1313591520,"15345.702479338843","10.930193636363637",neris,1,tcp,121,"147.32.84.191",1856830,Botnet,45,6,2
1313591520,"292.5245901639344","1.6499383278688518",neris,1,tcp,122,"147.32.84.192",35688,Botnet,41,5,2
1313591520,"11542.736111111111","14.187641229166672",neris,1,tcp,144,"147.32.84.193",1662154,Botnet,58,7,2
1313591520,"4344.644444444444","19.123081044444444",neris,1,tcp,135,"147.32.84.204",586527,Botnet,39,5,2
1313591520,"695.5564516129032","16.70982216935484",neris,1,udp,124,"147.32.84.205",86249,Botnet,51,4,2
1313591520,"821.5875","2.94225595",neris,1,udp,160,"147.32.84.206",131454,Botnet,48,4,2
1313591520,"10645.631147540984","2.807400918032787",neris,1,tcp,122,"147.32.84.207",1298767,Botnet,50,6,2
1313591520,"12281.695652173914","81.20713289565217",neris,1,tcp,115,"147.32.84.208",1412395,Botnet,42,6,2
1313591520,"305.61739130434785","1.6514174956521734",neris,1,tcp,115,"147.32.84.209",35146,Botnet,40,5,2
1313591580,"1469.3540372670807","3.7180108385093176",neris,1,udp,161,"147.32.84.165",236566,Botnet,43,6,2
1313591580,"3384.3893805309735","3.1644905398230097",neris,1,tcp,113,"147.32.84.191",382436,Botnet,46,6,2
1313591580,"672.9406779661017","80.84343461016948",neris,1,tcp,118,"147.32.84.192",79407,Botnet,44,7,2
1313591580,"1936.517857142857","3.063590089285714",neris,1,udp,112,"147.32.84.193",216890,Botnet,47,6,2
1313591580,"398.651376146789","56.344677954128436",neris,1,tcp,109,"147.32.84.204",43453,Botnet,36,7,2
1313591580,"330.63247863247864","11.317228623931623",neris,1,udp,117,"147.32.84.205",38684,Botnet,44,4,2
1313591580,"363.6418918918919","8.056431283783786",neris,1,udp,148,"147.32.84.206",53819,Botnet,40,4,2
1313591580,"43422.68965517241","27.008601937931033",neris,1,tcp,145,"147.32.84.207",6296290,Botnet,50,6,2
1313591580,"6228.546875","48.630231406250005",neris,1,tcp,128,"147.32.84.208",797254,Botnet,55,6,2
1313591580,"253.43434343434345","72.91026093939394",neris,1,tcp,99,"147.32.84.209",25090,Botnet,36,5,2
1313591640,"763.2866242038217","18.743486503184716",neris,1,udp,157,"147.32.84.165",119836,Botnet,40,7,2
1313591640,"1788.8983050847457","33.746632474576266",neris,1,udp,118,"147.32.84.191",211090,Botnet,51,6,2
1313591640,"686.0491803278688","66.70871126229508",neris,1,tcp,122,"147.32.84.192",83698,Botnet,47,5,2
1313591640,"1160.286956521739","29.80648406086956",neris,1,udp,115,"147.32.84.193",133433,Botnet,50,6,2
1313591640,"296.8144329896907","38.68794303092783",neris,1,tcp,97,"147.32.84.204",28791,Botnet,38,5,2
1313591640,"30551.109090909093","17.636322236363636",neris,1,tcp,110,"147.32.84.205",3360622,Botnet,45,6,2
1313591640,"458.875","28.125913687499995",neris,1,udp,160,"147.32.84.206",73420,Botnet,46,4,2
1313591640,"17861.27927927928","4.712194396396396",neris,1,tcp,111,"147.32.84.207",1982602,Botnet,37,6,2
1313591640,"24322.793478260868","95.77293879891305",neris,1,tcp,184,"147.32.84.208",4475394,Botnet,67,6,2
1313591640,"1160.639097744361","38.50353554887218",neris,1,tcp,133,"147.32.84.209",154365,Botnet,46,6,2
1313591700,"926.6187050359712","40.47738245323742",neris,1,udp,139,"147.32.84.165",128800,Botnet,41,5,2
1313591700,"5934.550632911392","5.226008810126583",neris,1,tcp,158,"147.32.84.191",937659,Botnet,56,6,2
