source,"source_desc",field,"field_desc",notes
"ssef_itsi_service","See ITSI documentation","entity_statop","Entity Statop",
"ssef_itsi_service","See ITSI documentation","kpi_id","Kpi Id",
"ssef_itsi_service","See ITSI documentation","kpi_title","Kpi Title",
"ssef_itsi_service","See ITSI documentation",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_itsi_service","See ITSI documentation",list,List,
"ssef_itsi_service","See ITSI documentation",name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_itsi_service","See ITSI documentation",role,"Role of the Splunk instance (e.g., cluster_manager, cluster_peer, indexer, search_head, deployment_server, etc.).",
"ssef_itsi_service","See ITSI documentation",search,"SPL search query or search expression",
"ssef_itsi_service","See ITSI documentation","search_aggregate","Search Aggregate",
"ssef_itsi_service","See ITSI documentation","search_alert","Search Alert",
"ssef_itsi_service","See ITSI documentation","search_alert_earliest","Search Alert Earliest",
"ssef_itsi_service","See ITSI documentation","search_entities","Search Entities",
"ssef_itsi_service","See ITSI documentation","search_type","Type or category of search (e.g., historical, real-time)",
"ssef_itsi_service","See ITSI documentation","service_id","Service Id",
"ssef_itsi_service","See ITSI documentation","service_title","Service Title",
"ssef_itsi_service","See ITSI documentation","threshold_field","Threshold Field",
"ssef_itsi_service","See ITSI documentation",type,"Classification or category type of the object or configuration",
"ssef_itsi_service","See ITSI documentation",urgency,Urgency,
"ssef_itsi_service_analyzer","See ITSI documentation","Splunk_Instance","Specifies the individual Splunk instance (e.g., a member of a cluster or standalone instance). In standalone mode, matches label.",
"ssef_itsi_service_analyzer","See ITSI documentation",autoRefresh,Autorefresh,
"ssef_itsi_service_analyzer","See ITSI documentation",collapsedNodes,Collapsednodes,
"ssef_itsi_service_analyzer","See ITSI documentation",description,"Human-readable description or documentation of the object",
"ssef_itsi_service_analyzer","See ITSI documentation","earliest_time","Time or timestamp related to earliest",
"ssef_itsi_service_analyzer","See ITSI documentation","identifying_name","Identifying Name",
"ssef_itsi_service_analyzer","See ITSI documentation",isDefault,Isdefault,
"ssef_itsi_service_analyzer","See ITSI documentation",isKpiFilterEnabled,"Status or flag for iskpifilterd",
"ssef_itsi_service_analyzer","See ITSI documentation",isServiceFilterEnabled,"Status or flag for isservicefilterd",
"ssef_itsi_service_analyzer","See ITSI documentation",isTagFilterEnabled,"Status or flag for istagfilterd",
"ssef_itsi_service_analyzer","See ITSI documentation",key,"Configuration key or unique key",
"ssef_itsi_service_analyzer","See ITSI documentation",kpiFilterString,Kpifilterstring,
"ssef_itsi_service_analyzer","See ITSI documentation","kpiTilesSettings.isFilterEnabled","Status or flag for kpitilessettings.isfilterd",
"ssef_itsi_service_analyzer","See ITSI documentation","kpiTilesSettings.numTiles","Kpitilessettings.Numtiles",
"ssef_itsi_service_analyzer","See ITSI documentation",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_itsi_service_analyzer","See ITSI documentation","latest_time","Time or timestamp related to latest",
"ssef_itsi_service_analyzer","See ITSI documentation",maxDepth,Maxdepth,
"ssef_itsi_service_analyzer","See ITSI documentation",minSeverity,Minseverity,
"ssef_itsi_service_analyzer","See ITSI documentation","mod_source","Mod Source",
"ssef_itsi_service_analyzer","See ITSI documentation","mod_time","Time or timestamp related to mod",
"ssef_itsi_service_analyzer","See ITSI documentation","mod_timestamp","Time or timestamp related to modstamp",
"ssef_itsi_service_analyzer","See ITSI documentation",modifiable,Modifiable,
"ssef_itsi_service_analyzer","See ITSI documentation",name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_itsi_service_analyzer","See ITSI documentation","object_type","Object Type",
"ssef_itsi_service_analyzer","See ITSI documentation",role,"Role of the Splunk instance (e.g., cluster_manager, cluster_peer, indexer, search_head, deployment_server, etc.).",
"ssef_itsi_service_analyzer","See ITSI documentation",sandboxId,Sandboxid,
"ssef_itsi_service_analyzer","See ITSI documentation",searchType,Searchtype,
"ssef_itsi_service_analyzer","See ITSI documentation",selectedKpiId,Selectedkpiid,
"ssef_itsi_service_analyzer","See ITSI documentation",selectedServiceId,Selectedserviceid,
"ssef_itsi_service_analyzer","See ITSI documentation",serviceFilterString,Servicefilterstring,
"ssef_itsi_service_analyzer","See ITSI documentation","serviceTilesSettings.isFilterEnabled","Status or flag for servicetilessettings.isfilterd",
"ssef_itsi_service_analyzer","See ITSI documentation","serviceTilesSettings.numTiles","Servicetilessettings.Numtiles",
"ssef_itsi_service_analyzer","See ITSI documentation",serviceWhitelist,Servicewhitelist,
"ssef_itsi_service_analyzer","See ITSI documentation",showDisabledServices,"Status or flag for showdservices",
"ssef_itsi_service_analyzer","See ITSI documentation",showServiceDependencies,Showservicedependencies,
"ssef_itsi_service_analyzer","See ITSI documentation","source_itsi_da","Source Itsi Da",
"ssef_itsi_service_analyzer","See ITSI documentation","source_itsi_da_id","Source Itsi Da Id",
"ssef_itsi_service_analyzer","See ITSI documentation","source_itsi_da_version","Source Itsi Da Version",
"ssef_itsi_service_analyzer","See ITSI documentation",tagFilterString,Tagfilterstring,
"ssef_itsi_service_analyzer","See ITSI documentation",tagWhitelist,Tagwhitelist,
"ssef_itsi_service_analyzer","See ITSI documentation",tileSize,Tilesize,
"ssef_itsi_service_analyzer","See ITSI documentation",title,"A user-friendly display name or title for the knowledge object",
"ssef_itsi_service_analyzer","See ITSI documentation",user,"The user account or username associated with the action or object",
"ssef_itsi_service_analyzer","See ITSI documentation",version,"Version number or identifier of the object",
"ssef_itsi_service_analyzer","See ITSI documentation",view,View,
"ssef_itsi_service_analyzer","See ITSI documentation",viewType,Viewtype,
"ssef_itsi_service_template","See ITSI documentation","Splunk_Instance","Specifies the individual Splunk instance (e.g., a member of a cluster or standalone instance). In standalone mode, matches label.",
"ssef_itsi_service_template","See ITSI documentation",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_itsi_service_template","See ITSI documentation","linked_services","Linked Services",
"ssef_itsi_service_template","See ITSI documentation",name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_itsi_service_template","See ITSI documentation",role,"Role of the Splunk instance (e.g., cluster_manager, cluster_peer, indexer, search_head, deployment_server, etc.).",
"ssef_itsi_service_template","See ITSI documentation","st_description","St Description",
"ssef_itsi_service_template","See ITSI documentation","st_kpi_base_search_id","St Kpi Base Search Id",
"ssef_itsi_service_template","See ITSI documentation","st_kpi_base_search_metric","St Kpi Base Search Metric",
"ssef_itsi_service_template","See ITSI documentation","st_kpi_importance","St Kpi Importance",
"ssef_itsi_service_template","See ITSI documentation","st_kpi_name","St Kpi Name",
"ssef_itsi_service_template","See ITSI documentation","st_name","St Name",
"ssef_itsi_service_template","See ITSI documentation","st_rule_field","St Rule Field",
"ssef_itsi_service_template","See ITSI documentation","st_rule_field_type","St Rule Field Type",
"ssef_itsi_service_template","See ITSI documentation","st_rule_type","St Rule Type",
"ssef_itsi_service_template","See ITSI documentation","st_rule_value","St Rule Value",
"ssef_itsi_threshold_template","See ITSI documentation","Splunk_Instance","Specifies the individual Splunk instance (e.g., a member of a cluster or standalone instance). In standalone mode, matches label.",
"ssef_itsi_threshold_template","See ITSI documentation","adaptive_thresholding_training_window","Adaptive Thresholding Training Window",
"ssef_itsi_threshold_template","See ITSI documentation","adaptive_thresholds_is_enabled","Status or flag for adaptive thresholds d",
"ssef_itsi_threshold_template","See ITSI documentation",description,"Human-readable description or documentation of the object",
"ssef_itsi_threshold_template","See ITSI documentation","identifying_name","Identifying Name",
"ssef_itsi_threshold_template","See ITSI documentation",immutable,Immutable,
"ssef_itsi_threshold_template","See ITSI documentation",key,"Configuration key or unique key",
"ssef_itsi_threshold_template","See ITSI documentation",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_itsi_threshold_template","See ITSI documentation","mod_source","Mod Source",
"ssef_itsi_threshold_template","See ITSI documentation",name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_itsi_threshold_template","See ITSI documentation","object_type","Object Type",
"ssef_itsi_threshold_template","See ITSI documentation",role,"Role of the Splunk instance (e.g., cluster_manager, cluster_peer, indexer, search_head, deployment_server, etc.).",
"ssef_itsi_threshold_template","See ITSI documentation","sec_grp","Sec Grp",
"ssef_itsi_threshold_template","See ITSI documentation",title,"A user-friendly display name or title for the knowledge object",
"ssef_itsi_threshold_template","See ITSI documentation",user,"The user account or username associated with the action or object",
"ssef_itsi_threshold_template","See ITSI documentation",version,"Version number or identifier of the object",
"ssef_messages_tracker","messages.conf","Splunk_Instance","Specifies the individual Splunk instance (e.g., a member of a cluster or standalone instance). In standalone mode, matches label.",
"ssef_messages_tracker","messages.conf",help,Help,
"ssef_messages_tracker","messages.conf",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_messages_tracker","messages.conf",message,"Informational message or status message related to the object",
"ssef_messages_tracker","messages.conf","message_alternate","Message Alternate",
"ssef_messages_tracker","messages.conf",name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_messages_tracker","messages.conf",role,"Role of the Splunk instance (e.g., cluster_manager, cluster_peer, indexer, search_head, deployment_server, etc.).",
"ssef_messages_tracker","messages.conf",severity,Severity,
"ssef_messages_tracker","messages.conf",timecreated,"Time or timestamp related to timecreated",
"ssef_saved_searches","savedsearches.conf","Splunk_Instance","Specifies the individual Splunk instance (e.g., a member of a cluster or standalone instance). In standalone mode, matches label.",
"ssef_saved_searches","savedsearches.conf","acl_can_change_perms","Acl Can Change Perms",
"ssef_saved_searches","savedsearches.conf","acl_can_list","Acl Can List",
"ssef_saved_searches","savedsearches.conf","acl_can_share_app","Acl Can Share App",
"ssef_saved_searches","savedsearches.conf","acl_can_share_global","Acl Can Share Global",
"ssef_saved_searches","savedsearches.conf","acl_can_share_user","Acl Can Share User",
"ssef_saved_searches","savedsearches.conf","acl_can_write","Acl Can Write",
"ssef_saved_searches","savedsearches.conf","acl_modifiable","Acl Modifiable",
"ssef_saved_searches","savedsearches.conf","acl_owner","Acl Owner",
"ssef_saved_searches","savedsearches.conf","acl_perms_delete","Acl Perms Delete",
"ssef_saved_searches","savedsearches.conf","acl_perms_read","Read permissions for the knowledge object, indicating who can view or access the object.",
"ssef_saved_searches","savedsearches.conf","acl_perms_write","Write permissions for the knowledge object, indicating who can modify the object.",
"ssef_saved_searches","savedsearches.conf","acl_removable","Indicates whether the knowledge object can be removed or deleted.",
"ssef_saved_searches","savedsearches.conf","action_alert_manager_param_title","Action Alert Manager Param Title",
"ssef_saved_searches","savedsearches.conf","action_cefout2_enabled","Status or flag for action cefout2 d",
"ssef_saved_searches","savedsearches.conf","action_correlationsearch","Action Correlationsearch",
"ssef_saved_searches","savedsearches.conf","action_correlationsearch_annotations","Action Correlationsearch Annotations",
"ssef_saved_searches","savedsearches.conf","action_correlationsearch_detection_type","Action Correlationsearch Detection Type",
"ssef_saved_searches","savedsearches.conf","action_correlationsearch_enabled","Status or flag for action correlationsearch d",
"ssef_saved_searches","savedsearches.conf","action_correlationsearch_fbd_input_type","Action Correlationsearch Fbd Input Type",
"ssef_saved_searches","savedsearches.conf","action_correlationsearch_fbd_max_append_time","Maximum limit for action correlationsearch fbd append time",
"ssef_saved_searches","savedsearches.conf","action_correlationsearch_fbd_search_on","Action Correlationsearch Fbd Search On",
"ssef_saved_searches","savedsearches.conf","action_correlationsearch_fbd_tokens","Action Correlationsearch Fbd Tokens",
"ssef_saved_searches","savedsearches.conf","action_correlationsearch_label","Action Correlationsearch Label",
"ssef_saved_searches","savedsearches.conf","action_correlationsearch_metadata","Action Correlationsearch Metadata",
"ssef_saved_searches","savedsearches.conf","action_correlationsearch_related_searches","Action Correlationsearch Related Searches",
"ssef_saved_searches","savedsearches.conf","action_customsearchbuilder","Action Customsearchbuilder",
"ssef_saved_searches","savedsearches.conf","action_customsearchbuilder_enabled","Status or flag for action customsearchbuilder d",
"ssef_saved_searches","savedsearches.conf","action_customsearchbuilder_routine","Action Customsearchbuilder Routine",
"ssef_saved_searches","savedsearches.conf","action_email","Action Email",
"ssef_saved_searches","savedsearches.conf","action_email_format","Action Email Format",
"ssef_saved_searches","savedsearches.conf","action_email_includeEntities","Action Email Includeentities",
"ssef_saved_searches","savedsearches.conf","action_email_include_results_link","Action Email Include Results Link",
"ssef_saved_searches","savedsearches.conf","action_email_include_view_link","Action Email Include View Link",
"ssef_saved_searches","savedsearches.conf","action_email_inline","Action Email Inline",
"ssef_saved_searches","savedsearches.conf","action_email_message_alert","Action Email Message Alert",
"ssef_saved_searches","savedsearches.conf","action_email_reportServerEnabled","Status or flag for action email reportserverd",
"ssef_saved_searches","savedsearches.conf","action_email_sendresults","Action Email Sendresults",
"ssef_saved_searches","savedsearches.conf","action_email_show_password","Action Email Show Password",
"ssef_saved_searches","savedsearches.conf","action_email_subject_alert","Action Email Subject Alert",
"ssef_saved_searches","savedsearches.conf","action_email_to","Action Email To",
"ssef_saved_searches","savedsearches.conf","action_email_useNSSubject","Action Email Usenssubject",
"ssef_saved_searches","savedsearches.conf","action_escu","Action Escu",
"ssef_saved_searches","savedsearches.conf","action_escu_analytic_story","Action Escu Analytic Story",
"ssef_saved_searches","savedsearches.conf","action_escu_atomic_red_team_guids","Action Escu Atomic Red Team Guids",
"ssef_saved_searches","savedsearches.conf","action_escu_confidence","Action Escu Confidence",
"ssef_saved_searches","savedsearches.conf","action_escu_creation_date","Time or timestamp related to action escu creation",
"ssef_saved_searches","savedsearches.conf","action_escu_data_models","Action Escu Data Models",
"ssef_saved_searches","savedsearches.conf","action_escu_eli5","Action Escu Eli5",
"ssef_saved_searches","savedsearches.conf","action_escu_enabled","Status or flag for action escu d",
"ssef_saved_searches","savedsearches.conf","action_escu_how_to_implement","Action Escu How To Implement",
"ssef_saved_searches","savedsearches.conf","action_escu_known_false_positives","Action Escu Known False Positives",
"ssef_saved_searches","savedsearches.conf","action_escu_mappings","Action Escu Mappings",
"ssef_saved_searches","savedsearches.conf","action_escu_modification_date","Time or timestamp related to action escu modification",
"ssef_saved_searches","savedsearches.conf","action_escu_product","Action Escu Product",
"ssef_saved_searches","savedsearches.conf","action_escu_providing_technologies","Action Escu Providing Technologies",
"ssef_saved_searches","savedsearches.conf","action_escu_search_type","Action Escu Search Type",
"ssef_saved_searches","savedsearches.conf","action_history","Action History",
"ssef_saved_searches","savedsearches.conf","action_history_content","Action History Content",
"ssef_saved_searches","savedsearches.conf","action_history_content_type","Action History Content Type",
"ssef_saved_searches","savedsearches.conf","action_history_enabled","Status or flag for action history d",
"ssef_saved_searches","savedsearches.conf","action_history_label","Action History Label",
"ssef_saved_searches","savedsearches.conf","action_indicator","Action Indicator",
"ssef_saved_searches","savedsearches.conf","action_indicator_itsi_kpi_id","Action Indicator Itsi Kpi Id",
"ssef_saved_searches","savedsearches.conf","action_indicator_itsi_service_id","Action Indicator Itsi Service Id",
"ssef_saved_searches","savedsearches.conf","action_itsi_event_generator","Action Itsi Event Generator",
"ssef_saved_searches","savedsearches.conf","action_itsi_event_generator_param_description","Action Itsi Event Generator Param Description",
"ssef_saved_searches","savedsearches.conf","action_itsi_event_generator_param_drilldown_search_earliest_offset","Action Itsi Event Generator Param Drilldown Search Earliest Offset",
"ssef_saved_searches","savedsearches.conf","action_itsi_event_generator_param_drilldown_search_latest_offset","Action Itsi Event Generator Param Drilldown Search Latest Offset",
"ssef_saved_searches","savedsearches.conf","action_itsi_event_generator_param_drilldown_search_search","Action Itsi Event Generator Param Drilldown Search Search",
"ssef_saved_searches","savedsearches.conf","action_itsi_event_generator_param_drilldown_search_title","Action Itsi Event Generator Param Drilldown Search Title",
"ssef_saved_searches","savedsearches.conf","action_itsi_event_generator_param_drilldown_title","Action Itsi Event Generator Param Drilldown Title",
"ssef_saved_searches","savedsearches.conf","action_itsi_event_generator_param_drilldown_uri","Action Itsi Event Generator Param Drilldown Uri",
"ssef_saved_searches","savedsearches.conf","action_itsi_event_generator_param_editor","Action Itsi Event Generator Param Editor",
"ssef_saved_searches","savedsearches.conf","action_itsi_event_generator_param_entity_lookup_field","Action Itsi Event Generator Param Entity Lookup Field",
"ssef_saved_searches","savedsearches.conf","action_itsi_event_generator_param_event_identifier_fields","Action Itsi Event Generator Param Event Identifier Fields",
"ssef_saved_searches","savedsearches.conf","action_itsi_event_generator_param_itsi_instruction","Action Itsi Event Generator Param Itsi Instruction",
"ssef_saved_searches","savedsearches.conf","action_itsi_event_generator_param_meta_data","Action Itsi Event Generator Param Meta Data",
"ssef_saved_searches","savedsearches.conf","action_itsi_event_generator_param_owner","Action Itsi Event Generator Param Owner",
"ssef_saved_searches","savedsearches.conf","action_itsi_event_generator_param_search_type","Action Itsi Event Generator Param Search Type",
"ssef_saved_searches","savedsearches.conf","action_itsi_event_generator_param_severity","Action Itsi Event Generator Param Severity",
"ssef_saved_searches","savedsearches.conf","action_itsi_event_generator_param_status","Action Itsi Event Generator Param Status",
"ssef_saved_searches","savedsearches.conf","action_itsi_event_generator_param_title","Action Itsi Event Generator Param Title",
"ssef_saved_searches","savedsearches.conf","action_itsi_import_objects","Action Itsi Import Objects",
"ssef_saved_searches","savedsearches.conf","action_itsi_import_objects_param_backfill_enabled","Status or flag for action itsi import objects param backfill d",
"ssef_saved_searches","savedsearches.conf","action_itsi_import_objects_param_entity_description_fields","Action Itsi Import Objects Param Entity Description Fields",
"ssef_saved_searches","savedsearches.conf","action_itsi_import_objects_param_entity_identifier_fields","Action Itsi Import Objects Param Entity Identifier Fields",
"ssef_saved_searches","savedsearches.conf","action_itsi_import_objects_param_entity_informational_fields","Action Itsi Import Objects Param Entity Informational Fields",
"ssef_saved_searches","savedsearches.conf","action_itsi_import_objects_param_entity_merge_field","Action Itsi Import Objects Param Entity Merge Field",
"ssef_saved_searches","savedsearches.conf","action_itsi_import_objects_param_entity_merge_fqdn","Action Itsi Import Objects Param Entity Merge Fqdn",
"ssef_saved_searches","savedsearches.conf","action_itsi_import_objects_param_entity_status_tracking","Action Itsi Import Objects Param Entity Status Tracking",
"ssef_saved_searches","savedsearches.conf","action_itsi_import_objects_param_entity_title_field","Action Itsi Import Objects Param Entity Title Field",
"ssef_saved_searches","savedsearches.conf","action_itsi_import_objects_param_entity_type_field","Action Itsi Import Objects Param Entity Type Field",
"ssef_saved_searches","savedsearches.conf","action_itsi_import_objects_param_service_enabled","Status or flag for action itsi import objects param service d",
"ssef_saved_searches","savedsearches.conf","action_itsi_import_objects_param_service_team","Action Itsi Import Objects Param Service Team",
"ssef_saved_searches","savedsearches.conf","action_itsi_import_objects_param_service_templates_config","Action Itsi Import Objects Param Service Templates Config",
"ssef_saved_searches","savedsearches.conf","action_itsi_import_objects_param_update_type","Time or timestamp related to action itsi import objects param update type",
"ssef_saved_searches","savedsearches.conf","action_itsi_summary_metrics_collect","Action Itsi Summary Metrics Collect",
"ssef_saved_searches","savedsearches.conf","action_keyindicator","Action Keyindicator",
"ssef_saved_searches","savedsearches.conf","action_keyindicator_delta","Action Keyindicator Delta",
"ssef_saved_searches","savedsearches.conf","action_keyindicator_doc_link","Action Keyindicator Doc Link",
"ssef_saved_searches","savedsearches.conf","action_keyindicator_drilldown_uri","Action Keyindicator Drilldown Uri",
"ssef_saved_searches","savedsearches.conf","action_keyindicator_error_message","Action Keyindicator Error Message",
"ssef_saved_searches","savedsearches.conf","action_keyindicator_group_0_name","Action Keyindicator Group 0 Name",
"ssef_saved_searches","savedsearches.conf","action_keyindicator_group_0_order","Action Keyindicator Group 0 Order",
"ssef_saved_searches","savedsearches.conf","action_keyindicator_group_1_name","Action Keyindicator Group 1 Name",
"ssef_saved_searches","savedsearches.conf","action_keyindicator_group_1_order","Action Keyindicator Group 1 Order",
"ssef_saved_searches","savedsearches.conf","action_keyindicator_invert","Action Keyindicator Invert",
"ssef_saved_searches","savedsearches.conf","action_keyindicator_model","Action Keyindicator Model",
"ssef_saved_searches","savedsearches.conf","action_keyindicator_only_on_cloud","Action Keyindicator Only On Cloud",
"ssef_saved_searches","savedsearches.conf","action_keyindicator_related_searches","Action Keyindicator Related Searches",
"ssef_saved_searches","savedsearches.conf","action_keyindicator_subtitle","Action Keyindicator Subtitle",
"ssef_saved_searches","savedsearches.conf","action_keyindicator_title","Action Keyindicator Title",
"ssef_saved_searches","savedsearches.conf","action_keyindicator_value","Action Keyindicator Value",
"ssef_saved_searches","savedsearches.conf","action_keyindicator_value_qual","Action Keyindicator Value Qual",
"ssef_saved_searches","savedsearches.conf","action_keyindicator_value_suffix","Action Keyindicator Value Suffix",
"ssef_saved_searches","savedsearches.conf","action_lookup","Action Lookup",
"ssef_saved_searches","savedsearches.conf","action_lookup_append","Action Lookup Append",
"ssef_saved_searches","savedsearches.conf","action_lookup_filename","Action Lookup Filename",
"ssef_saved_searches","savedsearches.conf","action_makestreams_param_verbose","Action Makestreams Param Verbose",
"ssef_saved_searches","savedsearches.conf","action_nbtstat_param_verbose","Action Nbtstat Param Verbose",
"ssef_saved_searches","savedsearches.conf","action_notable","Action Notable",
"ssef_saved_searches","savedsearches.conf","action_notable_param_drilldown_dashboards","Action Notable Param Drilldown Dashboards",
"ssef_saved_searches","savedsearches.conf","action_notable_param_drilldown_name","Action Notable Param Drilldown Name",
"ssef_saved_searches","savedsearches.conf","action_notable_param_drilldown_search","Action Notable Param Drilldown Search",
"ssef_saved_searches","savedsearches.conf","action_notable_param_drilldown_searches","Action Notable Param Drilldown Searches",
"ssef_saved_searches","savedsearches.conf","action_notable_param_entities","Action Notable Param Entities",
"ssef_saved_searches","savedsearches.conf","action_notable_param_extract_artifacts","Action Notable Param Extract Artifacts",
"ssef_saved_searches","savedsearches.conf","action_notable_param_investigation_type","Action Notable Param Investigation Type",
"ssef_saved_searches","savedsearches.conf","action_notable_param_nes_fields","Action Notable Param Nes Fields",
"ssef_saved_searches","savedsearches.conf","action_notable_param_next_steps","Action Notable Param Next Steps",
"ssef_saved_searches","savedsearches.conf","action_notable_param_rule_description","Action Notable Param Rule Description",
"ssef_saved_searches","savedsearches.conf","action_notable_param_rule_title","Action Notable Param Rule Title",
"ssef_saved_searches","savedsearches.conf","action_notable_param_security_domain","Action Notable Param Security Domain",
"ssef_saved_searches","savedsearches.conf","action_notable_param_severity","Action Notable Param Severity",
"ssef_saved_searches","savedsearches.conf","action_notable_param_verbose","Action Notable Param Verbose",
"ssef_saved_searches","savedsearches.conf","action_nslookup_param_verbose","Action Nslookup Param Verbose",
"ssef_saved_searches","savedsearches.conf","action_output_message","Action Output Message",
"ssef_saved_searches","savedsearches.conf","action_output_message_param_fields","Action Output Message Param Fields",
"ssef_saved_searches","savedsearches.conf","action_output_message_param_msgid","Action Output Message Param Msgid",
"ssef_saved_searches","savedsearches.conf","action_output_message_param_name","Action Output Message Param Name",
"ssef_saved_searches","savedsearches.conf","action_output_message_param_purge","Action Output Message Param Purge",
"ssef_saved_searches","savedsearches.conf","action_outputtelemetry","Action Outputtelemetry",
"ssef_saved_searches","savedsearches.conf","action_outputtelemetry_param_anonymous","Action Outputtelemetry Param Anonymous",
"ssef_saved_searches","savedsearches.conf","action_outputtelemetry_param_component","Action Outputtelemetry Param Component",
"ssef_saved_searches","savedsearches.conf","action_outputtelemetry_param_input","Action Outputtelemetry Param Input",
"ssef_saved_searches","savedsearches.conf","action_outputtelemetry_param_license","Action Outputtelemetry Param License",
"ssef_saved_searches","savedsearches.conf","action_outputtelemetry_param_optinrequired","Action Outputtelemetry Param Optinrequired",
"ssef_saved_searches","savedsearches.conf","action_outputtelemetry_param_support","Action Outputtelemetry Param Support",
"ssef_saved_searches","savedsearches.conf","action_outputtelemetry_param_type","Action Outputtelemetry Param Type",
"ssef_saved_searches","savedsearches.conf","action_ping_param_verbose","Action Ping Param Verbose",
"ssef_saved_searches","savedsearches.conf","action_populate_lookup","Action Populate Lookup",
"ssef_saved_searches","savedsearches.conf","action_risk","Action Risk",
"ssef_saved_searches","savedsearches.conf","action_risk_forceCsvResults","Action Risk Forcecsvresults",
"ssef_saved_searches","savedsearches.conf","action_risk_hostname","Action Risk Hostname",
"ssef_saved_searches","savedsearches.conf","action_risk_param_risk","Action Risk Param Risk",
"ssef_saved_searches","savedsearches.conf","action_risk_param_risk_message","Action Risk Param Risk Message",
"ssef_saved_searches","savedsearches.conf","action_risk_param_risk_object","Action Risk Param Risk Object",
"ssef_saved_searches","savedsearches.conf","action_risk_param_risk_object_type","Action Risk Param Risk Object Type",
"ssef_saved_searches","savedsearches.conf","action_risk_param_risk_score","Action Risk Param Risk Score",
"ssef_saved_searches","savedsearches.conf","action_risk_param_verbose","Action Risk Param Verbose",
"ssef_saved_searches","savedsearches.conf","action_rss","Action Rss",
"ssef_saved_searches","savedsearches.conf","action_script","Action Script",
"ssef_saved_searches","savedsearches.conf","action_script_filename","Action Script Filename",
"ssef_saved_searches","savedsearches.conf","action_send2ba_notable","Action Send2Ba Notable",
"ssef_saved_searches","savedsearches.conf","action_send2ba_riskdm","Action Send2Ba Riskdm",
"ssef_saved_searches","savedsearches.conf","action_send2uba_param_verbose","Action Send2Uba Param Verbose",
"ssef_saved_searches","savedsearches.conf","action_sendmn","Action Sendmn",
"ssef_saved_searches","savedsearches.conf","action_snow_incident","Action Snow Incident",
"ssef_saved_searches","savedsearches.conf","action_snow_incident_param_assignment_group","Action Snow Incident Param Assignment Group",
"ssef_saved_searches","savedsearches.conf","action_snow_incident_param_correlation_id","Action Snow Incident Param Correlation Id",
"ssef_saved_searches","savedsearches.conf","action_snow_incident_param_custom_fields","Action Snow Incident Param Custom Fields",
"ssef_saved_searches","savedsearches.conf","action_snow_incident_param_impact","Action Snow Incident Param Impact",
"ssef_saved_searches","savedsearches.conf","action_snow_incident_param_short_description","Action Snow Incident Param Short Description",
"ssef_saved_searches","savedsearches.conf","action_snow_incident_param_splunk_url","Action Snow Incident Param Splunk Url",
"ssef_saved_searches","savedsearches.conf","action_snow_incident_param_state","Action Snow Incident Param State",
"ssef_saved_searches","savedsearches.conf","action_snow_incident_param_urgency","Action Snow Incident Param Urgency",
"ssef_saved_searches","savedsearches.conf","action_ssg_mobile_alert","Action Ssg Mobile Alert",
"ssef_saved_searches","savedsearches.conf","action_ssg_mobile_alert_param_alert_dashboard_id","Action Ssg Mobile Alert Param Alert Dashboard Id",
"ssef_saved_searches","savedsearches.conf","action_ssg_mobile_alert_param_alert_message","Action Ssg Mobile Alert Param Alert Message",
"ssef_saved_searches","savedsearches.conf","action_ssg_mobile_alert_param_alert_severity","Action Ssg Mobile Alert Param Alert Severity",
"ssef_saved_searches","savedsearches.conf","action_ssg_mobile_alert_param_alert_subject","Action Ssg Mobile Alert Param Alert Subject",
"ssef_saved_searches","savedsearches.conf","action_ssg_mobile_alert_param_dashboard_toggle","Action Ssg Mobile Alert Param Dashboard Toggle",
"ssef_saved_searches","savedsearches.conf","action_summary_index","Action Summary Index",
"ssef_saved_searches","savedsearches.conf","action_summary_index_et","Action Summary Index Et",
"ssef_saved_searches","savedsearches.conf","action_summary_index_force_realtime_schedule","Time or timestamp related to action summary index force realtime schedule",
"ssef_saved_searches","savedsearches.conf","action_summary_index_insights","Action Summary Index Insights",
"ssef_saved_searches","savedsearches.conf","action_summary_index_marker","Action Summary Index Marker",
"ssef_saved_searches","savedsearches.conf","action_summary_index_name","Action Summary Index Name",
"ssef_saved_searches","savedsearches.conf","action_summary_index_report","Action Summary Index Report",
