state,city,lat,lon
MN,Amboy,43.887859,-94.158091
MN,Andover,45.252420,-93.337402
MN,Angle Inlet,49.347273,-95.069557
MN,Annandale,45.260015,-94.120369
MN,Anoka,45.214398,-93.391638
MN,Appleton,45.199732,-96.023315
MN,Apple Valley,44.745301,-93.199413
MN,Arco,44.380374,-96.180480
MN,Arden Hills,45.071159,-93.165472
MN,Argyle,48.336576,-96.816235
MN,Arlington,44.608469,-94.076402
MN,Ashby,46.095231,-95.819180
MN,Askov,46.188634,-92.782393
MN,Atwater,45.135492,-94.776877
MN,Audubon,46.862816,-95.981103
MN,Aurora,47.531360,-92.240731
MN,Austin,43.672291,-92.975709
MN,Avoca,43.948754,-95.646724
MN,Avon,45.605711,-94.450731
MN,Babbitt,47.643105,-91.928336
MN,Backus,46.820915,-94.514549
MN,Badger,48.776778,-96.021259
MN,Bagley,47.524383,-95.404280
MN,Baker,46.710489,-96.557940
MN,Balaton,44.232947,-95.871071
MN,Ball Club,47.331104,-93.946058
MN,Barnesville,46.650280,-96.416460
MN,Barnum,46.505377,-92.688376
MN,Barrett,45.913122,-95.904780
MN,Barry,45.558198,-96.560364
MN,Battle Lake,46.286101,-95.721602
MN,Baudette,48.712267,-94.591807
MN,Baxter,46.343935,-94.276015
MN,Bayport,45.014845,-92.778906
MN,Beardsley,45.557831,-96.714079
MN,Beaulieu,47.335241,-95.816504
MN,Beaver Bay,47.256184,-91.306223
MN,Beaver Creek,43.612429,-96.362367
MN,Becker,45.386031,-93.886070
MN,Bejou,47.442913,-95.972712
MN,Belgrade,45.450615,-94.999787
MN,Bellechester,44.371019,-92.511315
MN,Belle Plaine,44.619780,-93.764595
MN,Bellingham,45.136436,-96.284097
MN,Beltrami,47.542495,-96.527080
MN,Belview,44.606684,-95.328913
MN,Bemidji,47.483489,-94.883541
MN,Bena,47.341003,-94.206406
MN,Benson,45.314855,-95.607117
MN,Bertha,46.267018,-95.061784
MN,Bethel,45.404420,-93.274901
MN,Bigelow,43.505368,-95.689017
MN,Big Falls,48.179610,-93.809245
MN,Bigfork,47.745305,-93.652757
MN,Big Lake,46.701110,-92.621093
MN,Big Lake,45.342422,-93.743036
MN,Bingham Lake,43.909540,-95.046102
MN,Birchwood Village,45.059981,-92.978025
MN,Bird Island,44.764755,-94.894934
MN,Biscay,44.826270,-94.274085
MN,Biwabik,47.540376,-92.342190
MN,Blackduck,47.720934,-94.545345
MN,Blaine,45.170497,-93.206071
MN,Blomkest,44.942812,-95.023463
MN,Blooming Prairie,43.868331,-93.055007
MN,Bloomington,44.829666,-93.315217
MN,Blue Earth,43.640471,-94.100324
MN,Bluffton,46.469401,-95.233935
MN,Bock,45.784022,-93.552745
MN,Borup,47.180266,-96.505831
MN,Bovey,47.298017,-93.405189
MN,Bowlus,45.819056,-94.407250
MN,Boyd,44.851249,-95.900883
MN,Boy River,47.168240,-94.124210
MN,Braham,45.722348,-93.172197
MN,Brainerd,46.355269,-94.198372
MN,Brandon,45.966911,-95.593973
MN,Breckenridge,46.266192,-96.584979
MN,Breezy Point,46.609120,-94.207091
MN,Brewster,43.697250,-95.464548
MN,Bricelyn,43.560808,-93.813055
MN,Brooklyn Center,45.067970,-93.317829
MN,Brooklyn Park,45.110906,-93.349088
MN,Brook Park,45.948432,-93.072820
MN,Brooks,47.816514,-96.003542
MN,Brookston,46.865378,-92.602324
MN,Brooten,45.500028,-95.115787
MN,Browerville,46.080702,-94.864587
MN,Brownsdale,43.740255,-92.867701
MN,Browns Valley,45.594691,-96.832836
MN,Brownsville,43.701134,-91.288028
MN,Brownton,44.732576,-94.350962
MN,Bruno,46.280987,-92.668048
MN,Buckman,45.897362,-94.093952
MN,Buffalo,45.178844,-93.865251
MN,Buffalo Lake,44.737133,-94.618080
MN,Buhl,47.498489,-92.781162
MN,Burnsville,44.764409,-93.279372
MN,Burtrum,45.865862,-94.687368
MN,Butterfield,43.957961,-94.793564
MN,Byron,44.037887,-92.641581
MN,Caledonia,43.634127,-91.500399
MN,Callaway,46.981207,-95.917581
MN,Calumet,47.321955,-93.264172
MN,Cambridge,45.560764,-93.227703
MN,Campbell,46.097528,-96.405457
MN,Canby,44.716098,-96.269761
MN,Cannon Falls,44.517265,-92.889342
MN,Canton,43.529760,-91.929956
MN,Carlos,45.974162,-95.292492
MN,Carlton,46.668704,-92.401546
MN,Carver,44.753601,-93.638651
MN,Cass Lake,47.378855,-94.599410
MN,Cedar Mills,44.943640,-94.520368
MN,Center City,45.393771,-92.814249
MN,Centerville,45.167461,-93.055168
MN,Ceylon,43.532787,-94.630639
MN,Champlin,45.172932,-93.386829
MN,Chandler,43.930648,-95.951173
MN,Chanhassen,44.854285,-93.562384
MN,Chaska,44.816364,-93.610026
MN,Chatfield,43.844473,-92.182860
MN,Chickamaw Beach,46.743956,-94.380926
MN,Chisago City,45.345584,-92.910034
MN,Chisholm,47.487530,-92.879401
MN,Chokio,45.573075,-96.174747
MN,Circle Pines,45.143748,-93.147517
MN,Clara City,44.958655,-95.367597
MN,Claremont,44.044878,-92.997562
MN,Clarissa,46.128454,-94.949246
MN,Clarkfield,44.790739,-95.807723
MN,Clarks Grove,43.762692,-93.328035
MN,Clearbrook,47.696364,-95.428811
MN,Clear Lake,45.449857,-94.002112
MN,Clearwater,45.411405,-94.044452
MN,Clements,44.380059,-95.054751
MN,Cleveland,44.323605,-93.835301
MN,Climax,47.608461,-96.812326
MN,Clinton,45.466935,-96.442644
MN,Clitherall,46.273681,-95.633305
MN,Clontarf,45.382581,-95.682935
MN,Cloquet,46.725070,-92.501330
MN,Coates,44.716021,-93.032251
MN,Cobden,44.282487,-94.846585
MN,Cohasset,47.242458,-93.664254
MN,Cokato,45.076721,-94.187548
MN,Cold Spring,45.457426,-94.429757
MN,Coleraine,47.258731,-93.453936
MN,Cologne,44.769825,-93.792428
MN,Columbia Heights,45.049104,-93.246749
MN,Columbus,45.255715,-93.112841
MN,Comfrey,44.110991,-94.902895
MN,Comstock,46.659544,-96.746156
MN,Conger,43.614568,-93.528449
MN,Cook,47.841006,-92.688134
MN,Coon Rapids,45.176411,-93.311454
MN,Corcoran,45.106787,-93.577903
MN,Correll,45.231935,-96.162646
MN,Cosmos,44.934909,-94.694676
MN,Cottage Grove,44.813326,-92.914315
MN,Cottonwood,44.610183,-95.671762
MN,Courtland,44.275446,-94.342324
MN,Cromwell,46.679341,-92.870740
MN,Crookston,47.774709,-96.606255
MN,Crosby,46.493268,-93.945694
MN,Crosslake,46.679636,-94.102161
MN,Crystal,45.037310,-93.359478
MN,Currie,44.070466,-95.666899
MN,Cuyuna,46.506763,-93.919520
MN,Cyrus,45.614788,-95.738206
MN,Dakota,43.915950,-91.359819
MN,Dalton,46.173888,-95.915466
MN,Danube,44.790999,-95.103368
MN,Danvers,45.281406,-95.755942
MN,Darfur,44.053847,-94.835703
MN,Darwin,45.096012,-94.414293
MN,Dassel,45.084805,-94.317000
MN,Dawson,44.928931,-96.050315
MN,Dayton,45.189088,-93.471575
MN,Deephaven,44.929443,-93.523245
MN,Deer Creek,46.390553,-95.322447
MN,Deer River,47.340860,-93.796060
MN,Deerwood,46.467088,-93.898501
MN,De Graff,45.259802,-95.468558
MN,Delano,45.037756,-93.791786
MN,Delavan,43.767711,-94.017382
MN,Delhi,44.597999,-95.213359
MN,Dellwood,45.098813,-92.967622
MN,Denham,46.361693,-92.941490
MN,Dennison,44.408833,-93.030277
MN,Dent,46.552766,-95.718117
MN,Detroit Lakes,46.806633,-95.844835
MN,Dexter,43.719628,-92.701874
MN,Dilworth,46.879436,-96.698332
MN,Dodge Center,44.028872,-92.850758
MN,Donaldson,48.574426,-96.897582
MN,Donnelly,45.689266,-96.014330
MN,Doran,46.185134,-96.485609
MN,Dover,43.969814,-92.134041
MN,Dovray,44.054516,-95.547738
MN,Duluth,46.780919,-92.132157
MN,Dumont,45.717375,-96.423094
MN,Dundas,44.427634,-93.203944
MN,Dundee,43.844118,-95.466707
MN,Dunnell,43.560469,-94.775202
MN,Eagan,44.815217,-93.162816
MN,Eagle Bend,46.164151,-95.034134
MN,Eagle Lake,44.162086,-93.883600
MN,East Bethel,45.353201,-93.217650
MN,East Grand Forks,47.928380,-97.013786
MN,East Gull Lake,46.397047,-94.363791
MN,Easton,43.766090,-93.900029
MN,Ebro,47.494220,-95.541079
MN,Echo,44.621736,-95.411458
MN,Eden Prairie,44.847921,-93.458655
MN,Eden Valley,45.327073,-94.545952
MN,Edgerton,43.875330,-96.130472
MN,Edina,44.891123,-93.359752
MN,Effie,47.841159,-93.637712
MN,Eitzen,43.508356,-91.465003
MN,Elba,44.086412,-92.018072
MN,Elbow Lake,47.146718,-95.544075
MN,Elbow Lake,45.990648,-95.983874
MN,Elgin,44.121951,-92.246124
MN,Elizabeth,46.379588,-96.130975
MN,Elko New Market,44.567171,-93.338329
MN,Elk River,45.332212,-93.566528
MN,Elkton,43.660266,-92.706486
MN,Ellendale,43.872440,-93.296791
MN,Ellsworth,43.520474,-96.018180
MN,Elmdale,45.834027,-94.494223
MN,Elmore,43.506823,-94.088776
MN,Elrosa,45.562866,-94.946943
MN,Ely,47.905603,-91.850729
MN,Elysian,44.206411,-93.681409
MN,Emily,46.769011,-93.980502
MN,Emmons,43.504492,-93.482301
MN,Erhard,46.481669,-96.096175
MN,Erskine,47.671325,-96.020067
MN,Esko,46.710036,-92.372095
MN,Evan,44.354940,-94.836091
MN,Evansville,46.006002,-95.687979
MN,Eveleth,47.475189,-92.549464
MN,Excelsior,44.900103,-93.567270
MN,Eyota,43.988319,-92.232121
MN,Fairfax,44.528315,-94.723113
MN,Fairhaven,45.323991,-94.205474
MN,Fairmont,43.644789,-94.467265
MN,Falcon Heights,44.988052,-93.174659
MN,Faribault,44.298583,-93.278938
MN,Farmington,44.659163,-93.168705
MN,Farwell,45.752406,-95.618872
MN,Federal Dam,47.240227,-94.211998
MN,Felton,47.074918,-96.505799
MN,Fergus Falls,46.285002,-96.076145
MN,Fertile,47.530705,-96.281553
MN,Fifty Lakes,46.765482,-94.117840
MN,Finland,47.432090,-91.255960
MN,Finlayson,46.209734,-92.926839
MN,Fisher,47.799172,-96.799531
MN,Fish Lake,43.838611,-95.047048
MN,Flensburg,45.948907,-94.532433
MN,Floodwood,46.928639,-92.911670
MN,Florence,44.236405,-96.053458
MN,Foley,45.663601,-93.909464
MN,Forada,45.788736,-95.356846
MN,Forest Lake,45.250692,-92.966831
MN,Foreston,45.727023,-93.708918
MN,Fort Ripley,46.166430,-94.365065
MN,Fosston,47.585156,-95.759583
MN,Fountain,43.742542,-92.134216
MN,Foxhome,46.276889,-96.312231
MN,Franklin,44.531137,-94.885079
MN,Frazee,46.729063,-95.703962
MN,Freeborn,43.766055,-93.564295
MN,Freeport,45.663053,-94.689357
MN,Fridley,45.084246,-93.260050
MN,Frontenac,44.503785,-92.352561
MN,Frost,43.584587,-93.924801
MN,Fulda,43.867377,-95.605520
MN,Funkley,47.786862,-94.426614
MN,Garden City,44.047897,-94.170960
MN,Garfield,45.937601,-95.498535
MN,Garrison,46.299988,-93.824089
MN,Garvin,44.212479,-95.760190
MN,Gary,47.372542,-96.265500
MN,Gaylord,44.555467,-94.212362
MN,Gem Lake,45.061068,-93.038067
MN,Geneva,43.819522,-93.272622
MN,Genola,45.965451,-94.112845
MN,Georgetown,47.078399,-96.795875
MN,Ghent,44.511430,-95.892801
MN,Gibbon,44.535382,-94.523557
MN,Gilbert,47.486433,-92.447245
MN,Gilman,45.735298,-93.948267
MN,Glencoe,44.770581,-94.148361
MN,Glenville,43.574187,-93.281066
MN,Glenwood,45.656621,-95.379992
MN,Glyndon,46.871379,-96.579785
MN,Golden Valley,44.990233,-93.358736
MN,Gonvick,47.739111,-95.512471
MN,Goodhue,44.400673,-92.625437
MN,Goodridge,48.144175,-95.803960
MN,Good Thunder,44.006703,-94.070187
MN,Goodview,44.068809,-91.714643
MN,Graceville,45.568694,-96.437132
MN,Granada,43.693143,-94.349466
MN,Grand Marais,47.758538,-90.344340
MN,Grand Meadow,43.705871,-92.570443
MN,Grand Rapids,47.237481,-93.532203
MN,Granite Falls,44.807268,-95.542338
MN,Grant,45.082077,-92.910948
MN,Grasston,45.797760,-93.154988
MN,Greenbush,48.700769,-96.183543
MN,Greenfield,45.094065,-93.690776
MN,Green Isle,44.682720,-94.004043
MN,Greenwald,45.601311,-94.859374
MN,Greenwood,44.911377,-93.547469
MN,Grey Eagle,45.824344,-94.749159
MN,Grove City,45.148318,-94.681824
MN,Grygla,48.299670,-95.623960
MN,Gully,47.768437,-95.622861
MN,Hackensack,46.926468,-94.515978
MN,Hadley,44.001797,-95.855559
MN,Hallock,48.765415,-96.942485
MN,Halma,48.660453,-96.597630
MN,Halstad,47.351046,-96.824757
MN,Hamburg,44.732495,-93.963197
MN,Ham Lake,45.254752,-93.194878
MN,Hammond,44.221747,-92.373565
MN,Hampton,44.608867,-93.002616
MN,Hancock,45.497105,-95.795475
MN,Hanley Falls,44.691850,-95.619434
MN,Hanover,45.157755,-93.662750
MN,Hanska,44.148813,-94.494480
MN,Harding,46.119165,-94.036787
MN,Hardwick,43.774190,-96.197462
MN,Harmony,43.554006,-92.007462
MN,Harris,45.598359,-92.988379
MN,Hartland,43.804478,-93.485056
MN,Hastings,44.731781,-92.853284
MN,Hatfield,43.953677,-96.188895
MN,Hawley,46.877135,-96.316985
MN,Hayfield,43.890251,-92.847053
MN,Hayward,43.649980,-93.246017
MN,Hazel Run,44.748433,-95.716537
MN,Hector,44.741257,-94.712130
MN,Heidelberg,44.492995,-93.626408
MN,Henderson,44.526727,-93.909711
MN,Hendricks,44.507636,-96.427859
MN,Hendrum,47.264049,-96.810410
MN,Henning,46.322998,-95.441961
MN,Henriette,45.871294,-93.119703
MN,Herman,45.810533,-96.141354
MN,Hermantown,46.806682,-92.241606
MN,Heron Lake,43.797747,-95.320292
MN,Hewitt,46.323965,-95.090156
MN,Hibbing,47.397670,-92.946829
MN,Hill City,46.986229,-93.593714
MN,Hillman,46.006315,-93.888680
MN,Hills,43.527617,-96.359322
MN,Hilltop,45.053579,-93.250127
MN,Hinckley,46.013028,-92.923032
MN,Hitterdal,46.978567,-96.258505
MN,Hoffman,45.834062,-95.787003
MN,Hokah,43.760062,-91.349434
MN,Holdingford,45.729678,-94.471621
MN,Holland,44.090173,-96.198836
MN,Hollandale,43.759827,-93.206878
MN,Holloway,45.243308,-95.906592
MN,Holt,48.292923,-96.194471
MN,Homer,44.007209,-91.560865
MN,Hopkins,44.926783,-93.405218
MN,Houston,43.760631,-91.571366
MN,Howard Lake,45.054508,-94.063233
MN,Hoyt Lakes,47.571615,-92.108331
MN,Hugo,45.164225,-92.960105
MN,Humboldt,48.921456,-97.094464
MN,Hutchinson,44.885358,-94.376876
MN,Ihlen,43.915574,-96.372771
MN,Independence,45.018594,-93.719750
MN,Inger,47.563282,-93.977317
MN,International Falls,48.586353,-93.407743
MN,Inver Grove Heights,44.828733,-93.059983
MN,Iona,43.914854,-95.785684
MN,Iron Junction,47.418977,-92.608392
MN,Ironton,46.482195,-94.003252
MN,Isanti,45.491616,-93.242955
MN,Isle,46.138076,-93.455793
MN,Ivanhoe,44.464119,-96.252865
MN,Jackson,43.628346,-94.987041
MN,Janesville,44.121303,-93.712964
MN,Jasper,43.848886,-96.399636
MN,Jeffers,44.055904,-95.195352
MN,Jenkins,46.651092,-94.328181
MN,Johnson,45.572282,-96.294279
MN,Jordan,44.664627,-93.640244
MN,Kandiyohi,45.131986,-94.932419
MN,Karlstad,48.577986,-96.516113
MN,Kasota,44.290084,-93.968352
MN,Kasson,44.033287,-92.748062
MN,Keewatin,47.401066,-93.082382
MN,Kelliher,47.948152,-94.437806
MN,Kellogg,44.307013,-91.998701
MN,Kennedy,48.643666,-96.910516
MN,Kenneth,43.754339,-96.072529
MN,Kensington,45.778287,-95.696926
MN,Kent,46.437564,-96.683224
MN,Kenyon,44.272551,-92.986400
MN,Kerkhoven,45.191530,-95.317972
MN,Kerrick,46.339061,-92.585161
MN,Kettle River,46.486222,-92.877567
MN,Kiester,43.536589,-93.711238
MN,Kilkenny,44.315058,-93.574330
MN,Kimball,45.314334,-94.300789
MN,Kinbrae,43.822805,-95.475935
MN,Kingston,45.194689,-94.310394
MN,Kinney,47.516501,-92.719531
MN,La Crescent,43.829729,-91.302008
MN,Lafayette,44.447100,-94.392688
MN,Lake Benton,44.262226,-96.299257
MN,Lake Bronson,48.732431,-96.664928
MN,Lake City,44.445705,-92.280925
MN,Lake Crystal,44.105404,-94.219141
MN,Lake Elmo,44.987819,-92.909500
MN,Lakefield,43.677812,-95.169622
MN,Lake George,47.178478,-94.972199
MN,Lake Henry,45.462144,-94.796502
MN,Lakeland,44.953174,-92.766630
MN,Lakeland Shores,44.949453,-92.762430
MN,Lake Lillian,44.945868,-94.879995
MN,Lake Park,46.883909,-96.098694
MN,Lake St. Croix Beach,44.924492,-92.766121
MN,Lake Shore,46.504346,-94.366514
MN,Lakeville,44.680997,-93.243216
MN,Lake Wilson,43.995358,-95.954588
MN,Lamberton,44.230648,-95.267753
MN,Lancaster,48.858249,-96.801382
MN,Landfall,44.950029,-92.976955
MN,Lanesboro,43.718090,-91.971958
MN,Lansing,43.747724,-92.965732
MN,Laporte,47.214732,-94.757378
MN,La Prairie,47.230043,-93.491362
MN,La Salle,44.071013,-94.571292
MN,Lastrup,46.039845,-94.061769
MN,Lauderdale,44.994407,-93.203134
MN,Le Center,44.385829,-93.732402
MN,Lengby,47.515347,-95.634568
MN,Leonard,47.649802,-95.264163
MN,Leonidas,47.467660,-92.567436
MN,Leota,43.826383,-96.024232
MN,Le Roy,43.513277,-92.507680
MN,Lester Prairie,44.883322,-94.036998
MN,Le Sueur,44.468376,-93.902549
MN,Lewiston,43.983751,-91.867995
MN,Lewisville,43.923800,-94.435114
MN,Lexington,45.138153,-93.171375
MN,Lilydale,44.908785,-93.130754
MN,Lindstrom,45.385816,-92.843674
MN,Lino Lakes,45.164327,-93.087255
MN,Lismore,43.748803,-95.948073
MN,Litchfield,45.121970,-94.525901
MN,Little Canada,45.023265,-93.083655
MN,Little Falls,45.983488,-94.360109
MN,Littlefork,48.396428,-93.557780
MN,Little Rock,47.864588,-95.100155
MN,Long Beach,45.648894,-95.428461
MN,Long Lake,44.983715,-93.567965
MN,Long Prairie,45.975851,-94.861335
MN,Longville,46.987368,-94.211983
MN,Lonsdale,44.477534,-93.420258
MN,Loretto,45.054764,-93.635334
MN,Louisburg,45.164487,-96.171044
MN,Lowry,45.704940,-95.519099
MN,Lucan,44.410183,-95.412945
MN,Lutsen,47.674430,-90.692776
MN,Luverne,43.653542,-96.214185
MN,Lyle,43.505822,-92.941266
MN,Lynd,44.401278,-95.874373
MN,Mabel,43.519838,-91.768048
MN,McGrath,46.242136,-93.275056
MN,McGregor,46.608158,-93.306247
MN,McIntosh,47.637371,-95.887010
MN,McKinley,47.509487,-92.406399
MN,Madelia,44.048176,-94.420009
MN,Madison,45.012761,-96.188904
MN,Madison Lake,44.203953,-93.816279
MN,Magnolia,43.644244,-96.075357
MN,Mahnomen,47.314512,-95.967346
MN,Mahnomen,46.773085,-92.541773
MN,Mahtomedi,45.062648,-92.976127
MN,Mahtowa,46.555744,-92.629504
MN,Manchester,43.725414,-93.451163
MN,Manhattan Beach,46.735603,-94.143607
MN,Mankato,44.171109,-93.977499
MN,Mantorville,44.064390,-92.753559
MN,Maple Grove,45.112764,-93.462975
MN,Maple Lake,45.232629,-94.009516
MN,Maple Plain,45.008633,-93.662369
MN,Mapleton,43.925952,-93.954040
MN,Mapleview,43.689919,-92.974099
MN,Maplewood,45.019015,-93.031060
MN,Marble,47.331674,-93.291271
MN,Marietta,45.010489,-96.418942
MN,Marine on St. Croix,45.190929,-92.778430
MN,Marshall,44.448520,-95.789925
MN,Martin Lake,45.383384,-93.089940
MN,Mayer,44.888916,-93.894539
MN,Maynard,44.904163,-95.468563
MN,Mazeppa,44.273689,-92.540246
MN,Meadowlands,47.073103,-92.731306
MN,Medford,44.168526,-93.248084
MN,Medicine Lake,44.994980,-93.417607
MN,Medina,45.034337,-93.575625
MN,Meire Grove,45.625536,-94.868733
MN,Melrose,45.677008,-94.814774
MN,Menahga,46.753697,-95.102864
MN,Mendota,44.887846,-93.161390
MN,Mendota Heights,44.878932,-93.133929
MN,Mentor,47.696538,-96.143965
MN,Merrifield,46.467412,-94.174627
MN,Middle River,48.434850,-96.161722
MN,Midway,47.315943,-95.779375
MN,Miesville,44.598982,-92.819610
MN,Milaca,45.758035,-93.651565
MN,Milan,45.113677,-95.919692
MN,Millerville,46.069095,-95.557030
MN,Millville,44.244329,-92.296734
MN,Milroy,44.417663,-95.553570
MN,Miltona,46.045860,-95.292874
MN,Minneapolis,44.963324,-93.268320
MN,Minneiska,44.196186,-91.873286
MN,Minneota,44.562489,-95.982540
MN,Minnesota City,44.092292,-91.750000
MN,Minnesota Lake,43.841910,-93.828978
MN,Minnetonka,44.933444,-93.463270
MN,Minnetonka Beach,44.939367,-93.592808
MN,Minnetrista,44.938366,-93.711963
MN,Mizpah,47.920878,-94.213168
MN,Montevideo,44.950165,-95.715382
MN,Montgomery,44.445404,-93.580061
MN,Monticello,45.297857,-93.798133
MN,Montrose,45.066947,-93.917637
MN,Moorhead,46.864704,-96.744552
MN,Moose Lake,46.450299,-92.760955
MN,Mora,45.876981,-93.290284
MN,Morgan,44.415838,-94.924922
MN,Morris,45.582347,-95.897240
MN,Morristown,44.223509,-93.449598
MN,Morton,44.553268,-94.984321
MN,Motley,46.334754,-94.642772
MN,Mound,44.933927,-93.663244
MN,Mounds View,45.106737,-93.206834
MN,Mountain Iron,47.536690,-92.617034
MN,Mountain Lake,43.942383,-94.925364
MN,Murdock,45.223205,-95.393465
MN,Myrtle,43.563132,-93.163144
MN,Nashua,46.037720,-96.305980
MN,Nashwauk,47.379958,-93.166686
MN,Nassau,45.067723,-96.441760
MN,Naytahwaush,47.274921,-95.627671
MN,Nelson,45.886577,-95.264898
MN,Nerstrand,44.342944,-93.063856
MN,Nett Lake,48.114619,-93.081069
MN,Nevis,46.964831,-94.842984
MN,New Auburn,44.672806,-94.232022
MN,New Brighton,45.067226,-93.205779
MN,Newfolden,48.356709,-96.329934
MN,New Germany,44.880189,-93.978088
MN,New Hope,45.035676,-93.386826
MN,New London,45.296875,-94.947530
MN,New Munich,45.630833,-94.752546
MN,Newport,44.874462,-92.998712
MN,New Prague,44.545962,-93.575913
MN,New Richland,43.893874,-93.493940
MN,New Trier,44.603956,-92.932841
MN,New Ulm,44.312067,-94.468896
MN,New York Mills,46.521538,-95.373831
MN,Nicollet,44.274671,-94.188428
MN,Nielsville,47.528359,-96.817376
MN,Nimrod,46.635158,-94.880624
MN,Nisswa,46.500661,-94.297783
MN,Norcross,45.868708,-96.196424
MN,North Branch,45.510939,-92.944286
MN,Northfield,44.452669,-93.175688
MN,North Mankato,44.181040,-94.038033
MN,North Oaks,45.104840,-93.101065
MN,Northome,47.874387,-94.268310
MN,Northrop,43.735962,-94.436615
MN,North St. Paul,45.013522,-93.001840
MN,Norwood Young America,44.772924,-93.921012
MN,Nowthen,45.339495,-93.462128
MN,Oakdale,44.987546,-92.963553
MN,Oak Grove,45.348351,-93.327270
MN,Oak Park Heights,45.033767,-92.812917
MN,Odessa,45.262002,-96.330887
MN,Odin,43.867270,-94.742762
MN,Ogema,47.101917,-95.915380
MN,Ogilvie,45.829681,-93.422985
MN,Okabena,43.739416,-95.316673
MN,Oklee,47.839053,-95.850916
MN,Olivia,44.777108,-94.997571
MN,Onamia,46.070107,-93.668387
MN,Ormsby,43.850369,-94.698589
MN,Orono,44.960980,-93.587728
MN,Oronoco,44.159036,-92.539035
MN,Orr,48.057671,-92.823518
MN,Ortonville,45.302443,-96.442222
MN,Osage,46.928354,-95.263086
MN,Osakis,45.864204,-95.151890
MN,Oslo,48.194607,-97.133000
MN,Osseo,45.117851,-93.399297
MN,Ostrander,43.614257,-92.426401
MN,Otsego,45.264286,-93.620742
MN,Ottertail,46.420309,-95.567250
MN,Owatonna,44.092329,-93.231315
MN,Palisade,46.712723,-93.489312
MN,Parkers Prairie,46.152820,-95.329816
MN,Park Rapids,46.917162,-95.059551
MN,Paynesville,45.378530,-94.721564
MN,Pease,45.704277,-93.650972
MN,Pelican Rapids,46.570281,-96.085853
MN,Pemberton,44.008497,-93.783494
MN,Pennock,45.145854,-95.175032
MN,Pequot Lakes,46.588091,-94.287938
MN,Perham,46.598755,-95.574261
MN,Perley,47.176159,-96.801512
MN,Peterson,43.788469,-91.831968
MN,Pierz,45.977239,-94.100772
MN,Pillager,46.330798,-94.477434
MN,Pine Bend,47.418251,-95.596838
MN,Pine City,45.834640,-92.972869
MN,Pine Island,44.198123,-92.628138
MN,Pine Point,46.985338,-95.400015
MN,Pine River,46.723289,-94.396599
MN,Pine Springs,45.038005,-92.955952
MN,Pipestone,43.995916,-96.311080
MN,Plainview,44.164687,-92.169190
MN,Plato,44.772350,-94.039337
MN,Plummer,47.915160,-96.041560
MN,Plymouth,45.022045,-93.462576
MN,Ponemah,48.034837,-94.898296
MN,Porter,44.641399,-96.169869
MN,Preston,43.672434,-92.082683
MN,Princeton,45.568215,-93.590254
MN,Prinsburg,44.934915,-95.187003
MN,Prior Lake,44.725594,-93.440877
MN,Proctor,46.741609,-92.227628
MN,Quamba,45.915045,-93.175868
MN,Racine,43.775538,-92.481023
MN,Ramsey,45.260108,-93.452515
MN,Randall,46.088589,-94.500598
MN,Randolph,44.526624,-93.020642
MN,Ranier,48.604312,-93.357467
MN,Raymond,45.017920,-95.236137
MN,Redby,47.866928,-94.924659
MN,Red Lake,47.867080,-95.005817
MN,Red Lake Falls,47.883711,-96.272690
MN,Red Wing,44.581265,-92.605011
MN,Redwood Falls,44.547125,-95.102637
MN,Regal,45.405377,-94.839730
MN,Remer,47.056909,-93.912389
MN,Renville,44.790758,-95.204748
MN,Revere,44.221554,-95.361148
MN,Rice,45.758617,-94.242906
MN,Rice Lake,47.388299,-95.524367
MN,Rice Lake,46.908901,-92.132225
MN,Richfield,44.874485,-93.284554
MN,Richmond,45.455528,-94.515039
MN,Richville,46.505895,-95.625871
MN,Riverland,47.321882,-95.951091
MN,Riverton,46.457030,-94.054508
MN,Robbinsdale,45.024534,-93.330644
MN,Rochester,44.015442,-92.477210
MN,Rock Creek,45.764654,-92.903506
MN,Rockford,45.091179,-93.745240
MN,Rockville,45.466069,-94.318912
MN,Rogers,45.184993,-93.576151
MN,Rollingstone,44.099358,-91.818695
MN,Ronneby,45.685346,-93.860110
MN,Roosevelt,48.806956,-95.100976
MN,Roscoe,45.432466,-94.636537
MN,Roseau,48.844573,-95.762441
MN,Rose Creek,43.604458,-92.828846
MN,Rosemount,44.746147,-93.069758
MN,Roseville,45.014612,-93.154923
MN,Rothsay,46.473675,-96.283793
MN,Round Lake,43.537198,-95.471926
MN,Royalton,45.830472,-94.292681
MN,Roy Lake,47.316833,-95.538731
MN,Rush City,45.687442,-92.965303
MN,Rushford,43.813437,-91.753828
MN,Rushford Village,43.804587,-91.785578
MN,Rushmore,43.619689,-95.798953
MN,Russell,44.320439,-95.943988
MN,Ruthton,44.177479,-96.103397
MN,Rutledge,46.255890,-92.878205
MN,Sabin,46.781342,-96.654184
MN,Sacred Heart,44.781715,-95.350728
MN,St. Anthony,45.027326,-93.215553
MN,St. Anthony,45.688976,-94.611532
MN,St. Augusta,45.450173,-94.193785
MN,St. Bonifacius,44.905066,-93.748288
MN,St. Charles,43.968805,-92.059921
MN,St. Clair,44.083793,-93.860118
MN,St. Cloud,45.526621,-94.171049
MN,St. Francis,45.394034,-93.394117
MN,St. Hilaire,48.013160,-96.213570
MN,St. James,43.983362,-94.625392
