asset_id,date,record,operator
151,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
151,2018-01-06,Maintenance Started,JC02
151,2018-01-07,Maintenance Completed,JC02
151,2018-01-07,"Maintenance QA failed, retest",MA01
151,2018-01-08,"Maintenance QA HPC value replaced",MA01
151,2018-01-09,"Maintenance QA completed, OK",MA01
#
152,2018-01-02,Engine PM Maintenance Warning,JC01
152,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
152,2018-01-06,Maintenance Started,JC02
152,2018-01-07,Maintenance Completed,JC02
152,2018-01-07,"Maintenance QA failed, retest",MA01
152,2018-01-08,"Maintenance QA HPC value replaced",MA01
152,2018-01-09,"Maintenance QA completed, OK",MA01
#
153,2018-01-02,Engine PM Maintenance Warning,JC01
153,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
153,2018-01-06,Maintenance Started,JC02
153,2018-01-07,Maintenance Completed,JC02
153,2018-01-07,"Maintenance QA failed, retest",MA01
153,2018-01-08,"Maintenance QA HPC value replaced",MA01
153,2018-01-09,"Maintenance QA completed, OK",MA01
#
154,2018-01-02,Engine PM Maintenance Warning,JC01
154,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
154,2018-01-06,Maintenance Started,JC02
154,2018-01-07,Maintenance Completed,JC02
154,2018-01-07,"Maintenance QA failed, retest",MA01
154,2018-01-08,"Maintenance QA HPC value replaced",MA01
154,2018-01-09,"Maintenance QA completed, OK",MA01
#
155,2018-01-02,Engine PM Maintenance Warning,JC01
155,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
155,2018-01-06,Maintenance Started,JC02
155,2018-01-07,Maintenance Completed,JC02
155,2018-01-07,"Maintenance QA failed, retest",MA01
155,2018-01-08,"Maintenance QA HPC value replaced",MA01
155,2018-01-09,"Maintenance QA completed, OK",MA01
#
156,2018-01-02,Engine PM Maintenance Warning,JC01
156,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
156,2018-01-06,Maintenance Started,JC02
156,2018-01-07,Maintenance Completed,JC02
156,2018-01-07,"Maintenance QA failed, retest",MA01
156,2018-01-08,"Maintenance QA HPC value replaced",MA01
156,2018-01-09,"Maintenance QA completed, OK",MA01
#
157,2018-01-02,Engine PM Maintenance Warning,JC01
157,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
157,2018-01-06,Maintenance Started,JC02
157,2018-01-07,Maintenance Completed,JC02
157,2018-01-07,"Maintenance QA failed, retest",MA01
157,2018-01-08,"Maintenance QA HPC value replaced",MA01
157,2018-01-09,"Maintenance QA completed, OK",MA01
#
158,2018-01-02,Engine PM Maintenance Warning,JC01
158,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
158,2018-01-06,Maintenance Started,JC02
158,2018-01-07,Maintenance Completed,JC02
158,2018-01-07,"Maintenance QA failed, retest",MA01
158,2018-01-08,"Maintenance QA HPC value replaced",MA01
158,2018-01-09,"Maintenance QA completed, OK",MA01
#
159,2018-01-02,Engine PM Maintenance Warning,JC01
159,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
159,2018-01-06,Maintenance Started,JC02
159,2018-01-07,Maintenance Completed,JC02
159,2018-01-07,"Maintenance QA failed, retest",MA01
159,2018-01-08,"Maintenance QA HPC value replaced",MA01
159,2018-01-09,"Maintenance QA completed, OK",MA01
#
160,2018-01-02,Engine PM Maintenance Warning,JC01
160,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
160,2018-01-06,Maintenance Started,JC02
160,2018-01-07,Maintenance Completed,JC02
160,2018-01-07,"Maintenance QA failed, retest",MA01
160,2018-01-08,"Maintenance QA HPC value replaced",MA01
160,2018-01-09,"Maintenance QA completed, OK",MA01
#
161,2018-01-02,Engine PM Maintenance Warning,JC01
161,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
161,2018-01-06,Maintenance Started,JC02
161,2018-01-07,Maintenance Completed,JC02
161,2018-01-07,"Maintenance QA failed, retest",MA01
161,2018-01-08,"Maintenance QA HPC value replaced",MA01
161,2018-01-09,"Maintenance QA completed, OK",MA01
#
162,2018-01-02,Engine PM Maintenance Warning,JC01
162,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
162,2018-01-06,Maintenance Started,JC02
162,2018-01-07,Maintenance Completed,JC02
162,2018-01-07,"Maintenance QA failed, retest",MA01
162,2018-01-08,"Maintenance QA HPC value replaced",MA01
162,2018-01-09,"Maintenance QA completed, OK",MA01
#
163,2018-01-02,Engine PM Maintenance Warning,JC01
163,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
163,2018-01-06,Maintenance Started,JC02
163,2018-01-07,Maintenance Completed,JC02
163,2018-01-07,"Maintenance QA failed, retest",MA01
163,2018-01-08,"Maintenance QA HPC value replaced",MA01
163,2018-01-09,"Maintenance QA completed, OK",MA01
#
164,2018-01-02,Engine PM Maintenance Warning,JC01
164,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
164,2018-01-06,Maintenance Started,JC02
164,2018-01-07,Maintenance Completed,JC02
164,2018-01-07,"Maintenance QA failed, retest",MA01
164,2018-01-08,"Maintenance QA HPC value replaced",MA01
164,2018-01-09,"Maintenance QA completed, OK",MA01
#
165,2018-01-02,Engine PM Maintenance Warning,JC01
165,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
165,2018-01-06,Maintenance Started,JC02
165,2018-01-07,Maintenance Completed,JC02
165,2018-01-07,"Maintenance QA failed, retest",MA01
165,2018-01-08,"Maintenance QA HPC value replaced",MA01
165,2018-01-09,"Maintenance QA completed, OK",MA01
#
166,2018-01-02,Engine PM Maintenance Warning,JC01
166,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
166,2018-01-06,Maintenance Started,JC02
166,2018-01-07,Maintenance Completed,JC02
166,2018-01-07,"Maintenance QA failed, retest",MA01
166,2018-01-08,"Maintenance QA HPC value replaced",MA01
166,2018-01-09,"Maintenance QA completed, OK",MA01
#
167,2018-01-02,Engine PM Maintenance Warning,JC01
167,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
167,2018-01-06,Maintenance Started,JC02
167,2018-01-07,Maintenance Completed,JC02
167,2018-01-07,"Maintenance QA failed, retest",MA01
167,2018-01-08,"Maintenance QA HPC value replaced",MA01
167,2018-01-09,"Maintenance QA completed, OK",MA01
#
168,2018-01-02,Engine PM Maintenance Warning,JC01
168,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
168,2018-01-06,Maintenance Started,JC02
168,2018-01-07,Maintenance Completed,JC02
168,2018-01-07,"Maintenance QA failed, retest",MA01
168,2018-01-08,"Maintenance QA HPC value replaced",MA01
168,2018-01-09,"Maintenance QA completed, OK",MA01
#
169,2018-01-02,Engine PM Maintenance Warning,JC01
169,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
169,2018-01-06,Maintenance Started,JC02
169,2018-01-07,Maintenance Completed,JC02
169,2018-01-07,"Maintenance QA failed, retest",MA01
169,2018-01-08,"Maintenance QA HPC value replaced",MA01
169,2018-01-09,"Maintenance QA completed, OK",MA01
#
170,2018-01-02,Engine PM Maintenance Warning,JC01
170,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
170,2018-01-06,Maintenance Started,JC02
170,2018-01-07,Maintenance Completed,JC02
170,2018-01-07,"Maintenance QA failed, retest",MA01
170,2018-01-08,"Maintenance QA HPC value replaced",MA01
170,2018-01-09,"Maintenance QA completed, OK",MA01
#
171,2018-01-02,Engine PM Maintenance Warning,JC01
171,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
171,2018-01-06,Maintenance Started,JC02
171,2018-01-07,Maintenance Completed,JC02
171,2018-01-07,"Maintenance QA failed, retest",MA01
171,2018-01-08,"Maintenance QA HPC value replaced",MA01
171,2018-01-09,"Maintenance QA completed, OK",MA01
#
172,2018-01-02,Engine PM Maintenance Warning,JC01
172,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
172,2018-01-06,Maintenance Started,JC02
172,2018-01-07,Maintenance Completed,JC02
172,2018-01-07,"Maintenance QA failed, retest",MA01
172,2018-01-08,"Maintenance QA HPC value replaced",MA01
172,2018-01-09,"Maintenance QA completed, OK",MA01
#
173,2018-01-02,Engine PM Maintenance Warning,JC01
173,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
173,2018-01-06,Maintenance Started,JC02
173,2018-01-07,Maintenance Completed,JC02
173,2018-01-07,"Maintenance QA failed, retest",MA01
173,2018-01-08,"Maintenance QA HPC value replaced",MA01
173,2018-01-09,"Maintenance QA completed, OK",MA01
#
174,2018-01-02,Engine PM Maintenance Warning,JC01
174,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
174,2018-01-06,Maintenance Started,JC02
174,2018-01-07,Maintenance Completed,JC02
174,2018-01-07,"Maintenance QA failed, retest",MA01
174,2018-01-08,"Maintenance QA HPC value replaced",MA01
174,2018-01-09,"Maintenance QA completed, OK",MA01
#
175,2018-01-02,Engine PM Maintenance Warning,JC01
175,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
175,2018-01-06,Maintenance Started,JC02
175,2018-01-07,Maintenance Completed,JC02
175,2018-01-07,"Maintenance QA failed, retest",MA01
175,2018-01-08,"Maintenance QA HPC value replaced",MA01
175,2018-01-09,"Maintenance QA completed, OK",MA01
#
176,2018-01-02,Engine PM Maintenance Warning,JC01
176,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
176,2018-01-06,Maintenance Started,JC02
176,2018-01-07,Maintenance Completed,JC02
176,2018-01-07,"Maintenance QA failed, retest",MA01
176,2018-01-08,"Maintenance QA HPC value replaced",MA01
176,2018-01-09,"Maintenance QA completed, OK",MA01
#
177,2018-01-02,Engine PM Maintenance Warning,JC01
177,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
177,2018-01-06,Maintenance Started,JC02
177,2018-01-07,Maintenance Completed,JC02
177,2018-01-07,"Maintenance QA failed, retest",MA01
177,2018-01-08,"Maintenance QA HPC value replaced",MA01
177,2018-01-09,"Maintenance QA completed, OK",MA01
#
178,2018-01-02,Engine PM Maintenance Warning,JC01
178,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
178,2018-01-06,Maintenance Started,JC02
178,2018-01-07,Maintenance Completed,JC02
178,2018-01-07,"Maintenance QA failed, retest",MA01
178,2018-01-08,"Maintenance QA HPC value replaced",MA01
178,2018-01-09,"Maintenance QA completed, OK",MA01
#
179,2018-01-02,Engine PM Maintenance Warning,JC01
179,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
179,2018-01-06,Maintenance Started,JC02
179,2018-01-07,Maintenance Completed,JC02
179,2018-01-07,"Maintenance QA failed, retest",MA01
179,2018-01-08,"Maintenance QA HPC value replaced",MA01
179,2018-01-09,"Maintenance QA completed, OK",MA01
#
180,2018-01-02,Engine PM Maintenance Warning,JC01
180,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
180,2018-01-06,Maintenance Started,JC02
180,2018-01-07,Maintenance Completed,JC02
180,2018-01-07,"Maintenance QA failed, retest",MA01
180,2018-01-08,"Maintenance QA HPC value replaced",MA01
180,2018-01-09,"Maintenance QA completed, OK",MA01
#
181,2018-01-02,Engine PM Maintenance Warning,JC01
181,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
181,2018-01-06,Maintenance Started,JC02
181,2018-01-07,Maintenance Completed,JC02
181,2018-01-07,"Maintenance QA failed, retest",MA01
181,2018-01-08,"Maintenance QA HPC value replaced",MA01
181,2018-01-09,"Maintenance QA completed, OK",MA01
#
182,2018-01-02,Engine PM Maintenance Warning,JC01
182,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
182,2018-01-06,Maintenance Started,JC02
182,2018-01-07,Maintenance Completed,JC02
182,2018-01-07,"Maintenance QA failed, retest",MA01
182,2018-01-08,"Maintenance QA HPC value replaced",MA01
182,2018-01-09,"Maintenance QA completed, OK",MA01
#
183,2018-01-02,Engine PM Maintenance Warning,JC01
183,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
183,2018-01-06,Maintenance Started,JC02
183,2018-01-07,Maintenance Completed,JC02
183,2018-01-07,"Maintenance QA failed, retest",MA01
183,2018-01-08,"Maintenance QA HPC value replaced",MA01
183,2018-01-09,"Maintenance QA completed, OK",MA01
#
184,2018-01-02,Engine PM Maintenance Warning,JC01
184,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
184,2018-01-06,Maintenance Started,JC02
184,2018-01-07,Maintenance Completed,JC02
184,2018-01-07,"Maintenance QA failed, retest",MA01
184,2018-01-08,"Maintenance QA HPC value replaced",MA01
184,2018-01-09,"Maintenance QA completed, OK",MA01
#
185,2018-01-02,Engine PM Maintenance Warning,JC01
185,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
185,2018-01-06,Maintenance Started,JC02
185,2018-01-07,Maintenance Completed,JC02
185,2018-01-07,"Maintenance QA failed, retest",MA01
185,2018-01-08,"Maintenance QA HPC value replaced",MA01
185,2018-01-09,"Maintenance QA completed, OK",MA01
#
186,2018-01-02,Engine PM Maintenance Warning,JC01
186,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
186,2018-01-06,Maintenance Started,JC02
186,2018-01-07,Maintenance Completed,JC02
186,2018-01-07,"Maintenance QA failed, retest",MA01
186,2018-01-08,"Maintenance QA HPC value replaced",MA01
186,2018-01-09,"Maintenance QA completed, OK",MA01
#
187,2018-01-02,Engine PM Maintenance Warning,JC01
187,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
187,2018-01-06,Maintenance Started,JC02
187,2018-01-07,Maintenance Completed,JC02
187,2018-01-07,"Maintenance QA failed, retest",MA01
187,2018-01-08,"Maintenance QA HPC value replaced",MA01
187,2018-01-09,"Maintenance QA completed, OK",MA01
#
188,2018-01-02,Engine PM Maintenance Warning,JC01
188,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
188,2018-01-06,Maintenance Started,JC02
188,2018-01-07,Maintenance Completed,JC02
188,2018-01-07,"Maintenance QA failed, retest",MA01
188,2018-01-08,"Maintenance QA HPC value replaced",MA01
188,2018-01-09,"Maintenance QA completed, OK",MA01
#
189,2018-01-02,Engine PM Maintenance Warning,JC01
189,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
189,2018-01-06,Maintenance Started,JC02
189,2018-01-07,Maintenance Completed,JC02
189,2018-01-07,"Maintenance QA failed, retest",MA01
189,2018-01-08,"Maintenance QA HPC value replaced",MA01
189,2018-01-09,"Maintenance QA completed, OK",MA01
#
190,2018-01-02,Engine PM Maintenance Warning,JC01
190,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
190,2018-01-06,Maintenance Started,JC02
190,2018-01-07,Maintenance Completed,JC02
190,2018-01-07,"Maintenance QA failed, retest",MA01
190,2018-01-08,"Maintenance QA HPC value replaced",MA01
190,2018-01-09,"Maintenance QA completed, OK",MA01
#
191,2018-01-02,Engine PM Maintenance Warning,JC01
191,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
191,2018-01-06,Maintenance Started,JC02
191,2018-01-07,Maintenance Completed,JC02
191,2018-01-07,"Maintenance QA failed, retest",MA01
191,2018-01-08,"Maintenance QA HPC value replaced",MA01
191,2018-01-09,"Maintenance QA completed, OK",MA01
#
192,2018-01-02,Engine PM Maintenance Warning,JC01
192,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
192,2018-01-06,Maintenance Started,JC02
192,2018-01-07,Maintenance Completed,JC02
192,2018-01-07,"Maintenance QA failed, retest",MA01
192,2018-01-08,"Maintenance QA HPC value replaced",MA01
192,2018-01-09,"Maintenance QA completed, OK",MA01
#
193,2018-01-02,Engine PM Maintenance Warning,JC01
193,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
193,2018-01-06,Maintenance Started,JC02
193,2018-01-07,Maintenance Completed,JC02
193,2018-01-07,"Maintenance QA failed, retest",MA01
193,2018-01-08,"Maintenance QA HPC value replaced",MA01
193,2018-01-09,"Maintenance QA completed, OK",MA01
#
194,2018-01-02,Engine PM Maintenance Warning,JC01
194,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
194,2018-01-06,Maintenance Started,JC02
194,2018-01-07,Maintenance Completed,JC02
194,2018-01-07,"Maintenance QA failed, retest",MA01
194,2018-01-08,"Maintenance QA HPC value replaced",MA01
194,2018-01-09,"Maintenance QA completed, OK",MA01
#
195,2018-01-02,Engine PM Maintenance Warning,JC01
195,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
195,2018-01-06,Maintenance Started,JC02
195,2018-01-07,Maintenance Completed,JC02
195,2018-01-07,"Maintenance QA failed, retest",MA01
195,2018-01-08,"Maintenance QA HPC value replaced",MA01
195,2018-01-09,"Maintenance QA completed, OK",MA01
#
196,2018-01-02,Engine PM Maintenance Warning,JC01
196,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
196,2018-01-06,Maintenance Started,JC02
196,2018-01-07,Maintenance Completed,JC02
196,2018-01-07,"Maintenance QA failed, retest",MA01
196,2018-01-08,"Maintenance QA HPC value replaced",MA01
196,2018-01-09,"Maintenance QA completed, OK",MA01
#
197,2018-01-02,Engine PM Maintenance Warning,JC01
197,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
197,2018-01-06,Maintenance Started,JC02
197,2018-01-07,Maintenance Completed,JC02
197,2018-01-07,"Maintenance QA failed, retest",MA01
197,2018-01-08,"Maintenance QA HPC value replaced",MA01
197,2018-01-09,"Maintenance QA completed, OK",MA01
#
198,2018-01-02,Engine PM Maintenance Warning,JC01
198,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
198,2018-01-06,Maintenance Started,JC02
198,2018-01-07,Maintenance Completed,JC02
198,2018-01-07,"Maintenance QA failed, retest",MA01
198,2018-01-08,"Maintenance QA HPC value replaced",MA01
198,2018-01-09,"Maintenance QA completed, OK",MA01
#
199,2018-01-02,Engine PM Maintenance Warning,JC01
199,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
199,2018-01-06,Maintenance Started,JC02
199,2018-01-07,Maintenance Completed,JC02
199,2018-01-07,"Maintenance QA failed, retest",MA01
199,2018-01-08,"Maintenance QA HPC value replaced",MA01
199,2018-01-09,"Maintenance QA completed, OK",MA01
#
200,2018-01-02,Engine PM Maintenance Warning,JC01
200,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
200,2018-01-06,Maintenance Started,JC02
200,2018-01-07,Maintenance Completed,JC02
200,2018-01-07,"Maintenance QA failed, retest",MA01
200,2018-01-08,"Maintenance QA HPC value replaced",MA01
200,2018-01-09,"Maintenance QA completed, OK",MA01
