codepoints,emoji,group,name,"sub_group"
"1F9D7 1F3FD","🧗🏽","People & Body","person climbing: medium skin tone","person-activity"
"1F9D7 1F3FE","🧗🏾","People & Body","person climbing: medium-dark skin tone","person-activity"
"1F9D7 1F3FF","🧗🏿","People & Body","person climbing: dark skin tone","person-activity"
"1F9D7 200D 2642 FE0F","🧗‍♂️","People & Body","man climbing","person-activity"
"1F9D7 200D 2642","🧗‍♂","People & Body","man climbing","person-activity"
"1F9D7 1F3FB 200D 2642 FE0F","🧗🏻‍♂️","People & Body","man climbing: light skin tone","person-activity"
"1F9D7 1F3FB 200D 2642","🧗🏻‍♂","People & Body","man climbing: light skin tone","person-activity"
"1F9D7 1F3FC 200D 2642 FE0F","🧗🏼‍♂️","People & Body","man climbing: medium-light skin tone","person-activity"
"1F9D7 1F3FC 200D 2642","🧗🏼‍♂","People & Body","man climbing: medium-light skin tone","person-activity"
"1F9D7 1F3FD 200D 2642 FE0F","🧗🏽‍♂️","People & Body","man climbing: medium skin tone","person-activity"
"1F9D7 1F3FD 200D 2642","🧗🏽‍♂","People & Body","man climbing: medium skin tone","person-activity"
"1F9D7 1F3FE 200D 2642 FE0F","🧗🏾‍♂️","People & Body","man climbing: medium-dark skin tone","person-activity"
"1F9D7 1F3FE 200D 2642","🧗🏾‍♂","People & Body","man climbing: medium-dark skin tone","person-activity"
"1F9D7 1F3FF 200D 2642 FE0F","🧗🏿‍♂️","People & Body","man climbing: dark skin tone","person-activity"
"1F9D7 1F3FF 200D 2642","🧗🏿‍♂","People & Body","man climbing: dark skin tone","person-activity"
"1F9D7 200D 2640 FE0F","🧗‍♀️","People & Body","woman climbing","person-activity"
"1F9D7 200D 2640","🧗‍♀","People & Body","woman climbing","person-activity"
"1F9D7 1F3FB 200D 2640 FE0F","🧗🏻‍♀️","People & Body","woman climbing: light skin tone","person-activity"
"1F9D7 1F3FB 200D 2640","🧗🏻‍♀","People & Body","woman climbing: light skin tone","person-activity"
"1F9D7 1F3FC 200D 2640 FE0F","🧗🏼‍♀️","People & Body","woman climbing: medium-light skin tone","person-activity"
"1F9D7 1F3FC 200D 2640","🧗🏼‍♀","People & Body","woman climbing: medium-light skin tone","person-activity"
"1F9D7 1F3FD 200D 2640 FE0F","🧗🏽‍♀️","People & Body","woman climbing: medium skin tone","person-activity"
"1F9D7 1F3FD 200D 2640","🧗🏽‍♀","People & Body","woman climbing: medium skin tone","person-activity"
"1F9D7 1F3FE 200D 2640 FE0F","🧗🏾‍♀️","People & Body","woman climbing: medium-dark skin tone","person-activity"
"1F9D7 1F3FE 200D 2640","🧗🏾‍♀","People & Body","woman climbing: medium-dark skin tone","person-activity"
"1F9D7 1F3FF 200D 2640 FE0F","🧗🏿‍♀️","People & Body","woman climbing: dark skin tone","person-activity"
"1F9D7 1F3FF 200D 2640","🧗🏿‍♀","People & Body","woman climbing: dark skin tone","person-activity"
1F93A,"🤺","People & Body","person fencing","person-sport"
1F3C7,"🏇","People & Body","horse racing","person-sport"
"1F3C7 1F3FB","🏇🏻","People & Body","horse racing: light skin tone","person-sport"
"1F3C7 1F3FC","🏇🏼","People & Body","horse racing: medium-light skin tone","person-sport"
"1F3C7 1F3FD","🏇🏽","People & Body","horse racing: medium skin tone","person-sport"
"1F3C7 1F3FE","🏇🏾","People & Body","horse racing: medium-dark skin tone","person-sport"
"1F3C7 1F3FF","🏇🏿","People & Body","horse racing: dark skin tone","person-sport"
"26F7 FE0F","⛷️","People & Body",skier,"person-sport"
26F7,"⛷","People & Body",skier,"person-sport"
1F3C2,"🏂","People & Body",snowboarder,"person-sport"
"1F3C2 1F3FB","🏂🏻","People & Body","snowboarder: light skin tone","person-sport"
"1F3C2 1F3FC","🏂🏼","People & Body","snowboarder: medium-light skin tone","person-sport"
"1F3C2 1F3FD","🏂🏽","People & Body","snowboarder: medium skin tone","person-sport"
"1F3C2 1F3FE","🏂🏾","People & Body","snowboarder: medium-dark skin tone","person-sport"
"1F3C2 1F3FF","🏂🏿","People & Body","snowboarder: dark skin tone","person-sport"
"1F3CC FE0F","🏌️","People & Body","person golfing","person-sport"
1F3CC,"🏌","People & Body","person golfing","person-sport"
"1F3CC 1F3FB","🏌🏻","People & Body","person golfing: light skin tone","person-sport"
"1F3CC 1F3FC","🏌🏼","People & Body","person golfing: medium-light skin tone","person-sport"
"1F3CC 1F3FD","🏌🏽","People & Body","person golfing: medium skin tone","person-sport"
"1F3CC 1F3FE","🏌🏾","People & Body","person golfing: medium-dark skin tone","person-sport"
"1F3CC 1F3FF","🏌🏿","People & Body","person golfing: dark skin tone","person-sport"
"1F3CC FE0F 200D 2642 FE0F","🏌️‍♂️","People & Body","man golfing","person-sport"
"1F3CC 200D 2642 FE0F","🏌‍♂️","People & Body","man golfing","person-sport"
"1F3CC FE0F 200D 2642","🏌️‍♂","People & Body","man golfing","person-sport"
"1F3CC 200D 2642","🏌‍♂","People & Body","man golfing","person-sport"
"1F3CC 1F3FB 200D 2642 FE0F","🏌🏻‍♂️","People & Body","man golfing: light skin tone","person-sport"
"1F3CC 1F3FB 200D 2642","🏌🏻‍♂","People & Body","man golfing: light skin tone","person-sport"
"1F3CC 1F3FC 200D 2642 FE0F","🏌🏼‍♂️","People & Body","man golfing: medium-light skin tone","person-sport"
"1F3CC 1F3FC 200D 2642","🏌🏼‍♂","People & Body","man golfing: medium-light skin tone","person-sport"
"1F3CC 1F3FD 200D 2642 FE0F","🏌🏽‍♂️","People & Body","man golfing: medium skin tone","person-sport"
"1F3CC 1F3FD 200D 2642","🏌🏽‍♂","People & Body","man golfing: medium skin tone","person-sport"
"1F3CC 1F3FE 200D 2642 FE0F","🏌🏾‍♂️","People & Body","man golfing: medium-dark skin tone","person-sport"
"1F3CC 1F3FE 200D 2642","🏌🏾‍♂","People & Body","man golfing: medium-dark skin tone","person-sport"
"1F3CC 1F3FF 200D 2642 FE0F","🏌🏿‍♂️","People & Body","man golfing: dark skin tone","person-sport"
"1F3CC 1F3FF 200D 2642","🏌🏿‍♂","People & Body","man golfing: dark skin tone","person-sport"
"1F3CC FE0F 200D 2640 FE0F","🏌️‍♀️","People & Body","woman golfing","person-sport"
"1F3CC 200D 2640 FE0F","🏌‍♀️","People & Body","woman golfing","person-sport"
"1F3CC FE0F 200D 2640","🏌️‍♀","People & Body","woman golfing","person-sport"
"1F3CC 200D 2640","🏌‍♀","People & Body","woman golfing","person-sport"
"1F3CC 1F3FB 200D 2640 FE0F","🏌🏻‍♀️","People & Body","woman golfing: light skin tone","person-sport"
"1F3CC 1F3FB 200D 2640","🏌🏻‍♀","People & Body","woman golfing: light skin tone","person-sport"
"1F3CC 1F3FC 200D 2640 FE0F","🏌🏼‍♀️","People & Body","woman golfing: medium-light skin tone","person-sport"
"1F3CC 1F3FC 200D 2640","🏌🏼‍♀","People & Body","woman golfing: medium-light skin tone","person-sport"
"1F3CC 1F3FD 200D 2640 FE0F","🏌🏽‍♀️","People & Body","woman golfing: medium skin tone","person-sport"
"1F3CC 1F3FD 200D 2640","🏌🏽‍♀","People & Body","woman golfing: medium skin tone","person-sport"
"1F3CC 1F3FE 200D 2640 FE0F","🏌🏾‍♀️","People & Body","woman golfing: medium-dark skin tone","person-sport"
"1F3CC 1F3FE 200D 2640","🏌🏾‍♀","People & Body","woman golfing: medium-dark skin tone","person-sport"
"1F3CC 1F3FF 200D 2640 FE0F","🏌🏿‍♀️","People & Body","woman golfing: dark skin tone","person-sport"
"1F3CC 1F3FF 200D 2640","🏌🏿‍♀","People & Body","woman golfing: dark skin tone","person-sport"
1F3C4,"🏄","People & Body","person surfing","person-sport"
"1F3C4 1F3FB","🏄🏻","People & Body","person surfing: light skin tone","person-sport"
"1F3C4 1F3FC","🏄🏼","People & Body","person surfing: medium-light skin tone","person-sport"
"1F3C4 1F3FD","🏄🏽","People & Body","person surfing: medium skin tone","person-sport"
"1F3C4 1F3FE","🏄🏾","People & Body","person surfing: medium-dark skin tone","person-sport"
"1F3C4 1F3FF","🏄🏿","People & Body","person surfing: dark skin tone","person-sport"
"1F3C4 200D 2642 FE0F","🏄‍♂️","People & Body","man surfing","person-sport"
"1F3C4 200D 2642","🏄‍♂","People & Body","man surfing","person-sport"
"1F3C4 1F3FB 200D 2642 FE0F","🏄🏻‍♂️","People & Body","man surfing: light skin tone","person-sport"
"1F3C4 1F3FB 200D 2642","🏄🏻‍♂","People & Body","man surfing: light skin tone","person-sport"
"1F3C4 1F3FC 200D 2642 FE0F","🏄🏼‍♂️","People & Body","man surfing: medium-light skin tone","person-sport"
"1F3C4 1F3FC 200D 2642","🏄🏼‍♂","People & Body","man surfing: medium-light skin tone","person-sport"
"1F3C4 1F3FD 200D 2642 FE0F","🏄🏽‍♂️","People & Body","man surfing: medium skin tone","person-sport"
"1F3C4 1F3FD 200D 2642","🏄🏽‍♂","People & Body","man surfing: medium skin tone","person-sport"
"1F3C4 1F3FE 200D 2642 FE0F","🏄🏾‍♂️","People & Body","man surfing: medium-dark skin tone","person-sport"
"1F3C4 1F3FE 200D 2642","🏄🏾‍♂","People & Body","man surfing: medium-dark skin tone","person-sport"
"1F3C4 1F3FF 200D 2642 FE0F","🏄🏿‍♂️","People & Body","man surfing: dark skin tone","person-sport"
"1F3C4 1F3FF 200D 2642","🏄🏿‍♂","People & Body","man surfing: dark skin tone","person-sport"
"1F3C4 200D 2640 FE0F","🏄‍♀️","People & Body","woman surfing","person-sport"
"1F3C4 200D 2640","🏄‍♀","People & Body","woman surfing","person-sport"
"1F3C4 1F3FB 200D 2640 FE0F","🏄🏻‍♀️","People & Body","woman surfing: light skin tone","person-sport"
"1F3C4 1F3FB 200D 2640","🏄🏻‍♀","People & Body","woman surfing: light skin tone","person-sport"
"1F3C4 1F3FC 200D 2640 FE0F","🏄🏼‍♀️","People & Body","woman surfing: medium-light skin tone","person-sport"
"1F3C4 1F3FC 200D 2640","🏄🏼‍♀","People & Body","woman surfing: medium-light skin tone","person-sport"
"1F3C4 1F3FD 200D 2640 FE0F","🏄🏽‍♀️","People & Body","woman surfing: medium skin tone","person-sport"
"1F3C4 1F3FD 200D 2640","🏄🏽‍♀","People & Body","woman surfing: medium skin tone","person-sport"
"1F3C4 1F3FE 200D 2640 FE0F","🏄🏾‍♀️","People & Body","woman surfing: medium-dark skin tone","person-sport"
"1F3C4 1F3FE 200D 2640","🏄🏾‍♀","People & Body","woman surfing: medium-dark skin tone","person-sport"
"1F3C4 1F3FF 200D 2640 FE0F","🏄🏿‍♀️","People & Body","woman surfing: dark skin tone","person-sport"
"1F3C4 1F3FF 200D 2640","🏄🏿‍♀","People & Body","woman surfing: dark skin tone","person-sport"
1F6A3,"🚣","People & Body","person rowing boat","person-sport"
"1F6A3 1F3FB","🚣🏻","People & Body","person rowing boat: light skin tone","person-sport"
"1F6A3 1F3FC","🚣🏼","People & Body","person rowing boat: medium-light skin tone","person-sport"
"1F6A3 1F3FD","🚣🏽","People & Body","person rowing boat: medium skin tone","person-sport"
"1F6A3 1F3FE","🚣🏾","People & Body","person rowing boat: medium-dark skin tone","person-sport"
"1F6A3 1F3FF","🚣🏿","People & Body","person rowing boat: dark skin tone","person-sport"
"1F6A3 200D 2642 FE0F","🚣‍♂️","People & Body","man rowing boat","person-sport"
"1F6A3 200D 2642","🚣‍♂","People & Body","man rowing boat","person-sport"
"1F6A3 1F3FB 200D 2642 FE0F","🚣🏻‍♂️","People & Body","man rowing boat: light skin tone","person-sport"
"1F6A3 1F3FB 200D 2642","🚣🏻‍♂","People & Body","man rowing boat: light skin tone","person-sport"
"1F6A3 1F3FC 200D 2642 FE0F","🚣🏼‍♂️","People & Body","man rowing boat: medium-light skin tone","person-sport"
"1F6A3 1F3FC 200D 2642","🚣🏼‍♂","People & Body","man rowing boat: medium-light skin tone","person-sport"
"1F6A3 1F3FD 200D 2642 FE0F","🚣🏽‍♂️","People & Body","man rowing boat: medium skin tone","person-sport"
"1F6A3 1F3FD 200D 2642","🚣🏽‍♂","People & Body","man rowing boat: medium skin tone","person-sport"
"1F6A3 1F3FE 200D 2642 FE0F","🚣🏾‍♂️","People & Body","man rowing boat: medium-dark skin tone","person-sport"
"1F6A3 1F3FE 200D 2642","🚣🏾‍♂","People & Body","man rowing boat: medium-dark skin tone","person-sport"
"1F6A3 1F3FF 200D 2642 FE0F","🚣🏿‍♂️","People & Body","man rowing boat: dark skin tone","person-sport"
"1F6A3 1F3FF 200D 2642","🚣🏿‍♂","People & Body","man rowing boat: dark skin tone","person-sport"
"1F6A3 200D 2640 FE0F","🚣‍♀️","People & Body","woman rowing boat","person-sport"
"1F6A3 200D 2640","🚣‍♀","People & Body","woman rowing boat","person-sport"
"1F6A3 1F3FB 200D 2640 FE0F","🚣🏻‍♀️","People & Body","woman rowing boat: light skin tone","person-sport"
"1F6A3 1F3FB 200D 2640","🚣🏻‍♀","People & Body","woman rowing boat: light skin tone","person-sport"
"1F6A3 1F3FC 200D 2640 FE0F","🚣🏼‍♀️","People & Body","woman rowing boat: medium-light skin tone","person-sport"
"1F6A3 1F3FC 200D 2640","🚣🏼‍♀","People & Body","woman rowing boat: medium-light skin tone","person-sport"
"1F6A3 1F3FD 200D 2640 FE0F","🚣🏽‍♀️","People & Body","woman rowing boat: medium skin tone","person-sport"
"1F6A3 1F3FD 200D 2640","🚣🏽‍♀","People & Body","woman rowing boat: medium skin tone","person-sport"
"1F6A3 1F3FE 200D 2640 FE0F","🚣🏾‍♀️","People & Body","woman rowing boat: medium-dark skin tone","person-sport"
"1F6A3 1F3FE 200D 2640","🚣🏾‍♀","People & Body","woman rowing boat: medium-dark skin tone","person-sport"
"1F6A3 1F3FF 200D 2640 FE0F","🚣🏿‍♀️","People & Body","woman rowing boat: dark skin tone","person-sport"
"1F6A3 1F3FF 200D 2640","🚣🏿‍♀","People & Body","woman rowing boat: dark skin tone","person-sport"
1F3CA,"🏊","People & Body","person swimming","person-sport"
"1F3CA 1F3FB","🏊🏻","People & Body","person swimming: light skin tone","person-sport"
"1F3CA 1F3FC","🏊🏼","People & Body","person swimming: medium-light skin tone","person-sport"
"1F3CA 1F3FD","🏊🏽","People & Body","person swimming: medium skin tone","person-sport"
"1F3CA 1F3FE","🏊🏾","People & Body","person swimming: medium-dark skin tone","person-sport"
"1F3CA 1F3FF","🏊🏿","People & Body","person swimming: dark skin tone","person-sport"
"1F3CA 200D 2642 FE0F","🏊‍♂️","People & Body","man swimming","person-sport"
"1F3CA 200D 2642","🏊‍♂","People & Body","man swimming","person-sport"
"1F3CA 1F3FB 200D 2642 FE0F","🏊🏻‍♂️","People & Body","man swimming: light skin tone","person-sport"
"1F3CA 1F3FB 200D 2642","🏊🏻‍♂","People & Body","man swimming: light skin tone","person-sport"
"1F3CA 1F3FC 200D 2642 FE0F","🏊🏼‍♂️","People & Body","man swimming: medium-light skin tone","person-sport"
"1F3CA 1F3FC 200D 2642","🏊🏼‍♂","People & Body","man swimming: medium-light skin tone","person-sport"
"1F3CA 1F3FD 200D 2642 FE0F","🏊🏽‍♂️","People & Body","man swimming: medium skin tone","person-sport"
"1F3CA 1F3FD 200D 2642","🏊🏽‍♂","People & Body","man swimming: medium skin tone","person-sport"
"1F3CA 1F3FE 200D 2642 FE0F","🏊🏾‍♂️","People & Body","man swimming: medium-dark skin tone","person-sport"
"1F3CA 1F3FE 200D 2642","🏊🏾‍♂","People & Body","man swimming: medium-dark skin tone","person-sport"
"1F3CA 1F3FF 200D 2642 FE0F","🏊🏿‍♂️","People & Body","man swimming: dark skin tone","person-sport"
"1F3CA 1F3FF 200D 2642","🏊🏿‍♂","People & Body","man swimming: dark skin tone","person-sport"
"1F3CA 200D 2640 FE0F","🏊‍♀️","People & Body","woman swimming","person-sport"
"1F3CA 200D 2640","🏊‍♀","People & Body","woman swimming","person-sport"
"1F3CA 1F3FB 200D 2640 FE0F","🏊🏻‍♀️","People & Body","woman swimming: light skin tone","person-sport"
"1F3CA 1F3FB 200D 2640","🏊🏻‍♀","People & Body","woman swimming: light skin tone","person-sport"
"1F3CA 1F3FC 200D 2640 FE0F","🏊🏼‍♀️","People & Body","woman swimming: medium-light skin tone","person-sport"
"1F3CA 1F3FC 200D 2640","🏊🏼‍♀","People & Body","woman swimming: medium-light skin tone","person-sport"
"1F3CA 1F3FD 200D 2640 FE0F","🏊🏽‍♀️","People & Body","woman swimming: medium skin tone","person-sport"
"1F3CA 1F3FD 200D 2640","🏊🏽‍♀","People & Body","woman swimming: medium skin tone","person-sport"
"1F3CA 1F3FE 200D 2640 FE0F","🏊🏾‍♀️","People & Body","woman swimming: medium-dark skin tone","person-sport"
"1F3CA 1F3FE 200D 2640","🏊🏾‍♀","People & Body","woman swimming: medium-dark skin tone","person-sport"
"1F3CA 1F3FF 200D 2640 FE0F","🏊🏿‍♀️","People & Body","woman swimming: dark skin tone","person-sport"
"1F3CA 1F3FF 200D 2640","🏊🏿‍♀","People & Body","woman swimming: dark skin tone","person-sport"
"26F9 FE0F","⛹️","People & Body","person bouncing ball","person-sport"
26F9,"⛹","People & Body","person bouncing ball","person-sport"
"26F9 1F3FB","⛹🏻","People & Body","person bouncing ball: light skin tone","person-sport"
"26F9 1F3FC","⛹🏼","People & Body","person bouncing ball: medium-light skin tone","person-sport"
"26F9 1F3FD","⛹🏽","People & Body","person bouncing ball: medium skin tone","person-sport"
"26F9 1F3FE","⛹🏾","People & Body","person bouncing ball: medium-dark skin tone","person-sport"
"26F9 1F3FF","⛹🏿","People & Body","person bouncing ball: dark skin tone","person-sport"
"26F9 FE0F 200D 2642 FE0F","⛹️‍♂️","People & Body","man bouncing ball","person-sport"
"26F9 200D 2642 FE0F","⛹‍♂️","People & Body","man bouncing ball","person-sport"
"26F9 FE0F 200D 2642","⛹️‍♂","People & Body","man bouncing ball","person-sport"
"26F9 200D 2642","⛹‍♂","People & Body","man bouncing ball","person-sport"
"26F9 1F3FB 200D 2642 FE0F","⛹🏻‍♂️","People & Body","man bouncing ball: light skin tone","person-sport"
"26F9 1F3FB 200D 2642","⛹🏻‍♂","People & Body","man bouncing ball: light skin tone","person-sport"
"26F9 1F3FC 200D 2642 FE0F","⛹🏼‍♂️","People & Body","man bouncing ball: medium-light skin tone","person-sport"
"26F9 1F3FC 200D 2642","⛹🏼‍♂","People & Body","man bouncing ball: medium-light skin tone","person-sport"
"26F9 1F3FD 200D 2642 FE0F","⛹🏽‍♂️","People & Body","man bouncing ball: medium skin tone","person-sport"
"26F9 1F3FD 200D 2642","⛹🏽‍♂","People & Body","man bouncing ball: medium skin tone","person-sport"
"26F9 1F3FE 200D 2642 FE0F","⛹🏾‍♂️","People & Body","man bouncing ball: medium-dark skin tone","person-sport"
"26F9 1F3FE 200D 2642","⛹🏾‍♂","People & Body","man bouncing ball: medium-dark skin tone","person-sport"
"26F9 1F3FF 200D 2642 FE0F","⛹🏿‍♂️","People & Body","man bouncing ball: dark skin tone","person-sport"
"26F9 1F3FF 200D 2642","⛹🏿‍♂","People & Body","man bouncing ball: dark skin tone","person-sport"
"26F9 FE0F 200D 2640 FE0F","⛹️‍♀️","People & Body","woman bouncing ball","person-sport"
"26F9 200D 2640 FE0F","⛹‍♀️","People & Body","woman bouncing ball","person-sport"
"26F9 FE0F 200D 2640","⛹️‍♀","People & Body","woman bouncing ball","person-sport"
"26F9 200D 2640","⛹‍♀","People & Body","woman bouncing ball","person-sport"
"26F9 1F3FB 200D 2640 FE0F","⛹🏻‍♀️","People & Body","woman bouncing ball: light skin tone","person-sport"
"26F9 1F3FB 200D 2640","⛹🏻‍♀","People & Body","woman bouncing ball: light skin tone","person-sport"
"26F9 1F3FC 200D 2640 FE0F","⛹🏼‍♀️","People & Body","woman bouncing ball: medium-light skin tone","person-sport"
"26F9 1F3FC 200D 2640","⛹🏼‍♀","People & Body","woman bouncing ball: medium-light skin tone","person-sport"
"26F9 1F3FD 200D 2640 FE0F","⛹🏽‍♀️","People & Body","woman bouncing ball: medium skin tone","person-sport"
"26F9 1F3FD 200D 2640","⛹🏽‍♀","People & Body","woman bouncing ball: medium skin tone","person-sport"
"26F9 1F3FE 200D 2640 FE0F","⛹🏾‍♀️","People & Body","woman bouncing ball: medium-dark skin tone","person-sport"
"26F9 1F3FE 200D 2640","⛹🏾‍♀","People & Body","woman bouncing ball: medium-dark skin tone","person-sport"
"26F9 1F3FF 200D 2640 FE0F","⛹🏿‍♀️","People & Body","woman bouncing ball: dark skin tone","person-sport"
"26F9 1F3FF 200D 2640","⛹🏿‍♀","People & Body","woman bouncing ball: dark skin tone","person-sport"
"1F3CB FE0F","🏋️","People & Body","person lifting weights","person-sport"
1F3CB,"🏋","People & Body","person lifting weights","person-sport"
"1F3CB 1F3FB","🏋🏻","People & Body","person lifting weights: light skin tone","person-sport"
"1F3CB 1F3FC","🏋🏼","People & Body","person lifting weights: medium-light skin tone","person-sport"
"1F3CB 1F3FD","🏋🏽","People & Body","person lifting weights: medium skin tone","person-sport"
"1F3CB 1F3FE","🏋🏾","People & Body","person lifting weights: medium-dark skin tone","person-sport"
"1F3CB 1F3FF","🏋🏿","People & Body","person lifting weights: dark skin tone","person-sport"
"1F3CB FE0F 200D 2642 FE0F","🏋️‍♂️","People & Body","man lifting weights","person-sport"
"1F3CB 200D 2642 FE0F","🏋‍♂️","People & Body","man lifting weights","person-sport"
"1F3CB FE0F 200D 2642","🏋️‍♂","People & Body","man lifting weights","person-sport"
"1F3CB 200D 2642","🏋‍♂","People & Body","man lifting weights","person-sport"
"1F3CB 1F3FB 200D 2642 FE0F","🏋🏻‍♂️","People & Body","man lifting weights: light skin tone","person-sport"
"1F3CB 1F3FB 200D 2642","🏋🏻‍♂","People & Body","man lifting weights: light skin tone","person-sport"
"1F3CB 1F3FC 200D 2642 FE0F","🏋🏼‍♂️","People & Body","man lifting weights: medium-light skin tone","person-sport"
"1F3CB 1F3FC 200D 2642","🏋🏼‍♂","People & Body","man lifting weights: medium-light skin tone","person-sport"
"1F3CB 1F3FD 200D 2642 FE0F","🏋🏽‍♂️","People & Body","man lifting weights: medium skin tone","person-sport"
"1F3CB 1F3FD 200D 2642","🏋🏽‍♂","People & Body","man lifting weights: medium skin tone","person-sport"
"1F3CB 1F3FE 200D 2642 FE0F","🏋🏾‍♂️","People & Body","man lifting weights: medium-dark skin tone","person-sport"
"1F3CB 1F3FE 200D 2642","🏋🏾‍♂","People & Body","man lifting weights: medium-dark skin tone","person-sport"
"1F3CB 1F3FF 200D 2642 FE0F","🏋🏿‍♂️","People & Body","man lifting weights: dark skin tone","person-sport"
"1F3CB 1F3FF 200D 2642","🏋🏿‍♂","People & Body","man lifting weights: dark skin tone","person-sport"
"1F3CB FE0F 200D 2640 FE0F","🏋️‍♀️","People & Body","woman lifting weights","person-sport"
"1F3CB 200D 2640 FE0F","🏋‍♀️","People & Body","woman lifting weights","person-sport"
"1F3CB FE0F 200D 2640","🏋️‍♀","People & Body","woman lifting weights","person-sport"
"1F3CB 200D 2640","🏋‍♀","People & Body","woman lifting weights","person-sport"
"1F3CB 1F3FB 200D 2640 FE0F","🏋🏻‍♀️","People & Body","woman lifting weights: light skin tone","person-sport"
"1F3CB 1F3FB 200D 2640","🏋🏻‍♀","People & Body","woman lifting weights: light skin tone","person-sport"
"1F3CB 1F3FC 200D 2640 FE0F","🏋🏼‍♀️","People & Body","woman lifting weights: medium-light skin tone","person-sport"
"1F3CB 1F3FC 200D 2640","🏋🏼‍♀","People & Body","woman lifting weights: medium-light skin tone","person-sport"
"1F3CB 1F3FD 200D 2640 FE0F","🏋🏽‍♀️","People & Body","woman lifting weights: medium skin tone","person-sport"
"1F3CB 1F3FD 200D 2640","🏋🏽‍♀","People & Body","woman lifting weights: medium skin tone","person-sport"
"1F3CB 1F3FE 200D 2640 FE0F","🏋🏾‍♀️","People & Body","woman lifting weights: medium-dark skin tone","person-sport"
"1F3CB 1F3FE 200D 2640","🏋🏾‍♀","People & Body","woman lifting weights: medium-dark skin tone","person-sport"
"1F3CB 1F3FF 200D 2640 FE0F","🏋🏿‍♀️","People & Body","woman lifting weights: dark skin tone","person-sport"
"1F3CB 1F3FF 200D 2640","🏋🏿‍♀","People & Body","woman lifting weights: dark skin tone","person-sport"
1F6B4,"🚴","People & Body","person biking","person-sport"
"1F6B4 1F3FB","🚴🏻","People & Body","person biking: light skin tone","person-sport"
"1F6B4 1F3FC","🚴🏼","People & Body","person biking: medium-light skin tone","person-sport"
"1F6B4 1F3FD","🚴🏽","People & Body","person biking: medium skin tone","person-sport"
"1F6B4 1F3FE","🚴🏾","People & Body","person biking: medium-dark skin tone","person-sport"
"1F6B4 1F3FF","🚴🏿","People & Body","person biking: dark skin tone","person-sport"
"1F6B4 200D 2642 FE0F","🚴‍♂️","People & Body","man biking","person-sport"
"1F6B4 200D 2642","🚴‍♂","People & Body","man biking","person-sport"
"1F6B4 1F3FB 200D 2642 FE0F","🚴🏻‍♂️","People & Body","man biking: light skin tone","person-sport"
"1F6B4 1F3FB 200D 2642","🚴🏻‍♂","People & Body","man biking: light skin tone","person-sport"
"1F6B4 1F3FC 200D 2642 FE0F","🚴🏼‍♂️","People & Body","man biking: medium-light skin tone","person-sport"
"1F6B4 1F3FC 200D 2642","🚴🏼‍♂","People & Body","man biking: medium-light skin tone","person-sport"
"1F6B4 1F3FD 200D 2642 FE0F","🚴🏽‍♂️","People & Body","man biking: medium skin tone","person-sport"
"1F6B4 1F3FD 200D 2642","🚴🏽‍♂","People & Body","man biking: medium skin tone","person-sport"
"1F6B4 1F3FE 200D 2642 FE0F","🚴🏾‍♂️","People & Body","man biking: medium-dark skin tone","person-sport"
"1F6B4 1F3FE 200D 2642","🚴🏾‍♂","People & Body","man biking: medium-dark skin tone","person-sport"
"1F6B4 1F3FF 200D 2642 FE0F","🚴🏿‍♂️","People & Body","man biking: dark skin tone","person-sport"
"1F6B4 1F3FF 200D 2642","🚴🏿‍♂","People & Body","man biking: dark skin tone","person-sport"
"1F6B4 200D 2640 FE0F","🚴‍♀️","People & Body","woman biking","person-sport"
"1F6B4 200D 2640","🚴‍♀","People & Body","woman biking","person-sport"
"1F6B4 1F3FB 200D 2640 FE0F","🚴🏻‍♀️","People & Body","woman biking: light skin tone","person-sport"
"1F6B4 1F3FB 200D 2640","🚴🏻‍♀","People & Body","woman biking: light skin tone","person-sport"
"1F6B4 1F3FC 200D 2640 FE0F","🚴🏼‍♀️","People & Body","woman biking: medium-light skin tone","person-sport"
"1F6B4 1F3FC 200D 2640","🚴🏼‍♀","People & Body","woman biking: medium-light skin tone","person-sport"
"1F6B4 1F3FD 200D 2640 FE0F","🚴🏽‍♀️","People & Body","woman biking: medium skin tone","person-sport"
"1F6B4 1F3FD 200D 2640","🚴🏽‍♀","People & Body","woman biking: medium skin tone","person-sport"
"1F6B4 1F3FE 200D 2640 FE0F","🚴🏾‍♀️","People & Body","woman biking: medium-dark skin tone","person-sport"
"1F6B4 1F3FE 200D 2640","🚴🏾‍♀","People & Body","woman biking: medium-dark skin tone","person-sport"
"1F6B4 1F3FF 200D 2640 FE0F","🚴🏿‍♀️","People & Body","woman biking: dark skin tone","person-sport"
"1F6B4 1F3FF 200D 2640","🚴🏿‍♀","People & Body","woman biking: dark skin tone","person-sport"
1F6B5,"🚵","People & Body","person mountain biking","person-sport"
"1F6B5 1F3FB","🚵🏻","People & Body","person mountain biking: light skin tone","person-sport"
"1F6B5 1F3FC","🚵🏼","People & Body","person mountain biking: medium-light skin tone","person-sport"
"1F6B5 1F3FD","🚵🏽","People & Body","person mountain biking: medium skin tone","person-sport"
"1F6B5 1F3FE","🚵🏾","People & Body","person mountain biking: medium-dark skin tone","person-sport"
"1F6B5 1F3FF","🚵🏿","People & Body","person mountain biking: dark skin tone","person-sport"
