Event_ID,SonicOS_Category_Name,SonicOS_Group_Name,Syslog_Legacy_Category,Priority_Level,SNMP_Trap_Type,Event_Name,Log_Event_Message,Network_Traffic,mv_tag,action,result,change_type,object_category
653,Network,IPcomp,Debug,DEBUG,---,"IPcomp Packet Drop, Waiting",IPcomp packet dropped; waiting for pending IPcomp connection,,,blocked,,,
654,Log,General,System Error,CRITICAL,---,Maximum Events Rate Exceeded,Maximum events per second threshold exceeded: %s,,,,,,
655,Log,Syslog,System Error,CRITICAL,---,Maximum Syslog Data Rate Exceeded,Maximum syslog data per second threshold exceeded: %s,,,,,,
656,Log,E-mail,System Error,WARNING,---,POP-Before-S MTP Authentication Failed,SMTP POP-Before-SMTP authentication failed,,,,,,
657,Log,Syslog,Maintenance,INFO,---,Syslog Server Unreachable,Syslog Server cannot be reached,,,,,,
658,VPN,VPN IKE,System Error,WARNING,---,Responder: IKE ID mismatch,IKE Responder: Proposed IKE ID mismatch,,,,,,
659,VPN,VPN Client,System Error,ERROR,---,Responder: Duplicate Entry in Relay Table,IKE Responder: IP Address already exists in the DHCP relay table. Client traffic not allowed.,,,,,,
660,VPN,VPN Client,System Error,ERROR,---,Responder: Static IP Not Allowed,IKE Responder: %s Policy does not allow static IP for Virtual Adapter.,,,,,,
661,VPN,VPN IKE,User Activity,ERROR,---,Invalid Payload,Received notify: INVALID_PAYLOAD,,,,,,
662,Wireless,SonicPoint,Attack,ERROR,6434,Non SonicPoint Traffic Drop,Drop WLAN traffic from non-SonicPoint devices,,,,,,
665,"3G/4G, Modem, and Module",PPP Dial-Up,---,INFO,---,Dialing Not Allowed,PPP Dial-Up: Dialing not allowed by schedule. %s,,,,,,
666,"3G/4G, Modem, and Module",PPP Dial-Up,---,INFO,---,Scheduled Disconnect,PPP Dial-Up: Connection disconnected as scheduled.,,,,,,
667,Wireless,SonicPoint,SonicPoint,INFO,10401,SonicPoint Status,SonicPoint Status,,,,,,
668,High Availability,State,Maintenance,INFO,---,HA Peer Firewall Reboot,HA Peer Firewall Rebooted,,,,,,
669,High Availability,State,System Error,ERROR,663,Error Rebooting HA Peer Firewall,Error Rebooting HA Peer Firewall,,,,,,
670,High Availability,General,System Error,ERROR,664,HA License Error,License of HA pair doesn't match: %s,,,,,,
671,High Availability,State,System Error,ERROR,665,Reboot Signal From Secondary,Primary received reboot signal from Secondary,,,,,,
672,High Availability,State,System Error,ERROR,666,Reboot Signal From Primary,Secondary received reboot signal from Primary,,,,,,
674,High Availability,Monitoring,System Error,INFO,---,Probe Success,Success to reach Interface %s probe,,,,,,
675,High Availability,Monitoring,System Error,ERROR,6234,Probe Failed,Failure to reach Interface %s probe,,,,,,
676,Firewall Settings,Multicast,---,INFO,---,IGMPv2 Client Joined Multicast Group,IGMP V2 client joined multicast Group : %s,,,,,,
677,Firewall Settings,Multicast,---,INFO,---,IGMPv3 Client Joined Multicast Group,IGMP V3 client joined multicast Group : %s,,,,,,
682,Firewall Settings,Multicast,---,INFO,---,IGMP Leave Group Message,IGMP Leave group message Received on interface %s,,,,,,
683,Firewall Settings,Multicast,---,NOTICE,---,Wrong IGMP Checksum,"IGMP packet dropped, wrong checksum received on interface %s",,,blocked,,,
690,Firewall Settings,Multicast,---,NOTICE,---,UDP Packet Drop,"Multicast UDP packet dropped, no state entry",,,blocked,,,
694,Firewall Settings,Multicast,---,WARNING,---,RTP Stateful Failed,"Multicast UDP packet dropped, RTP stateful failed",,,blocked,,,
701,Firewall Settings,Multicast,---,DEBUG,---,IGMP Router Detected,IGMP querier Router detected on interface %s,,,,,,
706,Network,Network Monitor,---,ALERT,14005,Host Down,Network Monitor: Host %s is offline,,,,,,
707,Network,Network Monitor,---,ALERT,14006,Host Up,Network Monitor: Host %s is online,,,,,,
708,Network,TCP,Debug,DEBUG,---,TCP Invalid SEQ Number,TCP packet received with invalid SEQ number; TCP packet dropped,,,blocked,,,
709,Network,TCP,Debug,DEBUG,---,TCP Invalid ACK Number,TCP packet received with invalid ACK number; TCP packet dropped,,,blocked,,,
712,Network,TCP,Debug,DEBUG,---,TCP Connection Reject,TCP connection reject received; TCP connection dropped,,,blocked,,,
713,Network,TCP,Debug,DEBUG,---,TCP Connection Abort,TCP connection abort received; TCP connection dropped,,,blocked,,,
714,Network,Network Access,Debug,NOTICE,---,EIGRP Packet Drop,EIGRP packet dropped,,,blocked,,,
719,VPN,VPN IPsec,System Error,ERROR,---,Bad SA Count,VPN policy count received exceeds the limit; %s,,,,,,
720,Network,PPPoE,Maintenance,INFO,---,Send LCP Echo Request,Sending LCP Echo Request,,,,,,
721,Network,PPPoE,Maintenance,INFO,---,Receive LCP Echo Request,Received LCP Echo Request,,,,,,
722,Network,PPPoE,Maintenance,INFO,---,Send LCP Echo Reply,Sending LCP Echo Reply,,,,,,
723,Network,PPPoE,Maintenance,INFO,---,Receive LCP Echo Reply,Received LCP Echo Reply,,,,,,
724,Wireless,Network Access,---,INFO,---,Guest Services Deny Network,Guest Services drop traffic to deny network,,,,,,
725,Wireless,Network Access,---,INFO,---,Guest Services Allow Network,Guest Services pass traffic to access allow network,,,,,,
726,Wireless,Network Access,---,INFO,---,WLAN Max User Reached,WLAN max concurrent users reached already,,,,,,
727,Wireless,SonicPoint,SonicPoint,INFO,10402,SonicPoint Provision,SonicPoint Provision,,,,,,
728,Users,Authentication Access,Maintenance,INFO,---,WLAN Disable By Schedule,WLAN disabled by schedule,,,,,,
729,Users,Authentication Access,Maintenance,INFO,---,WLAN Enabled By Schedule,WLAN enabled by schedule,,,,,,
732,Wireless,WLAN,TCP | UDP | ICMP,WARNING,---,WLAN SSL VPN Enforcement Check Drop,Packet dropped by WLAN SSL VPN enforcement check,,,blocked,,,
733,SSL VPN,General,Maintenance,INFO,---,SSL VPN Enforcement,SSL VPN enforcement,,,,,,
734,Firewall,Access Rules,---,INFO,---,Source Connection Status,Source IP address connection status: %s,,,,,,
735,Firewall,Access Rules,---,INFO,---,Destination Connection Status,Destination IP address connection status: %s,,,,,,
737,Log,E-mail,System Error,WARNING,---,SMTP Authentication Failed,SMTP authentication problem:%s,,,,,,
738,Network,PPPoE,Maintenance,INFO,---,Session Duration,PPPoE Client: Previous session was connected for %s,,,,,,
744,Users,Radius Authentication,User Activity,WARNING,---,RADIUS Communicatio n Problem,User login denied - RADIUS communication problem,,,failure,,,
745,Users,Radius Authentication,User Activity,INFO,---,LDAP Authentication Failure,User login denied - LDAP authentication failure,,,failure,,,
746,Users,Radius Authentication,User Activity,WARNING,---,LDAP Server Timeout,User login denied - LDAP server Timeout,,,failure,,,
747,Users,Radius Authentication,User Activity,WARNING,---,LDAP Server Error,User login denied - LDAP server down or misconfigured,,,failure,,,
748,Users,Radius Authentication,User Activity,WARNING,---,LDAP Communicatio n Problem,User login denied - LDAP communication problem,,,failure,,,
749,Users,Radius Authentication,User Activity,WARNING,---,LDAP Server Invalid Credential,User login denied - invalid credentials on LDAP server,,,failure,,,
750,Users,Radius Authentication,User Activity,WARNING,---,LDAP Server Insufficient Access,User login denied - insufficient access on LDAP server,,,failure,,,
751,Users,Radius Authentication,User Activity,WARNING,---,LDAP Schema Mismatch,User login denied - LDAP schema mismatch,,,failure,,,
752,Users,Radius Authentication,User Activity,WARNING,---,LDAP Server Certificate With Wrong Name,Allowed LDAP server certificate with wrong host name,,,success,,,
753,Users,Radius Authentication,User Activity,WARNING,---,LDAP Server Name Resolution Failed,User login denied - LDAP server name resolution failed,,,failure,,,
754,Users,Radius Authentication,User Activity,WARNING,---,RADIUS Server Name Resolution Failed,User login denied - RADIUS server name resolution failed,,,failure,,,
755,Users,Radius Authentication,User Activity,WARNING,---,LDAP Server Certificate Invalid,User login denied - LDAP server certificate not valid,,,failure,,,
756,Users,Radius Authentication,User Activity,WARNING,---,LDAP TLS or Local Error,User login denied - TLS or local certificate problem,,,failure,,,
757,Users,Radius Authentication,User Activity,WARNING,---,LDAP Directory Mismatch,User login denied - LDAP directory mismatch,,,failure,,,
758,Users,Radius Authentication,User Activity,WARNING,---,LDAP Server Not Allowing CHAP,LDAP server does not allow CHAP,,,failure,,,
759,Users,Authentication Access,User Activity,INFO,---,User Already Logged-In,User login denied - user already logged in,,,failure,,,
760,Network,TCP,---,NOTICE,---,TCP Handshake Violation Detected,TCP handshake violation detected; TCP connection dropped,TRUE,,blocked,,,
766,Security Services,General,Maintenance,WARNING,8628,Synchronize License Failed,Failed to synchronize license information with Licensing Server. %s,,,,,,
773,Network,Dynamic DNS,System Error,ERROR,---,DDNS Abuse,DDNS Failure: Provider %s,,,,,,
774,Network,Dynamic DNS,System Error,ERROR,---,DDNS Invalid,DDNS Failure: Provider %s,,,,,,
776,Network,Dynamic DNS,Maintenance,INFO,---,DDNS Update Success,DDNS Update success for domain %s,,,,,,
777,Network,Dynamic DNS,System Error,WARNING,---,DDNS Warning,DDNS Warning: Provider %s,,,,,,
778,Network,Dynamic DNS,Maintenance,INFO,---,DDNS Taken Offline,DDNS association %s taken Offline locally,,,,,,
779,Network,Dynamic DNS,Maintenance,INFO,---,DDNS Added,DDNS association %s added,,change,created,,,Network
780,Network,Dynamic DNS,Maintenance,INFO,---,DDNS Association Enable,DDNS association %s enabled,,,,,,
781,Network,Dynamic DNS,Maintenance,INFO,---,DDNS Association Disable,DDNS association %s disabled,,,,,,
782,Network,Dynamic DNS,Maintenance,INFO,---,DDNS Association On-line,DDNS Association %s put on line,,,,,,
783,Network,Dynamic DNS,Maintenance,INFO,---,Deleted All DDNS Association,All DDNS associations have been deleted,,change,deleted,,,Network
785,Network,Dynamic DNS,Maintenance,INFO,---,Delete DDNS Association,DDNS association %s deleted,,change,deleted,,,Network
786,Network,Dynamic DNS,---,INFO,---,DDNS Updating,DDNS association %s updated,,,,,,
789,Security Services,IDP,Attack,ALERT,6435,IDP Detection Alert,IDP Detection Alert: %s,,,,,,
790,Security Services,IDP,Attack,ALERT,6436,IDP Prevention Alert,IDP Prevention Alert: %s,,,,,,
791,Security Services,DPI-SSL,---,INFO,---,DPI-SSL,DPI-SSL: %s,,,,,,
793,Firewall,Application Firewall,User Activity,ALERT,13201,Application Firewall Alert,Application Firewall Alert: %s,,,,,,
794,Security Services,Anti-Spyware,Attack,ALERT,6437,Anti-Spyware Prevention Alert,Anti-Spyware Prevention Alert: %s,,,,,,
795,Security Services,Anti-Spyware,Attack,ALERT,6438,Anti-Spyware Detection Alert,Anti-Spyware Detection Alert: %s,,,,,,
796,Security Services,Anti-Spyware,Maintenance,WARNING,8631,Anti-Spyware Service Expired,Anti-Spyware Service Expired,,,,,,
797,Security Services,RBL Filter,---,NOTICE,---,Outbound Connection Drop,Outbound connection to RBL-listed SMTP server dropped,,,blocked,,,
798,Security Services,RBL Filter,---,NOTICE,---,Inbound Connection Drop,Inbound connection from RBL-listed SMTP server dropped,,,blocked,,,
799,Security Services,RBL Filter,---,NOTICE,---,SMTP Server on RBL Blacklist,SMTP server found on RBL blacklist,,,,,,
800,Security Services,RBL Filter,---,ERROR,---,No Valid DNS Server on RBL,No valid DNS server specified for RBL lookups,,,,,,
805,System,GMS,---,INFO,---,Interface Statistics Report,Interface statistics report,,,,,,
806,System,GMS,---,INFO,---,SonicPoint Statistics Report,SonicPoint statistics report,,,,,,
809,Security Services,GAV,Attack,ALERT,8632,AV Gateway Alert,Gateway Anti-Virus Alert: %s,,,,,,
810,Security Services,GAV,Maintenance,WARNING,8633,AV Gateway Service Expire,Gateway Anti-Virus Service expired,,,,,,
811,"3G/4G, Modem, and Module",PPP Dial-Up,Maintenance,INFO,---,Invalid DNS Server,PPP Dial-Up: Invalid DNS IP address returned from Dial-Up ISP; overriding using dial-up profile settings,,,,,,
815,Network,ARP,---,WARNING,---,Too Many Gratuitous ARPs Detected,Too many gratuitous ARPs detected,,,,,,
817,Users,Authentication Access,User Activity,INFO,---,Remote Dialup Received,Incoming call received for Remotely Triggered Dial-out session,,,,,,
818,Users,Authentication Access,User Activity,INFO,---,Remote Dialup Authentication Request,Remotely Triggered Dial-out session started. Requesting authentication,,,,,,
819,Users,Authentication Access,User Activity,INFO,---,Remote Dialup Authentication Password Error,Incorrect authentication received for Remotely Triggered Dial-out,,,failure,,,
820,Users,Authentication Access,User Activity,INFO,---,Remote Dialup Authentication Password Valid,Successful authentication received for Remotely Triggered Dial-out,,,success,,,
821,Users,Authentication Access,User Activity,INFO,---,Remote Dialup Authentication Password Timeout,Authentication Timeout during Remotely Triggered Dial-out session,,,failure,,,
822,Users,Authentication Access,User Activity,INFO,---,Remote Dialup Abort For Data,Remotely Triggered Dial-out session ended. Valid WAN bound data found. Normal dial-up sequence will commence,,,,,,
824,High Availability,General,System Error,ERROR,---,License Expire to Shutdown Secondary,Secondary shut down because license is expired,,,,,,
825,High Availability,State,System Error,INFO,---,Secondary Active,Secondary active,,,,,,
826,High Availability,State,---,ERROR,---,HA Error,%s,,,,,,
829,High Availability,State,---,ALERT,---,HA Alert,%s,,,,,,
830,High Availability,State,---,NOTICE,---,HA Notice,%s,,,,,,
832,Network,DHCP Server,---,INFO,---,DHCP Scopes Altered,DHCP Scopes altered automatically due to change in network settings for interface %s,,,,,,
833,Network,DHCP Server,System Error,WARNING,---,DHCP Lease File Corrupt,DHCP lease file in the storage is corrupted; read failed,,,,,,
834,Network,DHCP Server,System Error,WARNING,---,Failed to Write DHCP Leases to Storage,Failed to write DHCP leases to storage,,,,,,
835,Network,DHCP Server,Maintenance,INFO,---,DHCP Leases Written to Storage,DHCP leases written to storage,,,,,,
840,Network,Advanced Routing,---,INFO,---,ARS Info,%s,,,,,,
841,Network,Advanced Routing,---,NOTICE,---,ARS Warning,%s,,,,,,
842,Network,Advanced Routing,---,DEBUG,---,ARS Debug,%s,,,,,,
847,Network,Interfaces,Maintenance,WARNING,---,IP Address Conflict,IP address conflict detected from Ethernet address %s,,,,,,
848,VPN,VPN PKI,User Activity,INFO,---,OCSP Send Request,OCSP sending request.,,,,,,
849,VPN,VPN PKI,User Activity,ERROR,---,OCSP Failed to Send Request,OCSP send request message failed.,,,,,,
850,VPN,VPN PKI,User Activity,INFO,---,OCSP Received Response,OCSP received response.,,,,,,
852,VPN,VPN PKI,User Activity,INFO,---,OCSP Resolved Domain Name,OCSP Resolved Domain Name.,,,,,,
853,VPN,VPN PKI,User Activity,ERROR,---,OCSP Failed to Resolve Domain Name,OCSP Failed to Resolve Domain Name.,,,,,,
854,VPN,VPN PKI,User Activity,ERROR,---,OCSP Internal Error,OCSP Internal error handling received response.,,,,,,
856,Firewall Settings,Flood Protection,Attack,WARNING,---,SYN Flood Watch Mode,SYN Flood Mode changed by user to: Watch and report possible SYN floods,,,,,,
857,Firewall Settings,Flood Protection,Attack,WARNING,---,SYN Flood Trigger Mode,SYN Flood Mode changed by user to: Watch and proxy WAN connections when under attack,,,,,,
858,Firewall Settings,Flood Protection,Attack,WARNING,---,SYN Flood Proxy Mode,SYN Flood Mode changed by user to: Always proxy WAN connections,,,,,,
859,Firewall Settings,Flood Protection,Attack,ALERT,---,SYN Flood Proxy Trigger Mode,Possible SYN flood detected on WAN IF %s - switching to connection-proxy mode,,,,,,
860,Firewall Settings,Flood Protection,Attack,ALERT,---,SYN Flood Detected,Possible SYN Flood on IF %s,,,,,,
861,Firewall Settings,Flood Protection,Attack,ALERT,---,SYN Flood Proxy Mode Cancel,SYN flood ceased or flooding machines blacklisted - connection proxy disabled,,,,,,
862,Firewall Settings,Flood Protection,Attack,WARNING,---,SYN Flood Blacklist On,SYN Flood blacklisting enabled by user,,,,,,
863,Firewall Settings,Flood Protection,Attack,WARNING,---,SYN Flood Blacklist Off,SYN Flood blacklisting disabled by user,,,,,,
864,Firewall Settings,Flood Protection,Attack,ALERT,---,SYN-Flooding Machine Blacklisted,SYN-Flooding machine %s blacklisted,,,,,,
865,Firewall Settings,Flood Protection,Attack,ALERT,---,Machine removed from SYN Flood Blacklist,Machine %s removed from SYN flood blacklist,,,,,,
866,Firewall Settings,Flood Protection,Attack,WARNING,---,Possible SYN Flood Continues,Possible SYN Flood on IF %s continues,,,,,,
867,Firewall Settings,Flood Protection,Attack,ALERT,---,Possible SYN Flood Ceased,Possible SYN Flood on IF %s has ceased,,,,,,
868,Firewall Settings,Flood Protection,Attack,WARNING,---,SYN Flood Blacklist Continues,SYN Flood Blacklist on IF %s continues,,,,,,
869,Firewall Settings,Flood Protection,Attack,DEBUG,---,TCP SYN Receive,TCP SYN received,,,,,,
872,Security Services,General,User Activity,NOTICE,---,Security Service Message,%s,,,,,,
874,VPN,VPN PKI,User Activity,ALERT,---,CRL Expire,CRL has expired,,,,,,
875,VPN,VPN PKI,User Activity,ALERT,---,Failed to Find Certificate,Failed to find certificate,,,,,,
876,VPN,VPN PKI,User Activity,ALERT,---,CRL Missing,CRL missing - Issuer requires CRL checking.,,,,,,
877,VPN,VPN PKI,User Activity,ALERT,---,CRL Validation Error,CRL validation failure for Root Certificate,,,,,,
878,VPN,VPN PKI,User Activity,ALERT,---,Can't Validate Issuer Path,Cannot Validate Issuer Path,,,,,,
879,Wireless,RF Monitoring,---,WARNING,---,WLAN Radio Frequency Threat Detected,WLAN radio frequency threat detected,,,,,,
880,Network,Dynamic Address Objects,Maintenance,INFO,---,Failed to Resolve Dynamic Address Object,Unable to resolve dynamic address object,,,,,,
881,System,Time,---,NOTICE,---,System Clock Manually Updated,System clock manually updated,,change,updated,,,System
882,Network,Network Access,TCP,DEBUG,---,HTTP Drop,HTTP method detected; examining stream for host header,,,,,,
883,Firewall Settings,Checksum Enforcement,TCP|UDP,NOTICE,---,IP Checksum Error,IP Header checksum error; packet dropped,,,blocked,,,
884,Firewall Settings,Checksum Enforcement,TCP,NOTICE,---,TCP Checksum Error,TCP checksum error; packet dropped,,,blocked,,,
885,Firewall Settings,Checksum Enforcement,UDP,NOTICE,---,UDP Checksum Error,UDP checksum error; packet dropped,,,blocked,,,
886,Firewall Settings,Checksum Enforcement,UDP,NOTICE,---,ICMP Checksum Error,ICMP checksum error; packet dropped,,,blocked,,,
887,Network,TCP,Debug,DEBUG,---,Invalid TCP Header Length,TCP packet received with invalid header length; TCP packet dropped,,,blocked,,,
888,Network,TCP,Debug,DEBUG,---,TCP Connection Does Not Exist,TCP packet received on non-existent/closed connection; TCP packet dropped,,,blocked,,,
889,Network,TCP,Debug,DEBUG,---,TCP Without Mandatory SYN Flag,TCP packet received without mandatory SYN flag; TCP packet dropped,,,blocked,,,
890,Network,TCP,Debug,DEBUG,---,TCP Without Mandatory ACK Flag,TCP packet received without mandatory ACK flag; TCP packet dropped,,,blocked,,,
891,Network,TCP,Debug,DEBUG,---,TCP Packet on Closing Connection,TCP packet received on a closing connection; TCP packet dropped,,,blocked,,,
892,Network,TCP,Debug,INFO,---,SYN Flag on Existing Connection,TCP packet received with SYN flag on an existing connection; TCP packet dropped,,,blocked,,,
893,Network,TCP,Debug,DEBUG,---,Invalid TCP SACK Option Length,TCP packet received with invalid SACK option length; TCP packet dropped,,,blocked,,,
894,Network,TCP,Debug,DEBUG,---,Invalid TCP MSS Option Length,TCP packet received with invalid MSS option length; TCP packet dropped,,,blocked,,,
895,Network,TCP,Debug,DEBUG,---,Invalid TCP Option Length,TCP packet received with invalid option length; TCP packet dropped,,,blocked,,,
896,Network,TCP,Debug,DEBUG,---,Invalid TCP Source Port,TCP packet received with invalid source port; TCP packet dropped,,,blocked,,,
897,Firewall Settings,Flood Protection,Attack,INFO,---,Invalid TCP SYN Flood Cookie,TCP packet received with invalid SYN Flood cookie; TCP packet dropped,,,blocked,,,
898,Firewall Settings,Flood Protection,Attack,ALERT,---,RST-Flooding Machine Blacklisted,RST-Flooding machine %s blacklisted,,,,,,
899,Firewall Settings,Flood Protection,Attack,WARNING,---,RST Flood Blacklist Continues,RST Flood Blacklist on IF %s continues,,,,,,
900,Firewall Settings,Flood Protection,Attack,ALERT,---,Machine Removed From RST Flood Blacklist,Machine %s removed from RST flood blacklist,,,,,,
901,Firewall Settings,Flood Protection,Attack,ALERT,---,FIN-Flooding Machine Blacklisted,FIN-Flooding machine %s blacklisted,,,,,,
902,Firewall Settings,Flood Protection,Attack,WARNING,---,FIN Flood Blacklist Continues,FIN Flood Blacklist on IF %s continues,,,,,,
903,Firewall Settings,Flood Protection,Attack,ALERT,---,Machine Removed From FIN Flood Blacklist,Machine %s removed from FIN flood blacklist,,,,,,
904,Firewall Settings,Flood Protection,Attack,ALERT,---,Possible RST Flood,Possible RST Flood on IF %s,,,,,,
905,Firewall Settings,Flood Protection,Attack,ALERT,---,Possible FIN Flood,Possible FIN Flood on IF %s,,,,,,
906,Firewall Settings,Flood Protection,Attack,ALERT,---,Possible RST Flood Ceased,Possible RST Flood on IF %s has ceased,,,,,,
907,Firewall Settings,Flood Protection,Attack,ALERT,---,Possible FIN Flood Ceased,Possible FIN Flood on IF %s has ceased,,,,,,
908,Firewall Settings,Flood Protection,Attack,WARNING,---,Possible RST Flood Continues,Possible RST Flood on IF %s continues,,,,,,
909,Firewall Settings,Flood Protection,Attack,WARNING,---,Possible FIN Flood Continues,Possible FIN Flood on IF %s continues,,,,,,
910,Network,IP,Debug,WARNING,---,IP TTL Expire,Packet Dropped - IP TTL expired,,,blocked,,,
911,Network,Dynamic Address Objects,Maintenance,INFO,---,Added Host Entry,Added host entry to dynamic address object,,change,,,,Network
912,Network,Dynamic Address Objects,Maintenance,INFO,---,Removed Host Entry,Removed host entry from dynamic address object,,change,deleted,,,Network
913,VPN,VPN IKE,User Activity,WARNING,---,Responder: Authentication Method Mismatch,IKE Responder: Phase 1 Authentication Method does not match,,,,,,
914,VPN,VPN IKE,User Activity,WARNING,---,Responder: Encryption Algorithm Mismatch,IKE Responder: Phase 1 encryption algorithm does not match,,,,,,
915,VPN,VPN IKE,User Activity,WARNING,---,Responder: Key Length Mismatch,IKE Responder: Phase 1 encryption algorithm keylength does not match,,,,,,
916,VPN,VPN IKE,User Activity,WARNING,---,Responder: Hash Algorithm Mismatch,IKE Responder: Phase 1 hash algorithm does not match,,,,,,
917,VPN,VPN IKE,User Activity,WARNING,---,Responder: Policy Has no User Name,IKE Responder: Phase 1 XAUTH required but Policy has no user name,,,,,,
918,VPN,VPN IKE,User Activity,WARNING,---,Responder: Policy Has no Password,IKE Responder: Phase 1 XAUTH required but Policy has no user password,,,,,,
919,VPN,VPN IKE,User Activity,WARNING,---,Responder: DH Group Mismatch,IKE Responder: Phase 1 DH Group does not match,,,,,,
920,VPN,VPN IKE,User Activity,WARNING,---,Responder: AH Authentication Algorithm Mismatch,IKE Responder: AH authentication algorithm does not match,,,,,,
921,VPN,VPN IKE,User Activity,WARNING,---,Responder: ESP Encryption Algorithm Mismatch,IKE Responder: ESP encryption algorithm does not match,,,,,,
922,VPN,VPN IKE,User Activity,WARNING,---,Responder: ESP Authentication Algorithm Mismatch,IKE Responder: ESP authentication algorithm does not match,,,,,,
923,VPN,VPN IKE,User Activity,WARNING,---,Responder: AH Authentication Key Length Mismatch,IKE Responder: AH authentication key length does not match,,,,,,
924,VPN,VPN IKE,User Activity,WARNING,---,Responder: ESP Encryption Key Length Mismatch,IKE Responder: ESP encryption key length does not match,,,,,,
925,VPN,VPN IKE,User Activity,WARNING,---,Responder: ESP Authentication Key Length Mismatch,IKE Responder: ESP authentication key length does not match,,,,,,
926,VPN,VPN IKE,User Activity,WARNING,---,Responder: AH Authentication Key Rounds Mismatch,IKE Responder: AH authentication key rounds does not match,,,,,,
927,VPN,VPN IKE,User Activity,WARNING,---,Responder: ESP Encryption Key Rounds Mismatch,IKE Responder: ESP encryption key rounds does not match,,,,,,
928,VPN,VPN IKE,User Activity,WARNING,---,Responder: ESP Authentication Key Rounds Mismatch,IKE Responder: ESP authentication key rounds does not match,,,,,,
930,VPN,VPN IKE,User Activity,INFO,---,Initiator: Peer Timeout - Retransmitting,IKE Initiator: Remote party Timeout - Retransmitting IKE Request.,,,,,,
931,VPN,VPN IKE,User Activity,INFO,---,Responder: Peer Timeout - Retransmitting,IKE Responder: Remote party Timeout - Retransmitting IKE Request.,,,,,,
932,VPN,VPN IKE,User Activity,WARNING,---,Responder: IPsec Protocol Mismatch,IKE Responder: IPsec protocol mismatch,,,,,,
933,VPN,VPN IKE,User Activity,WARNING,---,Initiator: Proposed IKE ID Mismatch,IKE Initiator: Proposed IKE ID mismatch,,,,,,
934,VPN,VPN IKE,User Activity,WARNING,---,Responder: Local Network Mismatch Peer's Destination Network,IKE Responder: Peer's local network does not match VPN Policy's [Destination ],,,,,,
935,VPN,VPN IKE,User Activity,WARNING,---,Responder: Destination Network Mismatch Peer's Local Network,IKE Responder: Peer's destination network does not match VPN Policy's [Local Network],,,,,,
936,VPN,VPN IKE,User Activity,WARNING,---,Responder: Route Table Overrides VPN Policy,IKE Responder: Route table overrides VPN Policy,,,,,,
937,VPN,VPN IKE,User Activity,WARNING,---,Initiator: IKE Proposal Mismatch,IKE Initiator: IKE proposal does not match (Phase 1),,,,,,
938,VPN,VPN IKEv2,User Activity,INFO,---,Initiator: Send IKE_SA_INIT Request,IKEv2 Initiator: Send IKE_SA_INIT Request,,,,,,
939,VPN,VPN IKEv2,User Activity,INFO,---,Responder: Received IKE_SA_INIT Request,IKEv2 Responder: Received IKE_SA_INIT Request,,,,,,
940,VPN,VPN IKEv2,User Activity,INFO,---,Initiator: Send IKE_AUTH Request,IKEv2 Initiator: Send IKE_AUTH Request,,,,,,
941,VPN,VPN IKEv2,User Activity,INFO,---,Responder: Received IKE_AUTH Request,IKEv2 Responder: Received IKE_AUTH Request,,,,,,
942,VPN,VPN IKEv2,User Activity,INFO,---,Authentication Successful,IKEv2 Authentication successful,,,,,,
943,VPN,VPN IKEv2,User Activity,INFO,---,Accept IKE SA Proposal,IKEv2 Accept IKE SA Proposal,,,,,,
944,VPN,VPN IKEv2,User Activity,INFO,---,Accept IPsec SA Proposal,IKEv2 Accept IPsec SA Proposal,,,,,,
945,VPN,VPN IKEv2,User Activity,INFO,---,Initiator: Send CREATE_CHILD _SA Request,IKEv2 Initiator: Send CREATE_CHILD_SA Request,,,,,,
946,VPN,VPN IKEv2,User Activity,INFO,---,Responder: Received CREATE_CHILD _SA Request,IKEv2 Responder: Received CREATE_CHILD_SA Request,,,,,,
947,VPN,VPN IKEv2,User Activity,INFO,---,Send Delete IKE SA Request,IKEv2 Send delete IKE SA Request,,,,,,
948,VPN,VPN IKEv2,User Activity,INFO,---,Received Delete IKE SA Request,IKEv2 Received delete IKE SA Request,,,,,,
949,VPN,VPN IKEv2,User Activity,INFO,---,Send Delete IPsec SA Request,IKEv2 Send delete IPsec SA Request,,,,,,
950,VPN,VPN IKEv2,User Activity,INFO,---,Received Delete IPsec SA Request,IKEv2 Received delete IPsec SA Request,,,,,,
951,VPN,VPN IKEv2,User Activity,INFO,---,Responder: Destination Network Mismatch Peer's Local Network,IKEv2 Responder: Peer's destination network does not match VPN Policy's [Local Network],,,,,,
952,VPN,VPN IKEv2,User Activity,INFO,---,Responder: Peer Local Network Mismatch Peer's Destination Network,IKEv2 Responder: Peer's local network does not match VPN Policy's [Destination Network],,,,,,
953,VPN,VPN IKEv2,User Activity,WARNING,---,Payload Processing Error,IKEv2 Payload processing error,,,,,,
954,VPN,VPN IKEv2,User Activity,WARNING,---,Initiator: Extra Payloads Present,IKEv2 Initiator: Negotiations failed. Extra payloads present.,,,,,,
955,VPN,VPN IKEv2,User Activity,WARNING,---,Initiator: Missing Required Payloads,IKEv2 Initiator: Negotiations failed. Missing required payloads.,,,,,,
956,VPN,VPN IKEv2,User Activity,WARNING,---,Initiator: Invalid Input State,IKEv2 Initiator: Negotiations failed. Invalid input state.,,,,,,
957,VPN,VPN IKEv2,User Activity,WARNING,---,Initiator: Invalid Output State,IKEv2 Initiator: Negotiations failed. Invalid output state.,,,,,,
