"_time","Down_time _mins","H_W problem","INCIDENT_DATE_KEY","INCIDENT_FC_KEY","Incident_Day","Incident_Day Type","Incident_Month","Incident_Quarter","Incident_Region","Incident_Town","Incident_Week","Incident_Weekday","Incident_Year","Incident_YearQuarter",LAT,LON,Latitude,Longitude,"New Duplicate Incident","New Ticket",No,PostCode,"PostCode_2","Reviewed_main_category","Reviewed_sub_category","SW_Reviewed_main_category","SW_Reviewed_sub_category",StreetName,"TERMINAL_ID","Ticket Down time","Ticket Start time","Ticket Stop time","Ticket_R2","Total Down","bay_BKK_UPC","bay_device_priority","bay_region","bay_type_of_device","bay_vault_code","closed_dtimestamp","component_profile","device_id","fault_id","fault_text","first_line_service_profile","incident_id",latitude,longitude,"model_number","opened_dtimestamp",postcode,"second_line_service_profile","ticket_id","type_location"
"2019-12-19T14:37:43.000+0000","1.4333327987697",Network,41627,1261R,19,"Working Day",Dec,Q4,"City of London",,51,Thu,2019,"2019-Q4","51.514204","-0.1084838","51.514204","-0.1084838","1st_level",,,"EC4A 2DY",2DY,Network,"1st_level",Network,"1st_level","165 Fleet Street",S1A1261R,"1.4333327987697","12/19/2019 2:37:43 PM","12/19/2019 2:39:09 PM",,"0.00099536999914562",BKK,"High Priority",M303,"R-ATM",700,"41627.6105324",Diebold,S1A1261R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13565983,"51.514204","-0.1084838","OPTEVA 378","41627.60953703",EC4A,"Diebold_BKK_SLM",101637577,Branch
"2019-12-19T14:14:28.000+0000","64.599998400081",Hardware,41627,1051R,19,"Working Day",Dec,Q4,"Greater London","Camden Town",51,Thu,2019,"2019-Q4","51.5296392","-0.1239574","51.5296392","-0.1239574","New ticket",101637509,10,"NW1 2ST",2ST,Hardware,"Cash_Jam",Hardware,"Cash_Jam","31 Euston Road",S1A1051R,"131.61666239728","12/19/2019 2:14:28 PM","12/19/2019 4:26:05 PM",101637509,"0.091400459998113",BKK,"High Priority","RAMA 3","R-ATM",700,"41627.63824074",Omron,S1A1051R,178,"Terminal closed Casset,CardR,Depos,Trap,or Present not available","Brinks_BKK_FLM",13565899,"51.5296392","-0.1239574",ADM2,"41627.59337963",NW1,"IBM_BKK_SLM",101637509,Branch
"2019-12-19T14:08:43.000+0000","6.5833344007842",Network,41627,1253R,19,"Working Day",Dec,Q4,"Greater London",Camberwell,51,Thu,2019,"2019-Q4","51.5074468","-0.0970845","51.5074468","-0.0970845","1st_level",,,"SE1 9DZ",9DZ,Power,"Power_Fail",Network,"Power_Fail","62-67 Park Street, Southwark",S1A1253R,"6.5833344007842","12/19/2019 2:08:43 PM","12/19/2019 2:15:18 PM",,"0.0045717600005446",BKK,"High Priority",M304,"R-ATM",700,"41627.59395833",Diebold,S1A1253R,18,"Power failure reported , Entering Service initiated","G4S_BKK_FLM",13565878,"51.5074468","-0.0970845","OPTEVA 378","41627.58938657",SE1,"Diebold_BKK_SLM",101637029,Branch
"2019-12-19T14:07:46.000+0000","5.8833359973505",Network,41627,1289R,19,"Working Day",Dec,Q4,"Greater London",Islington,51,Thu,2019,"2019-Q4","51.5327172","-0.106394","51.5327172","-0.106394","1st_level",,,"N1 9LJ",9LJ,Power,"Power_Fail",Network,"Power_Fail","Lion House, 25 Islington High Street, Islington",S1A1289R,"5.8833359973505","12/19/2019 2:07:46 PM","12/19/2019 2:13:39 PM",,"0.0040856499981601",BKK,"High Priority",M201,"R-ATM",531,"41627.5928125",Diebold,S1A1289R,18,"Power failure reported , Entering Service initiated","Brinks_BKK_FLM",13565876,"51.5327172","-0.106394","OPTEVA 378","41627.58872685",N1,"Diebold_BKK_SLM",101637479,Branch
"2019-12-19T14:07:02.000+0000","0.9666720055975",Network,41627,1051R,19,"Working Day",Dec,Q4,"Greater London","Camden Town",51,Thu,2019,"2019-Q4","51.5296392","-0.1239574","51.5296392","-0.1239574","1st_level",,,"NW1 2ST",2ST,Network,"1st_level",Network,"1st_level","31 Euston Road",S1A1051R,"0.9666720055975","12/19/2019 2:07:02 PM","12/19/2019 2:08:01 PM",,"0.00067130000388715",BKK,"High Priority","RAMA 3","R-ATM",700,"41627.58890046",Omron,S1A1051R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13565867,"51.5296392","-0.1239574",ADM2,"41627.58822916",NW1,"IBM_BKK_SLM",101637487,Branch
"2019-12-19T14:06:22.000+0000","1.6499951994047",Network,41627,1051R,19,"Working Day",Dec,Q4,"Greater London","Camden Town",51,Thu,2019,"2019-Q4","51.5296392","-0.1239574","51.5296392","-0.1239574","1st_level",,,"NW1 2ST",2ST,Power,"Power_Fail",Network,"Power_Fail","31 Euston Road",S1A1051R,"1.6499951994047","12/19/2019 2:06:22 PM","12/19/2019 2:08:01 PM",,"0.0011458299995866",BKK,"High Priority","RAMA 3","R-ATM",700,"41627.58890046",Omron,S1A1051R,18,"Power failure reported , Entering Service initiated","Brinks_BKK_FLM",13565858,"51.5296392","-0.1239574",ADM2,"41627.58775463",NW1,"IBM_BKK_SLM",101637487,Branch
"2019-12-19T13:59:45.000+0000","13.900003196904",Network,41627,1289R,19,"Working Day",Dec,Q4,"Greater London",Islington,51,Thu,2019,"2019-Q4","51.5327172","-0.106394","51.5327172","-0.106394","1st_level",,,"N1 9LJ",9LJ,Network,"1st_level",Network,"1st_level","Lion House, 25 Islington High Street, Islington",S1A1289R,"13.900003196904","12/19/2019 1:59:45 PM","12/19/2019 2:13:39 PM",,"0.0096527799978503",BKK,"High Priority",M201,"R-ATM",531,"41627.5928125",Diebold,S1A1289R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13565848,"51.5327172","-0.106394","OPTEVA 378","41627.58315972",N1,"Diebold_BKK_SLM",101637479,Branch
"2019-12-19T13:53:25.000+0000","21.883334394079",Network,41627,1253R,19,"Working Day",Dec,Q4,"Greater London",Camberwell,51,Thu,2019,"2019-Q4","51.5074468","-0.0970845","51.5074468","-0.0970845","1st_level",,,"SE1 9DZ",9DZ,Network,"1st_level",Network,"1st_level","62-67 Park Street, Southwark",S1A1253R,"21.883334394079","12/19/2019 1:53:25 PM","12/19/2019 2:15:18 PM",,"0.015196759995888",BKK,"High Priority",M304,"R-ATM",700,"41627.59395833",Diebold,S1A1253R,109,"The ATM changed mode to Off-Line.","G4S_BKK_FLM",13565821,"51.5074468","-0.0970845","OPTEVA 378","41627.57876157",SE1,"Diebold_BKK_SLM",101637029,Branch
"2019-12-19T13:51:57.000+0000","1.4333327987697",Network,41627,1096R,19,"Working Day",Dec,Q4,"Greater London",Poplar,51,Thu,2019,"2019-Q4","51.4921822","-0.0241566","51.4921822","-0.0241566","1st_level",,,"E14 5AH",5AH,Network,"1st_level",Network,"1st_level","Unit 8, Canary Wharf",S1A1096R,"1.4333327987697","12/19/2019 1:51:57 PM","12/19/2019 1:53:22 PM",,"0.00099536999914562",BKK,"High Priority",M103,"R-ATM",700,"41627.57873842",Diebold,S1A1096R,109,"The ATM changed mode to Off-Line.","G4S_BKK_FLM",13565812,"51.4921822","-0.0241566","OPTEVA 378","41627.57774305",E14,"Diebold_BKK_SLM",101637457,Branch
"2019-12-19T13:33:10.000+0000","3.1333391997032",Network,41627,1051R,19,"Working Day",Dec,Q4,"Greater London","Camden Town",51,Thu,2019,"2019-Q4","51.5296392","-0.1239574","51.5296392","-0.1239574","1st_level",,,"NW1 2ST",2ST,Power,"Power_Fail",Network,"Power_Fail","31 Euston Road",S1A1051R,"3.1333391997032","12/19/2019 1:33:10 PM","12/19/2019 1:36:19 PM",,"0.0021759299997939",BKK,"High Priority","RAMA 3","R-ATM",700,"41627.56688657",Omron,S1A1051R,18,"Power failure reported , Entering Service initiated","Brinks_BKK_FLM",13565735,"51.5296392","-0.1239574",ADM2,"41627.56471064",NW1,"IBM_BKK_SLM",101637405,Branch
"2019-12-19T13:32:28.000+0000","3.8333376031369",Network,41627,1051R,19,"Working Day",Dec,Q4,"Greater London","Camden Town",51,Thu,2019,"2019-Q4","51.5296392","-0.1239574","51.5296392","-0.1239574","1st_level",,,"NW1 2ST",2ST,Network,"1st_level",Network,"1st_level","31 Euston Road",S1A1051R,"3.8333376031369","12/19/2019 1:32:28 PM","12/19/2019 1:36:19 PM",,"0.0026620400021784",BKK,"High Priority","RAMA 3","R-ATM",700,"41627.56688657",Omron,S1A1051R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13565729,"51.5296392","-0.1239574",ADM2,"41627.56422453",NW1,"IBM_BKK_SLM",101637405,Branch
"2019-12-19T13:12:06.000+0000","42.333335999865",Hardware,41627,1272R,19,"Working Day",Dec,Q4,"Greater London","Camden Town",51,Thu,2019,"2019-Q4","51.5188409","-0.132935","51.5188409","-0.132935","New ticket",101637356,885,"W1T 2AR",2AR,Hardware,"Device_Fault",Hardware,"Device_Fault","39 Tottenham Court Road",S1A1272R,"338.03333279793","12/19/2019 1:12:06 PM","12/19/2019 6:50:08 PM",101637356,"0.23474536999856",BKK,"High Priority",M104,"R-ATM",700,"41627.57947916",Diebold,S1A1272R,178,"Terminal closed Casset,CardR,Depos,Trap,or Present not available","G4S_BKK_FLM",13565643,"51.5188409","-0.132935","OPTEVA 378","41627.55008101",W1T,"Diebold_BKK_SLM",101637356,Branch
"2019-12-19T13:05:35.000+0000","228.48333120346",Hardware,41627,1229R,19,"Working Day",Dec,Q4,"Greater London",Ealing,51,Thu,2019,"2019-Q4","51.5151813","-0.301984","51.5151813","-0.301984","New m/c and New ticket",101637322,570,"W5 5JR",5JR,Hardware,Reset,Hardware,Reset,"PO Box 260, 46 The Broadway, Ealing",S1A1229R,"234.2833344033","12/19/2019 1:05:35 PM","12/19/2019 4:59:52 PM",101637322,"0.16269676000229",BKK,"High Priority",M102,"R-ATM",700,"41627.70421296",Omron,S1A1229R,111,"The ATM changed mode to Closed.","G4S_BKK_FLM",13565596,"51.5151813","-0.301984","ADM1.5","41627.54554398",W5,"IBM_BKK_SLM",101637322,Branch
"2019-12-19T12:42:46.000+0000","3.5833392001223",Network,41627,1066R,19,"Working Day",Dec,Q4,"City of London",,51,Thu,2019,"2019-Q4","51.5137482","-0.0844692","51.5137482","-0.0844692","1st_level",,,"EC2N 3AQ",3AQ,Power,"Power_Fail",Network,"Power_Fail","1 Bishopsgate",S1A1066R,"3.5833392001223","12/19/2019 12:42:46 PM","12/19/2019 12:46:21 PM",,"0.0024884300000849",BKK,"High Priority",M101,"R-ATM",518,"41627.5321875",Omron,S1A1066R,18,"Power failure reported , Entering Service initiated","G4S_BKK_FLM",13565505,"51.5137482","-0.0844692",ADM2,"41627.52969907",EC2N,"IBM_BKK_SLM",101637254,Branch
"2019-12-19T12:42:31.000+0000","3.8166767999064",Network,41627,1066R,19,"Working Day",Dec,Q4,"City of London",,51,Thu,2019,"2019-Q4","51.5137482","-0.0844692","51.5137482","-0.0844692","1st_level",,,"EC2N 3AQ",3AQ,Network,"1st_level",Network,"1st_level","1 Bishopsgate",S1A1066R,"3.8166767999064","12/19/2019 12:42:31 PM","12/19/2019 12:46:21 PM",,"0.002650469999935",BKK,"High Priority",M101,"R-ATM",518,"41627.5321875",Omron,S1A1066R,109,"The ATM changed mode to Off-Line.","G4S_BKK_FLM",13565503,"51.5137482","-0.0844692",ADM2,"41627.52953703",EC2N,"IBM_BKK_SLM",101637254,Branch
"2019-12-19T12:32:32.000+0000","7.5333311967552",Others,41627,1051R,19,"Working Day",Dec,Q4,"Greater London","Camden Town",51,Thu,2019,"2019-Q4","51.5296392","-0.1239574","51.5296392","-0.1239574","New ticket",101636903,9,"NW1 2ST",2ST,Others,"Device_info",Others,"Device_info","31 Euston Road",S1A1051R,"7.5333311967552","12/19/2019 12:32:32 PM","12/19/2019 12:40:04 PM",101636903,"0.0052314799977466",BKK,"High Priority","RAMA 3","R-ATM",700,"41627.52782407",Omron,S1A1051R,110,"The ATM changed mode to Supervisor.","Brinks_BKK_FLM",13565453,"51.5296392","-0.1239574",ADM2,"41627.52259259",NW1,"IBM_BKK_SLM",101636903,Branch
"2019-12-19T12:31:31.000+0000","6.5499983984046",Network,41627,1051R,19,"Working Day",Dec,Q4,"Greater London","Camden Town",51,Thu,2019,"2019-Q4","51.5296392","-0.1239574","51.5296392","-0.1239574","1st_level",,,"NW1 2ST",2ST,Power,"Power_Fail",Network,"Power_Fail","31 Euston Road",S1A1051R,"6.5499983984046","12/19/2019 12:31:31 PM","12/19/2019 12:38:04 PM",,"0.0045486099988921",BKK,"High Priority","RAMA 3","R-ATM",700,"41627.52644675",Omron,S1A1051R,18,"Power failure reported , Entering Service initiated","Brinks_BKK_FLM",13565447,"51.5296392","-0.1239574",ADM2,"41627.52189814",NW1,"IBM_BKK_SLM",101636903,Branch
"2019-12-19T12:27:38.000+0000","3.4833455993794",Others,41627,1432R,19,"Working Day",Dec,Q4,Westminster,,51,Thu,2019,"2019-Q4","51.5067734","-0.1431564","51.5067734","-0.1431564","New ticket",101636636,1179,"W1J 8EU",8EU,Others,"Device_info",Others,"Device_info","79 Piccadilly",S1A1432R,"91.433332809247","12/19/2019 12:27:38 PM","12/19/2019 1:59:04 PM",101636636,"0.063495370006422",BKK,Standard,M206,"R-ATM",700,"41627.52162037",Omron,S1A1432R,110,"The ATM changed mode to Supervisor.","Brinks_BKK_FLM",13565422,"51.5067734","-0.1431564","ADM1.5","41627.51920198",W1J,"IBM_BKK_SLM",101636636,Branch
"2019-12-19T11:53:15.000+0000","1.6833311913069",Network,41627,1089R,19,"Working Day",Dec,Q4,Westminster,,51,Thu,2019,"2019-Q4","51.5110401","-0.1391194","51.5110401","-0.1391194","1st_level",,,"W1B 4HX",4HX,Network,"1st_level",Network,"1st_level","133 Regent Street",S1A1089R,"1.6833311913069","12/19/2019 11:53:15 AM","12/19/2019 11:54:56 AM",,"0.0011689799939631",BKK,"High Priority",M106,"R-ATM",700,"41627.49648148",Diebold,S1A1089R,109,"The ATM changed mode to Off-Line.","G4S_BKK_FLM",13565258,"51.5110401","-0.1391194","OPTEVA 378","41627.4953125",W1B,"Diebold_BKK_SLM",101637098,Branch
"2019-12-19T11:34:32.000+0000","160.7500079996",Others,41627,1253R,19,"Working Day",Dec,Q4,"Greater London",Camberwell,51,Thu,2019,"2019-Q4","51.5074468","-0.0970845","51.5074468","-0.0970845","New ticket",101637029,746,"SE1 9DZ",9DZ,Others,"Device_info",Others,"Device_info","62-67 Park Street, Southwark",S1A1253R,"160.7500079996","12/19/2019 11:34:32 AM","12/19/2019 2:15:18 PM",101637029,"0.11163194999972",BKK,"High Priority",M304,"R-ATM",700,"41627.59395833",Diebold,S1A1253R,111,"The ATM changed mode to Closed.","G4S_BKK_FLM",13565148,"51.5074468","-0.0970845","OPTEVA 378","41627.48232638",SE1,"Diebold_BKK_SLM",101637029,Branch
"2019-12-19T11:33:50.000+0000","84.133339201799",Others,41627,1231R,19,"Working Day",Dec,Q4,"Greater London",Camberwell,51,Thu,2019,"2019-Q4","51.5046463","-0.0905008","51.5046463","-0.0905008","New ticket",101637024,586,"SE1 1YB",1YB,Others,"Device_info",Others,"Device_info","28 Borough High Street, Southwark",S1A1231R,"83.949998407625","12/19/2019 11:33:50 AM","12/19/2019 12:57:47 PM",101637024,"0.058298610005295",BKK,"High Priority",M105,"R-ATM",700,"41627.5402662",Diebold,S1A1231R,111,"The ATM changed mode to Closed.","G4S_BKK_FLM",13565138,"51.5046463","-0.0905008","OPTEVA 378","41627.48184027",SE1,"Diebold_BKK_SLM",101637024,Branch
"2019-12-19T11:26:45.000+0000","1.9333296047989",Network,41627,1236R,19,"Working Day",Dec,Q4,"Greater London","Camden Town",51,Thu,2019,"2019-Q4","51.5394101","-0.1426694","51.5394101","-0.1426694","1st_level",,,"NW1 8QL",8QL,Network,"1st_level",Network,"1st_level","176 Camden High Street, Camden",S1A1236R,"1.9333296047989","12/19/2019 11:26:45 AM","12/19/2019 11:28:41 AM",,"0.0013425900033326",BKK,"High Priority",M305,"R-ATM",700,"41627.47826388",Diebold,S1A1236R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13565098,"51.5394101","-0.1426694","OPTEVA 378","41627.47692129",NW1,"Diebold_BKK_SLM",101636998,Branch
"2019-12-19T11:23:49.000+0000","0.95001120236702",Network,41627,1240R,19,"Working Day",Dec,Q4,"Greater London",Poplar,51,Thu,2019,"2019-Q4","51.5274902","-0.0572693","51.5274902","-0.0572693","1st_level",,,"E2 9QW",9QW,Network,"1st_level",Network,"1st_level","465 Bethnal Green Road, Bethnal Green",S1A1240R,"0.95001120236702","12/19/2019 11:23:49 AM","12/19/2019 11:24:47 AM",,"0.00065973000164377",BKK,"High Priority",M303,"R-ATM",700,"41627.47554398",Diebold,S1A1240R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13565072,"51.5274902","-0.0572693","OPTEVA 378","41627.47488425",E2,"Diebold_BKK_SLM",101636981,Branch
"2019-12-19T11:07:19.000+0000","2.1166560030542",Network,41627,1089R,19,"Working Day",Dec,Q4,Westminster,,51,Thu,2019,"2019-Q4","51.5110401","-0.1391194","51.5110401","-0.1391194","1st_level",,,"W1B 4HX",4HX,Network,"1st_level",Network,"1st_level","133 Regent Street",S1A1089R,"2.1166560030542","12/19/2019 11:07:19 AM","12/19/2019 11:09:25 AM",,"0.001469900002121",BKK,"High Priority",M106,"R-ATM",700,"41627.46488425",Diebold,S1A1089R,109,"The ATM changed mode to Off-Line.","G4S_BKK_FLM",13564976,"51.5110401","-0.1391194","OPTEVA 378","41627.46341435",W1B,"Diebold_BKK_SLM",101636908,Branch
"2019-12-19T11:06:59.000+0000","93.083327998174",Network,41627,1051R,19,"Working Day",Dec,Q4,"Greater London","Camden Town",51,Thu,2019,"2019-Q4","51.5296392","-0.1239574","51.5296392","-0.1239574","1st_level",,,"NW1 2ST",2ST,Network,"1st_level",Network,"1st_level","31 Euston Road",S1A1051R,"93.083327998174","12/19/2019 11:06:59 AM","12/19/2019 12:40:04 PM",,"0.064641199998732",BKK,"High Priority","RAMA 3","R-ATM",700,"41627.52782407",Omron,S1A1051R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13564970,"51.5296392","-0.1239574",ADM2,"41627.46318287",NW1,"IBM_BKK_SLM",101636903,Branch
"2019-12-19T11:06:45.000+0000","5.1000047964044",Others,41627,1061R,19,"Working Day",Dec,Q4,"Greater London",Poplar,51,Thu,2019,"2019-Q4","51.4921822","-0.0241566","51.4921822","-0.0241566","New ticket",101634935,162,"E14 5AH",5AH,Others,"Device_info",Others,"Device_info","Unit 8, Canary Wharf",S1A1061R,"5.1000047964044","12/19/2019 11:06:45 AM","12/19/2019 11:11:51 AM","101634935-162","0.003541669997503",BKK,"High Priority",M206,"R-ATM",700,"41627.4665625",Omron,S1A1061R,110,"The ATM changed mode to Supervisor.","Brinks_BKK_FLM",13564968,"51.4921822","-0.0241566",ADM2,"41627.46302083",E14,"IBM_BKK_SLM",101634935,Branch
"2019-12-19T10:58:10.000+0000","7.8333407908212",Others,41627,1290R,19,"Working Day",Dec,Q4,Westminster,,51,Thu,2019,"2019-Q4","51.5123556","-0.1447347","51.5123556","-0.1447347","New ticket",101636894,1023,"W1S 1EA",1EA,Others,"Device_info",Others,"Device_info","129 New Bond Street",S1A1290R,"7.8333407908212","12/19/2019 10:58:10 AM","12/19/2019 11:06:01 AM",101636894,"0.0054398199936259",BKK,"High Priority",M101,"R-ATM",700,"41627.46251157",Diebold,S1A1290R,110,"The ATM changed mode to Supervisor.","G4S_BKK_FLM",13564957,"51.5123556","-0.1447347","OPTEVA 378","41627.45707175",W1S,"Diebold_BKK_SLM",101636894,Branch
"2019-12-19T10:56:29.000+0000","2.01667679823",Network,41627,1254R,19,"Working Day",Dec,Q4,"Greater London",Wandsworth,51,Thu,2019,"2019-Q4","51.4603463","-0.2150016","51.4603463","-0.2150016","1st_level",,,"SW15 2SH",2SH,Network,"1st_level",Network,"1st_level","172 Upper Richmond Road, Putney",S1A1254R,"2.01667679823","12/19/2019 10:56:29 AM","12/19/2019 10:58:31 AM",,"0.0014004699987709",BKK,"High Priority",M305,"R-ATM",700,"41627.45730324",Diebold,S1A1254R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13564947,"51.4603463","-0.2150016","OPTEVA 378","41627.45590277",SW15,"Diebold_BKK_SLM",101636361,Branch
"2019-12-19T10:55:30.000+0000","10.61665919493",Others,41627,1295R,19,"Working Day",Dec,Q4,"Greater London",Greenwich,51,Thu,2019,"2019-Q4","51.4794176","-0.0101782","51.4794176","-0.0101782","New m/c and New ticket",101636888,1050,"SE10 8NF",8NF,Others,"Device_info",Others,"Device_info","275 Greenwich High Road, Greenwich",S1A1295R,"10.61665919493","12/19/2019 10:55:30 AM","12/19/2019 11:06:06 AM",101636888,"0.0073726799964788",BKK,"High Priority",M102,"R-ATM",700,"41627.46258101",Omron,S1A1295R,110,"The ATM changed mode to Supervisor.","G4S_BKK_FLM",13564942,"51.4794176","-0.0101782","ADM1.5","41627.45520833",SE10,"IBM_BKK_SLM",101636888,Branch
"2019-12-19T10:51:51.000+0000","2.5166591978632",Network,41627,1058R,19,"Working Day",Dec,Q4,"Greater London",Hounslow,51,Thu,2019,"2019-Q4","51.4925054","-0.2670554","51.4925054","-0.2670554","1st_level",,,"W4 4HJ",4HJ,Power,"Power_Fail",Network,"Power_Fail","281 Chiswick High Road, Chiswick",S1A1058R,"2.5166591978632","12/19/2019 10:51:51 AM","12/19/2019 10:54:21 AM",,"0.0017476799985161",BKK,"High Priority",M202,"R-ATM",253,"41627.45442129",Omron,S1A1058R,18,"Power failure reported , Entering Service initiated","Brinks_BKK_FLM",13564925,"51.4925054","-0.2670554",ADM2,"41627.45267361",W4,"IBM_BKK_SLM",101636876,Branch
"2019-12-19T10:50:09.000+0000","4.2166655987967",Network,41627,1058R,19,"Working Day",Dec,Q4,"Greater London",Hounslow,51,Thu,2019,"2019-Q4","51.4925054","-0.2670554","51.4925054","-0.2670554","1st_level",,,"W4 4HJ",4HJ,Network,"1st_level",Network,"1st_level","281 Chiswick High Road, Chiswick",S1A1058R,"4.2166655987967","12/19/2019 10:50:09 AM","12/19/2019 10:54:21 AM",,"0.0029282399991644",BKK,"High Priority",M202,"R-ATM",253,"41627.45442129",Omron,S1A1058R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13564917,"51.4925054","-0.2670554",ADM2,"41627.45149305",W4,"IBM_BKK_SLM",101636876,Branch
"2019-12-19T10:36:58.000+0000","2.5833312026225",Network,41627,1236R,19,"Working Day",Dec,Q4,"Greater London","Camden Town",51,Thu,2019,"2019-Q4","51.5394101","-0.1426694","51.5394101","-0.1426694","1st_level",,,"NW1 8QL",8QL,Network,"1st_level",Network,"1st_level","176 Camden High Street, Camden",S1A1236R,"2.5833312026225","12/19/2019 10:36:58 AM","12/19/2019 10:39:33 AM",,"0.0017939800018212",BKK,"High Priority",M305,"R-ATM",700,"41627.44413194",Diebold,S1A1236R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13564850,"51.5394101","-0.1426694","OPTEVA 378","41627.44233796",NW1,"Diebold_BKK_SLM",101636832,Branch
"2019-12-19T10:33:29.000+0000","5.9999904013239",Others,41627,1282R,19,"Working Day",Dec,Q4,"Greater London",Greenwich,51,Thu,2019,"2019-Q4","51.4794176","-0.0101782","51.4794176","-0.0101782","New ticket",101635248,962,"SE10 8NF",8NF,Others,"Device_info",Others,"Device_info","275 Greenwich High Road, Greenwich",S1A1282R,"5.9999904013239","12/19/2019 10:33:29 AM","12/19/2019 10:39:28 AM",101635248,"0.0041666600009194",BKK,"High Priority",M302,"R-ATM",528,"41627.44408564",Omron,S1A1282R,110,"The ATM changed mode to Supervisor.","G4S_BKK_FLM",13564825,"51.4794176","-0.0101782","ADM1.5","41627.43991898",SE10,"IBM_BKK_SLM",101635248,Branch
"2019-12-19T10:31:56.000+0000","1.9833263999317",Network,41627,1096R,19,"Working Day",Dec,Q4,"Greater London",Poplar,51,Thu,2019,"2019-Q4","51.4921822","-0.0241566","51.4921822","-0.0241566","1st_level",,,"E14 5AH",5AH,Network,"1st_level",Network,"1st_level","Unit 8, Canary Wharf",S1A1096R,"1.9833263999317","12/19/2019 10:31:56 AM","12/19/2019 10:33:54 AM",,"0.0013773099999526",BKK,"High Priority",M103,"R-ATM",700,"41627.4402199",Diebold,S1A1096R,109,"The ATM changed mode to Off-Line.","G4S_BKK_FLM",13564816,"51.4921822","-0.0241566","OPTEVA 378","41627.43884259",E14,"Diebold_BKK_SLM",101636808,Branch
"2019-12-19T09:18:33.000+0000","2.9000015999191",Network,41627,1051R,19,"Working Day",Dec,Q4,"Greater London","Camden Town",51,Thu,2019,"2019-Q4","51.5296392","-0.1239574","51.5296392","-0.1239574","1st_level",,,"NW1 2ST",2ST,Power,"Power_Fail",Network,"Power_Fail","31 Euston Road",S1A1051R,"2.9000015999191","12/19/2019 9:18:33 AM","12/19/2019 9:21:27 AM",,"0.0020198899999438",BKK,"High Priority","RAMA 3","R-ATM",700,"41627.3899074",Omron,S1A1051R,18,"Power failure reported , Entering Service initiated","Brinks_BKK_FLM",13564391,"51.5296392","-0.1239574",ADM2,"41627.38789351",NW1,"IBM_BKK_SLM",101635039,Branch
"2019-12-19T09:12:49.000+0000","1.8666576000396",Network,41627,1222R,19,"Working Day",Dec,Q4,"Greater London",Merton,51,Thu,2019,"2019-Q4","51.421414","-0.2072315","51.421414","-0.2072315","1st_level",,,"SW19 7NF",7NF,Network,"1st_level",Network,"1st_level","5 Wimbledon Hill Road, Wimbledon",S1A1222R,"1.8666576000396","12/19/2019 9:12:49 AM","12/19/2019 9:14:40 AM",,"0.0012962900000275",BKK,"High Priority",M301,"R-ATM",700,"41627.38519675",Diebold,S1A1222R,109,"The ATM changed mode to Off-Line.","G4S_BKK_FLM",13564365,"51.421414","-0.2072315","OPTEVA 378","41627.38390046",SW19,"Diebold_BKK_SLM",101636498,Branch
"2019-12-19T08:54:14.000+0000","0.21666240063496",Cash,41627,1441R,19,"Working Day",Dec,Q4,"Greater London",Poplar,51,Thu,2019,"2019-Q4","51.5054472","-0.017385","51.5054472","-0.017385","New ticket",101636436,1247,"E14 5HQ",5HQ,Cash,Replenishment,Cash,Replenishment,"25th Floor, 8 Canada Square",S1A1441R,"11.716660793172","12/19/2019 8:54:14 AM","12/19/2019 9:05:57 AM",101636436,"0.0081365699952585",BKK,Standard,M304,"R-ATM",2,"41627.37114583",Omron,S1A1441R,1042,"The Chest Door is open. * (May be Replenishment , HW or crime)","Brinks_BKK_FLM",13564273,"51.5054472","-0.017385","ADM1.5","41627.37099537",E14,"IBM_BKK_SLM",101636436,Branch
"2019-12-19T08:44:45.000+0000","4.5666576025542",Others,41627,1082R,19,"Working Day",Dec,Q4,"Greater London",Kensington,51,Thu,2019,"2019-Q4","51.4910601","-0.1611043","51.4910601","-0.1611043","New m/c and New ticket",101636409,309,"SW3 4TZ",4TZ,Others,"Device_info",Others,"Device_info","76-78 Kings Road, Chelsea",S1A1082R,"4.5666576025542","12/19/2019 8:44:45 AM","12/19/2019 8:49:18 AM",101636409,"0.0031712900017737",BKK,"High Priority",M301,"R-ATM",700,"41627.36758101",Diebold,S1A1082R,110,"The ATM changed mode to Supervisor.","Brinks_BKK_FLM",13564232,"51.4910601","-0.1611043","OPTEVA 378","41627.36440972",SW3,"Diebold_BKK_SLM",101636409,Branch
