Column1,Column2,alert_category,alert_id,alert_importance,asset_criticality,asset_fix_status,asset_id,business_unit,comment,country,creation_time,description,event_id,host_name,last_modified_time,responder,response_status,severity,severity_value,site_name,src_ip,ticket_id,ticket_status,triggering_event,triggering_event3,zone,zone4
SJN-SE3007_3-FILL1:10.128.80.70:0da748-275fd8-e6856188-9067:High:Controller LAN:Risk Accepted,New,ICS Device,[AL-9003],Low,High,SJN-SE3007_3-FILL1:10.128.80.70:0da748-275fd8-e6856188-9067:High:Controller LAN:Risk Accepted,0da748-275fd8-e6856188-9067,Threat Intel,,Puerto Rico,today-6:63344,The status mode of PLC SJN-SE3007_3-FILL1 (10.128.80.70) has changed to Remote.,,SJN-SE3007_3-FILL1,today-5:63344,Idris Hopkins,Complete,Info,160000,San Juan,10.128.80.70,9a50cc-3c8bb1-60c42f4a-2595,Closed,-,,Controller LAN,Manufacturing LAN
SJN-WONDERW-MES01:10.128.80.11:097a7d-22ebb4-d3b925f3-10c0:Medium:DMZ:New,New,Network Connections,[AL-9012],Low,Medium,SJN-WONDERW-MES01:10.128.80.11:097a7d-22ebb4-d3b925f3-10c0:Medium:DMZ:New,097a7d-22ebb4-d3b925f3-10c0,,,Puerto Rico,today-2:48694,The server SJN-WONDERW-MES01 (10.128.80.11) has communicated to a new device: SJN-SE3007_3-FILL1 (10.128.80.70).,,SJN-WONDERW-MES01,today-2:48694,Morgan Depp,In Progress,Info,120000,San Juan,10.128.80.11,0a4a25-e7a20c-0055c862-3184,Open,-,,DMZ,DMZ
SJN-WONDERW-MES01:10.128.80.11:097a7d-22ebb4-d3b925f3-10c0:Medium:DMZ:Risk Accepted,New,Vulnerability,[AL-9019-MEDIUM],Medium,Medium,SJN-WONDERW-MES01:10.128.80.11:097a7d-22ebb4-d3b925f3-10c0:Medium:DMZ:Risk Accepted,097a7d-22ebb4-d3b925f3-10c0,Threat Intel,,Puerto Rico,today-21:32846,"A ""MEDIUM"" vulnerability has been added to the National Vulnerability Database (NVD) that potentially affects 1 asset(s) at the San Juan site.",,SJN-WONDERW-MES01,today-17:32846,Idris Hopkins,Complete,Medium,36000000,San Juan,10.128.80.11,4bc3f6-4cf368-53dbca4d-2cd0,Closed,"CVE-2015-3322 : Lenovo ThinkServer RD350, RD450, RD550, RD650, and TD350 servers before 1.26.0 use weak encryption to store (1) user and (2) administrator BIOS passwords, which allows attackers to decrypt the passwords via unspecified vectors.",,DMZ,
TUS-CENTUMVP-APP02:10.128.70.20:f6f004-3dfc57-cf5d68ac-0ea1:High:DMZ:New,New,CMDB,[AL-9046],Info,High,TUS-CENTUMVP-APP02:10.128.70.20:f6f004-3dfc57-cf5d68ac-0ea1:High:DMZ:New,f6f004-3dfc57-cf5d68ac-0ea1,,,Singapore,today-4:38495,"The server (TUS-CENTUMVP-APP02, 10.128.70.20) has been seen communicating at the Tuas site, but no CMDB entry exists.",,TUS-CENTUMVP-APP02,today-4:38495,System,New,Info,320,Tuas,10.128.70.20,0abcdf-861084-61b04764-be20,Open,-,,DMZ,DMZ
TUS-ENG-EWS01:10.128.70.76:859052-2515d9-d7dd1b8c-addc:High:Manufacturing LAN:Fixed,New,Network Data,[AL-9018],High,High,TUS-ENG-EWS01:10.128.70.76:859052-2515d9-d7dd1b8c-addc:High:Manufacturing LAN:Fixed,859052-2515d9-d7dd1b8c-addc,Automation,,Singapore,today-16:61091,Detected network scanning from External host 6.6.6.6 to Internal IP 10.128.70.76.,,TUS-ENG-EWS01,today-10:2344,Matt Pitt,Complete,Medium,24000000,Tuas,10.128.70.76,17243f-a56e5e-343c94bc-36ed,Closed,-,,Manufacturing LAN,Controller LAN
TUS-EXAQUANTUM-APP01:10.128.70.21:7fe07d-856e95-aed069cf-7ab9:Medium:DMZ:New,New,CMDB,[AL-9049-MultiHomed],Low,Medium,TUS-EXAQUANTUM-APP01:10.128.70.21:7fe07d-856e95-aed069cf-7ab9:Medium:DMZ:New,7fe07d-856e95-aed069cf-7ab9,Network Unit,,Singapore,today-27:4243,Multiple active IP addresses are assigned to a server (TUS-EXAQUANTUM-APP01) at the Tuas site.,,TUS-EXAQUANTUM-APP01,today-27:4243,Ralph Connery,Complete,Info,60000,Tuas,10.128.70.21,facdb2-cf6b78-e759eb3c-2216,Closed,-,,DMZ,Enterprise LAN
TUS-EXAQUANTUM-APP02:10.128.70.22:ff2e0b-fd2633-bf75a834-331a:Medium:DMZ:New,New,Network Connections,[AL-9012],Low,Medium,TUS-EXAQUANTUM-APP02:10.128.70.22:ff2e0b-fd2633-bf75a834-331a:Medium:DMZ:New,ff2e0b-fd2633-bf75a834-331a,,,Singapore,today-3:10193,The server TUS-EXAQUANTUM-APP02 (10.128.70.22) has communicated to a new device: TUS-FA-M3V_2-LINE1 (10.128.70.101).,,TUS-EXAQUANTUM-APP02,today-3:10193,Morgan Depp,In Progress,Info,60000,Tuas,10.128.70.22,e128eb-492a03-45ba084d-ef3d,Open,-,,DMZ,Manufacturing LAN
TUS-FA-M3V_1-LINE1:10.128.70.100:b0ecf9-36ce1b-ae3f2975-ac56:Critical:Risk Accepted|TUS-FA-M3V_2-LINE1:10.128.70.101:0bacee-fbebad-fe71b6f1-f833:High:Controller LAN:Risk Accepted|TUS-FA-M3V_1-LINE2:10.128.70.102:8ad970-cc9414-6587de16-cf28:Critical:Controller LAN:Risk Accepted|TUS-FA-M3V_2-LINE2:10.128.70.103:f4227f-e175f2-8e2656a4-42f1:High:Controller LAN:Risk Accepted|TUS-FA-M3V_1-LINE3:10.128.70.104:99136f-d092ec-66b6a453-f6c7:Critical:Controller LAN:Risk Accepted|TUS-FA-M3V_2-LINE3:10.128.70.105:5789a1-03c9f7-0a360f99-d779:High:Controller LAN:Risk Accepted|TUS-FA-M3V_1-LINE4:10.128.70.106:cf2b3c-c637db-aebcfe26-af2c:Critical:Controller LAN:Risk Accepted|TUS-FA-M3V_2-LINE4:10.128.70.107:536858-d4eeef-17738e8e-3830:High:Controller LAN:Risk Accepted,New,Vulnerability,[AL-9019-HIGH],High,"Critical,High,Critical,High,Critical,High,Critical,High",TUS-FA-M3V_1-LINE1:10.128.70.100:b0ecf9-36ce1b-ae3f2975-ac56:Critical:Controller LAN:Risk Accepted|TUS-FA-M3V_2-LINE1:10.128.70.101:0bacee-fbebad-fe71b6f1-f833:High:Controller LAN:Risk Accepted|TUS-FA-M3V_1-LINE2:10.128.70.102:8ad970-cc9414-6587de16-cf28:Critical:Controller LAN:Risk Accepted|TUS-FA-M3V_2-LINE2:10.128.70.103:f4227f-e175f2-8e2656a4-42f1:High:Controller LAN:Risk Accepted|TUS-FA-M3V_1-LINE3:10.128.70.104:99136f-d092ec-66b6a453-f6c7:Critical:Controller LAN:Risk Accepted|TUS-FA-M3V_2-LINE3:10.128.70.105:5789a1-03c9f7-0a360f99-d779:High:Controller LAN:Risk Accepted|TUS-FA-M3V_1-LINE4:10.128.70.106:cf2b3c-c637db-aebcfe26-af2c:Critical:Controller LAN:Risk Accepted|TUS-FA-M3V_2-LINE4:10.128.70.107:536858-d4eeef-17738e8e-3830:High:Controller LAN:Risk Accepted,"b0ecf9-36ce1b-ae3f2975-ac56,0bacee-fbebad-fe71b6f1-f833,8ad970-cc9414-6587de16-cf28,f4227f-e175f2-8e2656a4-42f1,99136f-d092ec-66b6a453-f6c7,5789a1-03c9f7-0a360f99-d779,cf2b3c-c637db-aebcfe26-af2c,536858-d4eeef-17738e8e-3830",Automation,,Singapore,today-24:54326,"A ""HIGH"" vulnerability has been added to the National Vulnerability Database (NVD) that potentially affects 8 asset(s) at the Tuas site.",,"TUS-FA-M3V_1-LINE1,TUS-FA-M3V_2-LINE1,TUS-FA-M3V_1-LINE2,TUS-FA-M3V_2-LINE2,TUS-FA-M3V_1-LINE3,TUS-FA-M3V_2-LINE3,TUS-FA-M3V_1-LINE4,TUS-FA-M3V_2-LINE4",today-19:54326,Matt Pitt,Complete,High,480000000,Tuas,"10.128.70.100,10.128.70.101,10.128.70.102,10.128.70.103,10.128.70.104,10.128.70.105,10.128.70.106,10.128.70.107",90dc8b-55f7f8-d0cc5b00-5509,Closed,"CVE-2014-3888 : Stack-based buffer overflow in BKFSim_vhfd.exe in Yokogawa CENTUM CS 1000, CENTUM CS 3000 R3.09.50 and earlier, CENTUM VP R5.03.20 and earlier, Exaopc R3.72.00 and earlier, B/M9000CS R5.05.01 and earlier, and B/M9000 VP R7.03.01 and earlier, when FCS/Test Function is enabled, allows remote attackers to execute arbitrary code via a crafted packet.",,Controller LAN,
TUS-FA-M3V_1-LINE2:10.128.70.102:8ad970-cc9414-6587de16-cf28:Critical:Controller LAN:Fixed,New,CMDB,[AL-9047],Medium,Critical,TUS-FA-M3V_1-LINE2:10.128.70.102:8ad970-cc9414-6587de16-cf28:Critical:Controller LAN:Fixed,8ad970-cc9414-6587de16-cf28,Automation,,Singapore,today-29:40745,"A PLC (TUS-FA-M3V_1-LINE2, 10.128.70.102) at the Tuas site that is assigned to the 10.128.70.96/27 subnet block has been seen communicating from outside of its designated block to 10.128.70.16/28.",,TUS-FA-M3V_1-LINE2,today-29:40745,Matt Pitt,Complete,Low,2000000,Tuas,10.128.70.102,8b6437-a142ee-7bcbdad3-6c18,Closed,-,,Controller LAN,Enterprise LAN
TUS-FA-M3V_1-LINE4:10.128.70.106:cf2b3c-c637db-aebcfe26-af2c:Critical:Controller LAN:New,New,ICS Device,[AL-9005],Info,Critical,TUS-FA-M3V_1-LINE4:10.128.70.106:cf2b3c-c637db-aebcfe26-af2c:Critical:Controller LAN:New,cf2b3c-c637db-aebcfe26-af2c,,,Singapore,today-7:29222,Logic updates were applied to TUS-FA-M3V_1-LINE4 (10.128.70.106).,,TUS-FA-M3V_1-LINE4,today-7:29222,System,New,Info,400,Tuas,10.128.70.106,b4016b-56060a-cdac3d6c-b06b,Open,-,,Controller LAN,DMZ
TUS-FA-M3V_2-LINE1:10.128.70.101:0bacee-fbebad-fe71b6f1-f833:High:Controller LAN:New,New,ICS Device,[AL-9003],Low,High,TUS-FA-M3V_2-LINE1:10.128.70.101:0bacee-fbebad-fe71b6f1-f833:High:Controller LAN:New,0bacee-fbebad-fe71b6f1-f833,Network Unit,,Singapore,today-8:78254,The status mode of PLC TUS-FA-M3V_2-LINE1 (10.128.70.101) has changed to Remote.,,TUS-FA-M3V_2-LINE1,today-4:23943,Ralph Connery,In Progress,Info,80000,Tuas,10.128.70.101,671362-a88771-33de08aa-a04d,Open,-,,Controller LAN,DMZ
TUS-FA-M3V_2-LINE2:10.128.70.103:f4227f-e175f2-8e2656a4-42f1:High:Controller LAN:New,New,ICS Device,[AL-9042-failed(1)],Low,High,TUS-FA-M3V_2-LINE2:10.128.70.103:f4227f-e175f2-8e2656a4-42f1:High:Controller LAN:New,f4227f-e175f2-8e2656a4-42f1,,,Singapore,today-6:39484,"A failed login attempt has occurred on PLC (TUS-FA-M3V_2-LINE2, 10.128.70.103) at the Tuas site.",,TUS-FA-M3V_2-LINE2,today-6:39484,System,New,Info,80000,Tuas,10.128.70.103,653fb6-4c80cb-f3e0c2e0-55d0,Open,-,,Controller LAN,DMZ
TUS-FA-M3V_2-LINE4:10.128.70.107:536858-d4eeef-17738e8e-3830:High:Controller LAN:New,New,CMDB,[AL-9048],Info,High,TUS-FA-M3V_2-LINE4:10.128.70.107:536858-d4eeef-17738e8e-3830:High:Controller LAN:New,536858-d4eeef-17738e8e-3830,,,Singapore,today-7:73954,"A new static IP address (10.128.70.200) has been assigned for a PLC (TUS-FA-M3V_2-LINE4, 10.128.70.107) at the Tuas site.",,TUS-FA-M3V_2-LINE4,today-7:73954,Morgan Depp,In Progress,Info,320,Tuas,10.128.70.107,44072a-e0db36-a2a61c96-4eab,Open,-,,Controller LAN,Enterprise LAN
TUS-HMI01-LINE2:10.128.70.70:9fe9a0-fdd5a2-773038ce-4245:Medium:Manufacturing LAN:Fixed,Fixed,OT Network,[AL-9011-Outbound],High,Medium,TUS-HMI01-LINE2:10.128.70.70:9fe9a0-fdd5a2-773038ce-4245:Medium:Manufacturing LAN:Fixed,9fe9a0-fdd5a2-773038ce-4245,Production,,Singapore,today-23:60833,"An HMI (TUS-HMI01-LINE2, 10.128.70.70) at the Tuas site successfully made an outbound communication with an external device at 6.6.6.6.",,TUS-HMI01-LINE2,today-20:60833,Meryl Bullock,Complete,Medium,18000000,Tuas,10.128.70.70,15cc19-40f5fa-13481bba-141e,Closed,-,,Manufacturing LAN,Manufacturing LAN
TUS-HMI01-LINE2:10.128.70.70:9fe9a0-fdd5a2-773038ce-4245:Medium:Manufacturing LAN:New,New,CMDB,[AL-9049-MultiHomed],Low,Medium,TUS-HMI01-LINE2:10.128.70.70:9fe9a0-fdd5a2-773038ce-4245:Medium:Manufacturing LAN:New,9fe9a0-fdd5a2-773038ce-4245,,,Singapore,today-6:48559,Multiple active IP addresses are assigned to an HMI (TUS-HMI01-LINE2) at the Tuas site.,,TUS-HMI01-LINE2,today-6:48559,System,New,Info,60000,Tuas,10.128.70.70,5d23ec-95fb43-0fb67b0b-233f,Open,-,,Manufacturing LAN,Controller LAN
TUS-JUNIPER-SW03:10.128.70.67:2c58a4-623b2e-1eb1220a-de0a:Critical:Manufacturing LAN:Risk Accepted|TUS-JUNIPER-SW01:10.128.70.98:78cf49-03cb86-6173ffd7-b72e:Critical:Controller LAN:Risk Accepted,New,Vulnerability,[AL-9019-HIGH],High,Critical,TUS-JUNIPER-SW03:10.128.70.67:2c58a4-623b2e-1eb1220a-de0a:Critical:Manufacturing LAN:Risk Accepted|TUS-JUNIPER-SW01:10.128.70.98:78cf49-03cb86-6173ffd7-b72e:Critical:Controller LAN:Risk Accepted,"2c58a4-623b2e-1eb1220a-de0a,78cf49-03cb86-6173ffd7-b72e",Automation,,Singapore,today-20:49284,"A ""HIGH"" vulnerability has been added to the National Vulnerability Database (NVD) that potentially affects 2 asset(s) at the Tuas site.",,"TUS-JUNIPER-SW03,TUS-JUNIPER-SW01",today-15:49284,Matt Pitt,Complete,High,400000000,Tuas,"10.128.70.67,10.128.70.98",368ffd-ef3244-094a77b7-dcde,Closed,"CVE-2018-0024 : An Improper Privilege Management vulnerability in a shell session of Juniper Networks Junos OS allows an authenticated unprivileged attacker to gain full control of the system. Affected releases are Juniper Networks Junos OS: 12.1X46 versions prior to 12.1X46-D45 on SRX Series; 12.3X48 versions prior to 12.3X48-D20 on SRX Series; 12.3 versions prior to 12.3R11 on EX Series; 14.1X53 versions prior to 14.1X53-D30 on EX2200/VC, EX3200, EX3300/VC, EX4200, EX4300, EX4550/VC, EX4600, EX6200, EX8200/VC (XRE), QFX3500, QFX3600, QFX5100;; 15.1X49 versions prior to 15.1X49-D20 on SRX Series.",,"Manufacturing LAN,Controller LAN",
TUS-OWS01-LINE3:10.128.70.75:5dec0a-6c3251-6f6f1762-c1b3:Low:Manufacturing LAN:Unable to Fix,New,Network Connections,[AL-9020-Denied-IP],Low,Low,TUS-OWS01-LINE3:10.128.70.75:5dec0a-6c3251-6f6f1762-c1b3:Low:Manufacturing LAN:Unable to Fix,5dec0a-6c3251-6f6f1762-c1b3,Automation,,Singapore,today-23:56488,"External device (6.6.6.6) attempted to establish an inbound TCP connection through the firewall to a workstation (TUS-OWS01-LINE3, 10.128.70.75) over 23 (commonly used for Telnet).",,TUS-OWS01-LINE3,today-23:56488,Matt Pitt,Complete,Info,40000,Tuas,10.128.70.75,0fc6dc-c5a172-a441e6f9-f4fe,Closed,-,,Manufacturing LAN,Controller LAN
TUS-PAYROLL-SVR01:10.128.70.35:2d9c90-852c56-7a89fb9f-8bf3:Critical:Enterprise LAN:New,New,Network Data,[AL-9016],Critical,Critical,TUS-PAYROLL-SVR01:10.128.70.35:2d9c90-852c56-7a89fb9f-8bf3:Critical:Enterprise LAN:New,2d9c90-852c56-7a89fb9f-8bf3,Automation,,Singapore,today-30:26250,Detected network scanning from Internal host 10.128.70.35 to Internal IP 10.128.70.101.,,TUS-PAYROLL-SVR01,today-27:25023,Matt Pitt,Complete,High,400000000,Tuas,10.128.70.35,f8ab6e-174ba1-9b821644-0fce,Closed,-,,Enterprise LAN,Controller LAN
TUS-PIHISTORIAN-APP01:10.128.70.37:080319-af6d89-a97b7951-8c2b:Low:Enterprise LAN:New,New,Network Connections,[AL-9020-Denied-IP],Low,Low,TUS-PIHISTORIAN-APP01:10.128.70.37:080319-af6d89-a97b7951-8c2b:Low:Enterprise LAN:New,080319-af6d89-a97b7951-8c2b,,,Singapore,today-6:29521,"External device (6.6.6.6) attempted to establish an inbound TCP connection through the firewall to server (TUS-PIHISTORIAN-APP01, 10.128.70.37) over 88 (commonly used for Kerberos).",,TUS-PIHISTORIAN-APP01,today-6:29521,Morgan Depp,In Progress,Info,40000,Tuas,10.128.70.37,df7b7d-3ed6cd-8436d555-349e,Open,-,,Enterprise LAN,Enterprise LAN
TUS-SONICWALL-FW01:10.128.70.1:8d3347-a9cd08-5e58b718-8338:High:DMZ:Risk Accepted,New,Vulnerability,[AL-9019-MEDIUM],Medium,High,TUS-SONICWALL-FW01:10.128.70.1:8d3347-a9cd08-5e58b718-8338:High:DMZ:Risk Accepted,8d3347-a9cd08-5e58b718-8338,Network Unit,,Singapore,today-19:49286,"A ""MEDIUM"" vulnerability has been added to the National Vulnerability Database (NVD) that potentially affects 1 asset(s) at the Tuas site.",,TUS-SONICWALL-FW01,today-15:49286,Ralph Connery,Complete,Medium,30000000,Tuas,10.128.70.1,15945c-f18d39-062d7d31-f6a9,Closed,"CVE-2018-9867 : In SonicWall SonicOS, administrators without full permissions can download imported certificates. Occurs when administrators who are not in the SonicWall Administrators user group attempt to download imported certificates. This vulnerability affected SonicOS Gen 5 version 5.9.1.10 and earlier.",,DMZ,
TUS-SONICWALL-FW02:10.128.70.66:096db0-fb041c-928eb317-fbc1:High:Manufacturing LAN:Risk Accepted,New,ICS Device,[AL-9021],Info,High,TUS-SONICWALL-FW02:10.128.70.66:096db0-fb041c-928eb317-fbc1:High:Manufacturing LAN:Risk Accepted,096db0-fb041c-928eb317-fbc1,Production,,Singapore,today-20:68935,"A firewall (TUS-SONICWALL-FW02, 10.128.70.66) at the Tuas site has been modified by a user (NGUYENH).",,TUS-SONICWALL-FW02,today-19:15935,Meryl Bullock,Complete,Info,320,Tuas,10.128.70.66,d5f682-351f8a-8356732b-f2d3,Closed,-,,Manufacturing LAN,DMZ
