Policy ID, Policy, Description, Recommendation, CQL, URL
AWS_000171, EFS file systems should be encrypted,"Amazon EFS file system provides simple and scalable file storage for EC2 Instances. As a security best practice, it is recommended to encrypt the EFS file system at rest and adhere to compliance standards.","It is not possible to encrypt the already created EFS file system. The only option is to create a new Amazon EFS file system with encryption enabled, and then copy all the data from the existing unencrypted file system onto the new one. Follow the below instructions to create an encrypted EFS file system. Login into Amazon Console https://console.aws.amazon.com/. Navigate to AWS EFS. Click on the ""Create File System"" button. Under Step 1: Configure file system access, choose your VPC, create your mount targets, and then choose Next Step. Under Step 2: Configure optional settings, ensure to check the box ""Enable encryption of data at rest,"" and select the KMS master key, and then choose Next Step. Under Step 3: Review and create, review your settings, and choose Create File System", EFSFileSystem should have encrypted=true, https://docs.aws.amazon.com/efs/latest/ug/encryption.html
AWS_000172, EFS file systems should have tags,Tags help you to group resources together that are related to or associated with each other. It is a best practice to tag cloud resources to better organize and gain visibility into their usage.," Log in to Amazon Console https://console.aws.amazon.com/. Navigate to AWS EFS. Select the specific EFS file system. And choose ""Actions"" and select ""Manage tags"". Under Manage tags screen, add appropriate tags and save the configuration", EFSFileSystem should not have tags isEmpty(), https://aws.amazon.com/answers/account-management/aws-tagging-strategies/
AWS_000173, EKS Clusters that do not have logging enabled,"Amazon EKS control plane logging provides audit and diagnostic logs to monitor the cluster. These logs are sent directly to the CloudWatch Logs in the same account. As a security best practice, ensure you enable the desired log types and stream them to CloudWatch logs."," Login into Amazon Console https://console.aws.amazon.com/. Navigate to AWS EKS. Select the EKS Cluster reported under violation. Select the specific EKS Cluster, navigate to the ""Logging"" section, click the ""Update"" button. Enable the desired log types, and save the configuration", EKSCluster should have clusterLogging with [enabled=true], https://docs.aws.amazon.com/eks/latest/userguide/control-plane-logs.html
AWS_000174, Elasticsearch domains should have encryption of data at rest enabled,"To meet security compliance standards and to protect the sensitive data from malicious attacks, Elasticsearch domains must enable encryption of data at rest. It encrypts domain aspects like indices, elastic search logs, swap files, data in the application directory, and automated snapshots. If a domain is already created without encryption, you can't enable the encryption on the same domain. You need to create a new domain by enabling encryption and migrate data from the old domain to the new domain."," Login into Amazon Console https://console.aws.amazon.com/. Navigate to AWS Elasticsearch Service. Select the ES domain reported as a violation, and copy the configuration details of the same. Create a new ES domain by setting ""Enable encryption of data at rest"", and selecting an appropriate key from the ""KMS master key"" dropdown. And also, ensuring the copied configurations from the old domain are set on the new domain. Once the new ES domain is created, follow the link to migrate data from the old domain to the new domain. https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-version-migration.html#snapshot-based-migration. Once data is migrated to a new domain, delete the old domain", ESDomain should have isEncryptionAtRestEnabled=true, https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/encryption-at-rest.html
AWS_000175, Elasticsearch cluster should have node-to-node encryption enabled,"The node-to-node encryption enables TLS 1.2 encryption for all communications between Elasticsearch nodes in a cluster. As an additional layer of security for ES domains, ensure to configure node-to-node encryption. By default, the node-to-node encryption is not enabled on ES domains, and it is not possible to enable node-to-node encryption on an already created domain. To enable the feature, you must create another domain and migrate your data. And node-to-node encryption works only on Elasticsearch versions 6.0 or later."," Login into Amazon Console https://console.aws.amazon.com/. Navigate to AWS Elasticsearch Service. Select the ES domain reported as a violation, and copy the configuration details of the same. Create a new ES domain by enabling ""Node-to-node encryption"". https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-createupdatedomains.html#es-createdomains And ensure the copied configurations are set on the new domain. Once the new ES domain is created, follow the link to migrate data from the old domain to the new domain. https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-version-migration.html#snapshot-based-migration. Once data is migrated to a new domain, delete the old domain", ESDomain should have isNodeToNodeEncryptionEnabled=true, https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/ntn.html
AWS_000176, Elasticsearch domains should have HTTPS enabled,Ensure the Elasticsearch domains enable HTTPS connection to avoid any eavesdropping or man-in-the-middle attacks.," Login into Amazon Console https://console.aws.amazon.com/. Navigate to AWS Elasticsearch Service. Select the ES domain reported as a violation, and click ""Edit domain"". Under ""Encryption"", check ""Require HTTPS for all traffic to the domain"" and submit the configuration changes", ESDomain should have isHTTPSEnforcedOnDomainEndpoint=true, undefined
AWS_000177, Elasticsearch domains should have VPC configured,"The VPC access enables you to connect to Elasticsearch domains from within an Amazon VPC without the need for NAT or Internet Gateways. It ensures that the traffic between your other application services and Elasticsearch stays within the AWS private network, isolated from the public internet."," Login into Amazon Console https://console.aws.amazon.com/. Navigate to AWS Elasticsearch Service. Select the ES domain reported as a violation, and copy the configuration details of the same. Create a new ES domain by setting ""VPC access"" under Network configuration and selecting corresponding VPC, subnet, and security groups.https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-createupdatedomains.html#es-createdomains And ensure the copied configurations are set on the new domain. Once the new ES domain is created, follow the link to migrate data from the old domain to the new domain. https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-version-migration.html#snapshot-based-migration. Once data is migrated to a new domain, delete the old domain", ESDomain should not have vpcId isEmpty(), https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-vpc.html
AWS_000178, Elasticsearch zone awareness should be enabled,"To improve the fault-tolerance for your ES domain, ensure you enable zone awareness. It distributes the Elasticsearch nodes across multiple availability zones in the same AWS region and assures the cluster is highly available.","Login into Amazon Console https://console.aws.amazon.com/. Navigate to AWS Elasticsearch Service. Select the ES domain reported as a violation, and click ""Edit domain"". Under ""Data nodes"", ensure the ""Availability zones"" are set as ""2-AZ"" or ""3-AZ"" and the ""Number of nodes"" is configured to be more than one", ESDomain should have isESClusterZoneAwarenessEnabled=true, https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-managedomains.html#es-managedomains-multiaz
AWS_000179, Elasticsearch with anonymous access policy,"A resource-based policy enables you to specify which AWS account and which AWS users or roles can access your Amazon ES endpoint. It also provides an option to define a condition for restricting access to specific source IP addresses. Allowing access to any principal (* or AWS: *) on all actions(* or es:*) is against compliance requirements, and if appropriate conditions are not added, it might expose Elasticsearch to the public. As a best practice, ensure you allow access to the specific principal on a particular set of actions on the Elasticsearch."," Login into Amazon Console https://console.aws.amazon.com/. Navigate to AWS Elasticsearch Service. Select the ES domain reported as a violation, and click ""Modify access policy"". Ensure access policy does not contain Effect as ""Allow"" and Principal as ""*"" or ""AWS: *"" and Action as ""*"" or ""es:*"""," ESDomain should not have accessPolicyStatement with [(principalAWS contain-any ('*') or principal='*') and effect='allow' and action contain-any ('*', 'es:*')]", https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-ac.html
AWS_000180, Elasticsearch missing tags,Tags help you to group resources together that are related to or associated with each other. It is a best practice to tag cloud resources to better organize and gain visibility into their usage.," Login into Amazon Console https://console.aws.amazon.com/. Navigate to AWS Elasticsearch Service. Select the ES domain reported as a violation, and click ""Manage tags"". Under Manage tags screen, add appropriate tags, and submit the configuration", ESDomain should not have tags isEmpty(), https://aws.amazon.com/answers/account-management/aws-tagging-strategies/
AWS_000181,EC2 instance exposed to public,"Allowing access from all IP addresses on the Internet to EC2 instance is risky as it can lead to Brute Force or DoS attacks. To determine public access of an instance, Cloud Control checks for all the following conditions. (i) instance associated with Public IP address. (ii) instance associated with security group allowing traffic on any port from 0.0.0.0/0. (iii) instance placed in a subnet that is connected to the Internet gateway, and the subnet is associated with NACL allowing traffic from 0.0.0.0/0 on any port. As a security best practice, ensure EC2 instances are not open to the World.","Log in to Amazon Console https://console.aws.amazon.com/, Choose EC2 or VPC Service. In the Navigation pane, choose ""Security Groups"". Select the security group to edit, click on the ""Inbound"" tab and click Edit. Replace the rule with Source as 0.0.0.0/0 with specific IP address or delete the rule",EC2Instance should not have isPublic=true,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/authorizing-access-to-an-instance.html
AWS_000182,EC2 instance associated with security group allowing traffic from 0.0.0.0/0,"Associating an EC2 instance with a security group that allows traffic from 0.0.0.0/0 can lead to potential threats like Brute Force or DoS attacks. As a security best practice, ensure EC2 instances are associated with the security group(s) that are allowing traffic from specific IP addresses.","Log in to Amazon Console https://console.aws.amazon.com/, Choose EC2 or VPC Service. In the Navigation pane, choose ""Security Groups"". Select the security group to edit, click on the ""Inbound"" tab and click Edit. Replace the rule with Source as 0.0.0.0/0 with specific IP address or delete the rule",EC2Instance should not have sgInboundRules with [sourceIPv4Ranges with [cidr='0.0.0.0/0']],https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/authorizing-access-to-an-instance.html
AWS_000183,EC2 instance should have tags,Tags help you to group resources together that are related to or associated with each other. It is a best practice to tag cloud resources to better organize and gain visibility into their usage.,"Log in to Amazon Console https://console.aws.amazon.com/, Choose EC2. In the navigation pane, choose Instances and then choose the instance reported as a violation. Under ""Tags"" section, add appropriate tags and save the configuration",EC2Instance should not have tags isEmpty(), https://aws.amazon.com/answers/account-management/aws-tagging-strategies/
AWS_000184,S3 buckets should have tags,Tags help you to group resources together that are related to or associated with each other. It is a best practice to tag cloud resources to better organize and gain visibility into their usage.,"Login into Amazon Console https://console.aws.amazon.com/. Choose S3. Select the Bucket name reported as a violation, and click ""Properties"". Choose Tags and then choose Add Tag. Add appropriate tags and save the configuration",S3Bucket should not have tags isEmpty(), https://aws.amazon.com/answers/account-management/aws-tagging-strategies/
AWS_000185, IAM users should have tags,Tags help you to group resources together that are related to or associated with each other. It is a best practice to tag cloud resources to better organize and gain visibility into their usage.," Log in to Amazon Console https://console.aws.amazon.com/, Choose ""IAM"". In the navigation pane, choose Users and then choose the user reported as a violation. Under ""Tags"" section, add appropriate tags and save the configuration", IAMUser should not have tags isEmpty(), https://aws.amazon.com/answers/account-management/aws-tagging-strategies/
AWS_000186, IAM roles should have tags,Tags help you to group resources together that are related to or associated with each other. It is a best practice to tag cloud resources to better organize and gain visibility into their usage.," Log in to Amazon Console https://console.aws.amazon.com/, Choose ""IAM"". In the navigation pane, choose Roles and then choose the role reported as a violation. Under ""Tags"" section, add appropriate tags and save the configuration", IAMRole should not have tags isEmpty(), https://aws.amazon.com/answers/account-management/aws-tagging-strategies/
AWS_000187, Security groups should have tags,Tags help you to group resources together that are related to or associated with each other. It is a best practice to tag cloud resources to better organize and gain visibility into their usage.,"Log in to Amazon Console https://console.aws.amazon.com/, Choose EC2 or VPC Service. In the Navigation pane, choose ""Security Groups"". Choose the name of the security group that has reported as a violation. Under ""Tags"" section, add appropriate tags and save the configuration", SecurityGroup should not have tags isEmpty(), https://aws.amazon.com/answers/account-management/aws-tagging-strategies/
AWS_000188, RDS instance should have tags,Tags help you to group resources together that are related to or associated with each other. It is a best practice to tag cloud resources to better organize and gain visibility into their usage.," Log in to Amazon Console https://console.aws.amazon.com/, choose RDS. In the navigation pane, choose Databases. Choose the name of the DB instance that has reported as a violation. Under ""Tags"" section, add appropriate tags and save the configuration", RDSInstance should not have tags isEmpty(), https://aws.amazon.com/answers/account-management/aws-tagging-strategies/
AWS_000189, VPC should have tags,Tags help you to group resources together that are related to or associated with each other. It is a best practice to tag cloud resources to better organize and gain visibility into their usage.," Log in to Amazon Console https://console.aws.amazon.com/, Choose VPC Service. In the Navigation pane, choose ""Your VPCs"". Select the VPC reported under violation. Under ""Tags"" section, add appropriate tags and save the configuration", VPC should not have tags isEmpty(), https://aws.amazon.com/answers/account-management/aws-tagging-strategies/
AWS_000190, EKS clusters should have tags,Tags help you to group resources together that are related to or associated with each other. It is a best practice to tag cloud resources to better organize and gain visibility into their usage.," Login into Amazon Console https://console.aws.amazon.com/. Navigate to AWS EKS. Select the EKS Cluster reported under violation, and click ""Manage tags"". Under Manage tags screen, add appropriate tags, and submit the configuration", EKSCluster should not have tags isEmpty(), https://aws.amazon.com/answers/account-management/aws-tagging-strategies/
AWS_000191, ECS clusters should have tags,Tags help you to group resources together that are related to or associated with each other. It is a best practice to tag cloud resources to better organize and gain visibility into their usage.," Log in to Amazon Console https://console.aws.amazon.com/. Navigate to AWS ECS. Select the ECS Cluster reported under violation. Under ""Tags"" section, add appropriate tags and save the configuration", ECSCluster should not have tags isEmpty(), https://aws.amazon.com/answers/account-management/aws-tagging-strategies/
AWS_000192, EBS snapshot publicly accessible,"Snapshots are the backups taken on the Amazon EBS Volumes. They store sensitive and confidential information about your applications stored on the EBS volumes. As a best practice, avoid granting public access to the snapshots.","Log in to Amazon Console https://console.aws.amazon.com/, Choose ""EC2"". In the Navigation pane, select ""Snapshots"" under Elastic Block Store section. Select the snapshot reported as a violation and choose Actions > Modify Permissions. In the Modify Permissions modal, select the option ""Private"" and specify the account number you want to grant access and Save the configuration", EBSSnapshot should not have createVolumePermissionGroup='all',https://docs.aws.amazon.com/AWSEC2/latest/WindowsGuide/ebs-modifying-snapshot-permissions.html
AWS_000193, Ensure SQS queues not exposed to Everyone,"A resource-based policy enables you to specify which AWS account and which AWS users or roles can access your SQS Queue. Allowing access to any principal (* or AWS: *) is against compliance requirements, and if appropriate conditions are not added, it might expose the SQS queue to the public. As a best practice, ensure SQS queues enable access to only desired cloud accounts or IAM members."," Log in to Amazon Console https://console.aws.amazon.com/, Choose SQS service. Select the desired SQS queue and go to the ""Permissions"" tab in the bottom panel. Click Edit icon for the permission that has ""Effect"" as ""Allow"" and ""Principals"" as ""Everybody (*)"". Under ""Principal"" uncheck the option ""Everybody (*)"" and provide an appropriate AWS cloud account number or an IAM User, and click ""Save changes""", SQS should not have policyStatement with [(principal='*' or principalAWS contain-any ('*')) and effect='Allow'], https://docs.aws.amazon.com/AWSSimpleQueueService/latest/SQSDeveloperGuide/sqs-security-best-practices.html
AWS_000194,Ensure EC2 Instances enable detailed monitoring,"By default, all EC2 instances have CloudWatch Basic monitoring. In Basic monitoring, EC2 instance sends the metric data to CloudWatch for every 5 minutes,and you can use that data to access the historical information and gain better insights into the applications hosted on the platform. As a best practice, for certain critical EC2 instances, it is recommended to enable detail monitoring. In detail monitoring, the EC2 instance pushes the metric datafor every 1 minute and also allows you to aggregate data across groups of similar EC2 instances.","Log in to Amazon Console https://console.aws.amazon.com/, Choose EC2. In the Navigation pane, choose ""Instances"". Select the instance and choose ""Actions"", ""CloudWatch Monitoring"", ""Enable Detailed Monitoring"". In the ""Enable Detailed Monitoring"" dialog box choose ""Yes, Enable""",EC2Instance should have monitoringState = 'enabled',https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/using-cloudwatch-new.html
AWS_000195, SNS topics that allow everyone to publish,"A resource-based policy enables you to specify which AWS account and which AWS users or roles can access your SNS Topic. Allowing ""Everyone"" to publish messages to SNS topic is a security risk and can lead to DoS attacks. As a best practice, ensure SNS topics do not allow ""Everyone"" to Publish messages."," Log in to Amazon Console https://console.aws.amazon.com/, Choose SNS service. In the left navigation panel, select Topics. Select the desired SNS topic and click the Edit button. Under ""Access policy"" section, edit the policy statement, ensure no statement exist with a combination ""Effect"": ""Allow"", ""Principal"": { ""AWS"":""*"" }, ""Action"": ""SNS:Publish"" and click ""Save changes""", SNS should not have policyStatement with [effect = 'Allow' and action contain-any ('SNS:Publish') and (principal='*' or  principalAWS contain-any ('*'))], https://docs.aws.amazon.com/sns/latest/dg/sns-using-identity-based-policies.html
AWS_000196, SNS topics that allow everyone to subscribe,"A resource-based policy enables you to specify which AWS account and which AWS users or roles can access your SNS Topic. Allowing ""Everyone"" to subscribe to the SNS topic is a security risk and can lead to data leaks. As a best practice, ensure SNS topics do not allow ""Everyone"" to Subscribe to topics."," Log in to Amazon Console https://console.aws.amazon.com/, Choose SNS service. In the left navigation panel, select Topics. Select the desired SNS topic and click the Edit button. Under ""Access policy"" section, edit the policy statement, ensure no statement exist with a combination ""Effect"": ""Allow"", ""Principal"": { ""AWS"":""*"" }, ""Action"": [""SNS:Subscribe"", ""SNS:Receive""] and click ""Save changes"""," SNS should not have policyStatement with [effect = 'Allow' and action contain-any ('SNS:Subscribe', 'SNS:Receive') and (principal='*' or  principalAWS contain-any ('*'))]", https://docs.aws.amazon.com/sns/latest/dg/sns-using-identity-based-policies.html
AWS_000197, SNS topics that grant wildcard (*) access,"A resource-based policy enables you to specify which AWS account and which AWS users or roles can access your SNS Topic. Allowing access to any principal (* or AWS: *) is against compliance requirements, and if appropriate conditions are not added, it might expose SNS topics to the public. As a best practice, ensure SNS topics enable access to only desired cloud accounts or IAM members."," Log in to Amazon Console https://console.aws.amazon.com/, Choose SNS service. In the left navigation panel, select Topics. Select the desired SNS topic and click the Edit button. Under ""Access policy"" section, edit the policy statement, ensure no statement exist with a combination ""Effect"": ""Allow"", ""Principal"": { ""AWS"":""*"" } and click ""Save changes""", SNS should not have policyStatement with [effect = 'Allow' and (principal='*' or  principalAWS contain-any ('*'))], https://docs.aws.amazon.com/sns/latest/dg/sns-using-identity-based-policies.html
AWS_000198, SNS topics that are not encrypted,Ensure SNS topics are encrypted to protect sensitive messages and avoid any data leaks.," Log in to Amazon Console https://console.aws.amazon.com/, Choose SNS service. In the left navigation panel, select Topics. Select the desired SNS topic and click the Edit button. Under Encryption section, select ""Enable encryption"" and click ""Save changes""", SNS should not have kmsMasterKeyId isEmpty(), https://docs.aws.amazon.com/sns/latest/dg/sns-server-side-encryption.html
AWS_000199, SNS topics that are not encrypted using CMKs,Ensure SNS topics are encrypted using Customer Master Keys instead of default AWS managed keys reserved for SNS service to protect highly sensitive messages and have more control over the encryption and decryption process.," Log in to Amazon Console https://console.aws.amazon.com/, Choose SNS service. In the left navigation panel, select Topics. Select the desired SNS topic and click the Edit button. Under Encryption section, select ""Enable encryption"", choose one of the listed CMK (not the (Default) alias/aws/sns) or provide the ARN of the desired key. Click ""Save changes""", SNS should not have kmsMasterKeyId isEmpty() or kmsMasterKeyId='alias/aws/sns', https://docs.aws.amazon.com/sns/latest/dg/sns-server-side-encryption.html
AWS_000200,Ensure EBS Volumes attached to EC2 Instance are Encrypted,It is a security best practice to attach encrypted EBS volumes to EC2 instances to ensure data at rest is always protected.,"Log in to Amazon Console https://console.aws.amazon.com/, Choose EC2. In the Navigation pane, choose ""Volumes"". Select the unencrypted EBS volume that is attached to an EC2 instance, and create a snapshot of the volume. Go to Snapshots, select the newly created snapshot, and create a copy of the same by choosing the ""Encryption"" option. Select the newly created encrypted snapshot and create an EBS volume from the snapshot in the same availability zone as the EC2 Instance. Go to Instances, Stop the EC2 Instance. Go to Volumes, detach the unencrypted EBS volume. Select the newly created encrypted volume and attach the same to an EC2 Instance. Note: Ensure to specify the appropriate ""Device"" name while attaching a volume. e.g., for Linux root volumes specify the ""Device"" as ""/dev/xvda"". Go to Instances, Start the EC2 Instance",EC2Instance should not have attachedEBSVolumes with [encrypted = false ],https://docs.amazonaws.cn/en_us/AWSEC2/latest/UserGuide/EBSEncryption.html
AWS_000201, Ensure SQS queues enable a dead letter queue,"Dead-letter Queue helps you in troubleshooting the message failures. It isolates the problematic messages to help you determine the reasons for failures. As a best practice, ensure the desired SQS queues enable the dead letter queue.","Log in to Amazon Console https://console.aws.amazon.com/, Choose SQS service. Select the desired queue, click ""Queue Actions"" and select ""Configure Queue"". Under ""Dead Letter Queue Settings,"" check the option ""Use Redrive Policy,"" input the ""Dead Letter Queue"" name, and set ""Maximum Receives"" between 1 to 1000. Click on ""Save Changes""", SQS should not have deadLetterQueueArn isEmpty(), https://docs.aws.amazon.com/AWSSimpleQueueService/latest/SQSDeveloperGuide/sqs-dead-letter-queues.html
AWS_000202, Ensure Amazon SQS queues enable Server-Side Encryption (SSE),"Server-Side Encryption (SSE) protects the messages in SQS queues using AES 256 algorithm. As a security best practice, ensure you enable SSE for SQS queues that store sensitive data and protect the data at rest."," Log in to Amazon Console https://console.aws.amazon.com/, Choose SQS service. Select the desired queue, click ""Queue Actions"" and select ""Configure Queue"". Under ""Server-Side Encryption(SSE) Settings,"" check the option ""Use SSE,"" select the appropriate key under ""AWS KMS Customer Master Key (CMK)"", and set the ""Data Key Reuse Period"". Click on ""Save Changes""", SQS should not have kmsMasterKeyId isEmpty(), https://docs.aws.amazon.com/AWSSimpleQueueService/latest/SQSDeveloperGuide/sqs-server-side-encryption.html
AWS_000203, Ensure Redshift clusters are encrypted,"Encrypted DB instances provide an additional layer of data protection by securing data from unauthorized access to the underlying storage. It is a best practice to encrypt databases to increase the protection of data at rest, and also to fulfill compliance requirements."," Log in to AWS Management Console and open the Amazon Redshift console https://console.aws.amazon.com/redshift/. On the navigation menu, choose ""CLUSTERS""; select the desired cluster and click ""Actions"", ""Modify"". Under the ""Database configurations"" section, select the appropriate Encryption option (AWS Key Management Service or Hardware Security Module) and click ""Modify cluster""", RedshiftCluster should have encrypted=true, https://docs.aws.amazon.com/redshift/latest/mgmt/working-with-db-encryption.html
AWS_000204, Ensure Redshift clusters are not publicly accessible,"Granting public access allows unrestricted access to the database from any user or machine on the internet, and can result in malicious attacks. As a security best practice, and to meet the compliance guidelines, ensure the Redshift clusters are not publicly accessible."," Log in to AWS Management Console and open the Amazon Redshift console https://console.aws.amazon.com/redshift/. On the navigation menu, choose ""CLUSTERS""; select the desired cluster and click ""Actions"", ""Modify publicly accessible setting"". In the Publicly accessible pop-up, select the option ""No"" and click ""Confirm""", RedshiftCluster should have publiclyAccessible=false, 
AWS_000205, Ensure Redshift clusters enable audit logging,Database audit logs record the information about the connections and user activities in the database. It helps you to monitor the security of your database and also to troubleshoot any issues.,"Log in to AWS Management Console and open the Amazon Redshift console https://console.aws.amazon.com/redshift/. On the navigation menu, choose ""CLUSTERS""; click on the name of the desired cluster. In the cluster details view, choose the tab ""Maintenance and monitoring"", and under the ""Audit Logging"" section, click ""Edit"". In the Configure audit logging pop-up, select the option ""Yes"" to Enable audit logging, and also select the appropriate S3 bucket to store the audit logs, and click ""Confirm""", RedshiftCluster should have loggingEnabled=true, https://docs.aws.amazon.com/redshift/latest/mgmt/db-auditing.html
AWS_000206, Ensure Redshift clusters enable SSL for all connections,"As a security best practice, enable SSL on Redshift clusters to secure the database connections. Note: If a Redshift cluster is associated with the default parameter group, it is not possible to modify the parameter values. So, first, change them to the non-default parameter group and then set the parameter ""require_ssl"" to true."," Log in to AWS Management Console and open the Amazon Redshift console https://console.aws.amazon.com/redshift/. On the navigation menu, choose ""CLUSTERS""; click on the name of the desired cluster. In the cluster details view, select the tab ""Properties"", and under the ""Database configurations"" section, click on the non-default Parameter group. In the Workload management page, for the selected parameter group, select the tab ""Parameters"" and click ""Edit Parameters"". Set the ""require_ssl"" parameter to true and save the configuration", RedshiftCluster should have parameters with [parameterName='require_ssl' and parameterValue='true'], https://docs.aws.amazon.com/redshift/latest/mgmt/connecting-ssl-support.html
AWS_000207, Ensure unattached EBS volumes are deleted.,"To prevent data leaks and save costs, ensure the unattached EBS volumes are deleted.","Log in to AWS Management Console and go to Amazon EC2 console https://console.aws.amazon.com/ec2/. In the navigation pane, choose ""Elastic Block Store"", ""Volumes"". Select the volume with the state as ""available"" and choose ""Actions"", ""Delete Volume"". In the confirmation dialog box, click ""Yes, Delete""", EBSVolume should have state = 'in-use',https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ebs-deleting-volume.html
AWS_000208, Ensure SQS queues are Encrypted using CMKs,Ensure SQS queues are encrypted using Customer Master Keys instead of default AWS managed keys reserved for SQS service to protect highly sensitive messages and have more control over the encryption and decryption process.," Log in to Amazon Console https://console.aws.amazon.com/, Choose SQS service. Select the desired queue, click ""Queue Actions"" and select ""Configure Queue"". Under ""Server-Side Encryption(SSE) Settings,"" check the option ""Use SSE,"" for ""AWS KMS Customer Master Key (CMK)"" select one of the listed CMK (not the (Default) aws/sqs) or provide the ARN of the desired key, and set the ""Data Key Reuse Period"". Click on ""Save Changes""", SQS should not have kmsMasterKeyId isEmpty() or kmsMasterKeyId='alias/aws/sqs', https://docs.aws.amazon.com/AWSSimpleQueueService/latest/SQSDeveloperGuide/sqs-server-side-encryption.html
AWS_000209, Ensure CMKs (Customer Master Keys) are not exposed to everyone,"AWS Key Management Service helps you to create and manage CMKs (Customer Master Keys). The CMK is used to encrypt the data across various services like storage, compute, etc. So, allowing anonymous access to your AWS CMKs is a security risk and can lead to data loss."," Log in to Amazon Console https://console.aws.amazon.com/, Choose ""Key Management Service"". In the Navigation pane, choose ""Customer Managed Keys"". Click on ""Key ID"" of each key reported as violation. Under ""Key policy"" tab, click on ""Edit"" and ensure key policy does not contain Effect as ""Allow"" and Principal as ""*"" or ""AWS: *""", CMK should not have policyStatement with [(principal='*' or principalAWS contain-any ('*')) and effect='Allow'], https://docs.amazonaws.cn/en_us/kms/latest/developerguide/key-policies.html
AWS_000210, Ensure AMIs are encrypted.,Amazon Machine Image contains information to launch an EC2 instance. The AMIs that are encrypted always create an EC2 instance with encrypted root volumes. It is recommended to encrypt AMIs to protect sensitive information from unauthorized access.,"Log in to Log in to AWS Management Console https://console.aws.amazon.com/, Choose EC2 service. In the navigation pane, choose AMIs. Select the AMI, go to ""Actions"", ""Copy AMI"". In the Copy AMI dialog box, check the ""Encryption"" option and select the appropriate Master Key and click ""Copy AMI"". Once the new encrypted image is created successfully, deregister the old un-encrypted image", AMI should have blockDeviceMappings with [ebsEncrypted = true],https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/CopyingAMIs.html
AWS_000211, Ensure AMIs are not Publicly Accessible.,AMIs with public access can be accessed by any AWS account to create EC2 instances. And thus can expose any sensitive details stored as part of an image. So always ensure the AMIs are not configured with Public access.,"Log in to Amazon Console https://console.aws.amazon.com/, Choose EC2 service. In the navigation pane, choose AMIs. Select the AMI, go to ""Actions"", ""Modify Image Permissions"". Select the option ""Private"" and click Save", AMI should not have public = true,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/sharingamis-intro.html
AZURE_000001, Storage accounts without SSL access,"The ""secure transfer"" option enforces the SSL communication between the clients (users, applications) and storage accounts. It denies any unencrypted HTTP requests and protects data from eavesdropping and man-in-the-middle (MITM) attacks. It is best practice to enable SSL access on storage accounts hosting sensitive and private data."," Login in to Azure Portal https://portal.azure.com. Navigate to ""Storage accounts"" and select the storage account. Click on the ""configuration."". Set ""Secure transfer required"" to Enabled", StorageAccount should have enableHttpsTrafficOnly=true, https://docs.microsoft.com/en-gb/azure/storage/common/storage-security-guide#encryption-in-transit
AZURE_000002, Storage accounts without default access rule set as deny,It is recommended to restrict access to storage accounts from specific virtual networks. It helps in building a secure network boundary for your applications.," Login in to Azure Portal https://portal.azure.com. Navigate to ""Storage accounts"" and select the storage account. Click on the ""Firewalls and virtual networks."". Ensure ""Allow access from"" is set for ""Selected networks.""", StorageAccount should not have networkRuleDefaultAction='Allow', https://docs.microsoft.com/en-us/azure/storage/common/storage-network-security#grant-access-from-a-virtual-network
AZURE_000003, Storage accounts without access to trusted microsoft services,"Some Microsoft services that interact with storage accounts operate from networks that can not be granted access through network rules. So, to take benefits of all applicable Microsoft services like Azure Backup, Azure Data Box, Azure DevTest Labs, Azure Monitor etc...on storage accounts, it is recommended to add an exception to allow the set of trusted Microsoft services to bypass the network rules."," Login in to Azure Portal https://portal.azure.com. Navigate to ""Storage accounts"" and select the storage account. Click on the ""Firewalls and virtual networks."". Click on ""Selected networks."". Ensure ""Allow trusted Microsoft services to access this storage account"" is checked under ""Exceptions.""", StorageAccount should have networkRuleByPass='AzureServices', https://docs.microsoft.com/en-us/azure/storage/common/storage-network-security#exceptions
AZURE_000004, SQLServers without Auditing,Enabling Auditing on SQL server ensures that all existing and newly created databases on the SQL server instance are audited. It is a security best practice to enable auditing at SQL server to track all database events.," Login into Azure Portal https://portal.azure.com. Navigate to ""SQL servers."". For each SQL server, click on ""Auditing."". Ensure ""Auditing"" is set to ON", SQLServer should have auditState='Enabled', https://docs.microsoft.com/en-us/azure/sql-database/sql-database-auditing
