asset_category,tags,description,asset,related_info,contributor,asset_type
security,"windows, wineventlog","Search common event codes for suspicious behavior. Warning, this can take a while to run. ","index=* source=WinEventLog:security User!=SYSTEM User!=""LOCAL SERVICE"" User!=""NETWORK SERVICE""
| eval Trigger=case(EventCode=516, ""Audit Logs Modified"",EventCode=517, ""Audit Logs Modified"",EventCode=612, ""Audit Logs Modified"",EventCode=623, ""Audit Logs Modified"",EventCode=806, ""Audit Logs Modified"",EventCode=807, ""Audit Logs Modified"",EventCode=1101, ""Audit Logs Modified"",EventCode=1102, ""Audit Logs Modified"",EventCode=4612, ""Audit Logs Modified"",EventCode=4621, ""Audit Logs Modified"",EventCode=4694, ""Audit Logs Modified"",EventCode=4695, ""Audit Logs Modified"",EventCode=4715, ""Audit Logs Modified"",EventCode=4719, ""Audit Logs Modified"",EventCode=4817, ""Audit Logs Modified"",EventCode=4885, ""Audit Logs Modified"",EventCode=4902, ""Audit Logs Modified"",EventCode=4906, ""Audit Logs Modified"",EventCode=4907, ""Audit Logs Modified"",EventCode=4912, ""Audit Logs Modified"", EventCode=642, ""Account Modification"",EventCode=646, ""Account Modification"",EventCode=685, ""Account Modification"",EventCode=4738, ""Account Modification"",EventCode=4742, ""Account Modification"",EventCode=4781, ""Account Modification"", EventCode=1102, ""Audit Logs Cleared/Deleted"",EventCode=517, ""Audit Logs Cleared/Deleted"", EventCode=628, ""Passwords Changed"",EventCode=627, ""Passwords Changed"",EventCode=4723, ""Passwords Changed"",EventCode=4724, ""Passwords Changed"", EventCode=528, ""Successful Logons"",EventCode=540, ""Successful Logons"",EventCode=4624, ""Successful Logons"", EventCode=4625, ""Failed Logons"",EventCode=529, ""Failed Logons"",EventCode=530, ""Failed Logons"",EventCode=531, ""Failed Logons"",EventCode=532, ""Failed Logons"",EventCode=533, ""Failed Logons"",EventCode=534, ""Failed Logons"",EventCode=535, ""Failed Logons"",EventCode=536, ""Failed Logons"",EventCode=537, ""Failed Logons"",EventCode=539, ""Failed Logons"", EventCode=576, ""Escalation of Privileges"",EventCode=4672, ""Escalation of Privileges"",EventCode=577, ""Escalation of Privileges"",EventCode=4673, ""Escalation of Privileges"",EventCode=578, ""Escalation of Privileges"",EventCode=4674, ""Escalation of Privileges"")
| stats count by Trigger
| sort - count",,grdhg24,1
security,"windows, wineventlog",Logon Types within a windows environment with logon count.,"index=* source=""WinEventLog:security"" #(WinEventLog:security) This/these source/s must exist or edit to make search valid.
| eval LogonType=case(Logon_Type=""2"", ""Local Console Access"", Logon_Type=""3"", ""Accessing Network Folders or Files"", Logon_Type=""4"", ""Scheduled Task, Batch File, or Script"", Logon_Type=""5"", ""Service Account"", Logon_Type=""7"", ""Local Console Unlock"", Logon_Type=""8"", ""Network User Logon"", Logon_Type=""9"", ""Program launched with RunAs using /netonly switch"", Logon_Type=""10"", ""Remote Desktop via Terminal Services"", Logon_Type=""11"", ""Mobile Access or Network Domain Connection Resumed"")
| top limit=15 LogonType | eval percent = round(percent,2) . "" %""",,grdhg24,1
security,linux_secure,Escaltion of Privs via SU in Linux: ,"index=* sourcetype=linux_secure source=""/var/log/*"" ""su: ("" #(linux_secure) This/these sourcetype/s exist or edit to make search valid.
| eval Date=strftime(_time, ""%Y/%m/%d"")
| rex "".*:\d{2}\s(?<hostname>\S+)""
| rex ""su:\s\Sto\sroot\S\s(?<SU>\S+)""
| stats  count by Date, hostname, SU
| rename  count as ""Occurrences""
| rename  SU as ""Account with Escalated Privileges"" | sort - Date",,grdhg24,1
security,linux_secure ,List of user accounts in a linux environment:,"index=* sourcetype=linux_secure #(linux_secure) This/these sourcetype/s exist or edit to make search valid.
| rex ""\suser[^'](?<User>\S+\w+)""
| stats count by User",,grdhg24,1
security,linux_secure ,Count of Unique users in a linux environment ,"index=* sourcetype=linux_secure
| rex ""\suser[^'](?<User>\S+\w+)""
| stats dc(User)",,grdhg24,1
security,linux_secure ,Top 10 most active users in Linux,"index=* sourcetype=linux_secure
| rex ""\suser[^'](?<User>\S+\w+)""
| top limit=10 User",,grdhg24,1
security,linux_secure ,"List of hosts in a Linux Environment. If you are using a universal forwarder, this field will be autoextracted as ""host"". ","index=* sourcetype=linux_secure
| rex "".*:\d{2}\s(?<hostname>\S+)""
| stats count by hostname",,grdhg24,1
security,linux_secure rex,"Top 10 most active hosts in a Linux Environment: If using a universal forwarder, rex isn't needed, this will be extracted as ""host"".","index=* sourcetype=linux_secure
| rex "".*:\d{2}\s(?<hostname>\S+)""
| top limit=10 hostname",,grdhg24,1
security,linux_secure ,Number of hosts the root account was detected on.,"index=* sourcetype=linux_secure
| rex "".*:\d{2}\s(?<hostname>\S+)""
| rex ""\suser[^'](?<User>\S+\w+)""
| search User=""root""
| stats dc(hostname)",,grdhg24,1
security,"windows, wineventlog","Accounts deleted within 24 hours of creation: 2008 or better, requires the Splunk app for Windows ","index=* sourcetype=WinEventLog:Security (EventCode=4726 OR EventCode=4720)
|eval Date=strftime(_time, ""%Y/%m/%d"")
|rex ""Subject:\s+\w+\s\S+\s+\S+\s+\w+\s\w+:\s+(?<SourceAccount>\S+)""
| rex ""Target\s\w+:\s+\w+\s\w+:\s+\S+\s+\w+\s\w+:\s+(?<DeletedAccount>\S+)""
| rex ""New\s\w+:\s+\w+\s\w+:\s+\S+\s+\w+\s\w+:\s+(?<NewAccount>\S+)""
| eval SuspectAccount=coalesce(DeletedAccount,NewAccount)
| transaction SuspectAccount startswith=""EventCode=4720"" endswith=""EventCode=4726"" |eval duration=round(((duration/60)/60)/24, 2)
| eval Age=case(duration<=1, ""Critical"", duration>1 AND duration<=7, ""Warning"", duration>7, ""Normal"")
| table Date, index, host, SourceAccount, SuspectAccount, duration, Age
| rename duration as ""Days Account was Active"" | sort + ""Days Account was Active""",,grdhg24,1
security,windows wineventlog,"Accounts deleted within 24 hours of creation: 2003 or older, requires the Splunk app for Windows","index=* sourcetype=WinEventLog:Security (EventCode=630 OR EventCode=624) |eval Date=strftime(_time, ""%Y/%m/%d"") | transaction Target_Account_Name startswith=""EventCode=624"" endswith=""EventCode=630"" |eval duration=round(((duration/60)/60)/24, 2) | eval Age=case(duration<=1, ""Critical"", duration>1 AND duration<=7, ""Warning"", duration>7, ""Normal"")| table Date, index, host, Caller_User_Name, Target_Account_Name, duration, Age | rename duration as ""Days Account was Active"" | sort - Date",,grdhg24,1
security,iis transaction,Session Hijacking report/alert,"index=* sourcetype=*access*
| transaction JSESSIONID  #(JSESSIONID) This/these field/s must exist or edit to make search valid.
| where mvcount(clientip)>1  #(clientip) This/these field/s must exist or edit to make search valid.
| table clientip, JSESSIONID",,grdhg24,1
security,endpoint system,Unusual/short file names used by hackers to avoid detection,"index=YOURINDEX
| eval file_length=len(file)       #(file) This/these field/s must exist or edit to make search valid.
| where file_length < 4",,grdhg24,1
security,process,Process List via Tasklist in Microsoft Windows or Linux ps command.,"index=YOURINDEX
| stats dc(host) by process
| sort dc(host)",,grdhg24,1
security,dns,"Unusual outbound activity using a high number of DNS requests occurring from a particular client compared to a baseline. It’s possible advanced threat communication (instruction, stealing data) via the DNS protocol is being used. ","index=* sourcetype=dns       #(dns) Make sure that this/these sourcetype/s exist or edit to make search valid.
| stats count(clientip) AS Requests by clientip #(clientip) This/these field/s must exist or edit to make search valid.
| sort - Requests",,grdhg24,1
security,dns,"Unusual outbound activity using a High number of same-sized DNS requests from an internal host, patterns of same-sized DNS requests which can evidence advanced threat communication (instruction/data theft) using DNS.","index=* sourcetype=dns #(dns) Make sure that this/these sourcetype/s exist or edit to make search valid.
| eval Length=len(query)
| stats count(clientip) by Length #(clientip) This/these field/s must exist or edit to make search valid.
| sort – Length",,grdhg24,1
special,find needle haystack pwn,Find crazy errors.,"index=* err* OR fail* OR crit* OR fatal* OR except*
| rex field=punct ""(?<smallpunct>.{5})""
| eval smallpunct= ""*"" + smallpunct
| stats first(_raw) as example count by smallpunct
| sort -count
| fields smallpunct,count,example",,grdhg24,1
misc,coffee,silly,"index=beerme earliest=@d+17h+15m latest=now item=beer OR item=wine OR item=liquor
| lookup nutritioninfo item OUTPUT alcohol_pct
| stats sum(eval((alcohol_pct/100)*qty) as oz_alcohol",,grdhg24,1
mail,email,The idea is to tie ESA emails together by message id.,"index=email
| transaction internal_message_id dcid icid maxevents=100 maxspan=30s endswith=""Message finished""",,grdhg24,1
splunk_internal,delay,"To measure the delay between the time stamp of the events and the indexing time (the time that the indexer receives and processes the events), use the following method: Look at the delay in seconds per source for a particular host.
","source=mysource host=myhost
| eval delay_sec=_indextime-_time
| timechart min(delay_sec) avg(delay_sec) max(delay_sec) by source",,grdhg24,1
splunk_internal,delay pwn,"To measure the delay between the time stamp of the events and the indexing time (the time that the indexer receives and processes the events), use the following method: Look at the delay per host for the Splunk internal logs.","index=_internal source=*splunkd.log*
| eval delay_sec=_indextime-_time
| timechart min(delay_sec) avg(delay_sec) max(delay_sec) by host
",,grdhg24,1
misc,,coffee,"#Where the streets have no name#
* source=streets NOT name=*",,grdhg24,1
misc,,coffee,"#All the King's Horses#
source=hm_stables | top limit=0 horse",,grdhg24,1
misc,coffee,coffee,"#How Long is this Going to Take?#
source=history
| stats stdev(dur) as stdev, avg(dur) as avg
| eval soonest=avg-(3*stdev)
| eval latest=avg+(3*stdev)",,grdhg24,1
misc,,coffee,"#Find Happiness#
happiness",,grdhg24,1
misc,time after time,90th Percentile Value for 24 hours over 30 days compared with todays value.,"index=* sourcetype=*
error earliest=-30d latest=@h
|timechart span=1h count
|eval StartTime=relative_time(now(),""-24h@h"")
|eval Series=if(_time>=StartTime,""TodaysCount,""p90"")
|eval Hour = strftime(_time,""%H"")
|chart p90(count) by Hour Series
Comparing equal time ranges in one report. 1 day is 86,400 seconds.
| eval _time = _time + 86400",,grdhg24,
misc,transaction,This search allows you to trace a process with duration at each hop without using the transaction command,"Transaction Search: Coalesce and Rename Highlighted

Example1:index=oidemo | rename phoneName as foo | rename JSESSIONID as foo
Result: Only foo are JSESSIONIDs

Example 2a:index=oidemo | rename JSESSIONID as foo, phoneName as foo
Result: Only foo are phoneName

Example3:index=oidemo | eval foo = coalesce(JSESSIONID, phoneName)
Result: foo are both phoneName and JSESSIONID

Pseudocode:
(for ease of describing techniques):
Search for some stuff | rename customField1 as commonFieldName | rename customField2 as commonFieldName | streamstats by commonFieldName to calculate the time between each hop | stats to calculate the aggregate results

Actual Code:
sourcetype=access_combined action=* | rename JSESSIONID as commonFieldName | reverse | streamstats window=2 global=false earliest(_time) as earliestTime latest(_time) as latestTime by commonFieldName | eval hopDuration=latestTime-earliestTime |  stats earliest(_time) as transactionStartTime latest(_time) as transactionEndTime count list(action) as pageAction list(hopDuration) as hopDuration by commonFieldName | eval totalTransactionDuration=transactionEndTime-transactionStartTime",,grdhg24,
splunk_internal,Case,"Eval's Case Statement: Case is like a series of if statements. While you could write if(a=b, ""hello!"",if(a=c, ""Goodbye!"", ""I dunno"")) that gets ugly as complexity increases. Better to write case(a=b, ""hello!"", a=c, ""Goodbye!"", 1=1, ""I dunno"").","index=_audit action=search info=completed
| eval search_et=if(search_et=""N/A"",0,search_et) | eval search_et_diff = exec_time - search_et | eval search_et_diff = if(search_et_diff < 0,0,search_et_diff)
| eval time_bucket = case(
		round((search_et_diff+1800)/3600,0)<10, ""< 0"" . round((search_et_diff+1800)/3600,0) . "" hr(s)"",
		round((search_et_diff+1800)/3600,0) <= 25, ""< "" . round((search_et_diff+1800)/3600,0) . "" hr(s)"",
		round((search_et_diff+3600*12)/(3600*24),0)<10, ""< 0"" . round((search_et_diff+3600*12)/(3600*24),0) . "" days"",
		round((search_et_diff+3600*12)/(3600*24),0)<32, ""< "" . round((search_et_diff+3600*12)/(3600*24),0) . "" days"",
		1 = 1,""> 1 month"")
| stats count median(event_count) avg(event_count) median(total_run_time) avg(total_run_time) sum(total_run_time) by time_bucket
| sort time_bucket",,grdhg24,
misc,xyseries,"Creating Your Own Table with xyseries

    Measuring in Standard Deviations: This is a convenient way to check for aberations without setting a predefined threshold (though the below is a pretty bad example of that).
    xyseries: Using xyseries allows you ample flexibility in creating the data that should be formatted on a table.","sourcetype=access_combined source=*sample_access_logs.txt
| bucket _time span=1h | stats avg(time_taken) as avg_time_taken by action _time
| eventstats avg(avg_time_taken) as avg_of_avg_is_often_bad_math stdev(avg_time_taken) as stdev by action
| eval sigmas = abs(avg_time_taken - avg_of_avg_is_often_bad_math) / stdev
| xyseries _time action sigmas",,grdhg24,
misc,fieldformat,"Sorting using fieldformat
Using fieldformat to control field appearances: while fieldformat is most often used for items like rounding or adding percentage signs, it works just as well if you want to totally change what is shown.","sourcetype=access_combined source=*sample_access_logs.txt
| timechart span=1h avg(time_taken) as time_taken
| eval SLARisk = case(time_taken<600,1, time_taken < 900, 2, 1=1, 3)
| eval ""SLA Number, for Illustration""=SLARisk
| fieldformat SLARisk = case(SLARisk=1,""Low"", SLARisk = 2, ""Medium"", SLARisk = 3, ""High"", 1=1, null)",,grdhg24,
misc,stats,Stats - Values vs List vs First and more,"index=_internal sourcetype=splunk_web_access user=admin
| rex field=uri_path ""(\/[^\/ ]*)?\/app\/(?<myapp>[^\/ ]*)\/(?<myview>[^\/ \?]*)"" | eval myview = if(myview=""@go"",""savedsearch"",myview)
| eval app_and_view = myapp . ""/"" . myview
| stats values(app_and_view) list(app_and_view) earliest(app_and_view) first(app_and_view)","This example leverages the following useful techniques:

    Stats values: Values will give you an deduplicated list of field values, in alphabetical order. Consider questions here like ""What webpages did my top spenders view?""
    Stats list: List will give you a list of field values, not deduplicated, in the order they were seen in the data. Consider questions here like ""What was the series of pages that caused someone to reach that 404?""
    Stats earliest: Will give you the oldest record. ""What was the first page they hit?""
    Stats first: Will give you the first record we saw. ""What was the last page someone hit?""",grdhg24,
splunk_internal,user pwn,Which users are logging in and logging out?,"index=_audit sourcetype=audittrail user=* action=log* | rename info as status | replace succeeded with success in status | replace failed with failure in status | replace ""login attempt"" with login in action |  stats count by user action status _time | append [search index=_internal sourcetype=splunk_web_service user=* action=log* | stats count by user action status _time] | join type=OUTER user [search index=_internal (component=UiAuth OR sourcetype=splunk_web_service) user=* clientip=* | stats first(clientip) as clientip by user] | table _time user host clientip action status count",,grdhg24,
splunk_internal,pwn,Saturated Event-Processing Queues,"| rest splunk_server_group=dmc_group_indexer /services/server/introspection/queues
| search title=tcpin_queue OR title=parsingQueue OR title=aggQueue OR title=typingQueue OR title=indexQueue
| eval fifteen_min_fill_perc = round(value_cntr3_size_bytes_lookback / max_size_bytes * 100,2)
| fields title fifteen_min_fill_perc splunk_server
| where fifteen_min_fill_perc > 90
| rename splunk_server as Instance, title AS ""Queue name"", fifteen_min_fill_perc AS ""Average queue fill percentage (last 15min)""",,grdhg24,
splunk_internal,pwn,Abnormal State of Indexer Processor,"| rest splunk_server_group=dmc_group_indexer /services/server/introspection/indexer
| fields splunk_server, average_KBps, status, reason
| where status != ""normal""
| eval average_KBps = round(average_KBps, 0)
| eval status= if(status==""normal"", status, status."" - "".reason)
| fields - reason
| rename splunk_server as Instance, average_KBps as ""Average KB/s (last 30s)"", status as Status ",,grdhg24,
splunk_internal,,Search Peer Not Responding,"| rest splunk_server=local /services/search/distributed/peers/
| where status!=""Up"" AND disabled!=0
| fields peerName, status
| rename peerName as Instance, status as Status",,grdhg24,
splunk_internal,,Critical System Physical Memory Usage,"| rest splunk_server_group=dmc_group_* /services/server/status/resource-usage/hostwide
| eval percentage=round(mem_used/mem,3)*100
| where percentage > 90
| fields splunk_server, percentage, mem_used, mem
| rename splunk_server AS Instance, mem AS ""Physical memory installed (MB)"", percentage AS ""Memory used (%)"", mem_used AS ""Memory used (MB)""",,grdhg24,
splunk_internal,,Near Critical Disk Usage,"| rest splunk_server_group=dmc_group_* /services/server/status/partitions-space
| eval free = if(isnotnull(available), available, free)
| eval usage = capacity - free
| eval pct_usage = floor(usage / capacity * 100)
| where pct_usage > 80
| stats first(fs_type) as fs_type first(capacity) AS capacity first(usage) AS usage first(pct_usage) AS pct_usage by splunk_server, mount_point
| eval usage = round(usage / 1024, 2)
| eval capacity = round(capacity / 1024, 2)
| rename splunk_server AS Instance mount_point as ""Mount Point"", fs_type as ""File System Type"", usage as ""Usage (GB)"", capacity as ""Capacity (GB)"", pct_usage as ""Usage (%)""",,grdhg24,
splunk_internal,,Build Standalone Asset Table,"| `dmc_get_local_instance_asset` | rename search_groups AS search_group| inputlookup append=true dmc_assets | stats last(*) AS * by peerURI, search_group | fields peerURI serverName host machine search_group",,grdhg24,
splunk_internal,pwn,Orphaned Scheduled Searches,"|  rest splunk_server=local /servicesNS/-/-/saved/searches add_orphan_field=yes count=0
| where disabled=0 AND is_scheduled=1
| stats count(eval(orphan=1)) AS orphaned_search_count by splunk_server
| eval severity_level = if(orphaned_search_count > 0, 3, 0)
| rename splunk_server AS instance
drilldown = | rest splunk_server=$instance$ /servicesNS/-/-/saved/searches add_orphan_field=yes count=0
| search orphan=1 disabled=0 is_scheduled=1
| eval status = if(disabled = 0, ""enabled"", ""disabled"")
| fields title eai:acl.owner eai:acl.app eai:acl.sharing orphan status is_scheduled cron_schedule next_scheduled_time next_scheduled_time actions
| rename title AS ""search name"" eai:acl.owner AS owner eai:acl.app AS app eai:acl.sharing AS sharing",,grdhg24,
splunk_internal,pwn,Find Ulimit Problems,"| rest splunk_server=local /services/server/info
| join type=outer splunk_server [rest splunk_server=local /services/server/sysinfo | fields splunk_server ulimits.data_segment_size ulimits.open_files ulimits.user_processes]
| eval ulimits.data_segment_size = if(isnotnull('ulimits.data_segment_size'), 'ulimits.data_segment_size', ""unavailable"")
| eval ulimits.open_files = if(isnotnull('ulimits.open_files'), 'ulimits.open_files', ""unavailable"")
| eval ulimits.user_processes = if(isnotnull('ulimits.user_processes'), 'ulimits.user_processes', ""unavailable"")
| eval sev_segment_size = case('ulimits.data_segment_size' == -1 OR 'ulimits.data_segment_size' >= 1073741824, 0, 'ulimits.data_segment_size' == ""unavailable"", -1, True(), 2)
| eval sev_open_files = case('ulimits.open_files' == -1 OR 'ulimits.open_files' >= 8192, 0, 'ulimits.open_files' == ""unavailable"", -1, True(), 2)
| eval sev_user_processes = case('ulimits.user_processes' == -1 OR 'ulimits.user_processes' >= 8192, 0, 'ulimits.user_processes' == ""unavailable"", -1, True(), 2)
| eval severity_level = max(sev_segment_size, sev_open_files, sev_user_processes)
| fields splunk_server ulimits.data_segment_size ulimits.open_files ulimits.user_processes severity_level
| rename splunk_server AS instance ulimits.data_segment_size AS ""ulimits.data_segment_size (current / recommended)"" ulimits.open_files AS ""ulimits.open_files (current / recommended)"" ulimits.user_processes AS ""ulimits.user_processes (current / recommended)""
| fieldformat ulimits.data_segment_size (current / recommended) = if('ulimits.data_segment_size (current / recommended)' >= 0, 'ulimits.data_segment_size (current / recommended)'."" / 1073741824"", 'ulimits.data_segment_size (current / recommended)')
| fieldformat ulimits.open_files (current / recommended) = if('ulimits.open_files (current / recommended)' >= 0, 'ulimits.open_files (current / recommended)'."" / 8192"", 'ulimits.open_files (current / recommended)')
| fieldformat ulimits.user_processes (current / recommended) = if('ulimits.user_processes (current / recommended)' >= 0, 'ulimits.user_processes (current / recommended)'."" / 8192"", 'ulimits.user_processes (current / recommended)')
| fields - _timediff",,grdhg24,
analytics,average,"AverageKB for Sourcetypes  (at every 30 seconds) along
With the average range for 2 hours, then 5 hours.
","index=_internal sourcetype=splunkd source=*metrics.log group=per_sourcetype_thruput | timechart span=1h avg(kb) range(kb) | streamstats window=2 avg(""range(kb)"") as avg_range_2_hr | streamstats window=5 avg(""range(kb)"") as avg_range_5_hr | fields _time avg*",,grdhg24,
special,anomalies expectedness,Anomalies Critical Errors,"index=* sourcetype=* (crit* OR fail* OR fatal OR except* OR err* OR status > 500) NOT success* OR NOT INFO OR NOT WARN
| anomalies threshold=0.03 labelonly=true by sourcetype
| search sourcetype=*
| eval threshold=0.03
| eval score=if(unexpectedness>=threshold, ""anomalous"", ""boring"")",,grdhg24,
misc,ForEach command,"For Each. This command will apply logic to all ""like"" fields in a result set. In this case I have fields that all begin with Per*. I want to round all the decimal places to 4. This is how you would do it. ","...| foreach Per* [eval <<FIELD>> = round(<<FIELD>>,4)] | sort -Percent5xx",,grdhg24,
splunk_internal,,Show how much disk space is used by _internal,index=_internal source=*license_usage.log type=Usage | eval gb=b/1024/1024/1024 | timechart span=1d sum(gb) as GB by host useother=false | untable _time host gb | top limit=1 host | join time [search index=_internal source=*license_usage.log type=Usage | eval gb=b/1024/1024/1024 | timechart span=1d sum(gb) as GB by sourcetype useother=false |untable _time sourcteype sum(GB)],,,
splunk_internal,,Events sent to Null Que,"index=_internal component=metrics processor=nullqueue group=pipeline sourcetype=splunkd | table _time log_level name processor cpu_seconds executes, cumulative_hits",,,
splunk_internal,,Datamodel search performance,"index=_internal sourcetype=scheduler component=SavedSplunker ACCELERATE NOT skipped run_time=* 
| rex field=savedsearch_id ""ACCELERATE_(?:[A-F0-9\-]{36}_)?(?<acceleration>.*?)_ACCELERATE""
| timechart span=5m max(run_time) AS run_time by acceleration",,,
splunk_internal,,Saved Search Scheduler Activity,"index=_internal sourcetype=scheduler result_count | extract pairdelim="","", kvdelim=""="", auto=f | stats avg(result_count) min(result_count) max(result_count), sparkline avg(run_time) min(run_time) max(run_time) sum(run_time) values(host) AS hosts count AS execution_count by savedsearch_name, app | join savedsearch_name type=outer [| rest /servicesNS/-/-/saved/searches | fields title eai:acl.owner cron_schedule dispatch.earliest_time dispatch.latest_time search | rename title AS savedsearch_name eai:acl.app AS App eai:acl.owner AS Owner cron_schedule AS ""Cron Schedule"" dispatch.earliest_time AS ""Dispatch Earliest Time"" dispatch.latest_time AS ""Dispatch Latest Time""]| rename savedsearch_name AS ""Saved Search Name"" search AS ""SPL Query"" app AS App | makemv delim="","" values(host) | sort - avg(run_time) | table ""Saved Search Name"", App, Owner, ""SPL Query"", ""Dispatch Earliest Time"" ""Dispatch Latest Time"" ""Cron Schedule"" hosts, execution_count, sparkline, *(result_count), sum(run_time) *(run_time)",,,
splunk_internal,,Show Indexing Queue Sizes,index=_internal source=*metrics.log group=queue (name=parsingqueue OR name=indexqueue OR name=typingqueue OR name=aggqueue) | timechart avg(current_size) by name,,,
splunk_internal,,Splunk Internal User Modifications,"index=_audit sourcetype=audittrail action=edit_user | eval Date=strftime(_time, ""%Y/%m/%d"") |where user!=object| stats count by user, info, object, Date | rename user as ""Authenticated User"" | rename info as ""Success Status"" | rename object as ""Modified Account"" | sort - count",,,
splunk_internal,,Last Time a Forwarder Checked In,"index=""_internal"" source=""*metrics.lo*"" group=tcpin_connections NOT eventType=* | eval sourceHost=if(isnull(hostname), sourceHost,hostname) | eval connectionType=case(fwdType==""uf"",""universal forwarder"", fwdType==""lwf"", ""lightweight forwarder"",fwdType==""full"", ""heavy forwarder"", connectionType==""cooked"" or connectionType==""cookedSSL"",""Splunk forwarder"", connectionType==""raw"" or connectionType==""rawSSL"",""legacy forwarder"")| eval build=if(isnull(build),""n/a"",build) | eval version=if(isnull(version),""pre 4.2"",version) | eval os=if(isnull(os),""n/a"",os)| eval arch=if(isnull(arch),""n/a"",arch) | eval lastReceived = case(kb>0, _time) | eval seconds=30 | eval event_count= tcp_eps * seconds | bin _time span=10m | stats first(connectionType) as connectionType first(version) as version max(_time) as lastConnected max(lastReceived) as lastReceived sum(kb) as kbTotal  sum(event_count) as events sum(seconds) as secs by sourceHost _time | stats first(connectionType) as connectionType first(version) as version max(lastConnected) as lastConnected max(lastReceived) as lastReceived by sourceHost | eval LastReceived=strftime(lastReceived, ""%Y/%m/%d %H:%M:%S"") | fields sourceHost, connectionType, LastReceived | sort + LastReceived",,,
splunk_internal,,TEST2,"index=_internal sourcetype=scheduler result_count | extract pairdelim="","", kvdelim=""="", auto=f | stats avg(result_count) min(result_count) max(result_count), sparkline avg(run_time) min(run_time) max(run_time) sum(run_time) values(host) AS hosts count AS execution_count by savedsearch_name, app | join savedsearch_name type=outer [| rest /servicesNS/-/-/saved/searches | fields title eai:acl.owner cron_schedule dispatch.earliest_time dispatch.latest_time search | rename title AS savedsearch_name eai:acl.app AS App eai:acl.owner AS Owner cron_schedule AS ""Cron Schedule"" dispatch.earliest_time AS ""Dispatch Earliest Time"" dispatch.latest_time AS ""Dispatch Latest Time""]| rename savedsearch_name AS ""Saved Search Name"" search AS ""SPL Query"" app AS App | makemv delim="","" values(host) | sort - avg(run_time) | table ""Saved Search Name"", App, Owner, ""SPL Query"", ""Dispatch Earliest Time"" ""Dispatch Latest Time"" ""Cron Schedule"" hosts, execution_count, sparkline, *(result_count), sum(run_time) *(run_time)",,,
splunk_internal,,CIM Assist,"index=*
| fields index, tag, user, action, object_category
| eval datamodel = if(tag=""alert"", index.""."".""alert"", datamodel)
| eval datamodel = if(tag=""listening"" AND tag=""port"", index.""."".""application_state_deprecated"".""."".""endpoint"", datamodel)
| eval datamodel = if(tag=""process"" AND tag=""report"", index.""."".""application_state_deprecated"".""."".""endpoint"", datamodel)
| eval datamodel = if(tag=""service"" AND tag=""report"", index.""."".""application_state_deprecated"".""."".""endpoint"", datamodel)
| eval datamodel = if(tag=""authentication"" AND action!=""success"" AND user!=""*$"", index.""."".""authentication"", datamodel)
| eval datamodel = if(tag=""certificate"", index.""."".""certificates"", datamodel)
| eval datamodel = if(tag=""change"" AND NOT (object_category=file OR object_category=directory OR object_category=registry), index.""."".""change"".""."".""change_analysis_deprecated"", datamodel)
| eval datamodel = if(tag=""dlp"" AND tag=""incident"", index.""."".""data_loss_prevention"", datamodel)
| eval datamodel = if(tag=""database"", index.""."".""database"", datamodel)
| eval datamodel = if(tag=""email"", index.""."".""email"", datamodel)
| eval datamodel = if(tag=""endpoint"" AND tag=""filesystem"", index.""."".""endpoint"", datamodel)
| eval datamodel = if(tag=""endpoint"" AND tag=""registry"", index.""."".""endpoint"", datamodel)
| eval datamodel = if(tag=""track_event_signatures"" AND (signature=""*"" OR signature_id=""*""), index.""."".""event_signatures"", datamodel)
| eval datamodel = if(tag=""messaging"", index.""."".""interprocess_messaging"", datamodel)
| eval datamodel = if(tag=""ids"" AND tag=""attack"", index.""."".""intrusion_detection"", datamodel)
| eval datamodel = if(tag=""inventory"" AND (tag=""cpu"" OR tag=""memory"" OR tag=""network"" OR tag=""storage"" OR (tag=""system"" AND tag=""version"") OR tag=""user"" OR tag=""virtual""), index.""."".""inventory"", datamodel)
| eval datamodel = if(tag=""jvm"", index.""."".""jvm"", datamodel)
| eval datamodel = if(tag=""malware"" AND tag=""attack"", index.""."".""malware"", datamodel)
| eval datamodel = if(tag=""network"" AND tag=""resolution"" AND tag=""dns"", index.""."".""network_resolution_dns"", datamodel)
| eval datamodel = if(tag=""network"" AND tag=""session"", index.""."".""network_sessions"", datamodel)
| eval datamodel = if(tag=""network"" AND tag=""communicate"", index.""."".""network_traffic"", datamodel)
| eval datamodel = if(tag=""performance"" AND (tag=""cpu"" OR tag=""facilities"" OR tag=""memory"" OR tag=""storage"" OR tag=""network"" OR (tag=""os"" AND ((tag=""time"" AND tag=""synchronize"") OR tag=""uptime""))), index.""."".""performance"", datamodel)
| eval datamodel = if(tag=""ticketing"", index.""."".""ticket_managment"", datamodel)
| eval datamodel = if(tag=""update"" AND tag=""status"", index.""."".""updates"", datamodel)
| eval datamodel = if(tag=""vulnerability"" AND tag=""report"", index.""."".""vulnerabilities"", datamodel)
| eval datamodel = if(tag=""web"", index.""."".""web"", datamodel)
| rex field=datamodel ""(?<index>[^\.]+)\.(?<datamodel>.*)""
| makemv delim=""."" datamodel
| stats values(index) as index by datamodel",,,
splunk_internal,,Sourcetypes by GB,"index=_internal source=*metrics.log
| eval GB=kb/(1024*1024) 
| search group=""per_sourcetype_thruput"" 
| timechart span=1d sum(GB) by series limit=20",,,
