store_address,store_address_line1,store_address_line2,store_city,store_coordinates,store_country,store_features,store_id,store_latitude,store_longitude,store_name,store_phone,store_state,store_zip
"400 Commons Way, 2475",400 Commons Way,2475,Bridgewater,"(40.588676, -74.61954)",US,0,301739,40.588676,-74.61954,"400 Commons Way, 2475
Bridgewater, NJ 08807-2800
(40.588676, -74.61954)",908-722-4911,NJ,08807-2800
1205 N. Hudson Street,1205 N. Hudson Street,,Hoboken,"(40.751184, -74.025381)",US,0,301740,40.751184,-74.025381,"1205 N. Hudson Street
Hoboken, NJ 07030-5404
(40.751184, -74.025381)",201-792-5400,NJ,07030-5404
482 West Broadway,482 West Broadway,,New York,"(40.72689, -74.000262)",US,0,301741,40.72689,-74.000262,"482 West Broadway
New York, NY 10012-5333
(40.72689, -74.000262)",212-254-0139,NY,10012-5333
518 Hudson Street,518 Hudson Street,,New York,"(40.733677, -74.006126)",US,Drive-Through,301742,40.733677,-74.006126,"518 Hudson Street
New York, NY 10014-2854
(40.733677, -74.006126)",646-486-0524,NY,10014-2854
3333 Rt. 27,3333 Rt. 27,,Franklin TWP,"(40.429599, -74.558712)",US,0,301743,40.429599,-74.558712,"3333 Rt. 27
Franklin TWP, NJ 08823-1312
(40.429599, -74.558712)",732-422-4420,NJ,08823-1312
72 Grove Street,72 Grove Street,,New York,"(40.73311, -74.002707)",US,0,301744,40.73311,-74.002707,"72 Grove Street
New York, NY 10014-3557
(40.73311, -74.002707)",646-486-2216,NY,10014-3557
80 Delancey Street,80 Delancey Street,,New York,"(40.719323, -73.989949)",US,0,301745,40.719323,-73.989949,"80 Delancey Street
New York, NY 10002-3133
(40.719323, -73.989949)",917-534-1397,NY,10002-3133
483 Franklin Avenue,483 Franklin Avenue,,Nutley,"(40.823195, -74.156095)",US,Drive-Through,301746,40.823195,-74.156095,"483 Franklin Avenue
Nutley, NJ 07110-1719
(40.823195, -74.156095)",973-562-0045,NJ,07110-1719
3710 Route 9,3710 Route 9,,Freehold,"(40.24797, -74.28456)",US,0,301747,40.24797,-74.28456,"3710 Route 9
Freehold, NJ 07728-9809
(40.24797, -74.28456)",732-683-9274,NJ,07728-9809
665 Broadway,665 Broadway,,New York,"(40.727193, -73.99546)",US,0,301748,40.727193,-73.99546,"665 Broadway
New York, NY 10012-2300
(40.727193, -73.99546)",917-534-0799,NY,10012-2300
378 6th Avenue,378 6th Avenue,,New York,"(40.733037, -73.99976)",US,Drive-Through,301749,40.733037,-73.99976,"378 6th Avenue
New York, NY 10011
(40.733037, -73.99976)",212-477-2690,NY,10011
79 Washington Square,79 Washington Square,,New York,"(40.729655, -73.996179)",US,0,301750,40.729655,-73.996179,"79 Washington Square
New York, NY 10003-6617
(40.729655, -73.996179)",212-995-3443,NY,10003-6617
93 Greenwich Avenue,93 Greenwich Avenue,,New York,"(40.73744, -74.001641)",US,0,301751,40.73744,-74.001641,"93 Greenwich Avenue
New York, NY 10014-5203
(40.73744, -74.001641)",212-462-4697,NY,10014-5203
"122 Greenwich Avenue, (space A)",122 Greenwich Avenue,(space A),New York,"(40.738441, -74.002217)",US,0,301752,40.738441,-74.002217,"122 Greenwich Avenue, (space A)
New York, NY 10011-7710
(40.738441, -74.002217)",212-366-4672,NY,10011-7710
76 9th Ave,76 9th Ave,,New York,"(40.741684, -74.004629)",US,0,301753,40.741684,-74.004629,"76 9th Ave
New York, NY 10011-4962
(40.741684, -74.004629)",646-230-7145,NY,10011-4962
49 -1/2 First Avenue,49 -1/2 First Avenue,,New York,"(40.72472, -73.987569)",US,0,301754,40.72472,-73.987569,"49 -1/2 First Avenue
New York, NY 10003-9430
(40.72472, -73.987569)",212-777-1752,NY,10003-9430
572 Valley Road,572 Valley Road,,Upper Montclair,"(40.839676, -74.208046)",US,0,301755,40.839676,-74.208046,"572 Valley Road
Upper Montclair, NJ 07043-1805
(40.839676, -74.208046)",973-655-0044,NJ,07043-1805
13-25  Astor Place,13-25  Astor Place,,New York,"(40.730006, -73.991658)",US,Drive-Through,301756,40.730006,-73.991658,"13-25 Astor Place
New York, NY 10003-6904
(40.730006, -73.991658)",212-982-3753,NY,10003-6904
40 Park Place,40 Park Place,,Morristown,"(40.7974, -74.481536)",US,0,301757,40.7974,-74.481536,"40 Park Place
Morristown, NJ 07960
(40.7974, -74.481536)",973-267-5751,NJ,7960
124 Eighth Avenue,124 Eighth Avenue,,New York,"(40.741152, -74.001294)",US,0,301758,40.741152,-74.001294,"124 Eighth Avenue
New York, NY 10011-5108
(40.741152, -74.001294)",212-462-2020,NY,10011-5108
510 Sixth Avenue,510 Sixth Avenue,,New York,"(40.737022, -73.996494)",US,0,301759,40.737022,-73.996494,"510 Sixth Avenue
New York, NY 10011
(40.737022, -73.996494)",212-242-5981,NY,10011
177 Eighth Avenue,177 Eighth Avenue,,New York,"(40.742999, -74.000343)",US,0,301760,40.742999,-74.000343,"177 Eighth Avenue
New York, NY 10011-1602
(40.742999, -74.000343)",212-414-8786,NY,10011-1602
145 2nd Avenue,145 2nd Avenue,,New York,"(40.729358, -73.987372)",US,0,301761,40.729358,-73.987372,"145 2nd Avenue
New York, NY 10003-5703
(40.729358, -73.987372)",212-780-0027,NY,10003-5703
160 Kingsland Rd,160 Kingsland Rd,,Clifton,"(40.827044, -74.139834)",US,0,301762,40.827044,-74.139834,"160 Kingsland Rd
Clifton, NJ 07014-1915
(40.827044, -74.139834)",973-779-6697,NJ,07014-1915
2 Meadowlands Plaza,2 Meadowlands Plaza,,East Rutherford,"(40.806431, -74.076824)",US,0,301763,40.806431,-74.076824,"2 Meadowlands Plaza
East Rutherford, NJ 07073-2137
(40.806431, -74.076824)",201-492-0938,NJ,07073-2137
546 Passaic Ave.,546 Passaic Ave.,,West Caldwell,"(40.848909, -74.296981)",US,Drive-Through,301764,40.848909,-74.296981,"546 Passaic Ave.
West Caldwell, NJ 07006-7449
(40.848909, -74.296981)",973-808-1849,NJ,07006-7449
10 UNION SQUARE EAST,10 UNION SQUARE EAST,,New York,"(40.735022, -73.989848)",US,0,301765,40.735022,-73.989848,"10 UNION SQUARE EAST
New York, NY 10003-3314
(40.735022, -73.989848)",212-982-8426,NY,10003-3314
300 W 23rd St.,300 W 23rd St.,,New York,"(40.745103, -73.998743)",US,0,301766,40.745103,-73.998743,"300 W 23rd St.
New York, NY 10011-2210
(40.745103, -73.998743)",646-638-1571,NY,10011-2210
310 Route 9 North,310 Route 9 North,,Manalapan,"(40.308548, -74.30362)",US,0,301767,40.308548,-74.30362,"310 Route 9 North
Manalapan, NJ 07726
(40.308548, -74.30362)",732-625-9029,NJ,7726
41 Union Square West,41 Union Square West,,New York,"(40.737035, -73.990558)",US,0,301768,40.737035,-73.990558,"41 Union Square West
New York, NY 10003-3236
(40.737035, -73.990558)",646-336-6945,NY,10003-3236
145 Third Avenue,145 Third Avenue,,New York,"(40.733749, -73.986598)",US,0,301769,40.733749,-73.986598,"145 Third Avenue
New York, NY 10003-2543
(40.733749, -73.986598)",212-677-7248,NY,10003-2543
684 Avenue of the Americas,684 Avenue of the Americas,,New York,"(40.741844, -73.993237)",US,0,301770,40.741844,-73.993237,"684 Avenue of the Americas
New York, NY 10010-5110
(40.741844, -73.993237)",212-691-1948,NY,10010-5110
229 Seventh Avenue,229 Seventh Avenue,,New York,"(40.744315, -73.99525)",US,0,301771,40.744315,-73.99525,"229 Seventh Avenue
New York, NY 10011-1808
(40.744315, -73.99525)",212-255-8750,NY,10011-1808
4 W. 21st Street,4 W. 21st Street,,New York,"(40.740382, -73.991165)",US,0,301772,40.740382,-73.991165,"4 W. 21st Street
New York, NY 10010-6945
(40.740382, -73.991165)",646-336-6583,NY,10010-6945
240 Park Avenue South,240 Park Avenue South,,New York,"(40.73798, -73.988303)",US,Drive-Through,301773,40.73798,-73.988303,"240 Park Avenue South
New York, NY 10003-1414
(40.73798, -73.988303)",212-375-1415,NY,10003-1414
360 Rt 3,360 Rt 3,,Clifton,"(40.829864, -74.136837)",US,0,301774,40.829864,-74.136837,"360 Rt 3
Clifton, NJ 07014
(40.829864, -74.136837)",973-473-2560,NJ,7014
700 Plaza Drive,700 Plaza Drive,,Secaucus,"(40.787156, -74.04626)",US,0,301775,40.787156,-74.04626,"700 Plaza Drive
Secaucus, NJ 07094-3604
(40.787156, -74.04626)",201-223-4924,NJ,07094-3604
14 W. 23rd St,14 W. 23rd St,,New York,"(40.741661, -73.990313)",US,0,301776,40.741661,-73.990313,"14 W. 23rd St
New York, NY 10010-5203
(40.741661, -73.990313)",212-367-2050,NY,10010-5203
750 6th Avenue,750 6th Avenue,,New York,"(40.743574, -73.992028)",US,0,301777,40.743574,-73.992028,"750 6th Avenue
New York, NY 10010-2710
(40.743574, -73.992028)",646-230-7208,NY,10010-2710
"286 First Avenue, A",286 First Avenue,A,New York,"(40.732401, -73.981499)",US,0,301778,40.732401,-73.981499,"286 First Avenue, A
New York, NY 10009-1850
(40.732401, -73.981499)",212-353-1214,NY,10009-1850
227 W 27th St,227 W 27th St,,New York,"(40.747097, -73.994576)",US,0,301779,40.747097,-73.994576,"227 W 27th St
New York, NY 10001
(40.747097, -73.994576)",201-638-6569,NY,10001
304 Park Avenue South,304 Park Avenue South,,New York,"(40.74016, -73.986971)",US,0,301780,40.74016,-73.986971,"304 Park Avenue South
New York, NY 10010-4301
(40.74016, -73.986971)",212-475-9025,NY,10010-4301
315 Seventh Avenue,315 Seventh Avenue,,New York,"(40.746974, -73.993323)",US,0,301781,40.746974,-73.993323,"315 Seventh Avenue
New York, NY 10001-6005
(40.746974, -73.993323)",646-336-6462,NY,10001-6005
450 W. 33rd Street,450 W. 33rd Street,,New York,"(40.753066, -73.999424)",US,0,301782,40.753066,-73.999424,"450 W. 33rd Street
New York, NY 10001-2603
(40.753066, -73.999424)",212-563-0692,NY,10001-2603
655 W 34th St,655 W 34th St,,New York,"(40.756782, -74.003423)",US,0,301783,40.756782,-74.003423,"655 W 34th St
New York, NY 10001-1114
(40.756782, -74.003423)",212-216-2426,NY,10001-1114
776 Avenue of the Americas,776 Avenue of the Americas,,New York,"(40.745213, -73.990874)",US,0,301784,40.745213,-73.990874,"776 Avenue of the Americas
New York, NY 10001-6354
(40.745213, -73.990874)",212-481-1856,NY,10001-6354
5400 Avenue U,5400 Avenue U,,Brooklyn,"(40.611043, -73.920461)",US,0,301785,40.611043,-73.920461,"5400 Avenue U
Brooklyn, NY 11234-5204
(40.611043, -73.920461)",718-253-3100,NY,11234-5204
1140 Broadway,1140 Broadway,,New York,"(40.743827, -73.989015)",US,0,301786,40.743827,-73.989015,"1140 Broadway
New York, NY 10010-7504
(40.743827, -73.989015)",212-213-6519,NY,10010-7504
296-300 Third Avenue,296-300 Third Avenue,,New York,"(40.738792, -73.983401)",US,0,301787,40.738792,-73.983401,"296-300 Third Avenue
New York, NY 10010-5506
(40.738792, -73.983401)",212-598-9651,NY,10010-5506
370 7th Avenue,370 7th Avenue,,New York,"(40.74899, -73.992372)",US,0,301788,40.74899,-73.992372,"370 7th Avenue
New York, NY 10001-3967
(40.74899, -73.992372)",212-967-2041,NY,10001-3967
261 Fifth Avenue,261 Fifth Avenue,,New York,"(40.745069, -73.986861)",US,0,301789,40.745069,-73.986861,"261 Fifth Avenue
New York, NY 10016-7701
(40.745069, -73.986861)",212-779-1557,NY,10016-7701
875 Sixth Ave,875 Sixth Ave,,New York,"(40.748026, -73.989251)",US,0,301790,40.748026,-73.989251,"875 Sixth Ave
New York, NY 10001
(40.748026, -73.989251)",212-629-6512,NY,10001
1 Penn Plaza,1 Penn Plaza,,New York,"(40.752586, -73.992834)",US,0,301791,40.752586,-73.992834,"1 Penn Plaza
New York, NY 10119-0002
(40.752586, -73.992834)",212-760-3001,NY,10119-0002
1 Penn Plaza Concourse Level,1 Penn Plaza Concourse Level,,New York,"(40.752587, -73.992835)",US,0,301792,40.752587,-73.992835,"1 Penn Plaza Concourse Level
New York, NY 10119-0002
(40.752587, -73.992835)",212-736-3206,NY,10119-0002
"1 Penn Plaza, Concourse level","1 Penn Plaza, Concourse level",,New York,"(40.752587, -73.992835)",US,0,301793,40.752587,-73.992835,"1 Penn Plaza, Concourse level
New York, NY 10119-0002
(40.752587, -73.992835)",212-279-1238,NY,10119-0002
424 Park Avenue South,424 Park Avenue South,,New York,"(40.74426, -73.983749)",US,0,301794,40.74426,-73.983749,"424 Park Avenue South
New York, NY 10016-8022
(40.74426, -73.983749)",212-725-0637,NY,10016-8022
334 Fifth Ave.,334 Fifth Ave.,,New York,"(40.747763, -73.985306)",US,0,301795,40.747763,-73.985306,"334 Fifth Ave.
New York, NY 10001-3105
(40.747763, -73.985306)",212-279-2960,NY,10001-3105
4-6 White Street,4-6 White Street,,Red Bank,"(40.350756, -74.065578)",US,0,301796,40.350756,-74.065578,"4-6 White Street
Red Bank, NJ 07701-1635
(40.350756, -74.065578)",732-530-3667,NJ,07701-1635
"601 Route 206 & 514, Suite #21",601 Route 206 & 514,Suite #21,Hillsborough,"(40.50014, -74.645645)",US,0,301797,40.50014,-74.645645,"601 Route 206 &amp; 514, Suite #21
Hillsborough, NJ 08844
(40.50014, -74.645645)",908-359-8266,NJ,8844
432 US Highway 202/206,432 US Highway 202/206,,Bedminster,"(40.663556, -74.644538)",US,0,301798,40.663556,-74.644538,"432 US Highway 202/206
Bedminster, NJ 07921-1514
(40.663556, -74.644538)",908-719-1259,NJ,07921-1514
551 Route 35,551 Route 35,,Shrewsbury,"(40.333128, -74.061295)",US,0,301799,40.333128,-74.061295,"551 Route 35
Shrewsbury, NJ 07702
(40.333128, -74.061295)",732-450-0579,NJ,7702
245 Littleton Road,245 Littleton Road,,Morris Plains,"(40.842558, -74.463449)",US,0,301800,40.842558,-74.463449,"245 Littleton Road
Morris Plains, NJ 07950-2921
(40.842558, -74.463449)",973-683-0100,NJ,07950-2921
4190 Rt 1 N,4190 Rt 1 N,,South Brunswick,"(40.382439, -74.574196)",US,0,301801,40.382439,-74.574196,"4190 Rt 1 N
South Brunswick, NJ 08852
(40.382439, -74.574196)",732-329-5220,NJ,8852
1400 Willowbrook Mall,1400 Willowbrook Mall,,Wayne,"(40.888471, -74.259882)",US,0,301802,40.888471,-74.259882,"1400 Willowbrook Mall
Wayne, NJ 07470-6905
(40.888471, -74.259882)",973-837-0150,NJ,07470-6905
1100 Willowbrook Blvd,1100 Willowbrook Blvd,,Wayne,"(40.890784, -74.261184)",US,0,301803,40.890784,-74.261184,"1100 Willowbrook Blvd
Wayne, NJ 07470
(40.890784, -74.261184)",973-890-8931,NJ,7470
240 Raritan Valley College Drive,240 Raritan Valley College Drive,,Branchburg,"(40.605422, -74.688915)",US,0,301804,40.605422,-74.688915,"240 Raritan Valley College Drive
Branchburg, NJ 08876-3333
(40.605422, -74.688915)",908-575-0268,NJ,08876-3333
3981 US Highway 9,3981 US Highway 9,,Freehold,"(40.258075, -74.290602)",US,0,301805,40.258075,-74.290602,"3981 US Highway 9
Freehold, NJ 07728-2561
(40.258075, -74.290602)",732-577-0822,NJ,07728-2561
519 Gateway Dr,519 Gateway Dr,,Brooklyn,"(40.652225, -73.867713)",US,0,301806,40.652225,-73.867713,"519 Gateway Dr
Brooklyn, NY 11239-2801
(40.652225, -73.867713)",718-235-6032,NY,11239-2801
1606 Route 23 North,1606 Route 23 North,,Wayne,"(40.94573, -74.273149)",US,0,301807,40.94573,-74.273149,"1606 Route 23 North
Wayne, NJ 07470-7523
(40.94573, -74.273149)",973-696-4629,NJ,07470-7523
94 SR-23,94 SR-23,,Riverdale,"(40.9916, -74.3101)",US,0,301808,40.9916,-74.3101,"94 SR-23
Riverdale, NJ 07457
(40.9916, -74.3101)",973-850-2861,NJ,7457
45 Wanaque Avenue,45 Wanaque Avenue,,Pompton Lakes,"(41.008917, -74.292615)",US,0,301809,41.008917,-74.292615,"45 Wanaque Avenue
Pompton Lakes, NJ 07442-2023
(41.008917, -74.292615)",973-248-8260,NJ,07442-2023
2-28 West Main Street,2-28 West Main Street,,Denville,"(40.892933, -74.478476)",US,0,301810,40.892933,-74.478476,"2-28 West Main Street
Denville, NJ 07834
(40.892933, -74.478476)",973-627-0791,NJ,7834
3056 Route 10 West,3056 Route 10 West,,Denville,"(40.866573, -74.506932)",US,0,301811,40.866573,-74.506932,"3056 Route 10 West
Denville, NJ 07834-3486
(40.866573, -74.506932)",973-442-4123,NJ,07834-3486
"395 Mount Hope Avenue, 300",395 Mount Hope Avenue,300,Rockaway,"(40.9034, -74.5462)",US,0,301812,40.9034,-74.5462,"395 Mount Hope Avenue, 300
Rockaway, NJ 07866-1661
(40.9034, -74.5462)",973-366-1752,NJ,07866-1661
301 Mt. Hope Avenue,301 Mt. Hope Avenue,,Rockaway,"(40.907974, -74.55498)",US,0,301813,40.907974,-74.55498,"301 Mt. Hope Avenue
Rockaway, NJ 07866-2130
(40.907974, -74.55498)",973-989-8241,NJ,07866-2130
381 Mt. Hope Ave,381 Mt. Hope Ave,,Rockaway,"(40.905863, -74.559413)",US,0,301814,40.905863,-74.559413,"381 Mt. Hope Ave
Rockaway, NJ 07866-1697
(40.905863, -74.559413)",973-989-5740,NJ,07866-1697
111 Rt. 23 South,111 Rt. 23 South,,Franklin,"(41.108843, -74.580818)",US,0,301815,41.108843,-74.580818,"111 Rt. 23 South
Franklin, NJ 07416-2005
(41.108843, -74.580818)",973-209-4224,NJ,07416-2005
537 Route 206 South,537 Route 206 South,,Chester,"(40.77999, -74.69708)",US,Drive-Through,301816,40.77999,-74.69708,"537 Route 206 South
Chester, NJ 07930
(40.77999, -74.69708)",908-879-4548,NJ,7930
530 CR-515,530 CR-515,,Vernon,"(41.189751, -74.485323)",US,0,301817,41.189751,-74.485323,"530 CR-515
Vernon, NJ 07462
(41.189751, -74.485323)",973-764-5350,NJ,7462
68 US Highway 46 W,68 US Highway 46 W,,Hackettstown,"(40.845046, -74.811295)",US,0,301818,40.845046,-74.811295,"68 US Highway 46 W
Hackettstown, NJ 07840-4978
(40.845046, -74.811295)",908-452-9251,NJ,07840-4978
531 Route 22 East #8,531 Route 22 East #8,,Whitehouse Station,"(40.6112, -74.7638)",US,0,301819,40.6112,-74.7638,"531 Route 22 East #8
Whitehouse Station, NJ 08889
(40.6112, -74.7638)",908-534-1159,NJ,8889
MM-71.7 S New Jersey Tpke,MM-71.7 S New Jersey Tpke,,Cranbury,"(40.3118, -74.5238)",US,0,301820,40.3118,-74.5238,"MM-71.7 S New Jersey Tpke
Cranbury, NJ 08512
(40.3118, -74.5238)",609-655-4330,NJ,8512
1600 Perrineville Road,1600 Perrineville Road,,Cranbury,"(40.3117, -74.525505)",US,0,301821,40.3117,-74.525505,"1600 Perrineville Road
Cranbury, NJ 08512
(40.3117, -74.525505)",609-655-8900,NJ,8512
100 Nassau Street,100 Nassau Street,,Princeton,"(40.349886, -74.659406)",US,Drive-Through,301822,40.349886,-74.659406,"100 Nassau Street
Princeton, NJ 08542-4516
(40.349886, -74.659406)",609-279-9204,NJ,08542-4516
3535 Rt. 1 Ste. 426,3535 Rt. 1 Ste. 426,,Princeton,"(40.314779, -74.661356)",US,0,301823,40.314779,-74.661356,"3535 Rt. 1 Ste. 426
Princeton, NJ 08540
(40.314779, -74.661356)",609-919-1085,NJ,8540
301 Mercer Mall,301 Mercer Mall,,Lawrenceville,"(40.298307067896, -74.67945808357)",US,0,301824,40.29830707,-74.67945808,"301 Mercer Mall
Lawrenceville, NJ 08648-1309
(40.298307067896, -74.67945808357)",609-987-1020,NJ,08648-1309
800 A Denow Road,800 A Denow Road,,Pennington,"(40.301102, -74.783189)",US,0,301825,40.301102,-74.783189,"800 A Denow Road
Pennington, NJ 08534-5246
(40.301102, -74.783189)",609-818-1541,NJ,08534-5246
2083 Lawrenceville Rd,2083 Lawrenceville Rd,,Lawrenceville,"(40.278679, -74.732794)",US,0,301826,40.278679,-74.732794,"2083 Lawrenceville Rd
Lawrenceville, NJ 08648-3001
(40.278679, -74.732794)",609-896-7793,NJ,08648-3001
11 Village Center Drive,11 Village Center Drive,,Freehold,"(40.241345, -74.308777)",US,0,301827,40.241345,-74.308777,"11 Village Center Drive
Freehold, NJ 07728-2526
(40.241345, -74.308777)",732-683-9731,NJ,07728-2526
4A East Bridge Street,4A East Bridge Street,,New Hope,"(40.364497, -74.951388)",US,0,301828,40.364497,-74.951388,"4A East Bridge Street
New Hope, PA 18938-1364
(40.364497, -74.951388)",215-862-6099,PA,18938-1364
1278 US Hwy 22,1278 US Hwy 22,,Phillipsburg,"(40.678279, -75.146627)",US,0,301829,40.678279,-75.146627,"1278 US Hwy 22
Phillipsburg, NJ 08865-4123
(40.678279, -75.146627)",908-859-8220,NJ,08865-4123
1150 Whitehorse-Mercerville Road,1150 Whitehorse-Mercerville Road,,Hamilton,"(40.207924, -74.694803)",US,0,301830,40.207924,-74.694803,"1150 Whitehorse-Mercerville Road
Hamilton, NJ 08619-3812
(40.207924, -74.694803)",609-581-0457,NJ,08619-3812
745 Main Street,745 Main Street,,Stroudsburg,"(40.984878, -75.195196)",US,0,301831,40.984878,-75.195196,"745 Main Street
Stroudsburg, PA 18360-2059
(40.984878, -75.195196)",570-426-9095,PA,18360-2059
1 Great Wolf Drive (off Rte. 611 North),1 Great Wolf Drive (off Rte. 611 North),,Scotrun,"(41.05996, -75.321684)",US,0,301832,41.05996,-75.321684,"1 Great Wolf Drive (off Rte. 611 North)
Scotrun, PA 18355-9000
(41.05996, -75.321684)",570-688-9899,PA,18355-9000
44 Woodland Rd,44 Woodland Rd,,Mount Pocono,"(41.102559, -75.334266)",US,0,301833,41.102559,-75.334266,"44 Woodland Rd
Mount Pocono, PA 18344-9703
(41.102559, -75.334266)",570-243-5371,PA,18344-9703
2100 Highway 35,2100 Highway 35,,Oakhurst,"(40.27047, -74.042614)",US,0,301834,40.27047,-74.042614,"2100 Highway 35
Oakhurst, NJ 07755
(40.27047, -74.042614)",732-493-8770,NJ,7755
2303 Route 66,2303 Route 66,,Ocean Township,"(40.2637, -74.022896)",US,0,301835,40.2637,-74.022896,"2303 Route 66
Ocean Township, NJ 07755
(40.2637, -74.022896)",732-922-2780,NJ,7755
"2150 Highway 35, #E-18",2150 Highway 35,#E-18,Sea Girt,"(40.138757, -74.061237)",US,0,301836,40.138757,-74.061237,"2150 Highway 35, #E-18
Sea Girt, NJ 08750-1001
(40.138757, -74.061237)",732-282-0940,NJ,08750-1001
"4701 Rte. 9 No., Space T1B10",4701 Rte. 9 No.,Space T1B10,Howell,"(40.136175, -74.224099)",US,0,301837,40.136175,-74.224099,"4701 Rte. 9 No., Space T1B10
Howell, NJ 07731
(40.136175, -74.224099)",732-886-7086,NJ,7731
570 Rte. 70 West,570 Rte. 70 West,,Brick,"(40.05847, -74.149688)",US,0,301838,40.05847,-74.149688,"570 Rte. 70 West
Brick, NJ 08723-4014
(40.05847, -74.149688)",732-262-0600,NJ,08723-4014
1865 Route 70,1865 Route 70,,Lakewood,"(40.055423, -74.16432)",US,0,301839,40.055423,-74.16432,"1865 Route 70
Lakewood, NJ 08701
(40.055423, -74.16432)",732-262-7435,NJ,8701
"1201 HOOPER AVE, 1072",1201 HOOPER AVE,1072,Toms River,"(39.980294, -74.177901)",US,0,301840,39.980294,-74.177901,"1201 HOOPER AVE, 1072
Toms River, NJ 08753-3330
(39.980294, -74.177901)",732-505-5346,NJ,08753-3330
1214 Route 37 East,1214 Route 37 East,,Toms River,"(39.954958, -74.161275)",US,0,301841,39.954958,-74.161275,"1214 Route 37 East
Toms River, NJ 08753-5752
(39.954958, -74.161275)",732-341-1327,NJ,08753-5752
"Garden State Parkway, Mile Marker 74.5",Garden State Parkway,Mile Marker 74.5,Forked River,"(39.874311, -74.214584)",US,0,301842,39.874311,-74.214584,"Garden State Parkway, Mile Marker 74.5
Forked River, NJ 08731
(39.874311, -74.214584)",609-693-8275,NJ,8731
"Mile post 57.8-North, NJ Turnpike","Mile post 57.8-North, NJ Turnpike",,Yardville,"(40.176133, -74.629083)",US,0,301843,40.176133,-74.629083,"Mile post 57.8-North, NJ Turnpike
Yardville, NJ 08620
(40.176133, -74.629083)",609-585-1222,NJ,8620
282 Dunns Mill Road,282 Dunns Mill Road,,Bordentown,"(40.1292, -74.7149)",US,Drive-Through,301844,40.1292,-74.7149,"282 Dunns Mill Road
Bordentown, NJ 08505-4748
(40.1292, -74.7149)",609-324-0124,NJ,08505-4748
1 North Main Street,1 North Main Street,,Yardley,"(40.242515, -74.839252)",US,Drive-Through,301845,40.242515,-74.839252,"1 North Main Street
Yardley, PA 19067-1409
(40.242515, -74.839252)",215-321-8415,PA,19067-1409
"1621 Big Oak Road, Suite 510",1621 Big Oak Road,Suite 510,Yardley,"(40.197991, -74.870094)",US,0,301846,40.197991,-74.870094,"1621 Big Oak Road, Suite 510
Yardley, PA 19067-6418
(40.197991, -74.870094)",215-493-7315,PA,19067-6418
2331 E Lincoln Hwy,2331 E Lincoln Hwy,,Langhorne,"(40.17682, -74.877788)",US,0,301847,40.17682,-74.877788,"2331 E Lincoln Hwy
Langhorne, PA 19047-1812
(40.17682, -74.877788)",215-269-0532,PA,19047-1812
"2300 E. Lincoln Hwy, 2046",2300 E. Lincoln Hwy,2046,Langhorne,"(40.18417, -74.880981)",US,0,301848,40.18417,-74.880981,"2300 E. Lincoln Hwy, 2046
Langhorne, PA 19047-1824
(40.18417, -74.880981)",215-750-3792,PA,19047-1824
209 Recovery Rd,209 Recovery Rd,,Manahawkin,"(39.710621, -74.28565)",US,0,301849,39.710621,-74.28565,"209 Recovery Rd
Manahawkin, NJ 08050
(39.710621, -74.28565)",609-978-4922,NJ,8050
168 N Flowers Mill Rd,168 N Flowers Mill Rd,,Langhorne,"(40.181797, -74.907527)",US,0,301850,40.181797,-74.907527,"168 N Flowers Mill Rd
Langhorne, PA 19047-1652
(40.181797, -74.907527)",215-741-3360,PA,19047-1652
100 South State Street,100 South State Street,,Newtown,"(40.227846, -74.937059)",US,0,301851,40.227846,-74.937059,"100 South State Street
Newtown, PA 18940-1926
(40.227846, -74.937059)",215-579-3370,PA,18940-1926
2890 South Eagle Road,2890 South Eagle Road,,Newtown,"(40.235277, -74.939966)",US,0,301852,40.235277,-74.939966,"2890 South Eagle Road
Newtown, PA 18940-1543
(40.235277, -74.939966)",215-579-1310,PA,18940-1543
3619 Horizon Blvd.,3619 Horizon Blvd.,,Trevose,"(40.136582, -74.965265)",US,0,301853,40.136582,-74.965265,"3619 Horizon Blvd.
Trevose, PA 19053-4913
(40.136582, -74.965265)",215-354-0617,PA,19053-4913
160 East Street Road,160 East Street Road,,Feasterville,"(40.148826, -74.997878)",US,Drive-Through,301854,40.148826,-74.997878,"160 East Street Road
Feasterville, PA 19053-7604
(40.148826, -74.997878)",215-396-1082,PA,19053-7604
1340 Fairview Boulevard,1340 Fairview Boulevard,,Delran,"(40.0375, -74.9624)",US,0,301855,40.0375,-74.9624,"1340 Fairview Boulevard
Delran, NJ 08075-1446
(40.0375, -74.9624)",856-764-0375,NJ,08075-1446
"10 Centerton Road, Suite D",10 Centerton Road,Suite D,Mount Laurel,"(39.96999, -74.913924)",US,0,301856,39.96999,-74.913924,"10 Centerton Road, Suite D
Mount Laurel, NJ 08054-6102
(39.96999, -74.913924)",856-802-0187,NJ,08054-6102
560 Stokes Road,560 Stokes Road,,Medford,"(39.873874, -74.813119)",US,0,301857,39.873874,-74.813119,"560 Stokes Road
Medford, NJ 08055-2905
(39.873874, -74.813119)",609-953-5732,NJ,08055-2905
4 Centerton Rd,4 Centerton Rd,,Mount Laurel,"(39.968637, -74.919309)",US,0,301858,39.968637,-74.919309,"4 Centerton Rd
Mount Laurel, NJ 08054-6102
(39.968637, -74.919309)",856-533-1197,NJ,08054-6102
