"use_case","L6_sourcetype_category",domain,"lantern_url","lantern_vertical","lantern_vertical_category","percent_of_use_case"
"NIST SP 800-53 system and information integrity","Antivirus and Antimalware (AV) data",Security,"https://lantern.splunk.com/@go/page/2925","Industry Neutral",Compliance,25
"NIST SP 800-53 system and information integrity","Authentication data",Security,"https://lantern.splunk.com/@go/page/2925","Industry Neutral",Compliance,25
"NIST SP 800-53 system and information integrity","Intrusion Detection and Prevention (IDP) data",Security,"https://lantern.splunk.com/@go/page/2925","Industry Neutral",Compliance,25
"NIST SP 800-53 system and information integrity","Web Server data",Security,"https://lantern.splunk.com/@go/page/2925","Industry Neutral",Compliance,25
"Network device down","System Log data",Observability,"https://lantern.splunk.com/@go/page/1513","Industry Neutral","Investigation and Troubleshooting",100
"Network traffic patterns between a source-destination pair","Network Firewall data",Security,"https://lantern.splunk.com/@go/page/576","Industry Neutral","Security Monitoring",100
"New account fraud","Application data",Security,"https://lantern.splunk.com/Security/UCE/Guided_Insights/Anomaly_detection/Detecting_consumer_bank_account_takeovers/New_account_fraud",,,100
"New application accessing the Salesforce API","Salesforce data",Security,"https://lantern.splunk.com/@go/page/639","Industry Neutral","Threat Hunting",100
"New connection to device","Network Firewall data",Security,"https://lantern.splunk.com/@go/page/553","Industry Neutral",Compliance,100
"New high-risk event types for a Salesforce cloud user","Salesforce data",Security,"https://lantern.splunk.com/@go/page/640","Industry Neutral","Threat Hunting",100
"New tables queried by a Salesforce cloud peer group","Salesforce data",Security,"https://lantern.splunk.com/@go/page/642","Industry Neutral","Threat Hunting",100
"New tables queried by a Salesforce cloud user","Salesforce data",Security,"https://lantern.splunk.com/@go/page/641","Industry Neutral","Threat Hunting",100
"Number of active VPN sessions","Network Sessions (DHCP) data",Security,"https://lantern.splunk.com/@go/page/2477","Industry Neutral","Security Monitoring",50
"Number of active VPN sessions","Network VPN data",Security,"https://lantern.splunk.com/@go/page/2477","Industry Neutral","Security Monitoring",50
"Number of active Zoom meetings","Video Conferencing and Communication data",Security,"https://lantern.splunk.com/@go/page/2490","Industry Neutral","Security Monitoring",50
"Number of active Zoom meetings","Zoom data",Security,"https://lantern.splunk.com/@go/page/2490","Industry Neutral","Security Monitoring",50
"Number of all Zoom meetings created over time","Video Conferencing and Communication data",Security,"https://lantern.splunk.com/@go/page/2493","Industry Neutral","Security Monitoring",50
"Number of all Zoom meetings created over time","Zoom data",Security,"https://lantern.splunk.com/@go/page/2493","Industry Neutral","Security Monitoring",50
"Number of connections between unique source-destination pairs","Network Firewall data",Security,"https://lantern.splunk.com/@go/page/579","Industry Neutral","Security Monitoring",100
"Number of current users on a website","Web Server data",Platform,"https://lantern.splunk.com/@go/page/1535","Technology, Communications, and Media","Troubleshoot Mission-Critical Apps with Logs",100
"Number of wire transfers exceeds threshold","Application data",Platform,"https://lantern.splunk.com/@go/page/1602","Financial Services and Insurance","Align IT and Business with Service Monitoring",100
"Package installations and upgrades on a *nix server","System Log data",Observability,"https://lantern.splunk.com/@go/page/680","Industry Neutral","Infrastructure Monitoring",100
"Percentage of total bytes out from a source to a single destination","Network Firewall data",Security,"https://lantern.splunk.com/@go/page/580","Industry Neutral","Security Monitoring",100
"Predicting failed trade settlements","Business Service data",Platform,"https://lantern.splunk.com/@go/page/7216","Financial Services and Insurance","Align IT and Business with Service Monitoring",100
"Preparing for certificate-based authentication changes on Windows domain controllers","Microsoft : Active Directory data",Observability,"https://lantern.splunk.com/@go/page/6487","Industry Neutral","Investigation and Troubleshooting",100
"Prescriptive Adoption Motion - Threat hunting","Threat Intelligence Platform (TIP) data",,"https://lantern.splunk.com/@go/page/6383",,,100
"Printer errors","Microsoft : Windows data",Observability,"https://lantern.splunk.com/@go/page/1753","Industry Neutral","Infrastructure Monitoring",100
"Proactive Response: Automate threat analysis","Antivirus and Antimalware (AV) data",,"https://lantern.splunk.com/@go/page/7448",,,"33.333333333333336"
"Proactive Response: Automate threat analysis","Email data",,"https://lantern.splunk.com/@go/page/7448",,,"33.333333333333336"
"Proactive Response: Automate threat analysis","Threat Intelligence Platform (TIP) data",,"https://lantern.splunk.com/@go/page/7448",,,"33.333333333333336"
"Problems with a specific network device","System Log data",Observability,"https://lantern.splunk.com/@go/page/1514","Industry Neutral","Investigation and Troubleshooting",100
"Process creation events","Microsoft : Windows data",Security,"https://lantern.splunk.com/@go/page/543","Industry Neutral",Compliance,50
"Process creation events","System Log data",Security,"https://lantern.splunk.com/@go/page/543","Industry Neutral",Compliance,50
"Processes launched from randomized file paths","Microsoft : Windows data",Security,"https://lantern.splunk.com/@go/page/816","Industry Neutral","Threat Hunting",50
"Processes launched from randomized file paths","System Log data",Security,"https://lantern.splunk.com/@go/page/816","Industry Neutral","Threat Hunting",50
"Processes running after *nix patching event","System Log data",Observability,"https://lantern.splunk.com/@go/page/679","Industry Neutral","Infrastructure Monitoring",100
"Processing DMCA notices","Authentication data",Security,"https://lantern.splunk.com/@go/page/529","Industry Neutral",Compliance,50
"Processing DMCA notices","Network Sessions (DHCP) data",Security,"https://lantern.splunk.com/@go/page/529","Industry Neutral",Compliance,50
"Product or software accessing web server","Web Server data",Security,"https://lantern.splunk.com/@go/page/788","Industry Neutral","Threat Hunting",100
"Protecting a Salesforce cloud deployment","Salesforce data",Security,"https://lantern.splunk.com/@go/page/622","Industry Neutral","Threat Hunting",100
"Public S3 bucket identification","AWS : CloudTrail data",Observability,"https://lantern.splunk.com/@go/page/2830","Industry Neutral","Infrastructure Monitoring",100
"Rarely used firewall rules","Network Firewall data",Security,"https://lantern.splunk.com/@go/page/819","Industry Neutral","Security Monitoring",100
"Rarest JA3s hashes and server combinations","Deep Packet Inspection data",Security,"https://lantern.splunk.com/@go/page/2571","Industry Neutral","Threat Hunting",100
"Recently triggered vSphere alarms","VMware data",Observability,"https://lantern.splunk.com/@go/page/687","Industry Neutral","Infrastructure Monitoring",50
"Recently triggered vSphere alarms","Virtualization data",Observability,"https://lantern.splunk.com/@go/page/687","Industry Neutral","Infrastructure Monitoring",50
"Recognizing improper use of system administration tools","System Log data",Security,"https://lantern.splunk.com/@go/page/520","Industry Neutral",Compliance,100
"Reconstructing a website defacement","Antivirus and Antimalware (AV) data",Security,"https://lantern.splunk.com/@go/page/729","Industry Neutral","Threat Hunting",25
"Reconstructing a website defacement","Microsoft : Windows data",Security,"https://lantern.splunk.com/@go/page/729","Industry Neutral","Threat Hunting",25
"Reconstructing a website defacement","Network Firewall data",Security,"https://lantern.splunk.com/@go/page/729","Industry Neutral","Threat Hunting",25
"Reconstructing a website defacement","Web Server data",Security,"https://lantern.splunk.com/@go/page/729","Industry Neutral","Threat Hunting",25
"Recovering from an incident using SOAR","Security Orchestration Automation and Response (SOAR) data",Security,"https://lantern.splunk.com/@go/page/7628",,,100
"Recovering lost visibility of IT infrastructure","Microsoft : Windows data",Observability,"https://lantern.splunk.com/@go/page/1511","Industry Neutral","Investigation and Troubleshooting","33.333333333333336"
"Recovering lost visibility of IT infrastructure","Performance Monitoring data",Observability,"https://lantern.splunk.com/@go/page/1511","Industry Neutral","Investigation and Troubleshooting","33.333333333333336"
"Recovering lost visibility of IT infrastructure","System Log data",Observability,"https://lantern.splunk.com/@go/page/1511","Industry Neutral","Investigation and Troubleshooting","33.333333333333336"
"Reducing PAN and Cisco security firewall logs with Splunk Edge Processor","Network Firewall data",Security,"https://lantern.splunk.com/@go/page/7296","Industry Neutral","Security Monitoring",100
"Registry activities","System Log data",Security,"https://lantern.splunk.com/@go/page/1500","Industry Neutral",Compliance,100
"Registry key modifications","Endpoint data",Security,"https://lantern.splunk.com/@go/page/2871","Industry Neutral","Threat Hunting",100
"Registry keys used for privilege escalation","Endpoint data",Security,"https://lantern.splunk.com/@go/page/542","Industry Neutral",Compliance,100
"Remote logons to a host","System Log data",Security,"https://lantern.splunk.com/@go/page/545","Industry Neutral",Compliance,100
"Removable devices connected to a machine","System Log data",Security,"https://lantern.splunk.com/@go/page/801","Industry Neutral","Incident Management",100
"Reporting on key trade statistics in a brokerage","Application data",Platform,"https://lantern.splunk.com/@go/page/2740","Financial Services and Insurance","Align IT and Business with Service Monitoring",100
"Requests to a large number of subdomains","Network Resolution (DNS) data",Security,"https://lantern.splunk.com/@go/page/731","Industry Neutral","Threat Hunting",100
"Responding to security incidents using SOAR","Security Orchestration Automation and Response (SOAR) data",Security,"https://lantern.splunk.com/@go/page/4103",,,100
"Riskiest ATM users","Application data",Platform,"https://lantern.splunk.com/@go/page/1537","Financial Services and Insurance","Align IT and Business with Service Monitoring",50
"Riskiest ATM users","Business Service data",Platform,"https://lantern.splunk.com/@go/page/1537","Financial Services and Insurance","Align IT and Business with Service Monitoring",50
"Running common General Data Protection Regulation (GDPR) compliance searches","Antivirus and Antimalware (AV) data",Security,"https://lantern.splunk.com/@go/page/521","Industry Neutral",Compliance,"16.666666666666668"
"Running common General Data Protection Regulation (GDPR) compliance searches","Authentication data",Security,"https://lantern.splunk.com/@go/page/521","Industry Neutral",Compliance,"16.666666666666668"
"Running common General Data Protection Regulation (GDPR) compliance searches","Compliance and Governance data",Security,"https://lantern.splunk.com/@go/page/521","Industry Neutral",Compliance,"16.666666666666668"
"Running common General Data Protection Regulation (GDPR) compliance searches","Endpoint data",Security,"https://lantern.splunk.com/@go/page/521","Industry Neutral",Compliance,"16.666666666666668"
"Running common General Data Protection Regulation (GDPR) compliance searches","Network Firewall data",Security,"https://lantern.splunk.com/@go/page/521","Industry Neutral",Compliance,"16.666666666666668"
"Running common General Data Protection Regulation (GDPR) compliance searches","Web Proxy data",Security,"https://lantern.splunk.com/@go/page/521","Industry Neutral",Compliance,"16.666666666666668"
"SOAR Indicator Enrichment Playbook and Intelligence Management","Security Orchestration Automation and Response (SOAR) data",Security,"https://lantern.splunk.com/@go/page/4097",,,100
"SOAR Maturity Journey","Security Orchestration Automation and Response (SOAR) data",Security,"https://lantern.splunk.com/@go/page/6190",,,100
"SSL certificates nearing expiration","Web Server data",Platform,"https://lantern.splunk.com/Splunk_Platform/UCE/Technology%2C_Communications%2C_and_Media/Managing_web_server_performance/SSL_certificates_nearing_expiration","Technology, Communications, and Media","Troubleshoot Mission-Critical Apps with Logs",100
"Schtasks.exe registering binaries or scripts to run from a public directory","Endpoint data",Security,"https://lantern.splunk.com/@go/page/2879","Industry Neutral","Threat Hunting",100
"Schtasks.exe used to force a reboot","Endpoint data",Security,"https://lantern.splunk.com/@go/page/2875","Industry Neutral","Threat Hunting",100
"Securing a work-from-home organization","Authentication data",Security,"https://lantern.splunk.com/@go/page/737","Industry Neutral","Security Monitoring","33.333333333333336"
"Securing a work-from-home organization","Network VPN data",Security,"https://lantern.splunk.com/@go/page/737","Industry Neutral","Security Monitoring","33.333333333333336"
"Securing a work-from-home organization","System Log data",Security,"https://lantern.splunk.com/@go/page/737","Industry Neutral","Security Monitoring","33.333333333333336"
"Securing medical devices from cyberattacks","Intrusion Detection and Prevention (IDP) data",Security,"https://lantern.splunk.com/@go/page/3784","Industry Neutral","Security Monitoring",25
"Securing medical devices from cyberattacks","Network Router data",Security,"https://lantern.splunk.com/@go/page/3784","Industry Neutral","Security Monitoring",25
"Securing medical devices from cyberattacks","Vulnerability Detection data",Security,"https://lantern.splunk.com/@go/page/3784","Industry Neutral","Security Monitoring",25
"Securing medical devices from cyberattacks","Vulnerability Scanning data",Security,"https://lantern.splunk.com/@go/page/3784","Industry Neutral","Security Monitoring",25
"Sending Splunk Observability events as Workflow Actions from Splunk SOAR","Security Orchestration Automation and Response (SOAR) data",Security,"https://lantern.splunk.com/@go/page/5769",,,100
"Sending events from the Splunk platform to SOAR","Security Orchestration Automation and Response (SOAR) data",Security,"https://lantern.splunk.com/@go/page/6363",,,100
"Server Message Block (SMB) traffic connection spikes","Network Protocol data",Security,"https://lantern.splunk.com/@go/page/2877","Industry Neutral","Threat Hunting",100
"Setting up the OpenTelemetry Demo in Kubernetes","Kubernetes data",Observability,"https://lantern.splunk.com/@go/page/7078",,,100
"Shadow copies deleted","Endpoint data",Security,"https://lantern.splunk.com/@go/page/2870","Industry Neutral","Threat Hunting",100
"Signs of beaconing activity","Network Resolution (DNS) data",Security,"https://lantern.splunk.com/@go/page/732","Industry Neutral","Threat Hunting",100
"Spike in downloaded documents per user on Salesforce cloud","Salesforce data",Security,"https://lantern.splunk.com/hc/Withdrawn_Pages/Security_searches/Spike_in_downloaded_documents_per_user_on_Salesforce_cloud","Industry Neutral","Threat Hunting",100
"Spike in exported records from Salesforce cloud","Salesforce data",Security,"https://lantern.splunk.com/@go/page/643","Industry Neutral","Threat Hunting",100
"Spikes in printer activity in a Windows environment","Microsoft : Windows data",Observability,"https://lantern.splunk.com/@go/page/700","Industry Neutral","Infrastructure Monitoring",100
"Spikes in volume of DNS queries","Network Resolution (DNS) data",Security,"https://lantern.splunk.com/@go/page/733","Industry Neutral","Threat Hunting",100
"Splunk Adoption Maturity - Risk-based alerting","Asset and Risk Intelligence data",,"http://lantern.splunk.com/@go/cid/SAM-RBA",,,100
"Splunk Adoption Maturity - Threat intelligence","Threat Intelligence Platform (TIP) data",,"http://lantern.splunk.com/@go/cid/SAM-ThreatIntell",,,100
"Splunk Intelligence Management (TruSTAR) + SOAR: Indicator Enrichment Playbook","Security Orchestration Automation and Response (SOAR) data",Security,"https://lantern.splunk.com/@go/page/2705",,,100
"Successful VPN logins over time","Authentication data",Security,"https://lantern.splunk.com/@go/page/2489","Industry Neutral","Security Monitoring",100
"Successful logins to a *nix server","System Log data",Observability,"https://lantern.splunk.com/@go/page/675","Industry Neutral","Infrastructure Monitoring",100
"Suspicious domains visited by a user","Deep Packet Inspection data",Security,"https://lantern.splunk.com/@go/page/802","Industry Neutral","Incident Management",100
"Suspicious script in the command line","System Log data",Security,"https://lantern.splunk.com/@go/page/805","Industry Neutral","Incident Management",100
"Suspicious session behavior","Application data",Security,"https://lantern.splunk.com/Security/UCE/Guided_Insights/Anomaly_detection/Detecting_consumer_bank_account_takeovers/Suspicious_session_behavior",,,100
"Suspicious web traffic","Application data",Security,"https://lantern.splunk.com/Security/UCE/Guided_Insights/Anomaly_detection/Detecting_consumer_bank_account_takeovers/Suspicious_web_traffic",,,100
"Synthetic checks for URL response times","Web Server data",Platform,"https://lantern.splunk.com/@go/page/5807","Technology, Communications, and Media","Troubleshoot Mission-Critical Apps with Logs",100
"Systems vulnerable to Supernova malware","Antivirus and Antimalware (AV) data",Security,"https://lantern.splunk.com/@go/page/1772","Industry Neutral","Threat Hunting","33.333333333333336"
"Systems vulnerable to Supernova malware","Vulnerability Detection data",Security,"https://lantern.splunk.com/@go/page/1772","Industry Neutral","Threat Hunting","33.333333333333336"
"Systems vulnerable to Supernova malware","Vulnerability Scanning data",Security,"https://lantern.splunk.com/@go/page/1772","Industry Neutral","Threat Hunting","33.333333333333336"
"Systems with the update service disabled","Microsoft : Windows data",Security,"https://lantern.splunk.com/@go/page/552","Industry Neutral",Compliance,50
"Systems with the update service disabled","System Log data",Security,"https://lantern.splunk.com/@go/page/552","Industry Neutral",Compliance,50
"Time elapsed between two related events","Microsoft : Windows data",Security,"https://lantern.splunk.com/@go/page/804","Industry Neutral","Incident Management",100
"Top audit failures by user in Dell Isilon NAS","Storage data",Observability,"https://lantern.splunk.com/@go/page/693","Industry Neutral","Infrastructure Monitoring",100
"Top five most common web browsers","Web Server data",Platform,"https://lantern.splunk.com/@go/page/704","Technology, Communications, and Media","Troubleshoot Mission-Critical Apps with Logs",100
"Top ten highest network utilization queries","Database data",Observability,"https://lantern.splunk.com/@go/page/694","Industry Neutral","Infrastructure Monitoring",100
"Top ten most common database queries","Database data",Observability,"https://lantern.splunk.com/@go/page/695","Industry Neutral","Infrastructure Monitoring",100
"Top ten slowest database queries","Database data",Observability,"https://lantern.splunk.com/@go/page/696","Industry Neutral","Infrastructure Monitoring",100
"Top ten slowest web pages on a web server","Web Server data",Platform,"https://lantern.splunk.com/@go/page/705","Technology, Communications, and Media","Troubleshoot Mission-Critical Apps with Logs",100
"Topology of a VMware environment","VMware data",Observability,"https://lantern.splunk.com/@go/page/2825","Industry Neutral","Infrastructure Monitoring",50
"Topology of a VMware environment","Virtualization data",Observability,"https://lantern.splunk.com/@go/page/2825","Industry Neutral","Infrastructure Monitoring",50
"Total bytes out from source IP addresses","Network Firewall data",Security,"https://lantern.splunk.com/@go/page/577","Industry Neutral","Security Monitoring",100
"Tracking a retail banking transaction end-to-end","Application data",Platform,"https://lantern.splunk.com/@go/page/2714","Financial Services and Insurance","Align IT and Business with Service Monitoring",100
"Trends in application errors over time","Application data",Observability,"https://lantern.splunk.com/@go/page/1259","Industry Neutral","Investigation and Troubleshooting",100
"Trends in database query counts","Application data",Observability,"https://lantern.splunk.com/@go/page/697","Industry Neutral","Infrastructure Monitoring",100
"Trends in database query response times","Database data",Observability,"https://lantern.splunk.com/@go/page/698","Industry Neutral","Infrastructure Monitoring",100
"Trends in exceptions and stack traces","Application data",Observability,"https://lantern.splunk.com/@go/page/1257","Industry Neutral","Investigation and Troubleshooting",100
"Trends in web server response codes","Web Server data",Platform,"https://lantern.splunk.com/@go/page/706","Technology, Communications, and Media","Troubleshoot Mission-Critical Apps with Logs",100
"Triaging Crowdstrike malware data","Antivirus and Antimalware (AV) data",Security,"https://lantern.splunk.com/@go/page/1160",,,50
"Triaging Crowdstrike malware data","CrowdStrike Falcon data",Security,"https://lantern.splunk.com/@go/page/1160",,,50
"Troubleshooting a service latency issue related to a database query","Database data",Observability,"https://lantern.splunk.com/@go/page/5709","Industry Neutral",,50
"Troubleshooting a service latency issue related to a database query","Performance Monitoring data",Observability,"https://lantern.splunk.com/@go/page/5709","Industry Neutral",,50
"Troubleshooting checkout latency issues","Business Service data",Observability,"https://lantern.splunk.com/@go/page/2226",,,100
"Troubleshooting code bottlenecks","Web Server data",Observability,"https://lantern.splunk.com/@go/page/2805",,,100
"Typosquatting clicks on a network","Network Firewall data",Security,"https://lantern.splunk.com/@go/page/817","Industry Neutral","Threat Hunting",100
"USN journal deletion","Endpoint data",Security,"https://lantern.splunk.com/@go/page/2915","Industry Neutral","Threat Hunting",100
"Unauthorized access to Splunk indexes","System Log data",Security,"https://lantern.splunk.com/@go/page/556","Industry Neutral",Compliance,100
"Unauthorized access to systems","Authentication data",Security,"https://lantern.splunk.com/@go/page/555","Industry Neutral",Compliance,100
"Unauthorized connection through firewall","Network Firewall data",Security,"https://lantern.splunk.com/@go/page/554","Industry Neutral",Compliance,100
"Understanding SOAR case management features","Security Orchestration Automation and Response (SOAR) data",Security,"https://lantern.splunk.com/@go/page/6364",,,100
"Understanding how to use the Splunk Operator for Kubernetes","Kubernetes data",Observability,"https://lantern.splunk.com/@go/page/8063",,,100
"Unused Elastic IPs with no attached instances","AWS : CloudWatch data",Observability,"https://lantern.splunk.com/@go/page/2850","Industry Neutral","Infrastructure Monitoring",100
"Use of sudo commands on a server","System Log data",Observability,"https://lantern.splunk.com/@go/page/676","Industry Neutral","Infrastructure Monitoring",100
"User account changed","System Log data",Security,"https://lantern.splunk.com/@go/page/547","Industry Neutral",Compliance,100
"Using Amazon SageMaker to predict risk scores","AWS : Cloud Services data",Platform,"https://lantern.splunk.com/@go/page/7367","Financial Services and Insurance","Align IT and Business with Service Monitoring",100
"Using Kubernetes Horizontal Pod Autoscaling","Kubernetes data",Observability,"https://lantern.splunk.com/@go/page/8075",,,100
"Using Splunk Enterprise Security to ensure GDPR compliance","Compliance and Governance data",Security,"https://lantern.splunk.com/@go/page/4209",,,100
"Using Splunk Enterprise Security to ensure PCI compliance","Compliance and Governance data",Security,"https://lantern.splunk.com/@go/page/4203",,,100
"Using Splunk SOAR to find gaps in your containment strategy","Security Orchestration Automation and Response (SOAR) data",Security,"https://lantern.splunk.com/@go/page/7577",,,100
"Using Threat Intelligence Management","Threat Intelligence Platform (TIP) data",,"https://lantern.splunk.com/@go/page/6298",,,100
"Using ingest actions to filter AWS CloudTrail Logs","AWS : CloudTrail data",,"https://lantern.splunk.com/@go/page/7545",,,100
"Using ingest actions to filter AWS VPC Flow Logs","AWS : Cloud Services data",,"https://lantern.splunk.com/@go/page/7541",,,100
"Using stack traces to detect application errors","Application data",Observability,"https://lantern.splunk.com/@go/page/1256","Industry Neutral","Investigation and Troubleshooting",100
"Using the OT Security add-on for Splunk to ensure NERC CIP compliance","Authentication data",Security,"https://lantern.splunk.com/@go/page/7270","Industry Neutral",Compliance,"33.333333333333336"
"Using the OT Security add-on for Splunk to ensure NERC CIP compliance","Compliance and Governance data",Security,"https://lantern.splunk.com/@go/page/7270","Industry Neutral",Compliance,"33.333333333333336"
"Using the OT Security add-on for Splunk to ensure NERC CIP compliance","Microsoft : Windows data",Security,"https://lantern.splunk.com/@go/page/7270","Industry Neutral",Compliance,"33.333333333333336"
"Using the Splunk Enterprise Security assets and identities framework","Asset and Inventory Management data",Security,"https://lantern.splunk.com/@go/page/4610",,,50
"Using the Splunk Enterprise Security assets and identities framework","Asset and Risk Intelligence data",Security,"https://lantern.splunk.com/@go/page/4610",,,50
"Using threat intelligence in Splunk Enterprise Security","Threat Intelligence Platform (TIP) data",Security,"https://lantern.splunk.com/@go/page/4380",,,"33.333333333333336"
"Using threat intelligence in Splunk Enterprise Security","Vulnerability Detection data",Security,"https://lantern.splunk.com/@go/page/4380",,,"33.333333333333336"
"Using threat intelligence in Splunk Enterprise Security","Vulnerability Scanning data",Security,"https://lantern.splunk.com/@go/page/4380",,,"33.333333333333336"
"VMotion events for a specific virtual machine","VMware data",Observability,"https://lantern.splunk.com/@go/page/690","Industry Neutral","Infrastructure Monitoring",50
"VMotion events for a specific virtual machine","Virtualization data",Observability,"https://lantern.splunk.com/@go/page/690","Industry Neutral","Infrastructure Monitoring",50
"VMware datastores with highest utilization","VMware data",Observability,"https://lantern.splunk.com/@go/page/686","Industry Neutral","Infrastructure Monitoring",50
"VMware datastores with highest utilization","Virtualization data",Observability,"https://lantern.splunk.com/@go/page/686","Industry Neutral","Infrastructure Monitoring",50
"Virtual machines with large file size utilization","VMware data",Observability,"https://lantern.splunk.com/@go/page/685","Industry Neutral","Infrastructure Monitoring",50
"Virtual machines with large file size utilization","Virtualization data",Observability,"https://lantern.splunk.com/@go/page/685","Industry Neutral","Infrastructure Monitoring",50
"Visualisation of common Azure resource tags and tag values","Microsoft : Azure data",Observability,"https://lantern.splunk.com/@go/page/4369","Industry Neutral","Infrastructure Monitoring",50
"Visualisation of common Azure resource tags and tag values","Microsoft : Cloud Services data",Observability,"https://lantern.splunk.com/@go/page/4369","Industry Neutral","Infrastructure Monitoring",50
"Visualizing metrics for data separated by physical boundaries","Network Communication data",Platform,"https://lantern.splunk.com/@go/page/5934","Public Sector","Align IT and Business with Service Monitoring","33.333333333333336"
"Visualizing metrics for data separated by physical boundaries","Network Firewall data",Platform,"https://lantern.splunk.com/@go/page/5934","Public Sector","Align IT and Business with Service Monitoring","33.333333333333336"
"Visualizing metrics for data separated by physical boundaries","Network Protocol data",Platform,"https://lantern.splunk.com/@go/page/5934","Public Sector","Align IT and Business with Service Monitoring","33.333333333333336"
"Visualizing processes and their parent/child relationships","Microsoft : Windows data",Security,"https://lantern.splunk.com/@go/page/2368","Industry Neutral","Threat Hunting",100
"Volume of network traffic from one user","Network Firewall data",Security,"https://lantern.splunk.com/@go/page/578","Industry Neutral","Security Monitoring",100
"Volume of traffic between source-destination pairs","Network Firewall data",Security,"https://lantern.splunk.com/@go/page/582","Industry Neutral","Security Monitoring",100
"Wbadmin delete backup files","Endpoint data",Security,"https://lantern.splunk.com/@go/page/2916","Industry Neutral","Threat Hunting",100
"Web access and web error log correlation","Web Server data",Platform,"https://lantern.splunk.com/@go/page/708","Technology, Communications, and Media","Troubleshoot Mission-Critical Apps with Logs",100
"Web application metrics visualization","Application data",Observability,"https://lantern.splunk.com/@go/page/1506","Industry Neutral","Application Monitoring",100
"Web requests to a specific system in your environment","Web Server data",Security,"https://lantern.splunk.com/@go/page/790","Industry Neutral","Threat Hunting",100
"Web server initiating outbound traffic","Network Firewall data",Security,"https://lantern.splunk.com/@go/page/789","Industry Neutral","Threat Hunting",50
"Web server initiating outbound traffic","Web Server data",Security,"https://lantern.splunk.com/@go/page/789","Industry Neutral","Threat Hunting",50
"Web shell present in web traffic events","Web Server data",Security,"https://lantern.splunk.com/@go/page/1771","Industry Neutral","Threat Hunting",100
"Wevtutil.exe abuse","Endpoint data",Security,"https://lantern.splunk.com/@go/page/2881","Industry Neutral","Threat Hunting",100
"Windows CPU utilization nearing capacity","Microsoft : Windows data",Observability,"https://lantern.splunk.com/@go/page/1755","Industry Neutral","Infrastructure Monitoring",50
"Windows CPU utilization nearing capacity","Updates data",Observability,"https://lantern.splunk.com/@go/page/1755","Industry Neutral","Infrastructure Monitoring",50
"Windows Zombie account lockouts","Microsoft : Windows data",Observability,"https://lantern.splunk.com/@go/page/714","Industry Neutral","Investigation and Troubleshooting",100
"Windows account activity overview","Microsoft : Windows data",Observability,"https://lantern.splunk.com/@go/page/713","Industry Neutral","Investigation and Troubleshooting",100
"Windows account lockouts","Microsoft : Windows data",Observability,"https://lantern.splunk.com/@go/page/712","Industry Neutral","Investigation and Troubleshooting",100
"Windows availability problems","Microsoft : Windows data",Observability,"https://lantern.splunk.com/@go/page/711","Industry Neutral","Infrastructure Monitoring",100
"Windows disk drive utilization nearing capacity","Microsoft : Windows data",Observability,"https://lantern.splunk.com/@go/page/1761","Industry Neutral","Infrastructure Monitoring",50
"Windows disk drive utilization nearing capacity","Updates data",Observability,"https://lantern.splunk.com/@go/page/1761","Industry Neutral","Infrastructure Monitoring",50
"Windows event log cleared","Microsoft : Windows data",Security,"https://lantern.splunk.com/@go/page/2917","Industry Neutral","Threat Hunting",100
"Windows host stops reporting data","Microsoft : Windows data",Observability,"https://lantern.splunk.com/@go/page/2774","Industry Neutral","Infrastructure Monitoring",50
"Windows host stops reporting data","Updates data",Observability,"https://lantern.splunk.com/@go/page/2774","Industry Neutral","Infrastructure Monitoring",50
"Windows memory utilization nearing capacity","Microsoft : Windows data",Observability,"https://lantern.splunk.com/@go/page/1757","Industry Neutral","Infrastructure Monitoring",50
"Windows memory utilization nearing capacity","Updates data",Observability,"https://lantern.splunk.com/@go/page/1757","Industry Neutral","Infrastructure Monitoring",50
"Windows process and JA3s hash correlation","Deep Packet Inspection data",Security,"https://lantern.splunk.com/@go/page/2583","Industry Neutral","Threat Hunting",25
"Windows process and JA3s hash correlation","Microsoft : Windows data",Security,"https://lantern.splunk.com/@go/page/2583","Industry Neutral","Threat Hunting",25
"Windows process and JA3s hash correlation","Network Router data",Security,"https://lantern.splunk.com/@go/page/2583","Industry Neutral","Threat Hunting",25
"Windows process and JA3s hash correlation","Network Switch data",Security,"https://lantern.splunk.com/@go/page/2583","Industry Neutral","Threat Hunting",25
"Windows service account login attempts","Microsoft : Windows Security Logs data",Security,"https://lantern.splunk.com/@go/page/715","Industry Neutral","Threat Hunting",100
"Windows user group changes","Microsoft : Windows Security Logs data",Security,"https://lantern.splunk.com/@go/page/4151","Industry Neutral","Threat Hunting",100
"Windows users unable to log in","Authentication data",Observability,"https://lantern.splunk.com/@go/page/2185","Industry Neutral","Investigation and Troubleshooting",50
"Windows users unable to log in","Web Server data",Observability,"https://lantern.splunk.com/@go/page/2185","Industry Neutral","Investigation and Troubleshooting",50
"Wire transfers from multiple client IP addresses","Application data",Platform,"https://lantern.splunk.com/@go/page/1600","Financial Services and Insurance","Align IT and Business with Service Monitoring",100
"Wire transfers into suspicious or banned countries","Application data",Platform,"https://lantern.splunk.com/@go/page/1601","Financial Services and Insurance","Align IT and Business with Service Monitoring",100
"Wmic.exe launching processes on a remote system","Endpoint data",Security,"https://lantern.splunk.com/@go/page/2873","Industry Neutral","Threat Hunting",100
