"L6_sourcetype_category","lantern_uce","lantern_url","lantern_vertical","lantern_vertical_category","use_case"
"Authentication data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Financial_Services_and_Insurance/Multiple_account_login_denials_followed_by_authorization","Financial Services","Use cases for financial services","Multiple account login denials followed by authorization"
"Authentication data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Compliance/Monitoring_NIST_SP_800-53_rev5_control_families/NIST_SP_800-53_access_control",Security,Compliance,"NIST SP 800-53 access control"
Change,"Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Compliance/Monitoring_NIST_SP_800-53_rev5_control_families/NIST_SP_800-53_access_control",Security,Compliance,"NIST SP 800-53 access control"
"Network Traffic","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Compliance/Monitoring_NIST_SP_800-53_rev5_control_families/NIST_SP_800-53_access_control",Security,Compliance,"NIST SP 800-53 access control"
Change,"Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Compliance/Monitoring_NIST_SP_800-53_rev5_control_families/NIST_SP_800-53_audit_and_accountability",Security,Compliance,"NIST SP 800-53 audit and accountability"
Performance,"Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Compliance/Monitoring_NIST_SP_800-53_rev5_control_families/NIST_SP_800-53_audit_and_accountability",Security,Compliance,"NIST SP 800-53 audit and accountability"
Change,"Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Compliance/Monitoring_NIST_SP_800-53_rev5_control_families/NIST_SP_800-53_configuration_management",Security,Compliance,"NIST SP 800-53 configuration management"
Inventory,"Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Compliance/Monitoring_NIST_SP_800-53_rev5_control_families/NIST_SP_800-53_configuration_management",Security,Compliance,"NIST SP 800-53 configuration management"
"Authentication data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Compliance/Monitoring_NIST_SP_800-53_rev5_control_families/NIST_SP_800-53_identification_and_authentication",Security,Compliance,"NIST SP 800-53 identification and authentication"
"Endpoint data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Compliance/Monitoring_NIST_SP_800-53_rev5_control_families/NIST_SP_800-53_incident_response",Security,Compliance,"NIST SP 800-53 incident response"
"Intrusion Detection","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Compliance/Monitoring_NIST_SP_800-53_rev5_control_families/NIST_SP_800-53_incident_response",Security,Compliance,"NIST SP 800-53 incident response"
"Endpoint data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Compliance/Monitoring_NIST_SP_800-53_rev5_control_families/NIST_SP_800-53_risk_assessment",Security,Compliance,"NIST SP 800-53 risk assessment"
"Authentication data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Compliance/Monitoring_NIST_SP_800-53_rev5_control_families/NIST_SP_800-53_system_and_information_integrity",Security,Compliance,"NIST SP 800-53 system and information integrity"
"Endpoint data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Compliance/Monitoring_NIST_SP_800-53_rev5_control_families/NIST_SP_800-53_system_and_information_integrity",Security,Compliance,"NIST SP 800-53 system and information integrity"
"Intrusion Detection","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Compliance/Monitoring_NIST_SP_800-53_rev5_control_families/NIST_SP_800-53_system_and_information_integrity",Security,Compliance,"NIST SP 800-53 system and information integrity"
Web,"Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Compliance/Monitoring_NIST_SP_800-53_rev5_control_families/NIST_SP_800-53_system_and_information_integrity",Security,Compliance,"NIST SP 800-53 system and information integrity"
"System log data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Investigation_and_Troubleshooting/Recovering_lost_visibility_of_IT_infrastructure/Network_device_down","IT Modernization","Investigation and Troubleshooting","Network device down"
"Firewall data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Security_Monitoring/Monitoring_for_network_traffic_volume_outliers/Network_traffic_patterns_between_a_source-destination_pair",Security,"Security Monitoring","Network traffic patterns between a source-destination pair"
"Salesforce data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Protecting_a_Salesforce_cloud_deployment/New_application_accessing_the_Salesforce_API",Security,"Threat Hunting","New application accessing the Salesforce API"
"Firewall data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Compliance/Running_common_General_Data_Protection_Regulation_(GDPR)_compliance_searches/New_connection_to_device",Security,Compliance,"New connection to device"
"Salesforce data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Protecting_a_Salesforce_cloud_deployment/New_high-risk_event_types_for_a_Salesforce_cloud_user",Security,"Threat Hunting","New high-risk event types for a Salesforce cloud user"
"Salesforce data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Protecting_a_Salesforce_cloud_deployment/New_tables_queried_by_a_Salesforce_cloud_peer_group",Security,"Threat Hunting","New tables queried by a Salesforce cloud peer group"
"Salesforce data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Protecting_a_Salesforce_cloud_deployment/New_tables_queried_by_a_Salesforce_cloud_user",Security,"Threat Hunting","New tables queried by a Salesforce cloud user"
"VPN data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Security_Monitoring/Securing_a_work-from-home_organization/Number_of_active_VPN_sessions",Security,"Security Monitoring","Number of active VPN sessions"
"Zoom data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Security_Monitoring/Securing_a_work-from-home_organization/Number_of_active_Zoom_meetings",Security,"Security Monitoring","Number of active Zoom meetings"
"Zoom data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Security_Monitoring/Securing_a_work-from-home_organization/Number_of_all_Zoom_meetings_created_over_time",Security,"Security Monitoring","Number of all Zoom meetings created over time"
"Firewall data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Security_Monitoring/Monitoring_for_network_traffic_volume_outliers/Number_of_connections_between_unique_source-destination_pairs",Security,"Security Monitoring","Number of connections between unique source-destination pairs"
"Web server data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Technology%2C_Communications%2C_and_Media/Managing_web_server_performance/Number_of_current_users_on_a_website","Technology, Communications, and Media","Use cases for technology, communications and media","Number of current users on a website"
"Linux and Unix","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Maintaining_*nix_systems_with_the_Splunk_platform/Package_installations_and_upgrades_on_a_*nix_server","IT Modernization","Infrastructure Monitoring","Package installations and upgrades on a *nix server"
"Firewall data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Security_Monitoring/Monitoring_for_network_traffic_volume_outliers/Percentage_of_total_bytes_out_from_a_source_to_a_single_destination",Security,"Security Monitoring","Percentage of total bytes out from a source to a single destination"
"Microsoft Active Directory data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Investigation_and_Troubleshooting/Preparing_for_certificate-based_authentication_changes_on_Windows_domain_controllers","IT Modernization","Investigation and Troubleshooting","Preparing for certificate-based authentication changes on Windows domain controllers"
Microsoft,"Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Managing_printers_in_a_Windows_environment/Printer_errors","IT Modernization","Infrastructure Monitoring","Printer errors"
"System log data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Investigation_and_Troubleshooting/Recovering_lost_visibility_of_IT_infrastructure/Problems_with_a_specific_network_device","IT Modernization","Investigation and Troubleshooting","Problems with a specific network device"
"System log data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Compliance/Recognizing_improper_use_of_system_administration_tools/Process_creation_events",Security,Compliance,"Process creation events"
"System log data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Detecting_the_use_of_randomization_in_cyberattacks/Processes_launched_from_randomized_file_paths",Security,"Threat Hunting","Processes launched from randomized file paths"
"Linux and Unix","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Maintaining_*nix_systems_with_the_Splunk_platform/Processes_running_after_*nix_patching_event","IT Modernization","Infrastructure Monitoring","Processes running after *nix patching event"
"Authentication data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Compliance/Processing_DMCA_notices",Security,Compliance,"Processing DMCA notices"
"DHCP data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Compliance/Processing_DMCA_notices",Security,Compliance,"Processing DMCA notices"
"Web server data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Reconstructing_a_website_defacement/Product_or_software_accessing_web_server",Security,"Threat Hunting","Product or software accessing web server"
"Salesforce data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Protecting_a_Salesforce_cloud_deployment",Security,"Threat Hunting","Protecting a Salesforce cloud deployment"
Amazon,"Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Managing_an_Amazon_Web_Services_environment/Public_S3_bucket_identification","IT Modernization","Infrastructure Monitoring","Public S3 bucket identification"
"Firewall data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Security_Monitoring/Managing_firewall_rules/Rarely_used_firewall_rules",Security,"Security Monitoring","Rarely used firewall rules"
"Deep packet inspection data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Detecting_software_supply_chain_attacks/Rarest_JA3s_hashes_and_server_combinations",Security,"Threat Hunting","Rarest JA3s hashes and server combinations"
"VMware data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Monitoring_VMware_virtualization_infrastructure/Recently_triggered_vSphere_alarms","IT Modernization","Infrastructure Monitoring","Recently triggered vSphere alarms"
"System log data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Compliance/Recognizing_improper_use_of_system_administration_tools",Security,Compliance,"Recognizing improper use of system administration tools"
"Endpoint data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Reconstructing_a_website_defacement",Security,"Threat Hunting","Reconstructing a website defacement"
"Firewall data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Reconstructing_a_website_defacement",Security,"Threat Hunting","Reconstructing a website defacement"
"Microsoft Sysmon data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Reconstructing_a_website_defacement",Security,"Threat Hunting","Reconstructing a website defacement"
"Web server data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Reconstructing_a_website_defacement",Security,"Threat Hunting","Reconstructing a website defacement"
"System log data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Investigation_and_Troubleshooting/Recovering_lost_visibility_of_IT_infrastructure","IT Modernization","Investigation and Troubleshooting","Recovering lost visibility of IT infrastructure"
"System log data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Compliance/Recognizing_improper_use_of_system_administration_tools/Registry_activities",Security,Compliance,"Registry activities"
"Endpoint data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Detecting_a_ransomware_attack/Registry_key_modifications",Security,"Threat Hunting","Registry key modifications"
"Endpoint data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Compliance/Recognizing_improper_use_of_system_administration_tools/Registry_keys_used_for_privilege_escalation",Security,Compliance,"Registry keys used for privilege escalation"
"System log data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Compliance/Recognizing_improper_use_of_system_administration_tools/Remote_logons_to_a_host",Security,Compliance,"Remote logons to a host"
"System log data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Incident_Management/Investigating_a_ransomware_attack/Removable_devices_connected_to_a_machine",Security,"Incident Management","Removable devices connected to a machine"
"Business service data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Financial_Services_and_Insurance/Reporting_on_key_trade_statistics_in_a_brokerage","Financial Services","Use cases for financial services","Reporting on key trade statistics in a brokerage"
"DNS data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Monitoring_a_network_for_DNS_exfiltration/Requests_to_a_large_number_of_subdomains",Security,"Threat Hunting","Requests to a large number of subdomains"
Amazon,"Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Managing_an_Amazon_Web_Services_environment/Resources_with_non-compliant_AWS_configuration_rules","IT Modernization","Infrastructure Monitoring","Resources with non-compliant AWS configuration rules"
"Business service data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Financial_Services_and_Insurance/Detecting_ATM_fraud/Riskiest_ATM_users","Financial Services","Use cases for financial services","Riskiest ATM users"
"System log data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Security_Monitoring/Routing_root_user_events_to_a_special_index",Security,"Security Monitoring","Routing root user events to a special index"
"Web server data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Technology%2C_Communications%2C_and_Media/Managing_web_server_performance/SSL_certificates_nearing_expiration","Technology, Communications, and Media","Use cases for technology, communications and media","SSL certificates nearing expiration"
"Endpoint data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Detecting_a_ransomware_attack/Schtasks.exe_registering_binaries_or_scripts_to_run_from_a_public_directory",Security,"Threat Hunting","Schtasks.exe registering binaries or scripts to run from a public directory"
"Endpoint data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Detecting_a_ransomware_attack/Schtasks.exe_used_to_force_a_reboot",Security,"Threat Hunting","Schtasks.exe used to force a reboot"
"Physical card reader data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Security_Monitoring/Monitoring_badges_for_facilities_access/Secure_facilities_access_auditing",Security,"Security Monitoring","Secure facilities access auditing"
"Authentication data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Security_Monitoring/Securing_a_work-from-home_organization",Security,"Security Monitoring","Securing a work-from-home organization"
"System log data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Security_Monitoring/Securing_a_work-from-home_organization",Security,"Security Monitoring","Securing a work-from-home organization"
"VPN data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Security_Monitoring/Securing_a_work-from-home_organization",Security,"Security Monitoring","Securing a work-from-home organization"
Amazon,"Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Security_Monitoring/Securing_infrastructure-as-code_with_Zscaler_Posture_Control",Security,"Security Monitoring","Securing infrastructure-as-code with Zscaler Posture Control"
"Infrastructure data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Security_Monitoring/Securing_infrastructure-as-code_with_Zscaler_Posture_Control",Security,"Security Monitoring","Securing infrastructure-as-code with Zscaler Posture Control"
Zscaler,"Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Security_Monitoring/Securing_infrastructure-as-code_with_Zscaler_Posture_Control",Security,"Security Monitoring","Securing infrastructure-as-code with Zscaler Posture Control"
"Endpoint data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Security_Monitoring/Securing_medical_devices_from_cyberattacks",Security,"Security Monitoring","Securing medical devices from cyberattacks"
"Intrusion detection and prevention data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Security_Monitoring/Securing_medical_devices_from_cyberattacks",Security,"Security Monitoring","Securing medical devices from cyberattacks"
"Medical device data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Security_Monitoring/Securing_medical_devices_from_cyberattacks",Security,"Security Monitoring","Securing medical devices from cyberattacks"
"Network router data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Security_Monitoring/Securing_medical_devices_from_cyberattacks",Security,"Security Monitoring","Securing medical devices from cyberattacks"
"Network switch data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Security_Monitoring/Securing_medical_devices_from_cyberattacks",Security,"Security Monitoring","Securing medical devices from cyberattacks"
"Network protocol data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Detecting_a_ransomware_attack/Server_Message_Block_(SMB)_traffic_connection_spikes",Security,"Threat Hunting","Server Message Block (SMB) traffic connection spikes"
"Endpoint data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Detecting_a_ransomware_attack/Shadow_copies_deleted",Security,"Threat Hunting","Shadow copies deleted"
"DNS data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Monitoring_a_network_for_DNS_exfiltration/Signs_of_beaconing_activity",Security,"Threat Hunting","Signs of beaconing activity"
"*","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Incident_Management/Creating_a_timebound_picture_of_network_activity/Source_types_available",Security,"Incident Management","Source types available"
"Salesforce data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Protecting_a_Salesforce_cloud_deployment/Spike_in_downloaded_documents_per_user_on_Salesforce_cloud",Security,"Threat Hunting","Spike in downloaded documents per user on Salesforce cloud"
"Salesforce data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Protecting_a_Salesforce_cloud_deployment/Spike_in_exported_records_from_Salesforce_cloud",Security,"Threat Hunting","Spike in exported records from Salesforce cloud"
Microsoft,"Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Managing_printers_in_a_Windows_environment/Spikes_in_printer_activity_in_a_Windows_environment","IT Modernization","Infrastructure Monitoring","Spikes in printer activity in a Windows environment"
"DNS data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Monitoring_a_network_for_DNS_exfiltration/Spikes_in_volume_of_DNS_queries",Security,"Threat Hunting","Spikes in volume of DNS queries"
"Telephony data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Technology%2C_Communications%2C_and_Media/Monitoring_key_telecommunications_service_metrics/Subscribers_with_the_highest_outbound_call_volume","Technology, Communications, and Media","Use cases for technology, communications and media","Subscribers with the highest outbound call volume"
"Authentication data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Security_Monitoring/Securing_a_work-from-home_organization/Successful_VPN_logins_over_time",Security,"Security Monitoring","Successful VPN logins over time"
"Telephony data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Technology%2C_Communications%2C_and_Media/Monitoring_key_telecommunications_service_metrics/Successful_call_statistics_by_geography","Technology, Communications, and Media","Use cases for technology, communications and media","Successful call statistics by geography"
"Linux and Unix","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Managing_*nix_system_user_account_behavior/Successful_logins_to_a_*nix_server","IT Modernization","Infrastructure Monitoring","Successful logins to a *nix server"
"Deep packet inspection data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Incident_Management/Investigating_a_ransomware_attack/Suspicious_domains_visited_by_a_user",Security,"Incident Management","Suspicious domains visited by a user"
"System log data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Incident_Management/Investigating_a_ransomware_attack/Suspicious_script_in_the_command_line",Security,"Incident Management","Suspicious script in the command line"
"Web server data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Technology%2C_Communications%2C_and_Media/Managing_web_server_performance/Synthetic_checks_for_URL_response_times","Technology, Communications, and Media","Use cases for technology, communications and media","Synthetic checks for URL response times"
"Web server data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Technology%2C_Communications%2C_and_Media/Managing_web_server_performance/Synthetic_checks_for_URL_responses","Technology, Communications, and Media","Use cases for technology, communications and media","Synthetic checks for URL responses"
"Endpoint data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Detecting_Supernova_web_shell_malware/Systems_vulnerable_to_Supernova_malware",Security,"Threat Hunting","Systems vulnerable to Supernova malware"
"System log data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Compliance/Running_common_General_Data_Protection_Regulation_(GDPR)_compliance_searches/Systems_with_the_update_service_disabled",Security,Compliance,"Systems with the update service disabled"
"Network protocol data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Detecting_a_ransomware_attack/TOR_traffic",Security,"Threat Hunting","TOR traffic"
"Microsoft Sysmon data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Incident_Management/Investigating_a_ransomware_attack/Time_elapsed_between_two_related_events",Security,"Incident Management","Time elapsed between two related events"
"Dell EMC Isilon data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Managing_Dell_Isilion_network_attached_storage/Top_audit_failures_by_user_in_Dell_Isilon_NAS","IT Modernization","Infrastructure Monitoring","Top audit failures by user in Dell Isilon NAS"
"Web server data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Technology%2C_Communications%2C_and_Media/Managing_web_server_performance/Top_five_most_common_web_browsers","Technology, Communications, and Media","Use cases for technology, communications and media","Top five most common web browsers"
"Database data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Analyzing_wire_data_from_databases/Top_ten_highest_network_utilization_queries","IT Modernization","Infrastructure Monitoring","Top ten highest network utilization queries"
"Deep packet inspection data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Analyzing_wire_data_from_databases/Top_ten_highest_network_utilization_queries","IT Modernization","Infrastructure Monitoring","Top ten highest network utilization queries"
"Database data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Analyzing_wire_data_from_databases/Top_ten_most_common_database_queries","IT Modernization","Infrastructure Monitoring","Top ten most common database queries"
"Deep packet inspection data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Analyzing_wire_data_from_databases/Top_ten_most_common_database_queries","IT Modernization","Infrastructure Monitoring","Top ten most common database queries"
"Database data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Analyzing_wire_data_from_databases/Top_ten_slowest_database_queries","IT Modernization","Infrastructure Monitoring","Top ten slowest database queries"
"Deep packet inspection data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Analyzing_wire_data_from_databases/Top_ten_slowest_database_queries","IT Modernization","Infrastructure Monitoring","Top ten slowest database queries"
"Web server data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Technology%2C_Communications%2C_and_Media/Managing_web_server_performance/Top_ten_slowest_web_pages_on_a_web_server","Technology, Communications, and Media","Use cases for technology, communications and media","Top ten slowest web pages on a web server"
"VMware data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Monitoring_VMware_virtualization_infrastructure/Topology_of_a_VMware_environment","IT Modernization","Infrastructure Monitoring","Topology of a VMware environment"
"Firewall data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Security_Monitoring/Monitoring_for_network_traffic_volume_outliers/Total_bytes_out_from_source_IP_addresses",Security,"Security Monitoring","Total bytes out from source IP addresses"
"Telephony data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Technology%2C_Communications%2C_and_Media/Monitoring_key_telecommunications_service_metrics/Total_call_minutes_by_subscriber","Technology, Communications, and Media","Use cases for technology, communications and media","Total call minutes by subscriber"
"Business service data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Financial_Services_and_Insurance/Tracking_a_retail_banking_transaction_end-to-end","Financial Services","Use cases for financial services","Tracking a retail banking transaction end-to-end"
"Application server data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Investigation_and_Troubleshooting/Using_stack_traces_to_detect_application_errors/Trends_in_application_errors_over_time","IT Modernization","Investigation and Troubleshooting","Trends in application errors over time"
"Database data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Analyzing_wire_data_from_databases/Trends_in_database_query_counts","IT Modernization","Infrastructure Monitoring","Trends in database query counts"
"Deep packet inspection data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Analyzing_wire_data_from_databases/Trends_in_database_query_counts","IT Modernization","Infrastructure Monitoring","Trends in database query counts"
"Database data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Analyzing_wire_data_from_databases/Trends_in_database_query_response_times","IT Modernization","Infrastructure Monitoring","Trends in database query response times"
"Deep packet inspection data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Analyzing_wire_data_from_databases/Trends_in_database_query_response_times","IT Modernization","Infrastructure Monitoring","Trends in database query response times"
"Application server data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Investigation_and_Troubleshooting/Using_stack_traces_to_detect_application_errors/Trends_in_exceptions_and_stack_traces","IT Modernization","Investigation and Troubleshooting","Trends in exceptions and stack traces"
"Web server data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Technology%2C_Communications%2C_and_Media/Managing_web_server_performance/Trends_in_web_server_response_codes","Technology, Communications, and Media","Use cases for technology, communications and media","Trends in web server response codes"
"Firewall data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Detecting_the_use_of_randomization_in_cyberattacks/Typosquatting_clicks_on_a_network",Security,"Threat Hunting","Typosquatting clicks on a network"
"Endpoint data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Detecting_a_ransomware_attack/USN_journal_deletion",Security,"Threat Hunting","USN journal deletion"
Amazon,"Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Managing_an_Amazon_Web_Services_environment/Unattached_AWS_elastic_block_store_volumes","IT Modernization","Infrastructure Monitoring","Unattached AWS elastic block store volumes"
"*","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Compliance/Running_common_General_Data_Protection_Regulation_(GDPR)_compliance_searches/Unauthorized_access_to_Splunk_indexes",Security,Compliance,"Unauthorized access to Splunk indexes"
"Authentication data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Compliance/Running_common_General_Data_Protection_Regulation_(GDPR)_compliance_searches/Unauthorized_access_to_systems",Security,Compliance,"Unauthorized access to systems"
