"use_case","L6_sourcetype_category",domain,"lantern_url","lantern_vertical","lantern_vertical_category","percent_of_use_case"
"Monitoring for signs of Windows privilege escalation attack","Authentication data",Security,"https://lantern.splunk.com/Security/UCE/Guided_Insights/Threat_hunting/monitoring_for_signs_of_a_windows_privilege_escalation_attack","Industry Neutral","Threat Hunting","33.333333333333336"
"Monitoring for signs of Windows privilege escalation attack","Binary Repositories data",Security,"https://lantern.splunk.com/Security/UCE/Guided_Insights/Threat_hunting/monitoring_for_signs_of_a_windows_privilege_escalation_attack","Industry Neutral","Threat Hunting","33.333333333333336"
"Monitoring for signs of Windows privilege escalation attack","Endpoint data",Security,"https://lantern.splunk.com/Security/UCE/Guided_Insights/Threat_hunting/monitoring_for_signs_of_a_windows_privilege_escalation_attack","Industry Neutral","Threat Hunting","33.333333333333336"
"Monitoring for signs of a Windows privilege escalation attack","Authentication data",Security,"https://lantern.splunk.com/Security/UCE/Guided_Insights/Threat_hunting/monitoring_for_signs_of_a_windows_privilege_escalation_attack","Industry Neutral","Threat Hunting","33.333333333333336"
"Monitoring for signs of a Windows privilege escalation attack","Binary Repositories data",Security,"https://lantern.splunk.com/Security/UCE/Guided_Insights/Threat_hunting/monitoring_for_signs_of_a_windows_privilege_escalation_attack","Industry Neutral","Threat Hunting","33.333333333333336"
"Monitoring for signs of a Windows privilege escalation attack","Endpoint data",Security,"https://lantern.splunk.com/Security/UCE/Guided_Insights/Threat_hunting/monitoring_for_signs_of_a_windows_privilege_escalation_attack","Industry Neutral","Threat Hunting","33.333333333333336"
"Monitoring for wire transfer fraud with the Splunk App for Fraud Analytics","Financial data",Platform,"https://lantern.splunk.com/@go/page/8265","Financial Services and Insurance","Financial Services and Insurance Analysis",100
"Monitoring full DNS transaction data","Network Resolution data",Security,"https://lantern.splunk.com/@go/page/7968","Industry Neutral","Threat Hunting",100
"Monitoring ingress and egress traffic across Operational Technology perimeters","Intrusion Detection data",Platform,"https://lantern.splunk.com/@go/page/7969",Manufacturing,"Manufacturing Analysis","33.333333333333336"
"Monitoring ingress and egress traffic across Operational Technology perimeters","Network Firewall data",Platform,"https://lantern.splunk.com/@go/page/7969",Manufacturing,"Manufacturing Analysis","33.333333333333336"
"Monitoring ingress and egress traffic across Operational Technology perimeters","Network Traffic data",Platform,"https://lantern.splunk.com/@go/page/7969",Manufacturing,"Manufacturing Analysis","33.333333333333336"
"Monitoring key telecommunications service metrics","Call Detail Record data",Platform,"https://lantern.splunk.com/@go/page/2350","Technology, Communications, and Media","Technology, Communications, and Media Analysis",100
"Monitoring log volume trends","Application data",Observability,"https://lantern.splunk.com/@go/page/374","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Monitoring major Cloud Service Providers (CSPs)","Cloud Services data",Security,"https://lantern.splunk.com/@go/page/7157","Industry Neutral","Security Monitoring",100
"Monitoring medical record numbers for anomalous access","Authentication data",Security,"https://lantern.splunk.com/@go/page/3787",Healthcare,"Healthcare Analysis",100
"Monitoring mobile device payments","Mobile Device data",Platform,"https://lantern.splunk.com/@go/page/2789","Financial Services and Insurance","Financial Services and Insurance Analysis",100
"Monitoring new logins to financial applications","Application data",Platform,"https://lantern.splunk.com/@go/page/2773","Financial Services and Insurance","Financial Services and Insurance Analysis",50
"Monitoring new logins to financial applications","Financial data",Platform,"https://lantern.splunk.com/@go/page/2773","Financial Services and Insurance","Financial Services and Insurance Analysis",50
"Monitoring payment responses","Application data",Platform,"https://lantern.splunk.com/@go/page/2334","Financial Services and Insurance","Financial Services and Insurance Analysis",50
"Monitoring payment responses","Financial data",Platform,"https://lantern.splunk.com/@go/page/2334","Financial Services and Insurance","Financial Services and Insurance Analysis",50
"Monitoring remote access to Operational Technology environments","Microsoft:Windows data",Observability,"https://lantern.splunk.com/@go/page/7977",Manufacturing,"Manufacturing Analysis",100
"Monitoring removable media devices in Operational Technology environments","Microsoft:Windows data",Security,"https://lantern.splunk.com/@go/page/7973",Manufacturing,"Manufacturing Analysis",100
"Monitoring security events with Enterprise Security and Microsoft Copilot for Security","Application data",Security,"https://lantern.splunk.com/@go/page/8054","Industry Neutral","Security Monitoring",100
"Monitoring the availability of online storefronts","Email data",Platform,"https://lantern.splunk.com/@go/page/4323","Industry Neutral","Optimize End-User Experiences",50
"Monitoring the availability of online storefronts","Network Resolution data",Platform,"https://lantern.splunk.com/@go/page/4323","Industry Neutral","Optimize End-User Experiences",50
"Monitoring usage of wireless access points","Network Communication data",Platform,"https://lantern.splunk.com/@go/page/6347","Technology, Communications, and Media","Technology, Communications, and Media Analysis",100
"Monitoring use of Git repositories","Binary Repositories data",Security,"https://lantern.splunk.com/@go/page/534","Industry Neutral","Security Monitoring",100
"Monitoring user activity spikes in AWS","AWS:CloudTrail data",Security,"https://lantern.splunk.com/@go/page/2677","Industry Neutral","Threat Hunting","33.333333333333336"
"Monitoring user activity spikes in AWS","AWS:CloudWatch data",Security,"https://lantern.splunk.com/@go/page/2677","Industry Neutral","Threat Hunting","33.333333333333336"
"Monitoring user activity spikes in AWS","User Activity Logs data",Security,"https://lantern.splunk.com/@go/page/2677","Industry Neutral","Threat Hunting","33.333333333333336"
"Monitoring web application performance","APM data",Observability,"https://lantern.splunk.com/@go/page/1255","Industry Neutral","Application Monitoring",50
"Monitoring web application performance","Application data",Observability,"https://lantern.splunk.com/@go/page/1255","Industry Neutral","Application Monitoring",50
"Monitoring wire transfers","Application data",Platform,"https://lantern.splunk.com/@go/page/2700","Financial Services and Insurance","Financial Services and Insurance Analysis",50
"Monitoring wire transfers","Financial data",Platform,"https://lantern.splunk.com/@go/page/2700","Financial Services and Insurance","Financial Services and Insurance Analysis",50
"Most common operating system and browser combination","Web Server data",Platform,"https://lantern.splunk.com/@go/page/2188","Technology, Communications, and Media","Troubleshoot Mission-Critical Apps with Logs",100
"Most commonly accessed business applications","Authentication data",Security,"https://lantern.splunk.com/@go/page/2494","Industry Neutral","Security Monitoring",100
"Most frequent ATM users","Application data",Platform,"https://lantern.splunk.com/@go/page/1525","Financial Services and Insurance","Financial Services and Insurance Analysis",50
"Most frequent ATM users","Financial data",Platform,"https://lantern.splunk.com/@go/page/1525","Financial Services and Insurance","Financial Services and Insurance Analysis",50
"Most used assets of a web application","Application data",Observability,"https://lantern.splunk.com/@go/page/1510","Industry Neutral","Application Monitoring",100
"Multichannel fraud detection","Application data",Security,"https://lantern.splunk.com/Security/UCE/Guided_Insights/Anomaly_detection/Detecting_consumer_bank_account_takeovers/Multichannel_fraud_detection","Industry Neutral","Anomaly detection",50
"Multichannel fraud detection","Financial data",Security,"https://lantern.splunk.com/Security/UCE/Guided_Insights/Anomaly_detection/Detecting_consumer_bank_account_takeovers/Multichannel_fraud_detection","Industry Neutral","Anomaly detection",50
"Multiple account login denials followed by authorization","Authentication data",Security,"https://lantern.splunk.com/@go/page/1599","Financial Services and Insurance","Financial Services and Insurance Analysis",50
"Multiple account login denials followed by authorization","Identity and Access Management data",Security,"https://lantern.splunk.com/@go/page/1599","Financial Services and Insurance","Financial Services and Insurance Analysis",50
"NIST SP 800-53 access control","Authentication data",Security,"https://lantern.splunk.com/@go/page/2926","Industry Neutral",Compliance,"33.333333333333336"
"NIST SP 800-53 access control","Change data",Security,"https://lantern.splunk.com/@go/page/2926","Industry Neutral",Compliance,"33.333333333333336"
"NIST SP 800-53 access control","Network Traffic data",Security,"https://lantern.splunk.com/@go/page/2926","Industry Neutral",Compliance,"33.333333333333336"
"NIST SP 800-53 audit and accountability","Change data",Security,"https://lantern.splunk.com/@go/page/2921","Industry Neutral",Compliance,50
"NIST SP 800-53 audit and accountability","Performance data",Security,"https://lantern.splunk.com/@go/page/2921","Industry Neutral",Compliance,50
"NIST SP 800-53 configuration management","Change data",Security,"https://lantern.splunk.com/@go/page/2922","Industry Neutral",Compliance,50
"NIST SP 800-53 configuration management","Inventory data",Security,"https://lantern.splunk.com/@go/page/2922","Industry Neutral",Compliance,50
"NIST SP 800-53 identification and authentication","Authentication data",Security,"https://lantern.splunk.com/@go/page/2919","Industry Neutral",Compliance,100
"NIST SP 800-53 incident response","Intrusion Detection data",Security,"https://lantern.splunk.com/@go/page/2923","Industry Neutral",Compliance,50
"NIST SP 800-53 incident response","Malware data",Security,"https://lantern.splunk.com/@go/page/2923","Industry Neutral",Compliance,50
"NIST SP 800-53 risk assessment","Vulnerability Detection data",Security,"https://lantern.splunk.com/@go/page/2924","Industry Neutral",Compliance,50
"NIST SP 800-53 risk assessment","Vulnerability Scanning data",Security,"https://lantern.splunk.com/@go/page/2924","Industry Neutral",Compliance,50
"NIST SP 800-53 system and information integrity","Authentication data",Security,"https://lantern.splunk.com/@go/page/2925","Industry Neutral",Compliance,25
"NIST SP 800-53 system and information integrity","Intrusion Detection data",Security,"https://lantern.splunk.com/@go/page/2925","Industry Neutral",Compliance,25
"NIST SP 800-53 system and information integrity","Malware data",Security,"https://lantern.splunk.com/@go/page/2925","Industry Neutral",Compliance,25
"NIST SP 800-53 system and information integrity","Web Server data",Security,"https://lantern.splunk.com/@go/page/2925","Industry Neutral",Compliance,25
"Network device down","Linux and Unix data",Observability,"https://lantern.splunk.com/@go/page/1513","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs","33.333333333333336"
"Network device down","Microsoft:Windows data",Observability,"https://lantern.splunk.com/@go/page/1513","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs","33.333333333333336"
"Network device down","SNMP data",Observability,"https://lantern.splunk.com/@go/page/1513","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs","33.333333333333336"
"Network traffic patterns between a source-destination pair","Network Firewall data",Security,"https://lantern.splunk.com/@go/page/576","Industry Neutral","Security Monitoring",100
"New account fraud","Application data",Security,"https://lantern.splunk.com/Security/UCE/Guided_Insights/Anomaly_detection/Detecting_consumer_bank_account_takeovers/New_account_fraud","Industry Neutral","Anomaly detection",50
"New account fraud","Financial data",Security,"https://lantern.splunk.com/Security/UCE/Guided_Insights/Anomaly_detection/Detecting_consumer_bank_account_takeovers/New_account_fraud","Industry Neutral","Anomaly detection",50
"New application accessing the Salesforce API","Salesforce data",Security,"https://lantern.splunk.com/@go/page/639","Industry Neutral","Threat Hunting",100
"New connection to device","Network Firewall data",Security,"https://lantern.splunk.com/@go/page/553","Industry Neutral",Compliance,100
"New high-risk event types for a Salesforce cloud user","Salesforce data",Security,"https://lantern.splunk.com/@go/page/640","Industry Neutral","Threat Hunting",100
"New tables queried by a Salesforce cloud peer group","Salesforce data",Security,"https://lantern.splunk.com/@go/page/642","Industry Neutral","Threat Hunting",100
"New tables queried by a Salesforce cloud user","Salesforce data",Security,"https://lantern.splunk.com/@go/page/641","Industry Neutral","Threat Hunting",100
"Number of active VPN sessions","Network Sessions data",Security,"https://lantern.splunk.com/@go/page/2477","Industry Neutral","Security Monitoring",50
"Number of active VPN sessions","Network VPN data",Security,"https://lantern.splunk.com/@go/page/2477","Industry Neutral","Security Monitoring",50
"Number of active Zoom meetings","Zoom data",Security,"https://lantern.splunk.com/@go/page/2490","Industry Neutral","Security Monitoring",100
"Number of all Zoom meetings created over time","Zoom data",Security,"https://lantern.splunk.com/@go/page/2493","Industry Neutral","Security Monitoring",100
"Number of connections between unique source-destination pairs","Network Firewall data",Security,"https://lantern.splunk.com/@go/page/579","Industry Neutral","Security Monitoring",100
"Number of current users on a website","Web Server data",Platform,"https://lantern.splunk.com/@go/page/1535","Technology, Communications, and Media","Troubleshoot Mission-Critical Apps with Logs",100
"Number of wire transfers exceeds threshold","Application data",Platform,"https://lantern.splunk.com/@go/page/1602","Financial Services and Insurance","Financial Services and Insurance Analysis",50
"Number of wire transfers exceeds threshold","Financial data",Platform,"https://lantern.splunk.com/@go/page/1602","Financial Services and Insurance","Financial Services and Insurance Analysis",50
"Package installations and upgrades on a *nix server","Linux and Unix data",Observability,"https://lantern.splunk.com/@go/page/680","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Percentage of total bytes out from a source to a single destination","Network Firewall data",Security,"https://lantern.splunk.com/@go/page/580","Industry Neutral","Security Monitoring",100
"Predicting failed trade settlements","Business Service data",Platform,"https://lantern.splunk.com/@go/page/7216","Financial Services and Insurance","Financial Services and Insurance Analysis",100
"Preparing for certificate-based authentication changes on Windows domain controllers","Microsoft:Active Directory data",Observability,"https://lantern.splunk.com/@go/page/6487","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Printer errors","Microsoft:Windows data",Observability,"https://lantern.splunk.com/@go/page/1753","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Problems with a specific network device","Linux and Unix data",Observability,"https://lantern.splunk.com/@go/page/1514","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs","33.333333333333336"
"Problems with a specific network device","Microsoft:Windows data",Observability,"https://lantern.splunk.com/@go/page/1514","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs","33.333333333333336"
"Problems with a specific network device","SNMP data",Observability,"https://lantern.splunk.com/@go/page/1514","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs","33.333333333333336"
"Process creation events","Microsoft:Windows data",Security,"https://lantern.splunk.com/@go/page/543","Industry Neutral",Compliance,100
"Processes launched from randomized file paths","Microsoft:Windows data",Security,"https://lantern.splunk.com/@go/page/816","Industry Neutral","Threat Hunting",100
"Processes running after *nix patching event","Linux and Unix data",Observability,"https://lantern.splunk.com/@go/page/679","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Processing DMCA notices","Authentication data",Security,"https://lantern.splunk.com/@go/page/529","Industry Neutral",Compliance,50
"Processing DMCA notices","Network Sessions data",Security,"https://lantern.splunk.com/@go/page/529","Industry Neutral",Compliance,50
"Product or software accessing web server","Web Server data",Security,"https://lantern.splunk.com/@go/page/788","Industry Neutral","Threat Hunting",100
"Protecting Operational Technology (OT) environments","Linux and Unix data",Security,"https://lantern.splunk.com/@go/page/7199","Operational Technology (OT)","Threat Hunting",50
"Protecting Operational Technology (OT) environments","Microsoft:Windows data",Security,"https://lantern.splunk.com/@go/page/7199","Operational Technology (OT)","Threat Hunting",50
"Protecting a Salesforce cloud deployment","Salesforce data",Security,"https://lantern.splunk.com/@go/page/622","Industry Neutral","Threat Hunting",100
"Public S3 bucket identification","AWS:CloudTrail data",Observability,"https://lantern.splunk.com/@go/page/2830","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Rarely used firewall rules","Network Firewall data",Security,"https://lantern.splunk.com/@go/page/819","Industry Neutral","Security Monitoring",100
"Rarest JA3s hashes and server combinations","Deep Packet Inspection data",Security,"https://lantern.splunk.com/@go/page/2571","Industry Neutral","Threat Hunting",100
"Recently triggered vSphere alarms","VMware data",Observability,"https://lantern.splunk.com/@go/page/687","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Recognizing improper use of system administration tools","Microsoft:Windows data",Security,"https://lantern.splunk.com/@go/page/520","Industry Neutral",Compliance,100
"Reconstructing a website defacement","Malware data",Security,"https://lantern.splunk.com/@go/page/729","Industry Neutral","Threat Hunting",25
"Reconstructing a website defacement","Microsoft:Windows data",Security,"https://lantern.splunk.com/@go/page/729","Industry Neutral","Threat Hunting",25
"Reconstructing a website defacement","Network Firewall data",Security,"https://lantern.splunk.com/@go/page/729","Industry Neutral","Threat Hunting",25
"Reconstructing a website defacement","Web Server data",Security,"https://lantern.splunk.com/@go/page/729","Industry Neutral","Threat Hunting",25
"Recovering lost visibility of IT infrastructure","Linux and Unix data",Observability,"https://lantern.splunk.com/@go/page/1511","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",25
"Recovering lost visibility of IT infrastructure","Microsoft:Windows data",Observability,"https://lantern.splunk.com/@go/page/1511","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",25
"Recovering lost visibility of IT infrastructure","Performance data",Observability,"https://lantern.splunk.com/@go/page/1511","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",25
"Recovering lost visibility of IT infrastructure","SNMP data",Observability,"https://lantern.splunk.com/@go/page/1511","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",25
"Reducing PAN and Cisco security firewall logs with Splunk Edge Processor","Network Firewall data",Security,"https://lantern.splunk.com/@go/page/7296","Industry Neutral","Security Monitoring",100
"Registry activities","Microsoft:Windows data",Security,"https://lantern.splunk.com/@go/page/1500","Industry Neutral",Compliance,100
"Registry key modifications","Endpoint data",Security,"https://lantern.splunk.com/@go/page/2871","Industry Neutral","Threat Hunting",100
"Registry keys used for privilege escalation","Microsoft:Windows data",Security,"https://lantern.splunk.com/@go/page/542","Industry Neutral",Compliance,100
"Removable devices connected to a machine","Microsoft:Windows data",Security,"https://lantern.splunk.com/@go/page/801","Industry Neutral","Incident Management",100
"Reporting on key trade statistics in a brokerage","Application data",Platform,"https://lantern.splunk.com/@go/page/2740","Financial Services and Insurance","Financial Services and Insurance Analysis",50
"Reporting on key trade statistics in a brokerage","Financial data",Platform,"https://lantern.splunk.com/@go/page/2740","Financial Services and Insurance","Financial Services and Insurance Analysis",50
"Requests to a large number of subdomains","Network Resolution data",Security,"https://lantern.splunk.com/@go/page/731","Industry Neutral","Threat Hunting",100
"Resources with non-compliant AWS configuration rules","AWS:Configuration logs data",Observability,"https://lantern.splunk.com/@go/page/658","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Riskiest ATM users","Application data",Platform,"https://lantern.splunk.com/@go/page/1537","Financial Services and Insurance","Financial Services and Insurance Analysis",50
"Riskiest ATM users","Financial data",Platform,"https://lantern.splunk.com/@go/page/1537","Financial Services and Insurance","Financial Services and Insurance Analysis",50
"Running common General Data Protection Regulation (GDPR) compliance searches","Authentication data",Security,"https://lantern.splunk.com/@go/page/521","Industry Neutral",Compliance,"16.666666666666668"
"Running common General Data Protection Regulation (GDPR) compliance searches","Change data",Security,"https://lantern.splunk.com/@go/page/521","Industry Neutral",Compliance,"16.666666666666668"
"Running common General Data Protection Regulation (GDPR) compliance searches","Endpoint data",Security,"https://lantern.splunk.com/@go/page/521","Industry Neutral",Compliance,"16.666666666666668"
"Running common General Data Protection Regulation (GDPR) compliance searches","Malware data",Security,"https://lantern.splunk.com/@go/page/521","Industry Neutral",Compliance,"16.666666666666668"
"Running common General Data Protection Regulation (GDPR) compliance searches","Network Firewall data",Security,"https://lantern.splunk.com/@go/page/521","Industry Neutral",Compliance,"16.666666666666668"
"Running common General Data Protection Regulation (GDPR) compliance searches","Web Proxy data",Security,"https://lantern.splunk.com/@go/page/521","Industry Neutral",Compliance,"16.666666666666668"
"SSL certificates nearing expiration","Web Server data",Platform,"https://lantern.splunk.com/Splunk_Platform/UCE/Technology%2C_Communications%2C_and_Media/Managing_web_server_performance/SSL_certificates_nearing_expiration","Technology, Communications, and Media","Troubleshoot Mission-Critical Apps with Logs",100
"Salesforce account compromise","Network Access Control data",Security,"https://lantern.splunk.com/Security/UCE/Guided_Insights/Threat_hunting/Protecting_a_Salesforce_cloud_deployment/Salesforce_account_compromise","Industry Neutral","Threat Hunting","33.333333333333336"
"Salesforce account compromise","Network VPN data",Security,"https://lantern.splunk.com/Security/UCE/Guided_Insights/Threat_hunting/Protecting_a_Salesforce_cloud_deployment/Salesforce_account_compromise","Industry Neutral","Threat Hunting","33.333333333333336"
"Salesforce account compromise","Salesforce data",Security,"https://lantern.splunk.com/Security/UCE/Guided_Insights/Threat_hunting/Protecting_a_Salesforce_cloud_deployment/Salesforce_account_compromise","Industry Neutral","Threat Hunting","33.333333333333336"
"Schtasks.exe registering binaries or scripts to run from a public directory","Endpoint data",Security,"https://lantern.splunk.com/@go/page/2879","Industry Neutral","Threat Hunting",100
"Schtasks.exe used to force a reboot","Endpoint data",Security,"https://lantern.splunk.com/@go/page/2875","Industry Neutral","Threat Hunting",100
"Secure facilities access auditing","Call Detail Record data",Security,"https://lantern.splunk.com/@go/page/2467","Industry Neutral","Security Monitoring",50
"Secure facilities access auditing","Physical Card Reader data",Security,"https://lantern.splunk.com/@go/page/2467","Industry Neutral","Security Monitoring",50
"Securing a work-from-home organization","Authentication data",Security,"https://lantern.splunk.com/@go/page/737","Industry Neutral","Security Monitoring","33.333333333333336"
"Securing a work-from-home organization","Endpoint data",Security,"https://lantern.splunk.com/@go/page/737","Industry Neutral","Security Monitoring","33.333333333333336"
"Securing a work-from-home organization","Network VPN data",Security,"https://lantern.splunk.com/@go/page/737","Industry Neutral","Security Monitoring","33.333333333333336"
"Securing medical devices from cyberattacks","Intrusion Detection data",Security,"https://lantern.splunk.com/@go/page/3784","Industry Neutral","Security Monitoring","33.333333333333336"
"Securing medical devices from cyberattacks","Network Router data",Security,"https://lantern.splunk.com/@go/page/3784","Industry Neutral","Security Monitoring","33.333333333333336"
"Securing medical devices from cyberattacks","Vulnerability Scanning data",Security,"https://lantern.splunk.com/@go/page/3784","Industry Neutral","Security Monitoring","33.333333333333336"
"Server Message Block (SMB) traffic connection spikes","Network Protocol data",Security,"https://lantern.splunk.com/@go/page/2877","Industry Neutral","Threat Hunting",100
"Shadow copies deleted","Endpoint data",Security,"https://lantern.splunk.com/@go/page/2870","Industry Neutral","Threat Hunting",100
"Signs of beaconing activity","Network Resolution data",Security,"https://lantern.splunk.com/@go/page/732","Industry Neutral","Threat Hunting",100
"Source types available","Endpoint data",Security,"https://lantern.splunk.com/@go/page/776","Industry Neutral","Incident Management",100
"Spike in downloaded documents per user on Salesforce cloud","Salesforce data",Security,"https://lantern.splunk.com/hc/Withdrawn_Pages/Security_searches/Spike_in_downloaded_documents_per_user_on_Salesforce_cloud","Industry Neutral","Threat Hunting",100
"Spike in exported records from Salesforce cloud","Salesforce data",Security,"https://lantern.splunk.com/@go/page/643","Industry Neutral","Threat Hunting",100
"Spikes in printer activity in a Windows environment","Microsoft:Windows data",Observability,"https://lantern.splunk.com/@go/page/700","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Spikes in volume of DNS queries","Network Resolution data",Security,"https://lantern.splunk.com/@go/page/733","Industry Neutral","Threat Hunting",50
"Spikes in volume of DNS queries","Splunk Stream data",Security,"https://lantern.splunk.com/@go/page/733","Industry Neutral","Threat Hunting",50
"Subscribers with the highest outbound call volume","Call Detail Record data",Platform,"https://lantern.splunk.com/@go/page/2373","Technology, Communications, and Media","Technology, Communications, and Media Analysis",100
"Successful VPN logins over time","Authentication data",Security,"https://lantern.splunk.com/@go/page/2489","Industry Neutral","Security Monitoring",100
"Successful call statistics by geography","Call Detail Record data",Platform,"https://lantern.splunk.com/@go/page/2374","Technology, Communications, and Media","Technology, Communications, and Media Analysis",100
"Successful logins to a *nix server","Linux and Unix data",Observability,"https://lantern.splunk.com/@go/page/675","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Suspicious domains visited by a user","Deep Packet Inspection data",Security,"https://lantern.splunk.com/@go/page/802","Industry Neutral","Incident Management",100
"Suspicious script in the command line","Microsoft:Windows data",Security,"https://lantern.splunk.com/@go/page/805","Industry Neutral","Incident Management",100
"Suspicious session behavior","Application data",Security,"https://lantern.splunk.com/Security/UCE/Guided_Insights/Anomaly_detection/Detecting_consumer_bank_account_takeovers/Suspicious_session_behavior","Industry Neutral","Anomaly detection",50
"Suspicious session behavior","Financial data",Security,"https://lantern.splunk.com/Security/UCE/Guided_Insights/Anomaly_detection/Detecting_consumer_bank_account_takeovers/Suspicious_session_behavior","Industry Neutral","Anomaly detection",50
"Suspicious web traffic","Application data",Security,"https://lantern.splunk.com/Security/UCE/Guided_Insights/Anomaly_detection/Detecting_consumer_bank_account_takeovers/Suspicious_web_traffic","Industry Neutral","Anomaly detection",50
"Suspicious web traffic","Financial data",Security,"https://lantern.splunk.com/Security/UCE/Guided_Insights/Anomaly_detection/Detecting_consumer_bank_account_takeovers/Suspicious_web_traffic","Industry Neutral","Anomaly detection",50
"Synthetic checks for URL response times","Web Server data",Platform,"https://lantern.splunk.com/@go/page/5807","Technology, Communications, and Media","Troubleshoot Mission-Critical Apps with Logs",100
"Systems vulnerable to Supernova malware","Vulnerability Scanning data",Security,"https://lantern.splunk.com/@go/page/1772","Industry Neutral","Threat Hunting",100
"Systems with the update service disabled","Microsoft:Windows data",Security,"https://lantern.splunk.com/@go/page/552","Industry Neutral",Compliance,100
"Time elapsed between two related events","Microsoft:Windows data",Security,"https://lantern.splunk.com/@go/page/804","Industry Neutral","Incident Management",100
"Top audit failures by user in Dell Isilon NAS","Storage data",Observability,"https://lantern.splunk.com/@go/page/693","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Top five most common web browsers","Web Server data",Platform,"https://lantern.splunk.com/@go/page/704","Technology, Communications, and Media","Troubleshoot Mission-Critical Apps with Logs",100
"Top ten highest network utilization queries","Database data",Observability,"https://lantern.splunk.com/@go/page/694","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Top ten most common database queries","Database data",Observability,"https://lantern.splunk.com/@go/page/695","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Top ten slowest database queries","Database data",Observability,"https://lantern.splunk.com/@go/page/696","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Top ten slowest web pages on a web server","Web Server data",Platform,"https://lantern.splunk.com/@go/page/705","Technology, Communications, and Media","Troubleshoot Mission-Critical Apps with Logs",100
"Topology of a VMware environment","VMware data",Observability,"https://lantern.splunk.com/@go/page/2825","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Total bytes out from source IP addresses","Network Firewall data",Security,"https://lantern.splunk.com/@go/page/577","Industry Neutral","Security Monitoring",100
"Total call minutes by subscriber","Call Detail Record data",Platform,"https://lantern.splunk.com/@go/page/2375","Technology, Communications, and Media","Technology, Communications, and Media Analysis",100
"Tracking a retail banking transaction end-to-end","Application data",Platform,"https://lantern.splunk.com/@go/page/2714","Financial Services and Insurance","Financial Services and Insurance Analysis",50
"Tracking a retail banking transaction end-to-end","Financial data",Platform,"https://lantern.splunk.com/@go/page/2714","Financial Services and Insurance","Financial Services and Insurance Analysis",50
"Trends in application errors over time","Application data",Observability,"https://lantern.splunk.com/@go/page/1259","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Trends in database query counts","Database data",Observability,"https://lantern.splunk.com/@go/page/697","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Trends in database query response times","Database data",Observability,"https://lantern.splunk.com/@go/page/698","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Trends in exceptions and stack traces","Application data",Observability,"https://lantern.splunk.com/@go/page/1257","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Trends in web server response codes","Web Server data",Platform,"https://lantern.splunk.com/@go/page/706","Technology, Communications, and Media","Troubleshoot Mission-Critical Apps with Logs",100
"Triaging Crowdstrike malware data","CrowdStrike Falcon data",Security,"https://lantern.splunk.com/@go/page/1160","Industry Neutral","Incident Management",50
"Triaging Crowdstrike malware data","Malware data",Security,"https://lantern.splunk.com/@go/page/1160","Industry Neutral","Incident Management",50
"Troubleshooting checkout latency issues","Business Service data",Observability,"https://lantern.splunk.com/@go/page/2226","Industry Neutral","Optimize End-User Experiences",100
"Typosquatting clicks on a network","Network Firewall data",Security,"https://lantern.splunk.com/@go/page/817","Industry Neutral","Threat Hunting",100
"USN journal deletion","Endpoint data",Security,"https://lantern.splunk.com/@go/page/2915","Industry Neutral","Threat Hunting",100
"Unattached AWS elastic block store volumes","AWS:Description data",Observability,"https://lantern.splunk.com/@go/page/657","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Unauthorized access to Splunk indexes","Endpoint data",Security,"https://lantern.splunk.com/@go/page/556","Industry Neutral",Compliance,100
"Unauthorized access to systems","Authentication data",Security,"https://lantern.splunk.com/@go/page/555","Industry Neutral",Compliance,100
