epoch,_time,customer,amount,os,location,vendor,operation,responseTime,action,appVersion
1555123880,2019/04/12 22:51:20 EDT,Nash,467,Android 7.1,garden,ButterCupPay,receive,7,authorized,4.2
1555110709,2019/04/12 19:11:49 EDT,Kane,65,Windows 10,rabbit hole,ButterCupPay,receive,10,authorized,4.3
1555083398,2019/04/12 11:36:38 EDT,Fitzgerald,514,Windows 10,garden,ButterCupPay,receive,8,authorized,4.1
1555084500,2019/04/12 11:55:00 EDT,Hunter,45,IOS 11,oaktree,MoonPay,payment,5,authorized,4.1
1555106901,2019/04/12 18:08:21 EDT,Noble,441,IOS 12.2,oaktree,SplunkPay,payment,3,authorized,4.1
1555123344,2019/04/12 22:42:24 EDT,Alvin,277,Android 8.0,rabbit hole,ButterCupPay,transmit,9,authorized,4.1
1555099750,2019/04/12 16:09:10 EDT,Dominic,390,Android 7.1,barnsville,ButterCupPay,payment,7,authorized,4.2
1555108478,2019/04/12 18:34:38 EDT,Ulysses,492,Android 8.0,oaktree,SplunkPay,receive,4,authorized,4.1
1555104532,2019/04/12 17:28:52 EDT,Brandon,451,Android 8.0,rose,SplunkPay,receive,5,authorized,4.2
1555075359,2019/04/12 09:22:39 EDT,Ulysses,134,IOS 11,barnsville,MoonPay,transmit,4,authorized,4.2
1555117931,2019/04/12 21:12:11 EDT,Minerva,437,IOS 10.4,garden,MoonPay,payment,2,authorized,4.2
1555105584,2019/04/12 17:46:24 EDT,Kiona,329,IOS 10.4,rose,MoonPay,transmit,9,authorized,4.3
1555077692,2019/04/12 10:01:32 EDT,Larissa,100,Android 7.1,barnsville,MoonPay,transmit,3,authorized,4.1
1555096401,2019/04/12 15:13:21 EDT,Nigel,559,Android 8.0,oaktree,ButterCupPay,receive,2,authorized,4.3
1555120003,2019/04/12 21:46:43 EDT,Beau,220,IOS 11,rabbit hole,SplunkPay,receive,7,authorized,4.3
1555074651,2019/04/12 09:10:51 EDT,Merrill,483,IOS 10.4,rose,SplunkPay,transmit,10,authorized,4.1
1555102823,2019/04/12 17:00:23 EDT,Amelia,478,IOS 12.2,rose,MoonPay,receive,8,authorized,4.3
1555119793,2019/04/12 21:43:13 EDT,Hamish,135,Android 7.1,rose,MoonPay,transmit,7,authorized,4.1
1555074220,2019/04/12 09:03:40 EDT,Darrel,171,Android 7.1,oaktree,SplunkPay,transmit,6,authorized,4.2
1555077833,2019/04/12 10:03:53 EDT,Ryder,408,Windows 10,rose,SplunkPay,receive,5,authorized,4.1
1555084095,2019/04/12 11:48:15 EDT,Ignatius,115,Android 7.1,rabbit hole,MoonPay,transmit,6,authorized,4.2
1555083399,2019/04/12 11:36:39 EDT,Alden,191,IOS 12.2,rabbit hole,MoonPay,payment,2,authorized,4.2
1555078271,2019/04/12 10:11:11 EDT,Karly,480,IOS 12.2,rose,SplunkPay,payment,8,authorized,4.1
1555077999,2019/04/12 10:06:39 EDT,Shaine,213,IOS 10.4,rabbit hole,SplunkPay,transmit,3,authorized,4.3
1555095431,2019/04/12 14:57:11 EDT,Randall,421,Android 8.0,rabbit hole,SplunkPay,transmit,7,authorized,4.2
1555078332,2019/04/12 10:12:12 EDT,Karina,273,Android 7.1,barnsville,MoonPay,payment,6,authorized,4.3
1555111571,2019/04/12 19:26:11 EDT,Gavin,174,IOS 12.2,rabbit hole,SplunkPay,payment,7,authorized,4.2
1555077995,2019/04/12 10:06:35 EDT,Aubrey,503,Android 7.1,garden,SplunkPay,transmit,3,authorized,4.1
1555079966,2019/04/12 10:39:26 EDT,Gareth,47,IOS 12.2,rose,ButterCupPay,transmit,5,authorized,4.3
1555086526,2019/04/12 12:28:46 EDT,Emerson,172,IOS 10.4,oaktree,SplunkPay,payment,7,authorized,4.1
1555083577,2019/04/12 11:39:37 EDT,Merritt,233,IOS 12.2,oaktree,ButterCupPay,receive,10,authorized,4.1
1555095282,2019/04/12 14:54:42 EDT,Uriah,455,IOS 10.4,rose,MoonPay,receive,4,authorized,4.2
1555103524,2019/04/12 17:12:04 EDT,Tad,425,Android 8.0,rose,SplunkPay,transmit,3,authorized,4.2
1555080494,2019/04/12 10:48:14 EDT,Abdul,382,IOS 12.2,barnsville,ButterCupPay,payment,8,authorized,4.1
1555078760,2019/04/12 10:19:20 EDT,Echo,234,Android 8.0,garden,SplunkPay,transmit,5,authorized,4.1
1555118208,2019/04/12 21:16:48 EDT,Chadwick,294,IOS 10.4,barnsville,ButterCupPay,payment,3,authorized,4.2
1555079115,2019/04/12 10:25:15 EDT,Kamal,210,IOS 12.2,barnsville,MoonPay,payment,9,authorized,4.2
1555109256,2019/04/12 18:47:36 EDT,Ralph,407,IOS 12.2,rose,SplunkPay,transmit,6,authorized,4.1
1555097694,2019/04/12 15:34:54 EDT,Chancellor,57,Android 8.0,barnsville,SplunkPay,transmit,5,authorized,4.1
1555116953,2019/04/12 20:55:53 EDT,Angela,134,IOS 11,barnsville,MoonPay,transmit,9,authorized,4.1
1555121643,2019/04/12 22:14:03 EDT,Brendan,447,Windows 10,rabbit hole,ButterCupPay,payment,10,authorized,4.1
1555116739,2019/04/12 20:52:19 EDT,Holmes,49,IOS 10.4,barnsville,ButterCupPay,payment,7,authorized,4.3
1555107421,2019/04/12 18:17:01 EDT,Stewart,413,IOS 10.4,barnsville,SplunkPay,payment,2,authorized,4.2
